,name,production,distributor,artist,st_day,ed_day,score,rank,장르,런타임,성별,활동유형
12261,내 생애 가장 행복한 시간 Part.2,밀리언마켓,Dreamus,MC몽,2019-10-27,2019-11-02,21549466,17,가요 / 랩/힙합,04:42:00,남성,솔로
12262,포장마차,How엔터테인먼트,NHN벅스,황인욱,2019-10-27,2019-11-02,21076943,18,가요 / 발라드,03:54:00,남성,솔로
12263,허전해,뉴런뮤직,카카오 M,폴킴,2019-10-27,2019-11-02,20742623,19,가요 / R&B/소울,03:53:00,남성,솔로
12264,가을밤 떠난 너,넥스타엔터테인먼트,카카오 M,케이시,2019-10-27,2019-11-02,19592616,20,가요 / 발라드,04:14:00,여성,솔로
12265,2002,Atlantic Records UK,Warner Music,Anne-Marie,2019-10-27,2019-11-02,19297402,21,POP / 팝,03:07:00,여성,솔로
12266,기억해줘요 내 모든 날과 그때를,냠냠엔터테인먼트,카카오 M,거미,2019-10-27,2019-11-02,19024346,22,OST / 드라마,03:49:00,여성,솔로
12267,Feel Special,JYP Entertainment,Dreamus,TWICE,2019-10-27,2019-11-02,18011135,23,가요 / 댄스,03:27:00,여성,그룹
12268,사랑에 연습이 있었다면,"엔에스씨컴퍼니, 디원미디어",카카오 M,임재현,2019-10-27,2019-11-02,17727585,24,가요 / 발라드,04:16:00,남성,솔로
12269,Senorita,"Island Records, a division of UMG Recordings, Inc.",Universal Music,"Shawn Mendes, Camila Cabello",2019-10-27,2019-11-02,17613802,25,POP / 팝,03:11:00,혼성,프로젝트
12270,Senorita,"Island Records, a division of UMG Recordings, Inc.",Universal Music,"Shawn Mendes, Camila Cabello",2019-10-27,2019-11-02,17613802,25,POP / 팝,03:11:00,혼성,프로젝트
12271,술이 문제야,젤리피쉬 엔터테인먼트,"지니뮤직, Stone Music Entertainment","장혜진, 윤민수",2019-10-27,2019-11-02,16868056,26,가요 / 발라드,04:07:00,혼성,프로젝트
12272,그대라는 시,냠냠엔터테인먼트,카카오 M,태연,2019-10-27,2019-11-02,16583177,27,OST / 드라마,03:30:00,여성,솔로
12273,사랑이 식었다고 말해도 돼,먼데이키즈 컴퍼니,카카오 M,먼데이 키즈,2019-10-27,2019-11-02,16337930,28,가요 / 발라드,03:41:00,남성,솔로
12274,"모든 날, 모든 순간",SM Entertainment,Dreamus,폴킴,2019-10-27,2019-11-02,16280928,29,OST / 드라마,03:31:00,남성,솔로
12275,헤어지자,RBW,카카오 M,휘인,2019-10-27,2019-11-02,15795803,30,가요 / 발라드,04:13:00,여성,솔로
12276,bad guy,"Darkroom, Interscope Records",Universal Music,Billie Eilish,2019-10-27,2019-11-02,15128941,31,POP / 락,03:14:00,여성,솔로
12277,Gravity,SM Entertainment,Dreamus,태연,2019-10-27,2019-11-02,15081723,32,가요 / 발라드,04:00:00,여성,솔로
12278,작은 것들을 위한 시,빅히트 엔터테인먼트,Dreamus,방탄소년단,2019-10-27,2019-11-02,14698160,33,가요 / 랩/힙합,03:50:00,남성,그룹
12279,Here I Am,SM Entertainment,Dreamus,태연,2019-10-27,2019-11-02,14589782,34,가요 / 발라드,03:24:00,여성,솔로
12280,너를 만나,뉴런뮤직,카카오 M,폴킴,2019-10-27,2019-11-02,13779755,35,가요 / 발라드,04:41:00,남성,솔로
12281,사계,SM Entertainment,Dreamus,태연,2019-10-27,2019-11-02,13684236,36,가요 / 발라드,03:08:00,여성,솔로
12282,우리 어떻게 할까요,SM Entertainment,Dreamus,첸,2019-10-27,2019-11-02,13263763,37,가요 / 발라드,03:41:00,남성,솔로
12283,헤어져줘서 고마워,메이저나인,지니뮤직,벤,2019-10-27,2019-11-02,13197973,38,가요 / 발라드,04:14:00,여성,솔로
12284,BAND,앰비션뮤직,"지니뮤직, Stone Music Entertainment","창모, Hash Swan, ASH ISLAND, 김효은",2019-10-27,2019-11-02,13016603,39,가요 / 랩/힙합,04:06:00,남성,프로젝트
12285,가끔 이러다,냠냠엔터테인먼트,카카오 M,펀치,2019-10-27,2019-11-02,12770264,40,가요 / R&B/소울,03:41:00,여성,솔로
12286,다시 만날까 봐,J-SOUL COMPANY,카카오 M,V.O.S,2019-10-27,2019-11-02,12490715,41,가요 / 발라드,03:33:00,남성,그룹
12287,나의 어깨에 기대어요,냠냠엔터테인먼트,카카오 M,10cm,2019-10-27,2019-11-02,12482313,42,OST / 드라마,03:31:00,남성,솔로
12288,Paris In The Rain,뮤직테이블,NHN벅스,Lauv,2019-10-27,2019-11-02,12354539,43,POP / 팝,03:25:00,남성,솔로
12289,천둥벌거숭이,KOZ 엔터테인먼트,카카오 M,지코,2019-10-27,2019-11-02,12094534,44,가요 / 랩/힙합,04:12:00,남성,솔로
12290,Speechless,"Disney Enterprises,Inc.",Universal Music,Naomi Scott,2019-10-27,2019-11-02,11971286,45,OST / 해외영화,03:29:00,여성,솔로
12291,그때가 좋았어,넥스타엔터테인먼트,카카오 M,케이시,2019-10-27,2019-11-02,11602157,46,가요 / 발라드,03:55:00,여성,솔로
12292,솔직하게 말해서 나,네버랜드엔터테인먼트,카카오 M,김나영,2019-10-27,2019-11-02,11522609,47,가요 / 발라드,03:21:00,여성,솔로
12293,벗,리메즈,Universal Music,닐로,2019-10-27,2019-11-02,11466409,48,가요 / 발라드,04:30:00,남성,솔로
12294,온도,밀리언마켓,Dreamus,MC몽,2019-10-27,2019-11-02,11434581,49,가요 / 랩/힙합,03:35:00,남성,솔로
12295,너에게 못했던 내 마지막 말은,Stone Music Entertainment,지니뮤직,다비치,2019-10-27,2019-11-02,11203950,50,가요 / 발라드,04:28:00,여성,듀엣
12296,Done For Me,냠냠엔터테인먼트,카카오 M,펀치,2019-10-27,2019-11-02,11083725,51,OST / 드라마,03:52:00,여성,솔로
12297,내 목소리 들리니,냠냠엔터테인먼트,카카오 M,벤,2019-10-27,2019-11-02,11003095,52,OST / 드라마,04:32:00,여성,솔로
12298,노래방에서,버스커버스커,카카오 M,장범준,2019-10-27,2019-11-02,10794467,53,가요 / 락,04:00:00,남성,솔로
12299,Find Me,SM Entertainment,Dreamus,태연,2019-10-27,2019-11-02,10567484,54,가요 / 락,04:08:00,여성,솔로
12300,Love You Like Crazy,SM Entertainment,Dreamus,태연,2019-10-27,2019-11-02,10454874,55,가요 / 댄스,03:00:00,여성,솔로
12301,내 맘을 볼 수 있나요,냠냠엔터테인먼트,카카오 M,헤이즈,2019-10-27,2019-11-02,9948058,56,OST / 드라마,03:46:00,여성,솔로
12302,사람,KOZ 엔터테인먼트,카카오 M,지코,2019-10-27,2019-11-02,9915922,57,가요 / 랩/힙합,03:58:00,남성,솔로
12303,이별행동,케이에이치컴퍼니,카카오 M,이우,2019-10-27,2019-11-02,9787316,58,가요 / 발라드,03:43:00,남성,솔로
12304,ICY,JYP Entertainment,Dreamus,ITZY,2019-10-27,2019-11-02,9765417,59,가요 / 댄스,03:11:00,여성,그룹
12305,LOVE ME,플레디스,"지니뮤직, Stone Music Entertainment",뉴이스트,2019-10-27,2019-11-02,9607757,60,가요 / 댄스,03:03:00,남성,그룹
12306,주저하는 연인들을 위해,페포니 뮤직,카카오 M,잔나비,2019-10-27,2019-11-02,9581040,61,가요 / 인디,04:25:00,남성,밴드
12307,날라리,메이크어스엔터테인먼트,카카오 M,선미,2019-10-27,2019-11-02,9387337,62,가요 / 댄스,02:55:00,여성,솔로
12308,내 안부,소리바다,소리바다,이우,2019-10-27,2019-11-02,9386230,63,가요 / 발라드,03:51:00,남성,솔로
12309,이별은 늘 그렇게,플레이엠엔터테인먼트,카카오 M,허각,2019-10-27,2019-11-02,9350951,64,가요 / 발라드,04:05:00,남성,솔로
12310,Wine,SM Entertainment,Dreamus,태연,2019-10-27,2019-11-02,9209029,65,가요 / R&B/소울,03:57:00,여성,솔로
12311,FANCY,JYP Entertainment,Dreamus,TWICE,2019-10-27,2019-11-02,9141221,66,가요 / 댄스,03:34:00,여성,그룹
12312,무인도,밀리언마켓,Dreamus,MC몽,2019-10-27,2019-11-02,9125070,67,가요 / 랩/힙합,03:52:00,남성,솔로
12313,달,YG Entertainment,YG PLUS,악동뮤지션,2019-10-27,2019-11-02,9096201,68,가요 / 발라드,04:03:00,혼성,듀엣
12314,원더우먼,"에이팝, 미스틱스토리",카카오 M,브라운 아이드 걸스,2019-10-27,2019-11-02,8948917,69,가요 / 댄스,03:53:00,여성,그룹
12315,인사,"민트페이퍼, 광합성",카카오 M,멜로망스,2019-10-27,2019-11-02,8936900,70,가요 / 발라드,03:41:00,남성,듀엣
12316,사월이 지나면 우리 헤어져요,SM Entertainment,Dreamus,첸,2019-10-27,2019-11-02,8781237,71,가요 / 발라드,04:30:00,남성,솔로
12317,Believer,"KIDinaKORNER, Interscope Records",Universal Music,Imagine Dragons,2019-10-27,2019-11-02,8671489,72,POP / 락,03:24:00,남성,그룹
12318,Better Babe,SM Entertainment,Dreamus,태연,2019-10-27,2019-11-02,8604896,73,가요 / 락,04:11:00,여성,솔로
12319,Snapping,MNH Entertainment,"지니뮤직, Stone Music Entertainment",청하,2019-10-27,2019-11-02,8567562,74,가요 / 댄스,03:33:00,여성,솔로
12320,만추,"Stone Music Entertainment, Studio blu",지니뮤직,헤이즈,2019-10-27,2019-11-02,8147320,75,가요 / R&B/소울,03:33:00,여성,솔로
12321,비,뉴런뮤직,카카오 M,폴킴,2019-10-27,2019-11-02,8142781,76,가요 / R&B/소울,03:58:00,남성,솔로
12322,꿈속에 너,H PERFORMANCE,퍼플파인 엔터테인먼트,에이치코드,2019-10-27,2019-11-02,8101890,77,가요 / 발라드,04:12:00,남성,그룹
12323,Do You Love Me?,SM Entertainment,Dreamus,태연,2019-10-27,2019-11-02,7953346,78,가요 / 발라드,04:08:00,여성,솔로
12324,알아,밀리언마켓,Dreamus,MC몽,2019-10-27,2019-11-02,7891376,79,가요 / 랩/힙합,03:58:00,남성,솔로
12325,나빠,피네이션,Dreamus,크러쉬,2019-10-27,2019-11-02,7871047,80,가요 / R&B/소울,03:14:00,남성,솔로
12326,가라사대,Dejavu Group,카카오 M,비와이,2019-10-27,2019-11-02,7859837,81,가요 / 랩/힙합,02:13:00,남성,솔로
12327,사계,325 이엔씨,카카오 M,엠씨더맥스,2019-10-27,2019-11-02,7557750,82,가요 / 발라드,04:17:00,남성,밴드
12328,존버,밀리언마켓,Dreamus,MC몽,2019-10-27,2019-11-02,7550367,83,가요 / 랩/힙합,03:32:00,남성,솔로
12329,호랑이소굴,린치핀뮤직,카카오 M,기리보이,2019-10-27,2019-11-02,7543688,84,가요 / 랩/힙합,03:20:00,남성,솔로
12330,봄날,빅히트 엔터테인먼트,Dreamus,방탄소년단,2019-10-27,2019-11-02,7527630,85,가요 / 댄스,04:34:00,남성,그룹
12331,Another Day,냠냠엔터테인먼트,카카오 M,먼데이 키즈,2019-10-27,2019-11-02,7425344,86,OST / 드라마,03:38:00,혼성,프로젝트
12332,하하하,SM Entertainment,Dreamus,태연,2019-10-27,2019-11-02,7414946,87,가요 / R&B/소울,03:17:00,여성,솔로
12333,담아,Stone Music Entertainment,지니뮤직,스윙스,2019-10-27,2019-11-02,7387760,88,가요 / 랩/힙합,04:28:00,남성,프로젝트
12334,달라달라,JYP Entertainment,Dreamus,ITZY,2019-10-27,2019-11-02,7239062,89,가요 / 댄스,03:20:00,여성,그룹
12335,아퍼,린치핀뮤직,카카오 M,기리보이,2019-10-27,2019-11-02,7065670,90,가요 / 랩/힙합,05:16:00,남성,솔로
12336,City Love,SM Entertainment,Dreamus,태연,2019-10-27,2019-11-02,6981444,91,가요 / R&B/소울,03:39:00,여성,솔로
12337,우린 결국 다시 만날 운명이었지,Stone Music Entertainment,지니뮤직,마마무,2019-10-27,2019-11-02,6946660,92,가요 / 전체,04:08:00,여성,그룹
12338,IDOL,빅히트 엔터테인먼트,Dreamus,방탄소년단,2019-10-27,2019-11-02,6807887,93,가요 / 랩/힙합,03:43:00,남성,그룹
12339,정말 헤어지는 거야,325 이엔씨,카카오 M,린,2019-10-27,2019-11-02,6628541,94,가요 / 발라드,04:06:00,여성,솔로
12340,영화 속에 나오는 주인공처럼,"팬엔터테인먼트, 모스트콘텐츠",NHN벅스,펀치,2019-10-27,2019-11-02,6537408,95,OST / 드라마,03:55:00,여성,솔로
12341,널 안지 않을 수 있어야지,SM Entertainment,Dreamus,첸,2019-10-27,2019-11-02,6494899,96,가요 / 발라드,03:15:00,남성,솔로
12342,Goodbye,글러브엔터테인먼트,카카오 M,박효신,2019-10-27,2019-11-02,6448803,97,가요 / 발라드,04:48:00,남성,솔로
12343,Way Back Home,디씨톰엔터테인먼트,Warner Music,숀,2019-10-27,2019-11-02,6425431,98,가요 / 일렉트로니카,03:34:00,남성,솔로
12344,괜찮아도 괜찮아,SM Entertainment,Dreamus,디오,2019-10-27,2019-11-02,6415395,99,가요 / R&B/소울,03:41:00,남성,솔로
12345,밤편지,"페이브엔터테인먼트,카카오 M",카카오 M,아이유,2019-10-27,2019-11-02,6389882,100,가요 / 발라드,04:13:00,여성,솔로
12346,LION,Stone Music Entertainment,지니뮤직,(여자)아이들,2019-10-27,2019-11-02,6389208,101,가요 / 전체,03:31:00,여성,그룹
12347,SOSO,YG Entertainment,YG PLUS,WINNER,2019-10-27,2019-11-02,6358791,102,가요 / 댄스,03:18:00,남성,그룹
12348,우리 사랑했던 추억을 아직 잊지 말아요,C9엔터테인먼트,카카오 M,이석훈,2019-10-27,2019-11-02,5844903,103,가요 / 발라드,04:06:00,남성,솔로
12349,옥탑방,FNC엔터테인먼트,카카오 M,엔플라잉,2019-10-27,2019-11-02,5776601,104,가요 / 락,03:31:00,남성,밴드
12350,혼코노,인디안레이블,지니뮤직,하은,2019-10-27,2019-11-02,5668832,105,가요 / 인디,04:05:00,남성,솔로
12351,음파음파,SM Entertainment,Dreamus,레드벨벳,2019-10-27,2019-11-02,5598724,106,가요 / 댄스,03:40:00,여성,그룹
12352,FREEDOM,YG Entertainment,YG PLUS,악동뮤지션,2019-10-27,2019-11-02,5529002,107,가요 / 락,03:34:00,혼성,듀엣
12353,놀면 뭐해?,MBC,NHN벅스,"보이비, 개코, 최자, 지구인, GRAY",2019-10-27,2019-11-02,5348705,108,가요 / 랩/힙합,03:52:00,남성,프로젝트
12354,"나만, 봄",쇼파르뮤직,카카오 M,볼빨간사춘기,2019-10-27,2019-11-02,5341977,109,가요 / 인디,03:37:00,여성,솔로
12355,물 만난 물고기,YG Entertainment,YG PLUS,악동뮤지션,2019-10-27,2019-11-02,5262920,110,가요 / 블루스/포크,03:37:00,혼성,듀엣
12356,comethru,Universal Music,Universal Music,Jeremy Zucker,2019-10-27,2019-11-02,5261815,111,POP / 팝,03:02:00,남성,솔로
12357,넘쳐흘러,325 이엔씨,카카오 M,엠씨더맥스,2019-10-27,2019-11-02,5249388,112,가요 / 발라드,04:07:00,남성,밴드
12358,We don`t talk together,"Stone Music Entertainment, Studio blu",지니뮤직,헤이즈,2019-10-27,2019-11-02,5243007,113,가요 / R&B/소울,03:19:00,여성,솔로
12359,FLASH,"SWING Entertainment, Stone Music Entertainment","지니뮤직, Stone Music Entertainment",X1,2019-10-27,2019-11-02,5210735,114,가요 / 댄스,03:31:00,남성,그룹
12360,뱃노래,YG Entertainment,YG PLUS,악동뮤지션,2019-10-27,2019-11-02,5093637,115,가요 / 발라드,02:18:00,혼성,듀엣
12361,밤 끝없는 밤,YG Entertainment,YG PLUS,악동뮤지션,2019-10-27,2019-11-02,5030798,116,가요 / 블루스/포크,03:01:00,혼성,듀엣
12362,벌써 12시,MNH Entertainment,"지니뮤직, Stone Music Entertainment",청하,2019-10-27,2019-11-02,4968281,117,가요 / 댄스,03:42:00,여성,솔로
12363,그래 아니까,엠와이뮤직,카카오 M,정준일,2019-10-27,2019-11-02,4859585,118,가요 / 발라드,04:53:00,남성,솔로
12364,비가 내리는 날에는,C9엔터테인먼트,카카오 M,윤하,2019-10-27,2019-11-02,4789060,119,가요 / 발라드,03:32:00,여성,솔로
12365,Make It Right,빅히트 엔터테인먼트,Dreamus,방탄소년단,2019-10-27,2019-11-02,4785674,120,가요 / 랩/힙합,03:46:00,남성,그룹
12366,나만 아픈 일,Stone Music Entertainment,지니뮤직,이해리,2019-10-27,2019-11-02,4775128,121,가요 / 발라드,03:33:00,여성,솔로
12367,헤어질 자신 있니,제이플래닛 엔터테인먼트,NHN벅스,"앤씨아, HYNN",2019-10-27,2019-11-02,4714055,122,가요 / 발라드,03:25:00,여성,프로젝트
12368,한강의 밤,몬스터엔터테인먼트그룹,카카오 M,헨리,2019-10-27,2019-11-02,4580580,123,가요 / 발라드,03:21:00,남성,솔로
12369,XX,쇼파르뮤직,카카오 M,볼빨간사춘기,2019-10-27,2019-11-02,4533389,124,가요 / 인디,03:15:00,여성,솔로
12370,A Whole New World,"Disney Enterprises,Inc.",Universal Music,"Mena Massoud, Naomi Scott",2019-10-27,2019-11-02,4435595,125,OST / 해외영화,02:56:00,혼성,그룹
12371,눈치,MBC,NHN벅스,"폴킴, 헤이즈",2019-10-27,2019-11-02,4396145,126,가요 / R&B/소울,03:51:00,혼성,프로젝트
12372,게릴라,Stone Music Entertainment,지니뮤직,오마이걸,2019-10-27,2019-11-02,4395477,127,가요 / 전체,03:47:00,여성,그룹
12373,Shape of You,Atlantic Records UK,Warner Music,Ed Sheeran,2019-10-27,2019-11-02,4382882,128,POP / 팝,03:54:00,남성,솔로
12374,"thank u, next","Republic Records, a division of UMG Recordings,Inc",Universal Music,Ariana Grande,2019-10-27,2019-11-02,4274267,129,POP / 팝,03:27:00,여성,솔로
12375,BITION WAY,앰비션뮤직,"지니뮤직, Stone Music Entertainment","ASH ISLAND, 릴러말즈",2019-10-27,2019-11-02,4253752,130,가요 / 랩/힙합,03:47:00,남성,프로젝트
12376,FRIENDS,Atlantic Records UK,Warner Music,"Marshmello, Anne-Marie",2019-10-27,2019-11-02,4245980,131,POP / 팝,03:23:00,혼성,프로젝트
12377,I Don`t Care,Atlantic Records UK,Warner Music,"Ed Sheeran, Justin Bieber",2019-10-27,2019-11-02,4190962,132,POP / 팝,03:40:00,남성,프로젝트
12378,지나오다,닐로 컴퍼니,퍼플파인 엔터테인먼트,닐로,2019-10-27,2019-11-02,4162478,133,가요 / 발라드,04:41:00,남성,솔로
12379,소우주,빅히트 엔터테인먼트,Dreamus,방탄소년단,2019-10-27,2019-11-02,4130499,134,가요 / 랩/힙합,03:44:00,남성,그룹
12380,가을 타나 봐,메이저나인,지니뮤직,바이브,2019-10-27,2019-11-02,4125425,135,가요 / 발라드,03:52:00,남성,그룹
12381,초록빛,뉴런뮤직,카카오 M,폴킴,2019-10-27,2019-11-02,4122373,136,가요 / 발라드,03:46:00,남성,솔로
12382,Attention,Artist Partners,Warner Music,Charlie Puth,2019-10-27,2019-11-02,4100822,137,POP / 팝,03:32:00,남성,솔로
12383,내 생애 가장 행복한 시간,드림티 엔터테인먼트,카카오 M,MC몽,2019-10-27,2019-11-02,4047324,138,가요 / 랩/힙합,04:03:00,남성,솔로
12384,내가 날 버린 이유,"에이팝, 미스틱스토리",카카오 M,브라운 아이드 걸스,2019-10-27,2019-11-02,3997228,139,가요 / 발라드,05:00:00,여성,그룹
12385,Love Shot,SM Entertainment,Dreamus,EXO,2019-10-27,2019-11-02,3980085,140,가요 / 댄스,03:20:00,남성,그룹
12386,Youth,Universal Music,Universal Music,Troye Sivan,2019-10-27,2019-11-02,3946086,141,POP / 팝,03:05:00,남성,솔로
12387,이별주,How엔터테인먼트,NHN벅스,황인욱,2019-10-27,2019-11-02,3904854,142,가요 / 발라드,03:25:00,남성,솔로
12388,이별하러 가는 길,모스트웍스,카카오 M,임한별,2019-10-27,2019-11-02,3902642,143,가요 / 발라드,05:07:00,남성,솔로
12389,Kill This Love,YG Entertainment,YG PLUS,BLACKPINK,2019-10-27,2019-11-02,3898746,144,가요 / 랩/힙합,03:09:00,여성,그룹
12390,삐삐,카카오 M,카카오 M,아이유,2019-10-27,2019-11-02,3869188,145,가요 / R&B/소울,03:15:00,여성,솔로
12391,One Call Away,Artist Partners,Warner Music,Charlie Puth,2019-10-27,2019-11-02,3776259,146,가요 / 락,03:11:00,여성,그룹
12392,On My Way,MER Recordings,Sony Music,"Alan Walker, Sabrina Carpenter, Farruko",2019-10-27,2019-11-02,3744265,147,POP / 일렉트로니카,03:14:00,남성,프로젝트
12393,EX,"Republic Records, a division of UMG Recordings,Inc",Universal Music,Kiana Lede,2019-10-27,2019-11-02,3675228,148,POP / 팝,02:59:00,여성,솔로
12394,Blurry,엔씨소프트,카카오 M,빈지노,2019-10-27,2019-11-02,3665164,149,가요 / 랩/힙합,04:17:00,남성,솔로
12395,여행,쇼파르뮤직,카카오 M,볼빨간사춘기,2019-10-27,2019-11-02,3639337,150,가요 / 인디,03:41:00,여성,솔로
12396,All Falls Down,MER Musikk,Sony Music,Alan Walker,2019-10-27,2019-11-02,3630147,151,POP / 일렉트로니카,03:19:00,남성,솔로
12397,25,쇼파르뮤직,카카오 M,볼빨간사춘기,2019-10-27,2019-11-02,3596376,152,가요 / 인디,03:16:00,여성,솔로
12398,돈 Call Me,"딩고뮤직, 염따",Dreamus,염따,2019-10-27,2019-11-02,3586964,153,가요 / 랩/힙합,02:46:00,남성,솔로
12399,그 끝에 그대,냠냠엔터테인먼트,카카오 M,청하,2019-10-27,2019-11-02,3573545,154,OST / 드라마,03:44:00,여성,솔로
12400,고백,브랜뉴뮤직,카카오 M,양다일,2019-10-27,2019-11-02,3511669,155,가요 / 발라드,03:31:00,남성,솔로
12401,7 rings,"Republic Records, a division of UMG Recordings,Inc",Universal Music,Ariana Grande,2019-10-27,2019-11-02,3503040,156,POP / 팝,02:59:00,여성,솔로
12402,Memories,222 Records/Interscope Records,Universal Music,Maroon 5,2019-10-27,2019-11-02,3458209,157,POP / 팝,03:10:00,남성,밴드
12403,180도,메이저나인,지니뮤직,벤,2019-10-27,2019-11-02,3404578,158,가요 / 발라드,03:49:00,여성,솔로
12404,헷갈려,MBC,NHN벅스,자이언티,2019-10-27,2019-11-02,3273417,159,가요 / R&B/소울,02:56:00,남성,프로젝트
12405,전화를 할까봐,로맨틱팩토리,카카오 M,오반,2019-10-27,2019-11-02,3254753,160,가요 / 인디,03:02:00,남성,솔로
12406,오늘이 지나면,"딩고뮤직, 브랜뉴뮤직",Dreamus,"양다일, 빈센트블루",2019-10-27,2019-11-02,3243185,161,가요 / R&B/소울,04:02:00,남성,프로젝트
12407,Havana,Syco Music/Epic,Sony Music,Camila Cabello,2019-10-27,2019-11-02,3227764,162,POP / 팝,03:37:00,여성,솔로
12408,BUNGEE,WM엔터테인먼트,카카오 M,오마이걸,2019-10-27,2019-11-02,3226473,163,가요 / 댄스,02:57:00,여성,그룹
12409,고래,YG Entertainment,YG PLUS,악동뮤지션,2019-10-27,2019-11-02,3224381,164,가요 / 락,03:19:00,혼성,듀엣
12410,열애중,메이저나인,지니뮤직,벤,2019-10-27,2019-11-02,3223704,165,가요 / 발라드,04:31:00,여성,솔로
12411,YES or YES,JYP Entertainment,Dreamus,TWICE,2019-10-27,2019-11-02,3205750,166,가요 / 댄스,03:58:00,여성,그룹
12412,선물,"민트페이퍼, 광합성",카카오 M,멜로망스,2019-10-27,2019-11-02,3205385,167,가요 / 인디,04:21:00,남성,듀엣
12413,Talk,"Right Hand Music Group, LLC/RCA Records",Sony Music,"Khalid, Disclosure",2019-10-27,2019-11-02,3196213,168,POP / R&B/소울,04:33:00,남성,솔로
12414,취하고 싶다,678 MUSIC,뮤직파운드,황인욱,2019-10-27,2019-11-02,3177241,169,가요 / 발라드,03:44:00,남성,솔로
12415,If I Can`t Have You,"Island Records, a division of UMG Recordings, Inc.",Universal Music,Shawn Mendes,2019-10-27,2019-11-02,3142108,170,POP / 팝,03:11:00,남성,솔로
12416,Honesty,"Human Re Sources, LLC",Warner Music,Pink Sweat$,2019-10-27,2019-11-02,3134026,171,POP / R&B/소울,03:09:00,남성,솔로
12417,"그대의 밤, 나의 아침","인넥스트트렌드, 롱플레이뮤직","지니뮤직, Stone Music Entertainment",브라운 아이드 소울,2019-10-27,2019-11-02,3129841,172,가요 / R&B/소울,04:30:00,남성,그룹
12418,Dance The Night Away,JYP Entertainment,Dreamus,TWICE,2019-10-27,2019-11-02,3126263,173,가요 / 댄스,03:01:00,여성,그룹
12419,내 생에 아름다운,"뮤직앤뉴, 스튜디오앤뉴",뮤직앤뉴,케이윌,2019-10-27,2019-11-02,3096204,174,OST / 드라마,04:01:00,남성,솔로
12420,별 보러 갈래?,쇼파르뮤직,카카오 M,볼빨간사춘기,2019-10-27,2019-11-02,3087376,175,가요 / 인디,03:21:00,여성,솔로
12421,그날처럼,리메즈,카카오 M,장덕철,2019-10-27,2019-11-02,3085765,176,가요 / 발라드,03:53:00,남성,그룹
12422,Say Goodbye,냠냠엔터테인먼트,카카오 M,송하예,2019-10-27,2019-11-02,3063420,177,OST / 드라마,03:06:00,여성,솔로
12423,당신과는 천천히,버스커버스커,카카오 M,장범준,2019-10-27,2019-11-02,3062114,178,가요 / 락,04:00:00,남성,솔로
12424,하루도 그대를 사랑하지 않은 적이 없었다,NH EMG,인터파크,임창정,2019-10-27,2019-11-02,3054236,179,가요 / 발라드,04:03:00,남성,솔로
12425,"fuck, i`m lonely",뮤직테이블,NHN벅스,"Lauv, Anne-Marie",2019-10-27,2019-11-02,3039571,180,POP / 팝,03:19:00,남성,솔로
12426,가을 안부,먼데이키즈 컴퍼니,지니뮤직,먼데이 키즈,2019-10-27,2019-11-02,3013036,181,가요 / 발라드,05:03:00,남성,솔로
12427,Lost Stars,Interscope Records,Universal Music,Adam Levine,2019-10-27,2019-11-02,2987801,182,POP / 팝,04:28:00,남성,솔로
12428,미안해,브랜뉴뮤직,카카오 M,양다일,2019-10-27,2019-11-02,2973930,183,가요 / R&B/소울,03:49:00,남성,솔로
12429,Closer,"Disruptor Records, Columbia",Sony Music,The Chainsmokers,2019-10-27,2019-11-02,2964447,184,POP / 팝,04:06:00,남성,듀엣
12430,그건 아마 우리의 잘못은 아닐 거야,JYP Entertainment,Dreamus,백예린,2019-10-27,2019-11-02,2962658,185,가요 / R&B/소울,03:53:00,여성,솔로
12431,Good Day,Stone Music Entertainment,지니뮤직,"pH-1, Kid Milli, 루피",2019-10-27,2019-11-02,2961244,186,가요 / 랩/힙합,04:27:00,남성,프로젝트
12432,wish you were gay,"Darkroom, Interscope Records",Universal Music,Billie Eilish,2019-10-27,2019-11-02,2959319,187,POP / 락,03:42:00,여성,솔로
12433,나의 사춘기에게,쇼파르뮤직,카카오 M,볼빨간사춘기,2019-10-27,2019-11-02,2953501,188,가요 / 인디,03:43:00,여성,솔로
12434,작별 인사,YG Entertainment,YG PLUS,악동뮤지션,2019-10-27,2019-11-02,2953179,189,가요 / 발라드,03:28:00,혼성,듀엣
12435,비워,"딩고뮤직, Ambition Musik",카카오 M,"CHANGMO, Hash Swan, ASH ISLAND, 김효은, Leellamarz & The QuiettDingo X Ambition Musik",2019-10-27,2019-11-02,2908012,190,가요 / 랩/힙합,03:38:00,남성,솔로
12436,i`m so tired...,뮤직테이블,NHN벅스,"Lauv, Troye Sivan",2019-10-27,2019-11-02,2891692,191,POP / 팝,02:43:00,남성,프로젝트
12437,신용재,인디안레이블,지니뮤직,하은,2019-10-27,2019-11-02,2884106,192,가요 / 발라드,03:34:00,남성,솔로
12438,Chandelier,Monkey Puzzle Records,Sony Music,Sia,2019-10-27,2019-11-02,2875070,193,POP / 팝,03:36:00,여성,솔로
12439,Love Yourself,"Def Jam Recordings, a division of UMG Recordings, Inc",Universal Music,Justin Bieber,2019-10-27,2019-11-02,2873348,194,POP / 팝,03:54:00,남성,솔로
12440,Someone Like You,XL Recordings,강앤뮤직,Adele,2019-10-27,2019-11-02,2873182,195,POP / R&B/소울,04:46:00,여성,솔로
