artist,name,rank_g,you_rank_g,previous_ranking,genre,season,sex,song_type,active_type,title_song,week,runtime,top_freq,gg_score,nv_score,total_view,season_genre_score,pd_score,dc_total_numb,dc_mean_reccomend,dc_mean_views,drama_view
Wanna One,봄바람,2,4,2,Dance,winter,male,K_POP,Group,1,2018.12.9,0.621301775,0.182692308,0.23,0.866326391,0.835838347,0.696853547,0.294895127,0,0,0,0
황치열,그대가 내 안에 박혔다,7,10,6,Ballad,winter,male,K_POP,Solo,1,2018.12.9,0.618343195,0.173076923,0.36,0.45326315,0,0.537976127,0.207039327,0.190591338,0.029040404,0.011637701,0
김범수,첫눈처럼 너에게 가겠다,6,6,4,Ballad,winter,male,K_POP,Solo,1,2018.12.9,0.621301775,0.105769231,0.66,0.738408003,0.819217904,0.537976127,0.929058286,0.114981184,0.015151515,0.021277148,0
뉴이스트 W,HELP ME,5,10,3,Dance,winter,male,K_POP,Group,1,2018.12.9,0.547337278,0.028846154,0.21,0.628677319,0,0.696853547,0.339886231,0,0,0,0
레드벨벳,RBB,3,10,1,Dance,winter,female,K_POP,Group,1,2018.12.9,0.482248521,0.134615385,0.34,0.64583766,0,0.696853547,0.728122998,0.135651953,0.01858856,0.006233948,0
마마무,Wind flower,2,3,1,R&B/Soul,winter,female,K_POP,Group,1,2018.12.9,0.624260355,0.153846154,0.75,1,0.847256116,0.580986671,0.988320518,0.338324121,0.069610043,0.022708964,0
송민호,아낙네,1,1,1,Rap/Hiphop,winter,male,K_POP,Solo,1,2018.12.9,0.538461538,0.375,0.45,0.548999057,0.92728796,0.533239364,0.478486836,0,0,0,0
어반 자카파,이 밤이 특별해진 건,6,10,4,Ballad,winter,mixed,K_POP,Group,1,2018.12.9,0.686390533,0.067307692,0.46,0.47122317,0,0.537976127,0.265166517,0,0,0,0
허각,흔한 이별,3,10,2,Ballad,winter,male,K_POP,Solo,1,2018.12.9,0.668639053,0.403846154,0.32,0.07290649,0,0.537976127,0.61133374,0.378577589,0.084848485,0.055135416,0
Sia,Snowman,7,7,10,Pop,winter,female,POP,Solo,1,2018.12.9,0.414201183,0.5,1,0.373287456,0.798016818,0.576737494,0.821915583,0,0,0,0
김동률,동화,1,10,2,Ballad,winter,male,K_POP,Solo,1,2018.12.9,0.674556213,0.134615385,1,0.848086414,0,0.537976127,0.794925449,0.403074408,0.095238095,0.065025744,0
EXO,Love Shot,1,10,1,Dance,winter,male,K_POP,Group,1,2018.12.9,0.514792899,0.471153846,0.56,0.748226857,0,0.696853547,0.728122998,0.33179223,0.067334967,0.014778604,0
Mariah Carey,All I Want For Christmas Is You,8,10,10,carol,winter,female,Others,Solo,1,2018.12.9,0.639053254,0.153846154,0.79,0.887519584,0,0.501657493,0,0,0,0,0
벤,180도,1,10,5,Ballad,winter,female,K_POP,Solo,1,2018.12.9,0.600591716,0.509615385,1,0.523477939,0,0.537976127,0.487807803,0,0,0,0
"성시경, 박효신, 이석훈, 서인국, 빅스",크리스마스니까,10,10,10,carol,winter,male,Others,Project,1,2018.12.9,0.588757396,0.115384615,0.438,0.402220914,0,0.501657493,0.813456313,0,0,0,0
오반,행복,8,3,8,Indi,winter,male,K_POP,Solo,1,2018.12.9,0.653846154,0.211538462,0.23,0.198541019,0.845447438,0.628129793,0.150190483,0,0,0,0
이창섭,Gone,8,9,10,Rock,winter,male,K_POP,Solo,1,2018.12.9,0.594674556,0,0.08,0.365407349,0.780722461,0.640332925,0.245151152,0,0,0,0
헤이즈,첫눈에,3,2,4,R&B/Soul,winter,female,K_POP,Solo,1,2018.12.9,0.532544379,0.201923077,0.55,0.717325366,0.876631113,0.580986671,0.348731503,0,0,0,0
Ariana Grande,Santa Tell Me,4,5,7,Pop,winter,female,POP,Solo,0,2018.12.9,0.526627219,0.240384615,0.51,0.91775604,0.821369523,0.576737494,0.815476645,0,0,0,0
Queen,I Was Born To Love You,10,9,9,Rock,winter,male,POP,Band,0,2018.12.9,0.778106509,0.048076923,0.72,0.862718331,0.783209665,0.640332925,0,0,0,0,0
방탄소년단,봄날,7,10,7,Dance,winter,male,K_POP,Group,0,2018.12.9,0.733727811,1,0.44,0.876803517,0,0.696853547,0.583869299,0.40438996,0.095821848,0.026047232,0
EXO,Gravity,8,10,8,Dance,winter,male,K_POP,Group,0,2018.12.9,0.618343195,0.173076923,0.56,0.748226857,0,0.696853547,0.728122998,0.33179223,0.067334967,0.014778604,0
EXO,Wait,7,10,10,Ballad,winter,male,K_POP,Group,0,2018.12.9,0.659763314,0.115384615,0.56,0.748226857,0,0.537976127,0.728122998,0.33179223,0.067334967,0.014778604,0
EXO,닿은 순간,9,10,9,Dance,winter,male,K_POP,Group,0,2018.12.9,0.476331361,0.163461538,0.56,0.748226857,0,0.696853547,0.728122998,0.33179223,0.067334967,0.014778604,0
EXO,트라우마,6,10,10,Dance,winter,male,K_POP,Group,0,2018.12.9,0.579881657,0.115384615,0.56,0.748226857,0,0.696853547,0.728122998,0.33179223,0.067334967,0.014778604,0
TWICE,올해 제일 잘한 일,3,10,10,R&B/Soul,winter,female,K_POP,Group,0,2018.12.9,0.544378698,0.028846154,0.64,0.720465697,0,0.580986671,0.57642255,0,0,0,0
Wanna One,Beautiful,8,10,7,Ballad,winter,male,K_POP,Group,0,2018.12.9,0.50591716,0.394230769,0.23,0.866326391,0,0.537976127,0.391818321,0,0,0,0
Wanna One,불꽃놀이,10,10,7,Dance,winter,male,K_POP,Group,0,2018.12.9,0.568047337,0.057692308,0.23,0.866326391,0,0.696853547,0.294895127,0,0,0,0
Wanna One,술래,10,10,8,Dance,winter,male,K_POP,Group,0,2018.12.9,0.473372781,0.057692308,0.23,0.866326391,0,0.696853547,0.294895127,0,0,0,0
Wanna One,집,8,10,6,Dance,winter,male,K_POP,Group,0,2018.12.9,0.603550296,0.057692308,0.23,0.866326391,0,0.696853547,0.294895127,0,0,0,0
방탄소년단,I`m Fine,9,10,8,Rap/Hiphop,winter,male,K_POP,Group,0,2018.12.9,0.633136095,0.365384615,0.44,0.876803517,0,0.533239364,0.583869299,0.40438996,0.095821848,0.026047232,0
아이유,미리 메리 크리스마스,8,10,10,All,winter,female,K_POP,Solo,0,2018.12.9,0.721893491,0.125,0.49,0.418520254,0,0.565257715,0.223096973,0,0,0,0
폴킴,비,5,10,4,R&B/Soul,winter,male,K_POP,Solo,0,2018.12.9,0.627218935,0.980769231,0.17,0.369383223,0,0.580986671,0.463707536,0,0,0,0
Camila Cabello,Havana,10,10,10,Pop,winter,female,POP,Solo,1,2018.12.16,0.565088757,0.855769231,0.28,0.664782842,0,0.576737494,0,0,0,0,0
Ed Sheeran,Shape of You,9,10,9,Pop,winter,male,POP,Solo,1,2018.12.16,0.615384615,1,0.25,0.801994652,0,0.576737494,0,0,0,0,0
EXO,Universe,10,10,8,Ballad,winter,male,K_POP,Group,0,2018.12.16,0.704142012,0.259615385,0.53,0.758275601,0,0.537976127,0.79270308,0.305551615,0.058705559,0.017859474,0
Fitz & The Tantrums,HandClap,9,10,9,Pop,winter,mixed,POP,Band,1,2018.12.16,0.49408284,0.740384615,0,0.604787047,0,0.576737494,0.793260812,0,0,0,0
iKON,사랑을 했다,8,10,8,Rap/Hiphop,winter,male,K_POP,Group,0,2018.12.16,0.544378698,0.615384615,0.42,0.552411397,0,0.533239364,0.591068601,0.196561632,0.03030303,0.084520204,0
Wanna One,BOOMERANG,10,10,10,Dance,winter,male,K_POP,Group,0,2018.12.16,0.467455621,0.317307692,0.53,0.886435283,0,0.696853547,0.532941411,0,0,0,0
닐로,지나오다,3,5,3,Ballad,winter,male,K_POP,Solo,1,2018.12.16,0.75443787,0.923076923,0.22,0.07290649,0.82626578,0.537976127,0,0,0,0,0
"로꼬, 화사",주지마,9,10,9,Ballad,winter,mixed,K_POP,Project,1,2018.12.16,0.609467456,0.586538462,0.095,0.114976033,0,0.537976127,0.935509289,0,0,0,0
로이킴,그때 헤어지면 돼,6,10,5,Ballad,winter,male,K_POP,Solo,0,2018.12.16,0.659763314,0.509615385,0.05,0.07290649,0,0.537976127,0.461143257,0.282517859,0.051761635,0.021443584,0
먼데이 키즈,가을 안부,5,10,5,Ballad,winter,male,K_POP,Solo,1,2018.12.16,0.819526627,0.788461538,0.51,0.412146881,0,0.537976127,0.642512596,0,0,0,0
멜로망스,You,10,10,9,Ballad,winter,male,K_POP,Duet,0,2018.12.16,0.727810651,0.596153846,0.15,0.16076229,0,0.537976127,0.628677319,0,0,0,0
방탄소년단,DNA,8,10,9,Rap/Hiphop,winter,male,K_POP,Group,0,2018.12.16,0.582840237,0.673076923,0.47,0.80884049,0,0.533239364,0.494544482,0.397241846,0.092682374,0.015609174,0
비투비,그리워하다,7,10,7,Ballad,winter,male,K_POP,Group,0,2018.12.16,0.624260355,0.644230769,0.4,0.603453633,0,0.537976127,0.215216866,0,0,0,0
아이유,밤편지,4,10,4,Ballad,winter,female,K_POP,Solo,0,2018.12.16,0.671597633,1,0.57,0.412146881,0,0.537976127,0.415357,0,0,0,0
양다일,미안해,5,10,5,R&B/Soul,winter,male,K_POP,Solo,0,2018.12.16,0.600591716,0.788461538,0.22,0.150190483,0,0.580986671,0.215216866,0,0,0,0
에일리,첫눈처럼 너에게 가겠다,6,8,7,Drama,winter,female,OST,Solo,1,2018.12.16,0.603550296,0.836538462,0.14,0.18047397,0.788145144,0.646944859,0.548999057,0,0,0,0
장덕철,그날처럼,8,9,7,Ballad,winter,male,K_POP,Group,0,2018.12.16,0.612426036,0.807692308,0.1,0.527313067,0.779434871,0.537976127,0.458548267,0,0,0,0
정승환,눈사람,10,10,10,Ballad,winter,male,K_POP,Solo,0,2018.12.16,0.621301775,0.355769231,0.65,0.289266783,0,0.537976127,0.900464717,0.223376412,0.036313549,0.020825035,0
폴킴,"모든 날, 모든 순간",2,2,2,Drama,winter,male,OST,Solo,0,2018.12.16,0.547337278,1,0.31,0.377122584,0.865129872,0.646944859,0.79270308,0,0,0,0
방탄소년단,FAKE LOVE,6,4,6,Rap/Hiphop,winter,male,K_POP,Group,0,2018.12.16,0.639053254,0.653846154,0.47,0.80884049,0.832627033,0.533239364,0.494544482,0.397241846,0.092682374,0.015609174,0
벤,열애중,2,10,2,Ballad,winter,female,K_POP,Solo,0,2018.12.16,0.724852071,0.769230769,0.66,0.511547638,0,0.537976127,0.496744288,0,0,0,0
볼빨간사춘기,여행,7,10,6,Indi,winter,female,K_POP,Solo,1,2018.12.16,0.576923077,0.951923077,0.09,0.265166517,0,0.628129793,0.391818321,0,0,0,0
BLACKPINK,뚜두뚜두,4,1,4,Dance,winter,female,K_POP,Group,1,2018.12.16,0.541420118,0.653846154,0.25,0.684055901,0.891897204,0.696853547,0.591068601,0,0,0,0
BLACKPINK,Forever Young,9,10,9,Dance,winter,female,K_POP,Group,0,2018.12.16,0.624260355,0.586538462,0.25,0.684055901,0,0.696853547,0.591068601,0,0,0,0
비투비,너 없인 안 된다,6,10,6,Ballad,winter,male,K_POP,Group,0,2018.12.16,0.594674556,0.548076923,0.4,0.603453633,0,0.537976127,0.215216866,0,0,0,0
멜로망스,동화,10,10,10,Indi,winter,male,K_POP,Duet,0,2018.12.16,0.594674556,0.403846154,0.15,0.16076229,0,0.628129793,0.616432306,0,0,0,0
TWICE,Dance The Night Away,5,3,5,Dance,winter,female,K_POP,Group,0,2018.12.16,0.458579882,0.692307692,0.6,0.65233852,0.849368039,0.696853547,0.632219835,0,0,0,0
숀,Way Back Home,2,10,2,Electronica,winter,male,K_POP,Solo,1,2018.12.16,0.556213018,0.894230769,0.18,0.127361065,0,0.539911547,0.039505265,0,0,0,0
마마무,너나 해,8,10,8,Dance,winter,female,K_POP,Group,0,2018.12.16,0.50295858,0.365384615,0.39,0.567134883,0,0.696853547,0.71653312,0.28816964,0.05341361,0.018557738,0
승리,셋 셀테니,10,10,10,Dance,winter,male,K_POP,Solo,1,2018.12.16,0.529585799,0.307692308,0.02,0.223096973,0,0.696853547,0.591068601,0.448181734,0.116883117,0.057141209,0
"기리보이, Kid Milli, NO:EL, 스윙스",flex,6,10,6,Rap/Hiphop,winter,male,K_POP,Project,1,2018.12.16,0.591715976,0.576923077,0.588,0.507420293,0,0.533239364,0.750274234,0,0,0,0
Wanna One,에너제틱,8,10,7,Dance,winter,male,K_POP,Group,0,2018.12.16,0.482248521,0.442307692,0.53,0.886435283,0,0.696853547,0.532941411,0,0,0,0
레드벨벳,Power Up,10,6,9,Dance,winter,female,K_POP,Group,0,2018.12.16,0.520710059,0.480769231,0.32,0.595276094,0.819374446,0.696853547,0.79270308,0.188343715,0.028571911,0.005907108,0
방탄소년단,IDOL,4,2,4,Rap/Hiphop,winter,male,K_POP,Group,1,2018.12.16,0.582840237,0.836538462,0.47,0.80884049,0.865398837,0.533239364,0.494544482,0.397241846,0.092682374,0.015609174,0
선미,사이렌,4,10,4,Dance,winter,female,K_POP,Solo,1,2018.12.16,0.51183432,0.403846154,0.17,0.223096973,0,0.696853547,0.170842204,0.623085632,0.242424242,0.024191032,0
정승환,잘 지내요,9,10,8,Drama,winter,male,OST,Solo,1,2018.12.16,0.597633136,0.307692308,0.65,0.289266783,0,0.646944859,0.391818321,0.223376412,0.036313549,0.020825035,0
펀치,헤어지는 중,4,10,4,R&B/Soul,winter,female,K_POP,Solo,1,2018.12.16,0.582840237,0.403846154,0.35,0.455921822,0,0.580986671,0.25203043,0,0,0,0
로이킴,우리 그만하자,4,10,4,Ballad,winter,male,K_POP,Solo,1,2018.12.16,0.686390533,0.317307692,0.05,0.07290649,0.771374131,0.537976127,0.599403439,0.282517859,0.051761635,0.021443584,0
바이브,가을 타나 봐,1,10,1,Ballad,winter,male,K_POP,Group,1,2018.12.16,0.609467456,0.596153846,0.36,0.207039327,0,0.537976127,0.496744288,0.131967009,0.017957351,0.019313825,0
임창정,하루도 그대를 사랑하지 않은 적이 없었다,2,5,2,Ballad,winter,male,K_POP,Solo,1,2018.12.16,0.642011834,0.586538462,0.21,0.207039327,0.824587555,0.537976127,0.555770829,0.208033787,0.032805115,0.031427264,0
임한별,이별하러 가는 길,3,10,3,Ballad,winter,male,K_POP,Solo,1,2018.12.16,0.831360947,0.682692308,0.83,0.637998286,0,0.537976127,0.458548267,0,0,0,0
저스디스,IndiGO,4,2,5,Rap/Hiphop,winter,male,K_POP,Project,1,2018.12.16,0.636094675,0.384615385,0.43,0.455921822,0.860414995,0.533239364,0.430730756,0,0,0,0
iKON,이별길,7,10,6,Ballad,winter,male,K_POP,Group,1,2018.12.16,0.630177515,0.221153846,0.42,0.552411397,0,0.537976127,0.591068601,0.196561632,0.03030303,0.084520204,0
"pH-1, Kid Milli, 루피",Good Day,3,10,3,Rap/Hiphop,winter,male,K_POP,Project,1,2018.12.16,0.713017751,0.567307692,0.47,0.439457267,0,0.533239364,0.599403439,0,0,0,0
로꼬,시간이 들겠지,4,10,3,Rap/Hiphop,winter,male,K_POP,Solo,1,2018.12.16,0.609467456,0.355769231,0.1,0.087855801,0,0.533239364,0.305731339,0,0,0,0
아이유,삐삐,2,10,1,R&B/Soul,winter,female,K_POP,Solo,1,2018.12.16,0.5,0.769230769,0.57,0.412146881,0,0.580986671,0.223096973,0,0,0,0
다비치,꿈처럼 내린,5,10,5,Drama,winter,female,OST,Duet,1,2018.12.16,0.591715976,0.221153846,0.42,0.330664453,0,0.646944859,0.65233852,0.121426427,0.016196447,0.014727602,0
양다일,고백,2,10,2,Ballad,winter,male,K_POP,Solo,1,2018.12.16,0.547337278,0.596153846,0.22,0.150190483,0,0.537976127,0.215216866,0,0,0,0
자이언티,멋지게 인사하는 법,5,10,4,Ballad,winter,male,K_POP,Solo,1,2018.12.16,0.520710059,0.221153846,0.08,0.289266783,0,0.537976127,0.490076714,0,0,0,0
루피,Save,8,7,7,Rap/Hiphop,winter,male,K_POP,Solo,1,2018.12.16,0.834319527,0.182692308,0.33,0.277551548,0.801599882,0.533239364,0.599403439,0,0,0,0
멜로망스,선물,7,10,7,Indi,winter,male,K_POP,Duet,1,2018.12.16,0.695266272,0.961538462,0.15,0.16076229,0,0.628129793,0.616432306,0,0,0,0
케이윌,내 생에 아름다운,2,4,1,Drama,winter,male,OST,Solo,1,2018.12.16,0.636094675,0.615384615,0.07,0.321032687,0.841639015,0.646944859,0.65233852,0.340128861,0.070247934,0.047999245,0
EXO,Tempo,3,2,3,Dance,winter,male,K_POP,Group,0,2018.12.16,0.588757396,0.442307692,0.53,0.758275601,0.857080361,0.696853547,0.79270308,0.305551615,0.058705559,0.017859474,0
IZ*ONE,라비앙로즈,3,10,3,Dance,winter,female,K_POP,Group,1,2018.12.16,0.571005917,0.346153846,0.44,0.565547483,0,0.696853547,0.461143257,0,0,0,0
폴킴,너를 만나,1,10,1,Ballad,winter,male,K_POP,Solo,1,2018.12.16,0.75443787,0.740384615,0.31,0.377122584,0,0.537976127,0.463707536,0,0,0,0
SUPERBEE,수퍼비와,7,10,6,Rap/Hiphop,winter,male,K_POP,Solo,1,2018.12.16,0.724852071,0.173076923,0,0.831928938,0,0.533239364,0.599403439,0,0,0,0
TWICE,YES or YES,1,1,1,Dance,winter,female,K_POP,Group,1,2018.12.16,0.627218935,0.615384615,0.6,0.65233852,0.926202133,0.696853547,0.632219835,0,0,0,0
노을,너는 어땠을까,5,10,5,Ballad,winter,male,K_POP,Group,1,2018.12.16,0.698224852,0.5,0.57,0.639135711,0,0.537976127,0.335324398,0,0,0.033688097,0
마미손,소년점프,10,10,9,Rap/Hiphop,winter,male,K_POP,Solo,1,2018.12.16,0.337278107,0.115384615,0,0.215216866,0,0.533239364,0.207039327,0,0,0,0
웬디,Goodbye,7,10,6,Drama,winter,female,OST,Solo,1,2018.12.16,0.49704142,0.173076923,0.14,0.056848844,0,0.646944859,0.65233852,0.216817134,0.034790366,0.010449802,0
Queen,Bohemian Rhapsody,5,3,5,Foreign Movie,winter,male,OST,Band,1,2018.12.16,0.973372781,0.317307692,0.61,0.798216839,0.848368213,0.75830627,0,0,0,0,0
비투비,아름답고도 아프구나,2,10,2,Ballad,winter,male,K_POP,Group,1,2018.12.16,0.633136095,0.336538462,0.4,0.603453633,0,0.537976127,0.215216866,0,0,0,0
제니,SOLO,1,1,1,Rap/Hiphop,winter,female,K_POP,Solo,1,2018.12.16,0.426035503,0.451923077,0.14,0.418520254,0.934336382,0.533239364,0.591068601,0,0,0,0
하은,신용재,1,1,2,Ballad,winter,male,K_POP,Solo,1,2018.12.16,0.556213018,0.509615385,0.73,0.373287456,0.891483528,0.537976127,0.223096973,0,0,0,0
Ariana Grande,"thank u, next",2,2,2,Pop,winter,female,POP,Solo,1,2018.12.16,0.535502959,0.701923077,0.6,0.885709389,0.853694495,0.576737494,0.786471357,0,0,0,0
EXID,알러뷰,5,10,4,Dance,winter,female,K_POP,Group,1,2018.12.16,0.5,0.134615385,0.51,0.436587303,0,0.696853547,0.45326315,0.278312449,0.050553613,0.010476501,0
Wanna One,봄바람,3,4,2,Dance,winter,male,K_POP,Group,1,2018.12.16,0.621301775,0.182692308,0.53,0.886435283,0.837767158,0.696853547,0.480854937,0,0,0,0
황치열,그대가 내 안에 박혔다,9,10,7,Ballad,winter,male,K_POP,Solo,1,2018.12.16,0.618343195,0.173076923,0.15,0.458548267,0,0.537976127,0.223096973,0.051272942,0.006005569,0.003698564,0
김범수,첫눈처럼 너에게 가겠다,6,8,6,Ballad,winter,male,K_POP,Solo,1,2018.12.16,0.621301775,0.105769231,1,0.545532118,0.788145144,0.537976127,0.824342025,0.130313485,0.017676768,0.017493006,0
뉴이스트 W,HELP ME,8,10,5,Dance,winter,male,K_POP,Group,1,2018.12.16,0.547337278,0.028846154,0,0.543777623,0,0.696853547,0.310952774,0,0,0,0
레드벨벳,RBB,4,10,3,Dance,winter,female,K_POP,Group,1,2018.12.16,0.482248521,0.134615385,0.32,0.595276094,0,0.696853547,0.79270308,0.188343715,0.028571911,0.005907108,0
마마무,Wind flower,3,4,2,R&B/Soul,winter,female,K_POP,Group,1,2018.12.16,0.624260355,0.153846154,0.39,0.567134883,0.834196899,0.580986671,0.71653312,0.28816964,0.05341361,0.018557738,0
송민호,아낙네,1,1,1,Rap/Hiphop,winter,male,K_POP,Solo,1,2018.12.16,0.538461538,0.375,0.44,0.494544482,0.903372398,0.533239364,0.591068601,0,0,0,0
어반 자카파,이 밤이 특별해진 건,9,10,6,Ballad,winter,mixed,K_POP,Group,1,2018.12.16,0.686390533,0.067307692,0.54,0.433678816,0,0.537976127,0.170842204,0,0,0,0
허각,흔한 이별,3,10,3,Ballad,winter,male,K_POP,Solo,1,2018.12.16,0.668639053,0.403846154,0.26,0.07290649,0,0.537976127,0.567134883,0.679991526,0.303030303,0.09718016,0
Sia,Snowman,4,5,7,Pop,winter,female,POP,Solo,1,2018.12.16,0.414201183,0.5,0.68,0.380891011,0.825293118,0.576737494,0.767251757,0,0,0,0
김동률,동화,2,10,1,Ballad,winter,male,K_POP,Solo,1,2018.12.16,0.674556213,0.134615385,0.41,0.6717251,0,0.537976127,0.63454974,0.446362751,0.115942029,0.085010277,0
EXO,Love Shot,1,1,1,Dance,winter,male,K_POP,Group,1,2018.12.16,0.514792899,0.471153846,0.53,0.758275601,0.905015972,0.696853547,0.79270308,0.305551615,0.058705559,0.017859474,0
Mariah Carey,All I Want For Christmas Is You,7,10,8,carol,winter,female,Others,Solo,1,2018.12.16,0.639053254,0.153846154,0.42,0.914915342,0,0.501657493,0,0,0,0,0
벤,180도,1,10,1,Ballad,winter,female,K_POP,Solo,1,2018.12.16,0.600591716,0.509615385,0.66,0.511547638,0,0.537976127,0.496744288,0,0,0,0
"성시경, 박효신, 이석훈, 서인국, 빅스",크리스마스니까,6,7,10,carol,winter,male,Others,Project,1,2018.12.16,0.588757396,0.115384615,0.38,0.445085611,0.79215665,0.501657493,0.778271711,0,0,0,0
오반,행복,8,3,8,Indi,winter,male,K_POP,Solo,1,2018.12.16,0.653846154,0.211538462,0.12,0.170842204,0.848733916,0.628129793,0.114976033,0,0,0,0
헤이즈,첫눈에,1,2,3,R&B/Soul,winter,female,K_POP,Solo,1,2018.12.16,0.532544379,0.201923077,0.45,0.402220914,0.858087045,0.580986671,0.483197436,0,0,0,0
WINNER,MILLIONS,1,1,1,Dance,winter,male,K_POP,Group,1,2018.12.16,0.538461538,0.336538462,0.96,1,0.901677615,0.696853547,0.591068601,0,0,0,0
권진아,이번 겨울,7,10,10,R&B/Soul,winter,female,K_POP,Solo,1,2018.12.16,0.656804734,0,0.27,0.641392805,0,0.580986671,0.900464717,0,0,0,0
윤하,느린 우체통,9,10,10,Ballad,winter,female,K_POP,Solo,1,2018.12.16,0.665680473,0,0.61,0.294895127,0,0.537976127,0.348731503,0.086547779,0.010814986,0.007034596,0
장덕철,알았다면,6,10,2,Ballad,winter,male,K_POP,Group,1,2018.12.16,0.642011834,0.230769231,0.1,0.527313067,0,0.537976127,0.458548267,0,0,0,0
Ariana Grande,Santa Tell Me,3,3,4,Pop,winter,female,POP,Solo,0,2018.12.16,0.526627219,0.240384615,0.6,0.885709389,0.848000034,0.576737494,0.786471357,0,0,0,0
방탄소년단,봄날,7,10,7,Dance,winter,male,K_POP,Group,0,2018.12.16,0.733727811,1,0.47,0.80884049,0,0.696853547,0.494544482,0.397241846,0.092682374,0.015609174,0
EXO,Gravity,9,10,8,Dance,winter,male,K_POP,Group,0,2018.12.16,0.618343195,0.173076923,0.53,0.758275601,0,0.696853547,0.79270308,0.305551615,0.058705559,0.017859474,0
EXO,Wait,8,10,7,Ballad,winter,male,K_POP,Group,0,2018.12.16,0.659763314,0.115384615,0.53,0.758275601,0,0.537976127,0.79270308,0.305551615,0.058705559,0.017859474,0
EXO,닿은 순간,10,10,9,Dance,winter,male,K_POP,Group,0,2018.12.16,0.476331361,0.163461538,0.53,0.758275601,0,0.696853547,0.79270308,0.305551615,0.058705559,0.017859474,0
EXO,트라우마,7,10,6,Dance,winter,male,K_POP,Group,0,2018.12.16,0.579881657,0.115384615,0.53,0.758275601,0,0.696853547,0.79270308,0.305551615,0.058705559,0.017859474,0
TWICE,올해 제일 잘한 일,6,10,3,R&B/Soul,winter,female,K_POP,Group,0,2018.12.16,0.544378698,0.028846154,0.6,0.65233852,0,0.580986671,0.632219835,0,0,0,0
Wanna One,Beautiful,8,10,8,Ballad,winter,male,K_POP,Group,0,2018.12.16,0.50591716,0.394230769,0.53,0.886435283,0,0.537976127,0.532941411,0,0,0,0
방탄소년단,I`m Fine,9,10,9,Rap/Hiphop,winter,male,K_POP,Group,0,2018.12.16,0.633136095,0.365384615,0.47,0.80884049,0,0.533239364,0.494544482,0.397241846,0.092682374,0.015609174,0
아이유,미리 메리 크리스마스,6,10,8,All,winter,female,K_POP,Solo,0,2018.12.16,0.721893491,0.125,0.57,0.412146881,0,0.565257715,0.223096973,0,0,0,0
폴킴,비,5,10,5,R&B/Soul,winter,male,K_POP,Solo,0,2018.12.16,0.627218935,0.980769231,0.31,0.377122584,0,0.580986671,0.463707536,0,0,0,0
폴킴,사랑 알 수 없나봐,3,10,10,Drama,winter,male,OST,Solo,0,2018.12.16,0.683431953,0.115384615,0.31,0.377122584,0,0.646944859,0.271447509,0,0,0,0
Camila Cabello,Havana,9,10,10,Pop,winter,female,POP,Solo,1,2018.12.23,0.565088757,0.855769231,0.18,0.633387919,0,0.576737494,0,0,0,0,0
Ed Sheeran,Shape of You,9,10,9,Pop,winter,male,POP,Solo,1,2018.12.23,0.615384615,1,0.62,0.773443008,0,0.576737494,0,0,0,0,0
EXO,Universe,10,10,10,Ballad,winter,male,K_POP,Group,0,2018.12.23,0.704142012,0.259615385,0.84,0.9716175,0,0.537976127,0.762810156,0.381992837,0.086243685,0.017876445,0
Fitz & The Tantrums,HandClap,8,10,9,Pop,winter,mixed,POP,Band,1,2018.12.23,0.49408284,0.740384615,0,0.63454974,0,0.576737494,0.803593767,0,0,0,0
iKON,사랑을 했다,8,10,8,Rap/Hiphop,winter,male,K_POP,Group,0,2018.12.23,0.544378698,0.615384615,0.17,0.637998286,0,0.533239364,0.505326759,0.393123264,0.090909091,0.175478065,0
Wanna One,BOOMERANG,10,10,10,Dance,winter,male,K_POP,Group,0,2018.12.23,0.467455621,0.317307692,0.24,0.979069206,0,0.696853547,0.554097624,0,0,0,0
닐로,지나오다,4,4,3,Ballad,winter,male,K_POP,Solo,1,2018.12.23,0.75443787,0.923076923,0.2,0.056848844,0.839844928,0.537976127,0,0,0,0,0
"로꼬, 화사",주지마,9,10,9,Ballad,winter,mixed,K_POP,Project,1,2018.12.23,0.609467456,0.586538462,0.105,0.170842204,0,0.537976127,0.923328095,0,0,0,0
로이킴,그때 헤어지면 돼,6,10,6,Ballad,winter,male,K_POP,Solo,0,2018.12.23,0.659763314,0.509615385,0.06,0.215216866,0,0.537976127,0.496744288,0.27970033,0.050950309,0.024186039,0
먼데이 키즈,가을 안부,5,10,5,Ballad,winter,male,K_POP,Solo,1,2018.12.23,0.819526627,0.788461538,0.18,0.348731503,0,0.537976127,0.560714292,0,0,0,0
멜로망스,You,9,10,10,Ballad,winter,male,K_POP,Duet,0,2018.12.23,0.727810651,0.596153846,0.11,0.127361065,0,0.537976127,0.646934772,0,0,0,0
방탄소년단,DNA,8,10,8,Rap/Hiphop,winter,male,K_POP,Group,0,2018.12.23,0.582840237,0.673076923,0.49,0.88679732,0,0.533239364,0.616432306,0.442192734,0.113807232,0.028719574,0
비투비,그리워하다,7,10,7,Ballad,winter,male,K_POP,Group,0,2018.12.23,0.624260355,0.644230769,0.47,0.67269894,0,0.537976127,0.223096973,0,0,0,0
아이유,밤편지,5,10,4,Ballad,winter,female,K_POP,Solo,0,2018.12.23,0.671597633,1,0.5,0.408888488,0,0.537976127,0.369383223,0,0,0,0
