artist,name,rank_g,you_rank_g,previous_ranking,genre,season,sex,song_type,active_type,title_song,week,runtime,top_freq,gg_score,nv_score,total_view,season_genre_score,pd_score,dc_total_numb,dc_mean_reccomend,dc_mean_views,drama_view
10cm,나의 어깨에 기대어요,8,10,6,Drama,winter,male,OST,Solo,1,2019.12.1,0.547337278,0.384615385,0.33,0.408888488,0,0.646944859,0.339886231,0,0,0,0
이우,내 안부,10,10,9,Ballad,winter,male,K_POP,Solo,0,2019.12.1,0.606508876,0.278846154,0.58,0.353022317,0,0.537976127,0.442289713,0,0,0,0
태연,그대라는 시,6,10,5,Drama,winter,female,OST,Solo,0,2019.12.1,0.544378698,0.375,0.49,0.230700527,0,0.646944859,0.339886231,0.1928815,0.029521598,0.012410377,0
ITZY,ICY,10,2,9,Dance,winter,female,K_POP,Group,1,2019.12.1,0.48816568,0.365384615,0.09,0,0.846216329,0.696853547,0.615168868,0,0,0,0
비와이,가라사대,10,10,10,Rap/Hiphop,winter,male,K_POP,Solo,1,2019.12.1,0.316568047,0.221153846,0.19,0.101839947,0,0.533239364,0,0,0,0,0
헤이즈,내 맘을 볼 수 있나요,10,10,9,Drama,winter,female,OST,Solo,0,2019.12.1,0.591715976,0.269230769,0.74,0.570275214,0,0.646944859,0.339886231,0,0,0,0
거미,기억해줘요 내 모든 날과 그때를,4,10,4,Drama,winter,female,OST,Solo,1,2019.12.1,0.600591716,0.355769231,0.44,0.150190483,0,0.646944859,0.339886231,0,0,0.025566035,0
먼데이 키즈,Another Day,10,10,10,Drama,winter,mixed,OST,Project,0,2019.12.1,0.568047337,0.221153846,0.3,0.361357155,0,0.646944859,0.339886231,0,0,0,0
벤,내 목소리 들리니,10,10,8,Drama,winter,female,OST,Solo,0,2019.12.1,0.727810651,0.25,0.4,0.198541019,0,0.646944859,0.339886231,0,0,0,0
폴킴,안녕,2,10,2,Drama,winter,male,OST,Solo,1,2019.12.1,0.588757396,0.346153846,0.42,0.447845891,0,0.646944859,0.339886231,0,0,0,0
펀치,Done For Me,10,10,8,Drama,winter,female,OST,Solo,0,2019.12.1,0.609467456,0.240384615,0.42,0.476092568,0,0.646944859,0.339886231,0,0,0,0
닐로,벗,7,10,6,Ballad,winter,male,K_POP,Solo,1,2019.12.1,0.721893491,0.269230769,0.37,0.101839947,0,0.537976127,0.430730756,0,0,0,0
선미,날라리,10,10,10,Dance,winter,female,K_POP,Solo,1,2019.12.1,0.440828402,0.182692308,0.1,0.170842204,0,0.696853547,0.150190483,0.727364471,0.363636364,0.030688472,0
스윙스,담아,10,10,10,Rap/Hiphop,winter,male,K_POP,Project,1,2019.12.1,0.715976331,0.182692308,0.12,0.170842204,0,0.533239364,0.127361065,0,0,0,0
에이치코드,꿈속에 너,8,6,7,Ballad,winter,male,K_POP,Group,1,2019.12.1,0.668639053,0.326923077,0,0.820446567,0.807741525,0.537976127,0,0,0,0,0
장범준,흔들리는 꽃들 속에서 네 샴푸향이 느껴진거야,1,4,1,Drama,winter,male,OST,Solo,1,2019.12.1,0.423076923,0.336538462,0.12,0.215216866,0.822266216,0.646944859,0.325902085,0,0,0,0
크러쉬,나빠,10,10,10,R&B/Soul,winter,male,K_POP,Solo,1,2019.12.1,0.49704142,0.173076923,0.6,0.726613033,0,0.580986671,0,0,0,0,0
V.O.S,다시 만날까 봐,5,8,5,Ballad,winter,male,K_POP,Group,1,2019.12.1,0.553254438,0.317307692,0,0.644734965,0.797317903,0.537976127,0,0.13328292,0.018181818,0.018713045,0
케이시,가을밤 떠난 너,5,10,4,Ballad,winter,female,K_POP,Solo,1,2019.12.1,0.674556213,0.317307692,0.24,0.373287456,0,0.537976127,0.294895127,0,0,0,0
휘인,헤어지자,6,10,5,Ballad,winter,female,K_POP,Solo,1,2019.12.1,0.671597633,0.317307692,0.33,0.1390763,0,0.537976127,0.808321498,0,0,0,0
볼빨간사춘기,워커홀릭,4,10,3,Indi,winter,female,K_POP,Solo,1,2019.12.1,0.48816568,0.307692308,0.13,0.25203043,0,0.628129793,0.436587303,0,0,0,0
전상근,사랑이란 멜로는 없어,2,6,2,Ballad,winter,male,K_POP,Solo,1,2019.12.1,0.736686391,0.307692308,0.39,0.679395956,0.812555383,0.537976127,0,0,0,0,0
펀치,가끔 이러다,9,10,8,R&B/Soul,winter,female,K_POP,Solo,0,2019.12.1,0.576923077,0.163461538,0.42,0.476092568,0,0.580986671,0.339886231,0,0,0,0
Maroon 5,Memories,10,2,10,Pop,winter,male,POP,Band,1,2019.12.1,0.485207101,0.288461538,0.57,0.710088658,0.857080361,0.576737494,0,0,0,0,0
TWICE,Feel Special,6,2,5,Dance,winter,female,K_POP,Group,1,2019.12.1,0.535502959,0.288461538,0.44,0.709269454,0.868590068,0.696853547,0.615168868,0.16728144,0.024357528,0.00414704,0
악동뮤지션,"어떻게 이별까지 사랑하겠어, 널 사랑하는 거지",1,4,1,Ballad,winter,mixed,K_POP,Duet,1,2019.12.1,0.781065089,0.288461538,0.22,0.258698005,0.824445338,0.537976127,0.300380966,0.47152098,0.12950938,0.028793104,0
임재현,조금 취했어,2,10,2,Indi,winter,male,K_POP,Solo,1,2019.12.1,0.686390533,0.288461538,0.85,0.505326759,0,0.628129793,0.69041591,0,0,0,0
존박,이상한 사람,10,10,10,Drama,winter,male,OST,Solo,1,2019.12.1,0.591715976,0.057692308,0.49,0.750952416,0,0.646944859,0.61004013,0.700336554,0.327823692,0.067328996,0
지코,천둥벌거숭이,9,10,7,Rap/Hiphop,winter,male,K_POP,Solo,1,2019.12.1,0.668639053,0.201923077,0.18,0.16076229,0,0.533239364,0,0.290398093,0.054074074,0.016331036,0
첸,우리 어떻게 할까요,8,10,7,Ballad,winter,male,K_POP,Solo,1,2019.12.1,0.576923077,0.182692308,0.02,0.310952774,0,0.537976127,0.657610776,0,0,0,0
이우,이별행동,9,10,8,Ballad,winter,male,K_POP,Solo,1,2019.12.1,0.582840237,0.201923077,0.58,0.353022317,0,0.537976127,0,0,0,0,0
장덕철,있어줘요,3,10,2,Indi,winter,male,K_POP,Group,1,2019.12.1,0.562130178,0.269230769,0.18,0.490076714,0,0.628129793,0.430730756,0,0,0,0
지코,사람,10,10,10,Rap/Hiphop,winter,male,K_POP,Solo,0,2019.12.1,0.627218935,0.144230769,0.18,0.16076229,0,0.533239364,0,0.290398093,0.054074074,0.016331036,0
폴킴,허전해,5,10,4,R&B/Soul,winter,male,K_POP,Solo,0,2019.12.1,0.612426036,0.269230769,0.42,0.447845891,0,0.580986671,0.565547483,0,0,0,0
Kiana Lede,EX,10,10,10,Pop,winter,female,POP,Solo,1,2019.12.1,0.452662722,0.230769231,0,0.818472256,0,0.576737494,0.818967523,0,0,0,0
기리보이,호랑이소굴,10,10,10,Rap/Hiphop,winter,male,K_POP,Solo,0,2019.12.1,0.514792899,0.115384615,0.46,0.84238977,0,0.533239364,0.408888488,0,0,0,0
송하예,새 사랑,2,6,1,Ballad,winter,female,K_POP,Solo,1,2019.12.1,0.568047337,0.269230769,0.28,0.305731339,0.810386399,0.537976127,0.583869299,0,0,0,0
헤이즈,떨어지는 낙엽까지도,7,10,6,R&B/Soul,winter,female,K_POP,Solo,1,2019.12.1,0.523668639,0.163461538,0.74,0.570275214,0,0.580986671,0.07290649,0,0,0,0
MC몽,인기,2,10,2,Rap/Hiphop,winter,male,K_POP,Solo,1,2019.12.1,0.639053254,0.25,0.16,0.114976033,0,0.533239364,0.373287456,0.393123264,0.090909091,0.027400421,0
(여자)아이들,LION,5,2,4,All,winter,female,K_POP,Group,1,2019.12.1,0.547337278,0.240384615,0.64,0.325902085,0.861506633,0.565257715,0.127361065,0,0,0,0
MC몽,샤넬,6,10,4,Rap/Hiphop,winter,male,K_POP,Solo,0,2019.12.1,0.636094675,0.153846154,0.16,0.114976033,0,0.533239364,0.373287456,0.393123264,0.090909091,0.027400421,0
아이유,Love poem,1,2,1,Ballad,winter,female,K_POP,Solo,1,2019.12.1,0.686390533,0.240384615,0.74,0.519573706,0.859972131,0.537976127,0.271447509,0,0,0,0
태연,불티,3,10,2,Dance,winter,female,K_POP,Solo,1,2019.12.1,0.568047337,0.240384615,0.49,0.230700527,0,0.696853547,0.657610776,0.1928815,0.029521598,0.012410377,0
허각,이별은 늘 그렇게,8,10,7,Ballad,winter,male,K_POP,Solo,1,2019.12.1,0.647928994,0.115384615,0.09,0.056848844,0,0.537976127,0,0.355256634,0.075757576,0.023477835,0
Dua Lipa,Don`t Start Now,10,10,10,Pop,winter,female,POP,Solo,1,2019.12.1,0.464497041,0.221153846,0.43,0.896004025,0,0.576737494,0,0,0,0,0
노을,늦은 밤 너의 집 앞 골목길에서,1,3,1,Ballad,winter,male,K_POP,Group,1,2019.12.1,0.562130178,0.230769231,0.8,1,0.845640682,0.537976127,0.380891011,0.101145343,0.012987013,0.05194955,0
멜로망스,축제,10,10,10,Indi,winter,male,K_POP,Duet,1,2019.12.1,0.733727811,0.038461538,0.09,0.101839947,0,0.628129793,0.641392805,0,0,0,0
자이언티,5월의 밤,8,10,6,Ballad,winter,male,K_POP,Solo,1,2019.12.1,0.50591716,0.096153846,0.08,0.325902085,0,0.537976127,0.207039327,0,0,0,0
현아,FLOWER SHOWER,10,4,7,Dance,winter,female,K_POP,Solo,1,2019.12.1,0.479289941,0.067307692,0.07,0.127361065,0.828952654,0.696853547,0,0,0,0,0
Selena Gomez,Lose You To Love Me,10,10,10,Pop,winter,female,POP,Solo,1,2019.12.1,0.535502959,0.153846154,0.29,0.784740223,0,0.576737494,0,0,0,0,0
기리보이,을,10,10,10,Rap/Hiphop,winter,male,K_POP,Solo,0,2019.12.1,0.452662722,0.038461538,0.46,0.84238977,0,0.533239364,0.408888488,0,0,0,0
마마무,HIP,1,1,1,Dance,winter,female,K_POP,Group,1,2019.12.1,0.5,0.221153846,0.47,0.63104542,0.938864631,0.696853547,0.808321498,0.342553896,0.071111487,0.024425324,0
바이브,이 번호로 전화해줘,1,10,1,Ballad,winter,male,K_POP,Group,1,2019.12.1,0.49408284,0.221153846,0.43,0.483197436,0,0.537976127,0.573370682,0.507097064,0.150870406,0.034371481,0
송이한,안녕이라는 말,10,10,9,Indi,winter,male,K_POP,Solo,1,2019.12.1,0.571005917,0.067307692,0,0.711717831,0,0.628129793,0,0,0,0,0
펀치,영화 속에 나오는 주인공처럼,7,10,5,Drama,winter,female,OST,Solo,1,2019.12.1,0.618343195,0.240384615,0.42,0.476092568,0,0.646944859,0.61004013,0,0,0,0
"Idina Menzel, AURORA",Into the Unknown,1,1,1,Ani/Game,winter,female,OST,Project,1,2019.12.1,0.5,0.211538462,0.755,0.919629358,0.917670193,0.352073459,0,0,0,0,0
"Idina Menzel, Evan Rachel Wood",Show Yourself,2,10,2,Ani/Game,winter,female,OST,Project,1,2019.12.1,0.695266272,0.192307692,0.445,0.93201439,0,0.352073459,0,0,0,0,0
Ruel,Painkiller,10,5,10,Pop,winter,male,POP,Solo,1,2019.12.1,0.556213018,0.201923077,0.73,0.858225296,0.815487212,0.576737494,0,0,0,0,0
신예영,우리 왜 헤어져야 해,10,10,10,Ballad,winter,female,K_POP,Solo,1,2019.12.1,0.653846154,0.211538462,0,0.875664097,0,0.537976127,0,0,0,0,0
아이유,Blueming,1,1,1,Rock,winter,female,K_POP,Solo,1,2019.12.1,0.565088757,0.211538462,0.74,0.519573706,0.908466002,0.640332925,0.271447509,0,0,0,0
아이유,unlucky,3,10,2,Ballad,winter,female,K_POP,Solo,0,2019.12.1,0.606508876,0.201923077,0.74,0.519573706,0,0.537976127,0.271447509,0,0,0,0
아이유,그 사람,4,10,3,Ballad,winter,female,K_POP,Solo,0,2019.12.1,0.606508876,0.115384615,0.74,0.519573706,0,0.537976127,0.271447509,0,0,0,0
아이유,시간의 바깥,2,10,1,Ballad,winter,female,K_POP,Solo,0,2019.12.1,0.813609467,0.211538462,0.74,0.519573706,0,0.537976127,0.271447509,0,0,0,0
"염따, 딥플로우, 팔로알토",Forever 84,10,10,10,Rap/Hiphop,winter,male,K_POP,Project,0,2019.12.1,0.606508876,0.019230769,0.303,0.687713018,0,0.533239364,0.595276094,0,0,0,0
황인욱,이별주,4,10,3,Ballad,winter,male,K_POP,Solo,0,2019.12.1,0.529585799,0.240384615,0.28,0.548999057,0,0.537976127,0.101839947,0,0,0,0
AOA,날 보러 와요,6,10,6,Dance,winter,female,K_POP,Group,1,2019.12.1,0.523668639,0.134615385,0.34,0.494544482,0,0.696853547,0.421637992,0.431711844,0.108578229,0.01982581,0
Evan Rachel Wood,All Is Found,7,10,8,Ani/Game,winter,female,OST,Solo,1,2019.12.1,0.292899408,0.067307692,0.38,0,0,0.352073459,0,0,0,0,0
EXO,Obsession,2,1,2,Dance,winter,male,K_POP,Group,1,2019.12.1,0.526627219,0.201923077,0.53,0.79270308,0.877335832,0.696853547,0.657610776,0.418715338,0.102356902,0.019997329,0
HYNN,차가워진 이 바람엔 우리가 써있어,4,5,3,Ballad,winter,female,K_POP,Solo,0,2019.12.1,0.553254438,0.221153846,0.46,0,0.818428368,0.537976127,0,0,0,0,0
Idina Menzel,Let It Go,10,10,10,Foreign Movie,winter,female,OST,Solo,1,2019.12.1,0.585798817,0.028846154,0.51,0.93201439,0,0.75830627,0,0,0,0,0
Jonathan Groff,Lost in the Woods,10,9,10,Ani/Game,winter,male,OST,Solo,1,2019.12.1,0.458579882,0.048076923,0.43,0,0.795165608,0.352073459,0,0,0,0,0
Josh Gad,When I Am Older,10,6,10,Ani/Game,winter,male,OST,Solo,1,2019.12.1,0.25443787,0.028846154,0.65,0,0.808510416,0.352073459,0,0,0,0,0
Kristen Bell,The Next Right Thing,10,9,9,Ani/Game,winter,female,OST,Solo,1,2019.12.1,0.565088757,0.038461538,1,0.878313481,0.788697414,0.352073459,0,0,0,0,0
"Kristen Bell, Idina Menzel, Josh Gad, Jonathan Groff, Cast of Frozen 2Frozen 2",Some Things Never Change,6,3,6,Foreign Movie,winter,female,OST,Solo,1,2019.12.1,0.585798817,0.086538462,0.648,0.906823324,0.838211227,0.75830627,0,0,0,0,0
Panic! At The Disco,Into the Unknown,10,1,10,Ani/Game,winter,male,OST,Band,1,2019.12.1,0.482248521,0.048076923,0,0.983512861,0.917670193,0.352073459,0,0,0,0,0
강다니엘,TOUCHIN`,10,10,8,R&B/Soul,winter,male,K_POP,Solo,1,2019.12.1,0.473372781,0.009615385,0,0.993908219,0,0.580986671,0,0.552979753,0.182688774,0.023130847,0
다이나믹 듀오,맵고짜고단거,9,10,8,Rap/Hiphop,winter,male,K_POP,Group,1,2019.12.1,0.568047337,0.048076923,0.41,0.722791434,0,0.533239364,0.215216866,0,0,0,0
"박혜나, Aurora",숨겨진 세상,10,10,10,Ani/Game,winter,female,OST,Project,1,2019.12.1,0.5,0.028846154,0.845,0.951649464,0,0.352073459,0,0,0,0,0
보라미유,끝난 사이,10,10,10,Indi,winter,female,K_POP,Solo,1,2019.12.1,0.609467456,0.009615385,0,0.507420293,0,0.628129793,0.31605134,0,0,0,0
"볼빨간사춘기, WH3N",New York,10,10,10,Indi,winter,mixed,K_POP,Project,1,2019.12.1,0.689349112,0.009615385,0.13,0.25203043,0,0.628129793,0.436587303,0,0,0,0
창모,METEOR,7,1,10,Rap/Hiphop,winter,male,K_POP,Solo,1,2019.12.1,0.50591716,0.201923077,0.68,0.613898019,0.913401483,0.533239364,0.567134883,0,0,0,0
Arizona Zervas,ROXANNE,10,4,10,Rap/Hiphop,winter,male,POP,Solo,1,2019.12.1,0.408284024,0.192307692,0,0,0.819060911,0.533239364,0,0,0,0,0
CL,+DONE161201+,10,6,10,Rap/Hiphop,winter,female,K_POP,Solo,1,2019.12.1,0.556213018,0,0.77,0.215216866,0.807547592,0.533239364,0,0,0,0,0
"Halsey, SUGA",SUGA`s Interlude,10,10,10,Rock,winter,mixed,POP,Project,1,2019.12.1,0.331360947,0,0.29,0.540225427,0,0.640332925,0,0,0,0,0
Straight No Chaser,Text Me Merry Christmas,10,10,10,carol,winter,male,Others,Group,1,2019.12.1,0.399408284,0.028846154,0,0.321032687,0,0.501657493,0,0,0,0,0
기리보이,제설,8,10,10,Rap/Hiphop,winter,male,K_POP,Solo,1,2019.12.1,0.547337278,0.019230769,0.46,0.84238977,0,0.533239364,0.408888488,0,0,0,0
"김나영, 양다일",헤어진 우리가 지켜야 할 것들,1,10,10,Ballad,winter,male,K_POP,Solo,1,2019.12.1,0.547337278,0.192307692,0.62,0.881672914,0,0.537976127,0.867120088,0,0,0,0
다비치,나의 오랜 연인에게,1,10,1,Ballad,winter,female,K_POP,Duet,1,2019.12.1,0.615384615,0.192307692,0.45,0.944839379,0,0.537976127,0.127361065,0.263725042,0.046499478,0.02466933,0
박지훈,360,10,10,6,Dance,winter,male,K_POP,Solo,1,2019.12.1,0.514792899,0,0.33,0.77587081,0,0.696853547,0.45057145,0.473201808,0.130459433,0.013194852,0
박진영,FEVER,3,1,10,Dance,winter,male,K_POP,Solo,1,2019.12.1,0.437869822,0.067307692,0.83,0.230700527,0.87014886,0.696853547,0.615168868,0.110841278,0.014492754,0.024227741,0
반하나,처음부터 만나지 않았더라면,10,10,10,Indi,winter,female,K_POP,Solo,1,2019.12.1,0.50295858,0,0.62,0.847219696,0,0.628129793,0.430730756,0,0,0,0
세정,터널,10,10,9,Ballad,winter,female,K_POP,Solo,1,2019.12.1,0.656804734,0.009615385,0.61,0.835625046,0,0.537976127,0.82240305,0,0,0,0
"염따, 딥플로우, 팔로알토",아마두,2,10,10,Rap/Hiphop,winter,male,K_POP,Project,1,2019.12.1,0.946745562,0.192307692,0.303,0.687713018,0,0.533239364,0.595276094,0,0,0,0
임한별,넌 나의 전부,10,10,10,Ballad,winter,male,K_POP,Solo,1,2019.12.1,0.831360947,0.019230769,0.29,0.494544482,0,0.537976127,1,0,0,0,0
정승환,십이월 이십오일의 고백,2,10,10,Ballad,winter,male,K_POP,Solo,1,2019.12.1,0.680473373,0.182692308,0.73,1,0,0.537976127,0.955107889,0.302662442,0.05780332,0.01635266,0
크러쉬,Alone,10,10,1,R&B/Soul,winter,male,K_POP,Solo,1,2019.12.1,0.707100592,0.019230769,0.6,0.726613033,0,0.580986671,0,0,0,0,0
크러쉬,Wake Up,10,10,9,R&B/Soul,winter,male,K_POP,Solo,1,2019.12.1,0.520710059,0,0.6,0.726613033,0,0.580986671,0,0,0,0,0
크러쉬,With You,10,10,10,R&B/Soul,winter,male,K_POP,Solo,1,2019.12.1,0.715976331,0.019230769,0.6,0.726613033,0,0.580986671,0,0,0,0,0
크러쉬,티격태격,10,10,10,R&B/Soul,winter,male,K_POP,Solo,1,2019.12.1,0.50295858,0.009615385,0.6,0.726613033,0,0.580986671,0,0,0,0,0
태연,숨겨진 세상,3,10,3,Ani/Game,winter,female,OST,Solo,1,2019.12.1,0.482248521,0.173076923,0.49,0.230700527,0,0.352073459,0,0.1928815,0.029521598,0.012410377,0
황치열,제목없음,10,10,4,Ballad,winter,male,K_POP,Solo,1,2019.12.1,0.618343195,0,0.2,0.424711506,0,0.537976127,0.101839947,0.038435574,0.004398556,0.002825068,0
기리보이,와츠롱,9,10,8,Rap/Hiphop,winter,male,K_POP,Solo,0,2019.12.1,0.50591716,0.009615385,0.46,0.84238977,0,0.533239364,0.408888488,0,0,0,0
Ariana Grande,Last Christmas,10,10,10,Pop,winter,female,POP,Solo,0,2019.12.1,0.526627219,0.028846154,0.22,0.822889423,0,0.576737494,0,0,0,0,0
Billie Eilish,everything i wanted,10,7,10,Rock,winter,female,POP,Solo,0,2019.12.1,0.650887574,0.076923077,0.3,0.679395956,0.801599882,0.640332925,0.573370682,0,0,0,0
EXO,Baby You Are,10,10,10,Dance,winter,male,K_POP,Group,0,2019.12.1,0.452662722,0.067307692,0.53,0.79270308,0,0.696853547,0.657610776,0.418715338,0.102356902,0.019997329,0
EXO,Non Stop,10,10,10,Dance,winter,male,K_POP,Group,0,2019.12.1,0.526627219,0.067307692,0.53,0.79270308,0,0.696853547,0.657610776,0.418715338,0.102356902,0.019997329,0
EXO,Trouble,9,10,9,Dance,winter,male,K_POP,Group,0,2019.12.1,0.50591716,0.096153846,0.53,0.79270308,0,0.696853547,0.657610776,0.418715338,0.102356902,0.019997329,0
EXO,Ya Ya Ya,10,10,10,Dance,winter,male,K_POP,Group,0,2019.12.1,0.579881657,0.067307692,0.53,0.79270308,0,0.696853547,0.657610776,0.418715338,0.102356902,0.019997329,0
EXO,나비효과,10,10,10,Dance,winter,male,K_POP,Group,0,2019.12.1,0.485207101,0.086538462,0.53,0.79270308,0,0.696853547,0.657610776,0.418715338,0.102356902,0.019997329,0
EXO,오늘도,10,10,10,R&B/Soul,winter,male,K_POP,Group,0,2019.12.1,0.579881657,0.067307692,0.53,0.79270308,0,0.580986671,0.657610776,0.418715338,0.102356902,0.019997329,0
EXO,지킬,10,10,10,Dance,winter,male,K_POP,Group,0,2019.12.1,0.576923077,0.076923077,0.53,0.79270308,0,0.696853547,0.657610776,0.418715338,0.102356902,0.019997329,0
EXO,춤,10,10,10,Dance,winter,male,K_POP,Group,0,2019.12.1,0.541420118,0.076923077,0.53,0.79270308,0,0.696853547,0.657610776,0.418715338,0.102356902,0.019997329,0
MC몽,내 생애 가장 행복한 시간 Part.2,9,10,7,Rap/Hiphop,winter,male,K_POP,Solo,0,2019.12.1,0.75739645,0.105769231,0.16,0.114976033,0,0.533239364,0.373287456,0.393123264,0.090909091,0.027400421,0
V.O.S,잘 살고 있다,8,10,10,Ballad,winter,male,K_POP,Group,0,2019.12.1,0.526627219,0.192307692,0,0.644734965,0,0.537976127,0,0.13328292,0.018181818,0.018713045,0
기리보이,거지,10,10,10,Rap/Hiphop,winter,male,K_POP,Solo,0,2019.12.1,0.721893491,0,0.46,0.84238977,0,0.533239364,0.408888488,0,0,0,0
기리보이,별이지고있다,10,10,10,Rap/Hiphop,winter,male,K_POP,Solo,0,2019.12.1,0.275147929,0,0.46,0.84238977,0,0.533239364,0.408888488,0,0,0,0
기리보이,이때다,10,10,10,Rap/Hiphop,winter,male,K_POP,Solo,0,2019.12.1,0.559171598,0,0.46,0.84238977,0,0.533239364,0.408888488,0,0,0,0
아이유,미리 메리 크리스마스,7,10,10,All,winter,female,K_POP,Solo,0,2019.12.1,0.721893491,0.125,0.74,0.519573706,0,0.565257715,0.271447509,0,0,0,0
아이유,이름에게,10,10,10,Ballad,winter,female,K_POP,Solo,0,2019.12.1,0.781065089,0.028846154,0.74,0.519573706,0,0.537976127,0.245151152,0,0,0,0
아이유,자장가,5,10,3,Ballad,winter,female,K_POP,Solo,0,2019.12.1,0.698224852,0.115384615,0.74,0.519573706,0,0.537976127,0.271447509,0,0,0,0
악동뮤지션,달,10,10,10,Ballad,winter,mixed,K_POP,Duet,0,2019.12.1,0.642011834,0.096153846,0.22,0.258698005,0,0.537976127,0.300380966,0.47152098,0.12950938,0.028793104,0
정승환,"안녕, 겨울",10,10,10,Ballad,winter,male,K_POP,Solo,0,2019.12.1,0.701183432,0.009615385,0.73,1,0,0.537976127,0.955107889,0.302662442,0.05780332,0.01635266,0
지코,남겨짐에 대해,10,10,10,Rap/Hiphop,winter,male,K_POP,Solo,0,2019.12.1,0.571005917,0.038461538,0.18,0.16076229,0,0.533239364,0,0.290398093,0.054074074,0.016331036,0
창모,빌었어,10,10,10,Rap/Hiphop,winter,male,K_POP,Solo,0,2019.12.1,0.576923077,0.192307692,0.68,0.613898019,0,0.533239364,0.567134883,0,0,0,0
첸,널 안지 않을 수 있어야지,10,10,10,Ballad,winter,male,K_POP,Solo,0,2019.12.1,0.5,0.086538462,0.02,0.310952774,0,0.537976127,0.657610776,0,0,0,0
태연,Gravity,10,10,10,Ballad,winter,female,K_POP,Solo,0,2019.12.1,0.633136095,0.057692308,0.49,0.230700527,0,0.537976127,0.657610776,0.1928815,0.029521598,0.012410377,0
폴킴,마음,6,10,10,R&B/Soul,winter,male,K_POP,Solo,0,2019.12.1,0.75443787,0.028846154,0.42,0.447845891,0,0.580986671,0.565547483,0,0,0,0
폴킴,비,9,10,9,R&B/Soul,winter,male,K_POP,Solo,0,2019.12.1,0.627218935,0.980769231,0.42,0.447845891,0,0.580986671,0.565547483,0,0,0,0
헤이즈,운명이 내게 말해요,10,10,8,Drama,winter,female,OST,Solo,0,2019.12.1,0.50887574,0.048076923,0.74,0.570275214,0,0.646944859,0.61004013,0,0,0,0
Ed Sheeran,Shape of You,10,10,10,Pop,winter,male,POP,Solo,1,2019.12.8,0.615384615,1,0.43,0.747540077,0,0.576737494,0,0,0,0,0
닐로,지나오다,10,10,10,Ballad,winter,male,K_POP,Solo,0,2019.12.8,0.75443787,0.923076923,0.16,0.07290649,0,0.537976127,0,0,0,0,0
아이유,밤편지,10,10,10,Ballad,winter,female,K_POP,Solo,0,2019.12.8,0.671597633,1,0.73,0.490076714,0,0.537976127,0.25203043,0,0,0,0
에일리,첫눈처럼 너에게 가겠다,10,10,10,Drama,winter,female,OST,Solo,1,2019.12.8,0.603550296,0.836538462,0.07,0.198541019,0,0.646944859,0.348731503,0,0,0,0
정승환,눈사람,10,10,10,Ballad,winter,male,K_POP,Solo,0,2019.12.8,0.621301775,0.355769231,0.37,0.408888488,0,0.537976127,0.878313481,0.337323283,0.06925804,0.037697452,0
폴킴,"모든 날, 모든 순간",4,10,4,Drama,winter,male,OST,Solo,0,2019.12.8,0.547337278,1,0.36,0.373287456,0,0.646944859,0.490076714,0,0,0,0
Troye Sivan,Youth,10,10,10,Pop,winter,male,POP,Solo,1,2019.12.8,0.470414201,0.846153846,0.45,0.632219835,0,0.576737494,0,0,0,0,0
숀,Way Back Home,10,10,10,Electronica,winter,male,K_POP,Solo,1,2019.12.8,0.556213018,0.894230769,0.08,0.039505265,0,0.539911547,0,0,0,0,0
Charlie Puth,Attention,10,10,10,Pop,winter,male,POP,Solo,1,2019.12.8,0.550295858,0.663461538,0.09,0.557431214,0,0.576737494,0,0,0,0,0
방탄소년단,IDOL,10,10,10,Rap/Hiphop,winter,male,K_POP,Group,0,2019.12.8,0.582840237,0.836538462,0.28,0.796028143,0,0.533239364,0.855316808,0.300102945,0.057011675,0.012852964,0
아이유,삐삐,10,10,10,R&B/Soul,winter,female,K_POP,Solo,0,2019.12.8,0.5,0.769230769,0.73,0.490076714,0,0.580986671,0.265166517,0,0,0,0
폴킴,너를 만나,5,10,5,Ballad,winter,male,K_POP,Solo,0,2019.12.8,0.75443787,0.740384615,0.36,0.373287456,0,0.537976127,0.490076714,0,0,0,0
Ariana Grande,"thank u, next",10,10,10,Pop,winter,female,POP,Solo,0,2019.12.8,0.535502959,0.701923077,0.44,0.8419453,0,0.576737494,0.805707726,0,0,0,0
Sia,Snowman,5,5,7,Pop,winter,female,POP,Solo,1,2019.12.8,0.414201183,0.5,0.58,0.335324398,0.815988581,0.576737494,0.781823906,0,0,0,0
Mariah Carey,All I Want For Christmas Is You,3,2,4,carol,winter,female,Others,Solo,1,2019.12.8,0.639053254,0.153846154,0.78,0.925456889,0.847815006,0.501657493,0,0,0,0,0
"성시경, 박효신, 이석훈, 서인국, 빅스",크리스마스니까,7,9,10,carol,winter,male,Others,Project,1,2019.12.8,0.588757396,0.115384615,0.508,0.559078971,0.786453874,0.501657493,0.848949678,0,0,0,0
Ariana Grande,Santa Tell Me,3,2,5,Pop,winter,female,POP,Solo,1,2019.12.8,0.526627219,0.240384615,0.44,0.8419453,0.856054695,0.576737494,0.805707726,0,0,0,0
"SG워너비, 브라운 아이드 걸스",Must Have Love,10,10,10,All,winter,mixed,K_POP,Project,1,2019.12.8,0.692307692,0.038461538,0.305,0.31605134,0,0.565257715,0.45057145,0,0,0,0
