,rank_g,you_rank_g,previous_ranking,genre,season,sex,song_type,active_type,title_song,week,artist,runtime,top_freq,gg_score,nv_score,total_view,season_genre_score,pd_score,dc_total_numb,dc_mean_reccomend,dc_mean_views,drama_view,rank_g_pred
2954,10,10,10,Pop,winter,male,POP,Solo,1,2019.2.17,Justin Bieber,0.615384615384615,0.548076923076923,0.19,0.7602306130857069,0.0,0.576737494448239,0.963392925119265,0.0,0.0,0.0,0.0,10
2955,10,10,10,Pop,fall,male,POP,Solo,1,2019.11.17,Justin Bieber,0.615384615384615,0.548076923076923,0.12,0.75297431942407,0.0,0.543403852788171,0.9579917429443879,0.0,0.0,0.0,0.0,10
2956,10,10,10,Pop,fall,male,POP,Solo,1,2019.11.10,Justin Bieber,0.615384615384615,0.548076923076923,0.22,0.792143907552367,0.0,0.543403852788171,0.949493435476542,0.0,0.0,0.0,0.0,10
2957,10,10,10,Pop,spring,male,POP,Solo,1,2019.4.7,Justin Bieber,0.615384615384615,0.548076923076923,0.16,0.7569623902611271,0.0,0.52933283837506,0.9848973965025191,0.0,0.0,0.0,0.0,10
2958,10,10,10,Pop,summer,male,POP,Solo,1,2019.7.28,Justin Bieber,0.615384615384615,0.548076923076923,0.12,0.77587081039977,0.0,0.46941475405582794,0.9400831594569109,0.0,0.0,0.0,0.0,10
2959,10,10,10,Pop,summer,male,POP,Solo,1,2019.6.16,Justin Bieber,0.615384615384615,0.548076923076923,0.22,0.7628101562336859,0.0,0.46941475405582794,0.9556350893955908,0.0,0.0,0.0,0.0,10
2960,10,10,10,Pop,fall,male,POP,Solo,1,2019.9.22,Justin Bieber,0.615384615384615,0.548076923076923,0.15,0.7212437197860091,0.0,0.543403852788171,0.950304462245003,0.0,0.0,0.0,0.0,10
2961,10,10,10,Pop,spring,male,POP,Solo,1,2019.5.5,Justin Bieber,0.615384615384615,0.548076923076923,0.1,0.8224030500009459,0.0,0.52933283837506,0.941492917620105,0.0,0.0,0.0,0.0,10
2962,10,10,10,Pop,spring,male,POP,Solo,1,2019.5.12,Justin Bieber,0.615384615384615,0.548076923076923,0.2,0.821915582831713,0.0,0.52933283837506,0.962119088026967,0.0,0.0,0.0,0.0,10
2963,10,10,10,Pop,fall,male,POP,Solo,1,2019.9.15,Justin Bieber,0.615384615384615,0.548076923076923,0.06,0.72736933098838,0.0,0.543403852788171,0.9876402061053741,0.0,0.0,0.0,0.0,10
2964,10,10,10,Pop,winter,male,POP,Solo,1,2020.1.5,Justin Bieber,0.615384615384615,0.548076923076923,0.3,0.863122206013636,0.0,0.576737494448239,0.98328124254501,0.0,0.0,0.0,0.0,10
2965,10,10,10,Pop,summer,male,POP,Solo,1,2019.6.2,Justin Bieber,0.615384615384615,0.548076923076923,0.17,0.7589292334059571,0.0,0.46941475405582794,0.94704198055592,0.0,0.0,0.0,0.0,10
2966,10,10,10,Pop,winter,male,POP,Solo,1,2019.1.20,Justin Bieber,0.615384615384615,0.548076923076923,0.12,0.746851112627784,0.0,0.576737494448239,0.973322683880188,0.0,0.0,0.0,0.0,10
2967,10,10,10,Pop,fall,male,POP,Solo,1,2019.10.6,Justin Bieber,0.615384615384615,0.548076923076923,0.18,0.794925448514047,0.0,0.543403852788171,0.9529861680760621,0.0,0.0,0.0,0.0,10
2968,10,10,10,Pop,fall,male,POP,Solo,1,2019.10.13,Justin Bieber,0.615384615384615,0.548076923076923,0.19,0.769127777666336,0.0,0.543403852788171,0.967170110808145,0.0,0.0,0.0,0.0,10
2969,10,10,10,Pop,summer,male,POP,Solo,1,2019.7.14,Justin Bieber,0.615384615384615,0.548076923076923,0.24,0.7589292334059571,0.0,0.46941475405582794,0.9574702527640601,0.0,0.0,0.0,0.0,10
2970,10,8,10,Pop,spring,male,POP,Solo,1,2020.3.1,Justin Bieber,0.5443786982248521,0.14423076923076902,0.31,0.878689334052235,0.79163856912115,0.52933283837506,0.0,0.0,0.0,0.0,0.0,10
2971,10,8,10,Pop,spring,male,POP,Solo,1,2020.3.8,Justin Bieber,0.5443786982248521,0.14423076923076902,0.18,0.846785034057005,0.787587209634548,0.52933283837506,0.0,0.0,0.0,0.0,0.0,10
2972,10,10,10,Pop,spring,male,POP,Solo,1,2020.4.12,Justin Bieber,0.5443786982248521,0.14423076923076902,0.12,0.8139631649660259,0.0,0.52933283837506,0.0,0.0,0.0,0.0,0.0,10
2973,10,4,10,Pop,winter,male,POP,Solo,1,2020.2.2,Justin Bieber,0.5443786982248521,0.14423076923076902,0.32,0.92424299709022,0.8189034634306941,0.576737494448239,0.0,0.0,0.0,0.0,0.0,10
2974,10,10,10,Pop,spring,male,POP,Solo,1,2020.3.22,Justin Bieber,0.5443786982248521,0.14423076923076902,0.17,0.828642302441455,0.7835127193932601,0.52933283837506,0.0,0.0,0.0,0.0,0.0,10
2975,10,10,10,Pop,spring,male,POP,Solo,1,2020.3.29,Justin Bieber,0.5443786982248521,0.14423076923076902,0.16,0.802529002892143,0.0,0.52933283837506,0.0,0.0,0.0,0.0,0.0,10
2976,10,4,10,Pop,winter,male,POP,Solo,1,2020.1.19,Justin Bieber,0.5443786982248521,0.14423076923076902,0.11,0.777074586081105,0.817627202388227,0.576737494448239,0.0,0.0,0.0,0.0,0.0,10
2977,10,5,10,Pop,winter,male,POP,Solo,1,2020.2.9,Justin Bieber,0.5443786982248521,0.14423076923076902,0.4,1.0,0.8169776647436041,0.576737494448239,0.0,0.0,0.0,0.0,0.0,10
2978,10,2,10,Pop,winter,male,POP,Solo,1,2020.1.5,Justin Bieber,0.5443786982248521,0.14423076923076902,0.3,0.863122206013636,0.8341968989806129,0.576737494448239,0.0,0.0,0.0,0.0,0.0,10
2979,10,10,10,Pop,spring,male,POP,Solo,1,2020.4.5,Justin Bieber,0.5443786982248521,0.14423076923076902,0.1,0.817975854927135,0.0,0.52933283837506,0.0,0.0,0.0,0.0,0.0,10
2980,10,4,10,Pop,winter,male,POP,Solo,1,2020.1.26,Justin Bieber,0.5443786982248521,0.14423076923076902,0.24,0.861502168071888,0.8232940117962909,0.576737494448239,0.0,0.0,0.0,0.0,0.0,10
2981,10,9,10,Pop,spring,male,POP,Solo,1,2020.3.15,Justin Bieber,0.5443786982248521,0.14423076923076902,0.14,0.850665956884734,0.7850031720201871,0.52933283837506,0.0,0.0,0.0,0.0,0.0,10
2982,10,7,10,Pop,winter,male,POP,Solo,1,2020.2.23,Justin Bieber,0.5443786982248521,0.14423076923076902,0.27,0.903164802647758,0.7973179028628691,0.576737494448239,0.0,0.0,0.0,0.0,0.0,10
2983,10,4,10,Pop,winter,male,POP,Solo,1,2020.1.12,Justin Bieber,0.5443786982248521,0.14423076923076902,0.26,0.8098747594226541,0.821520002430043,0.576737494448239,0.0,0.0,0.0,0.0,0.0,10
2984,10,10,10,Pop,spring,male,POP,Solo,1,2020.4.19,Justin Bieber,0.5443786982248521,0.14423076923076902,0.14,0.8194616600542409,0.0,0.52933283837506,0.0,0.0,0.0,0.0,0.0,10
2985,10,6,10,Pop,winter,male,POP,Solo,1,2020.2.16,Justin Bieber,0.5443786982248521,0.14423076923076902,0.42,0.938379252390667,0.810386399220116,0.576737494448239,0.0,0.0,0.0,0.0,0.0,10
2986,8,10,7,Rap/Hiphop,summer,male,POP,Solo,1,2019.6.9,"Jvcki Wai, Young B, Osshun Gum, 한요한",0.44674556213017796,0.375,0.265,0.430730755762563,0.0,0.605437097331563,0.689518687298467,0.0,0.0,0.0,0.0,7
2987,1,10,1,Rap/Hiphop,winter,male,POP,Solo,1,2019.1.20,"Jvcki Wai, Young B, Osshun Gum, 한요한",0.44674556213017796,0.375,0.37799999999999995,0.76152422328824,0.0,0.533239364151093,0.7764735341968471,0.0,0.0,0.0,0.0,1
2988,10,10,10,Rap/Hiphop,fall,male,POP,Solo,1,2019.9.29,"Jvcki Wai, Young B, Osshun Gum, 한요한",0.44674556213017796,0.375,0.315,0.684055900518687,0.0,0.532094004538088,0.5779325148387441,0.0,0.0,0.0,0.0,10
2989,10,10,10,Rap/Hiphop,fall,male,POP,Solo,1,2019.10.13,"Jvcki Wai, Young B, Osshun Gum, 한요한",0.44674556213017796,0.375,0.312,0.509493792975278,0.0,0.532094004538088,0.5472725219398921,0.0,0.0,0.0,0.0,10
2990,3,10,3,Rap/Hiphop,spring,male,POP,Solo,1,2019.3.24,"Jvcki Wai, Young B, Osshun Gum, 한요한",0.44674556213017796,0.375,0.38799999999999996,0.5896477498088771,0.0,0.47757187642419,0.786471356751963,0.0,0.0,0.0,0.0,3
2991,10,10,10,Rap/Hiphop,fall,male,POP,Solo,1,2019.10.6,"Jvcki Wai, Young B, Osshun Gum, 한요한",0.44674556213017796,0.375,0.382,0.5455321184839149,0.0,0.532094004538088,0.5310814937916,0.0,0.0,0.0,0.0,10
2992,10,10,10,Rap/Hiphop,summer,male,POP,Solo,1,2019.8.4,"Jvcki Wai, Young B, Osshun Gum, 한요한",0.44674556213017796,0.375,0.20199999999999999,0.5472725219398921,0.0,0.605437097331563,0.826263803637124,0.0,0.0,0.0,0.0,10
2993,10,10,10,Rap/Hiphop,summer,male,POP,Solo,1,2019.7.14,"Jvcki Wai, Young B, Osshun Gum, 한요한",0.44674556213017796,0.375,0.175,0.4247115057764129,0.0,0.605437097331563,0.6189372944426479,0.0,0.0,0.0,0.0,10
2994,10,10,10,Rap/Hiphop,summer,male,POP,Solo,1,2019.7.21,"Jvcki Wai, Young B, Osshun Gum, 한요한",0.44674556213017796,0.375,0.248,0.7092694542227621,0.0,0.605437097331563,0.676551113474369,0.0,0.0,0.0,0.0,10
2995,10,10,10,Rap/Hiphop,summer,male,POP,Solo,1,2019.8.25,"Jvcki Wai, Young B, Osshun Gum, 한요한",0.44674556213017796,0.375,0.098,0.47848683592649105,0.0,0.605437097331563,0.662757789651149,0.0,0.0,0.0,0.0,10
2996,6,10,6,Rap/Hiphop,spring,male,POP,Solo,1,2019.5.12,"Jvcki Wai, Young B, Osshun Gum, 한요한",0.44674556213017796,0.375,0.145,0.476092567749471,0.0,0.47757187642419,0.692199287243236,0.0,0.0,0.0,0.0,6
2997,10,10,9,Rap/Hiphop,summer,male,POP,Solo,1,2019.6.30,"Jvcki Wai, Young B, Osshun Gum, 한요한",0.44674556213017796,0.375,0.265,0.408888487775386,0.0,0.605437097331563,0.692199287243236,0.0,0.0,0.0,0.0,10
2998,6,10,5,Rap/Hiphop,spring,male,POP,Solo,1,2019.5.5,"Jvcki Wai, Young B, Osshun Gum, 한요한",0.44674556213017796,0.375,0.038,0.476092567749471,0.0,0.47757187642419,0.696594550833317,0.0,0.0,0.0,0.0,5
2999,6,10,6,Rap/Hiphop,spring,male,POP,Solo,1,2019.5.19,"Jvcki Wai, Young B, Osshun Gum, 한요한",0.44674556213017796,0.375,0.128,0.476092567749471,0.0,0.47757187642419,0.7536441161408391,0.0,0.0,0.0,0.0,6
3000,9,10,8,Rap/Hiphop,summer,male,POP,Solo,1,2019.6.23,"Jvcki Wai, Young B, Osshun Gum, 한요한",0.44674556213017796,0.375,0.152,0.412146880987365,0.0,0.605437097331563,0.758275600737338,0.0,0.0,0.0,0.0,8
3001,10,10,10,Rap/Hiphop,fall,male,POP,Solo,1,2019.9.8,"Jvcki Wai, Young B, Osshun Gum, 한요한",0.44674556213017796,0.375,0.262,0.515597832266104,0.0,0.532094004538088,0.76152422328824,0.0,0.0,0.0,0.0,10
3002,10,10,10,Rap/Hiphop,summer,male,POP,Solo,1,2019.7.28,"Jvcki Wai, Young B, Osshun Gum, 한요한",0.44674556213017796,0.375,0.305,0.494544482066671,0.0,0.605437097331563,0.6793959560724941,0.0,0.0,0.0,0.0,10
3003,10,10,10,Rap/Hiphop,fall,male,POP,Solo,1,2019.9.1,"Jvcki Wai, Young B, Osshun Gum, 한요한",0.44674556213017796,0.375,0.142,0.560714292462044,0.0,0.532094004538088,0.9064932715589019,0.0,0.0,0.0,0.0,10
3004,10,10,10,Rap/Hiphop,summer,male,POP,Solo,1,2019.7.7,"Jvcki Wai, Young B, Osshun Gum, 한요한",0.44674556213017796,0.375,0.23,0.412146880987365,0.0,0.605437097331563,0.6333879191349621,0.0,0.0,0.0,0.0,10
3005,10,10,10,Rap/Hiphop,summer,male,POP,Solo,1,2019.8.18,"Jvcki Wai, Young B, Osshun Gum, 한요한",0.44674556213017796,0.375,0.092,0.49007671418769705,0.0,0.605437097331563,0.7034466337453701,0.0,0.0,0.0,0.0,10
3006,1,10,1,Rap/Hiphop,winter,male,POP,Solo,1,2019.2.17,"Jvcki Wai, Young B, Osshun Gum, 한요한",0.44674556213017796,0.375,0.48200000000000004,0.692199287243236,0.0,0.533239364151093,0.772218829591581,0.0,0.0,0.0,0.0,1
3007,8,10,8,Rap/Hiphop,summer,male,POP,Solo,1,2019.6.16,"Jvcki Wai, Young B, Osshun Gum, 한요한",0.44674556213017796,0.375,0.192,0.40222091353665,0.0,0.605437097331563,0.734059782180665,0.0,0.0,0.0,0.0,8
3008,5,10,5,Rap/Hiphop,spring,male,POP,Solo,1,2019.4.21,"Jvcki Wai, Young B, Osshun Gum, 한요한",0.44674556213017796,0.375,0.345,0.471223170348026,0.0,0.47757187642419,0.6555172426713021,0.0,0.0,0.0,0.0,5
3009,1,10,1,Rap/Hiphop,winter,male,POP,Solo,1,2019.1.27,"Jvcki Wai, Young B, Osshun Gum, 한요한",0.44674556213017796,0.375,0.47200000000000003,0.7489114679173859,0.0,0.533239364151093,0.7523024458149341,0.0,0.0,0.0,0.0,1
3010,7,10,6,Rap/Hiphop,spring,male,POP,Solo,1,2019.5.26,"Jvcki Wai, Young B, Osshun Gum, 한요한",0.44674556213017796,0.375,0.37200000000000005,0.476092567749471,0.0,0.47757187642419,0.7433730433223492,0.0,0.0,0.0,0.0,6
3011,2,10,2,Rap/Hiphop,spring,male,POP,Solo,1,2019.3.10,"Jvcki Wai, Young B, Osshun Gum, 한요한",0.44674556213017796,0.375,0.555,0.6274834920787371,0.0,0.47757187642419,0.7181147258405429,0.0,0.0,0.0,0.0,2
3012,5,10,5,Rap/Hiphop,spring,male,POP,Solo,1,2019.4.28,"Jvcki Wai, Young B, Osshun Gum, 한요한",0.44674556213017796,0.375,0.125,0.4478458908994221,0.0,0.47757187642419,0.5896477498088771,0.0,0.0,0.0,0.0,5
3013,1,10,1,Rap/Hiphop,winter,male,POP,Solo,1,2019.2.24,"Jvcki Wai, Young B, Osshun Gum, 한요한",0.44674556213017796,0.375,0.27,0.6904159103830911,0.0,0.533239364151093,0.764724858518979,0.0,0.0,0.0,0.0,1
3014,1,10,1,Rap/Hiphop,winter,male,POP,Solo,1,2019.2.3,"Jvcki Wai, Young B, Osshun Gum, 한요한",0.44674556213017796,0.375,0.37200000000000005,0.730368397071566,0.0,0.533239364151093,0.6983279926010629,0.0,0.0,0.0,0.0,1
3015,10,10,10,Rap/Hiphop,summer,male,POP,Solo,1,2019.8.11,"Jvcki Wai, Young B, Osshun Gum, 한요한",0.44674556213017796,0.375,0.172,0.509493792975278,0.0,0.605437097331563,0.7853188058146279,0.0,0.0,0.0,0.0,10
3016,4,10,3,Rap/Hiphop,spring,male,POP,Solo,1,2019.3.31,"Jvcki Wai, Young B, Osshun Gum, 한요한",0.44674556213017796,0.375,0.512,0.7589292334059571,0.0,0.47757187642419,0.7806462998990941,0.0,0.0,0.0,0.0,3
3017,10,10,10,Rap/Hiphop,fall,male,POP,Solo,1,2019.9.22,"Jvcki Wai, Young B, Osshun Gum, 한요한",0.44674556213017796,0.375,0.38799999999999996,0.7764735341968471,0.0,0.532094004538088,0.662757789651149,0.0,0.0,0.0,0.0,10
3018,2,10,1,Rap/Hiphop,spring,male,POP,Solo,1,2019.3.3,"Jvcki Wai, Young B, Osshun Gum, 한요한",0.44674556213017796,0.375,0.365,0.661738121579591,0.0,0.47757187642419,0.691309433568199,0.0,0.0,0.0,0.0,1
3019,1,10,1,Rap/Hiphop,winter,male,POP,Solo,1,2019.2.10,"Jvcki Wai, Young B, Osshun Gum, 한요한",0.44674556213017796,0.375,0.115,0.7026018799840259,0.0,0.533239364151093,0.7092694542227621,0.0,0.0,0.0,0.0,1
3020,3,10,2,Rap/Hiphop,spring,male,POP,Solo,1,2019.3.17,"Jvcki Wai, Young B, Osshun Gum, 한요한",0.44674556213017796,0.375,0.675,0.586777786456525,0.0,0.47757187642419,0.7092694542227621,0.0,0.0,0.0,0.0,2
3021,5,10,4,Rap/Hiphop,spring,male,POP,Solo,1,2019.4.14,"Jvcki Wai, Young B, Osshun Gum, 한요한",0.44674556213017796,0.375,0.335,0.5053267594476141,0.0,0.47757187642419,0.685892174774158,0.0,0.0,0.0,0.0,4
3022,4,10,4,Rap/Hiphop,spring,male,POP,Solo,1,2019.4.7,"Jvcki Wai, Young B, Osshun Gum, 한요한",0.44674556213017796,0.375,0.435,0.559078970999074,0.0,0.47757187642419,0.72356116503532,0.0,0.0,0.0,0.0,4
3023,1,10,10,Rap/Hiphop,winter,male,POP,Solo,1,2019.1.13,"Jvcki Wai, Young B, Osshun Gum, 한요한",0.44674556213017796,0.375,0.742,0.911068866792843,0.0,0.533239364151093,0.8882394487368359,0.0,0.0,0.0,0.0,10
3024,7,10,7,Rap/Hiphop,summer,male,POP,Solo,1,2019.6.2,"Jvcki Wai, Young B, Osshun Gum, 한요한",0.44674556213017796,0.375,0.415,0.430730755762563,0.0,0.605437097331563,0.7563027883352141,0.0,0.0,0.0,0.0,7
3025,10,10,10,Rap/Hiphop,fall,male,POP,Solo,1,2019.9.15,"Jvcki Wai, Young B, Osshun Gum, 한요한",0.44674556213017796,0.375,0.33,0.636854858142958,0.0,0.532094004538088,0.6310454199380799,0.0,0.0,0.0,0.0,10
3026,7,10,8,Ballad,spring,male,K_POP,Solo,1,2020.4.19,KCM,0.928994082840237,0.115384615384615,0.52,0.5718284755479179,0.0,0.6605672694536889,0.13907630013781302,0.0,0.0,0.0,0.0,9
3027,8,6,8,Ballad,spring,male,K_POP,Solo,1,2020.4.12,KCM,0.928994082840237,0.115384615384615,0.59,0.648026356151885,0.8081273287736079,0.6605672694536889,0.13907630013781302,0.0,0.0,0.0,0.0,8
3028,10,10,10,Ballad,winter,male,K_POP,Solo,1,2020.2.9,KCM,0.928994082840237,0.115384615384615,0.57,0.997192957404646,0.0,0.5379761267415479,0.114976033480779,0.0,0.0,0.0,0.0,10
3029,8,6,9,Ballad,spring,male,K_POP,Solo,1,2020.3.29,KCM,0.928994082840237,0.115384615384615,0.17,0.501078014194522,0.8088908238131071,0.6605672694536889,0.160762290393488,0.0,0.0,0.0,0.0,10
3030,10,5,9,Ballad,spring,male,K_POP,Solo,1,2020.3.1,KCM,0.928994082840237,0.115384615384615,0.28,0.523477939413504,0.8166499641665721,0.6605672694536889,0.160762290393488,0.0,0.0,0.0,0.0,10
3031,10,10,10,Ballad,winter,male,K_POP,Solo,1,2020.2.2,KCM,0.928994082840237,0.115384615384615,0.46,0.646934771650121,0.0,0.5379761267415479,0.114976033480779,0.0,0.0,0.0,0.0,10
3032,9,7,9,Ballad,spring,male,K_POP,Solo,1,2020.3.22,KCM,0.928994082840237,0.115384615384615,0.28,0.6176884202917521,0.804552443111233,0.6605672694536889,0.15019048322368803,0.0,0.0,0.0,0.0,10
3033,9,6,9,Ballad,spring,male,K_POP,Solo,1,2020.3.15,KCM,0.928994082840237,0.115384615384615,0.56,0.507420293273324,0.806764871518019,0.6605672694536889,0.15019048322368803,0.0,0.0,0.0,0.0,10
3034,10,10,10,Ballad,winter,male,K_POP,Solo,1,2020.1.26,KCM,0.928994082840237,0.115384615384615,0.34,0.715737966375531,0.0,0.5379761267415479,0.114976033480779,0.0,0.0,0.0,0.0,10
3035,9,5,10,Ballad,spring,male,K_POP,Solo,1,2020.3.8,KCM,0.928994082840237,0.115384615384615,0.63,0.5135821985186501,0.8094564940279441,0.6605672694536889,0.170842203900651,0.0,0.0,0.0,0.0,10
3036,8,6,8,Ballad,spring,male,K_POP,Solo,1,2020.4.5,KCM,0.928994082840237,0.115384615384615,0.43,0.511547638355903,0.805970724161242,0.6605672694536889,0.160762290393488,0.0,0.0,0.0,0.0,8
3037,9,6,10,Ballad,winter,male,K_POP,Solo,1,2020.2.23,KCM,0.928994082840237,0.115384615384615,0.57,0.554097623677632,0.802459949491698,0.5379761267415479,0.160762290393488,0.0,0.0,0.0,0.0,10
3038,10,6,10,Ballad,winter,male,K_POP,Solo,1,2020.2.16,KCM,0.928994082840237,0.115384615384615,0.43,0.58532842275597,0.8051648112355501,0.5379761267415479,0.22309697296612802,0.0,0.0,0.0,0.0,10
3039,10,10,10,Ballad,spring,male,K_POP,Solo,0,2020.4.19,KCM,0.7100591715976329,0.0,0.52,0.5718284755479179,0.0,0.6605672694536889,0.0,0.0,0.0,0.0,0.0,10
3040,10,10,10,R&B/Soul,winter,male,POP,Solo,1,2020.1.5,"Khalid, Disclosure",0.7307692307692311,0.40384615384615397,0.3,0.798216839375573,0.0,0.580986671282938,0.0,0.0,0.0,0.0,0.0,10
3041,10,10,10,R&B/Soul,summer,male,POP,Solo,1,2019.8.11,"Khalid, Disclosure",0.7307692307692311,0.40384615384615397,0.32,0.8164797909952509,0.0,0.509702644281336,0.0,0.0,0.0,0.0,0.0,10
3042,10,10,10,R&B/Soul,fall,male,POP,Solo,1,2019.10.6,"Khalid, Disclosure",0.7307692307692311,0.40384615384615397,0.31,0.790457680635073,0.0,0.478429872964894,0.0,0.0,0.0,0.0,0.0,10
3043,10,10,10,R&B/Soul,winter,male,POP,Solo,1,2020.1.26,"Khalid, Disclosure",0.7307692307692311,0.40384615384615397,0.21,0.786471356751963,0.0,0.580986671282938,0.0,0.0,0.0,0.0,0.0,10
3044,10,10,10,R&B/Soul,spring,male,POP,Solo,1,2019.5.12,"Khalid, Disclosure",0.7307692307692311,0.40384615384615397,0.36,0.8459130849312909,0.0,0.566806609753444,0.0,0.0,0.0,0.0,0.0,10
3045,10,10,10,R&B/Soul,winter,male,POP,Solo,1,2020.1.12,"Khalid, Disclosure",0.7307692307692311,0.40384615384615397,0.27,0.7915832887005929,0.0,0.580986671282938,0.0,0.0,0.0,0.0,0.0,10
3046,10,10,10,R&B/Soul,fall,male,POP,Solo,1,2019.10.13,"Khalid, Disclosure",0.7307692307692311,0.40384615384615397,0.3,0.8009219814442771,0.0,0.478429872964894,0.0,0.0,0.0,0.0,0.0,10
3047,10,7,10,R&B/Soul,summer,male,POP,Solo,1,2019.6.30,"Khalid, Disclosure",0.7307692307692311,0.40384615384615397,0.4,0.840606393606779,0.7921566503872209,0.509702644281336,0.0,0.0,0.0,0.0,0.0,10
3048,10,7,10,R&B/Soul,summer,male,POP,Solo,1,2019.6.9,"Khalid, Disclosure",0.7307692307692311,0.40384615384615397,0.46,0.8635253299723991,0.794675531950486,0.509702644281336,0.0,0.0,0.0,0.0,0.0,10
3049,10,9,10,R&B/Soul,summer,male,POP,Solo,1,2019.7.14,"Khalid, Disclosure",0.7307692307692311,0.40384615384615397,0.28,0.8388082167694871,0.7819802767316751,0.509702644281336,0.0,0.0,0.0,0.0,0.0,10
3050,10,10,10,R&B/Soul,fall,male,POP,Solo,1,2019.9.8,"Khalid, Disclosure",0.7307692307692311,0.40384615384615397,0.37,0.78241031831508,0.0,0.478429872964894,0.0,0.0,0.0,0.0,0.0,10
3051,10,10,10,R&B/Soul,fall,male,POP,Solo,1,2019.9.22,"Khalid, Disclosure",0.7307692307692311,0.40384615384615397,0.42,0.7976717345211999,0.0,0.478429872964894,0.0,0.0,0.0,0.0,0.0,10
3052,10,10,10,R&B/Soul,fall,male,POP,Solo,1,2019.10.27,"Khalid, Disclosure",0.7307692307692311,0.40384615384615397,0.19,0.777074586081105,0.0,0.478429872964894,0.0,0.0,0.0,0.0,0.0,10
3053,10,10,10,R&B/Soul,spring,male,POP,Solo,1,2019.5.19,"Khalid, Disclosure",0.7307692307692311,0.40384615384615397,0.395,0.830994975558533,0.0,0.566806609753444,0.0,0.0,0.0,0.0,0.0,10
3054,10,10,10,R&B/Soul,winter,male,POP,Solo,1,2020.2.9,"Khalid, Disclosure",0.7307692307692311,0.40384615384615397,0.39,0.8062330087348759,0.0,0.580986671282938,0.0,0.0,0.0,0.0,0.0,10
3055,10,10,10,R&B/Soul,winter,male,POP,Solo,1,2020.2.2,"Khalid, Disclosure",0.7307692307692311,0.40384615384615397,0.27,0.8184722562103071,0.0,0.580986671282938,0.0,0.0,0.0,0.0,0.0,10
3056,10,10,10,R&B/Soul,spring,male,POP,Solo,1,2019.5.5,"Khalid, Disclosure",0.7307692307692311,0.40384615384615397,0.25,0.8903848035431899,0.0,0.566806609753444,0.0,0.0,0.0,0.0,0.0,10
3057,10,10,10,R&B/Soul,summer,male,POP,Solo,1,2019.7.21,"Khalid, Disclosure",0.7307692307692311,0.40384615384615397,0.21,0.8432759846484609,0.772864583516715,0.509702644281336,0.0,0.0,0.0,0.0,0.0,10
3058,10,10,10,R&B/Soul,summer,male,POP,Solo,1,2019.8.18,"Khalid, Disclosure",0.7307692307692311,0.40384615384615397,0.4,0.80570772589499,0.7757283032195219,0.509702644281336,0.0,0.0,0.0,0.0,0.0,10
3059,10,10,10,R&B/Soul,fall,male,POP,Solo,1,2019.11.10,"Khalid, Disclosure",0.7307692307692311,0.40384615384615397,0.365,0.8003836480857879,0.0,0.478429872964894,0.0,0.0,0.0,0.0,0.0,10
3060,10,10,10,R&B/Soul,fall,male,POP,Solo,1,2019.9.15,"Khalid, Disclosure",0.7307692307692311,0.40384615384615397,0.455,0.817975854927135,0.0,0.478429872964894,0.0,0.0,0.0,0.0,0.0,10
3061,10,10,10,R&B/Soul,fall,male,POP,Solo,1,2019.10.20,"Khalid, Disclosure",0.7307692307692311,0.40384615384615397,0.345,0.8062330087348759,0.0,0.478429872964894,0.0,0.0,0.0,0.0,0.0,10
3062,10,10,10,R&B/Soul,winter,male,POP,Solo,1,2019.12.29,"Khalid, Disclosure",0.7307692307692311,0.40384615384615397,0.29,0.7405498233776509,0.0,0.580986671282938,0.0,0.0,0.0,0.0,0.0,10
3063,10,10,10,R&B/Soul,spring,male,POP,Solo,1,2019.5.26,"Khalid, Disclosure",0.7307692307692311,0.40384615384615397,0.35,0.820446566592453,0.0,0.566806609753444,0.0,0.0,0.0,0.0,0.0,10
3064,10,10,10,R&B/Soul,winter,male,POP,Solo,1,2019.12.22,"Khalid, Disclosure",0.7307692307692311,0.40384615384615397,0.29,0.7149398842013259,0.0,0.580986671282938,0.0,0.0,0.0,0.0,0.0,10
3065,10,8,10,R&B/Soul,summer,male,POP,Solo,1,2019.6.16,"Khalid, Disclosure",0.7307692307692311,0.40384615384615397,0.63,0.826263803637124,0.7819802767316751,0.509702644281336,0.0,0.0,0.0,0.0,0.0,10
3066,10,10,10,R&B/Soul,winter,male,POP,Solo,1,2020.2.16,"Khalid, Disclosure",0.7307692307692311,0.40384615384615397,0.315,0.788188769166979,0.0,0.580986671282938,0.0,0.0,0.0,0.0,0.0,10
3067,10,10,10,R&B/Soul,fall,male,POP,Solo,1,2019.11.3,"Khalid, Disclosure",0.7307692307692311,0.40384615384615397,0.34,0.777074586081105,0.0,0.478429872964894,0.0,0.0,0.0,0.0,0.0,10
3068,10,10,10,R&B/Soul,winter,male,POP,Solo,1,2019.12.15,"Khalid, Disclosure",0.7307692307692311,0.40384615384615397,0.28,0.7602306130857069,0.0,0.580986671282938,0.0,0.0,0.0,0.0,0.0,10
3069,10,7,10,R&B/Soul,summer,male,POP,Solo,1,2019.7.7,"Khalid, Disclosure",0.7307692307692311,0.40384615384615397,0.355,0.850665956884734,0.790054045798793,0.509702644281336,0.0,0.0,0.0,0.0,0.0,10
