,rank_g,you_rank_g,previous_ranking,genre,season,sex,song_type,active_type,title_song,week,artist,runtime,top_freq,gg_score,nv_score,total_view,season_genre_score,pd_score,dc_total_numb,dc_mean_reccomend,dc_mean_views,drama_view,rank_g_pred
8477,10,9,10,Rap/Hiphop,winter,male,K_POP,Group,0,2020.2.16,방탄소년단,0.659763313609468,0.28846153846153805,0.38,0.8519443031609921,0.791377666359275,0.533239364151093,0.6007619328947521,0.227238904083347,0.0372271098181818,0.0109301258042745,0.0,10
8478,9,10,9,Rap/Hiphop,summer,male,K_POP,Group,0,2019.6.23,방탄소년단,0.659763313609468,0.28846153846153805,0.38,0.773443008358203,0.0,0.605437097331563,0.5195737064824411,0.22969521902379897,0.0378145865454545,0.00991033418130426,0.0,9
8479,10,10,9,Rap/Hiphop,winter,male,K_POP,Group,0,2020.2.9,방탄소년단,0.659763313609468,0.28846153846153805,0.24,0.7426706794485691,0.0,0.533239364151093,0.5896477498088771,0.23013424399637802,0.0379201252121212,0.0188971677540307,0.0,9
8480,4,10,4,Rap/Hiphop,spring,male,K_POP,Group,0,2019.5.5,방탄소년단,0.659763313609468,0.28846153846153805,0.53,0.840158246465981,0.0,0.47757187642419,0.559078970999074,0.492383290853688,0.141709739545455,0.0291003951198408,0.0,4
8481,10,10,10,Rap/Hiphop,fall,male,K_POP,Group,0,2019.9.1,방탄소년단,0.659763313609468,0.28846153846153805,0.27,0.710088657714005,0.0,0.532094004538088,0.4478458908994221,0.29592157038669703,0.0557336621515152,0.0114905014657783,0.0,10
8482,10,10,10,Rap/Hiphop,fall,male,K_POP,Group,0,2019.9.8,방탄소년단,0.659763313609468,0.28846153846153805,0.28,0.741259084453938,0.0,0.532094004538088,0.46624182302658507,0.275890890118379,0.0498660943636364,0.0113459113380058,0.0,10
8483,6,10,5,Rap/Hiphop,spring,male,K_POP,Group,0,2019.5.26,방탄소년단,0.659763313609468,0.28846153846153805,0.45,0.829114885104985,0.0,0.47757187642419,0.6126196730099979,0.39530227155541,0.0918440681212121,0.0167152364454443,0.0,5
8484,10,10,10,Rap/Hiphop,summer,male,K_POP,Group,0,2019.7.14,방탄소년단,0.659763313609468,0.28846153846153805,0.31,0.7853188058146279,0.0,0.605437097331563,0.5053267594476141,0.14845539410979097,0.0208465843636364,0.007482685360099221,0.0,10
8485,5,10,4,Rap/Hiphop,spring,male,K_POP,Group,0,2019.5.12,방탄소년단,0.659763313609468,0.28846153846153805,0.39,0.828642302441455,0.0,0.47757187642419,0.496744288426433,0.44771739131621896,0.11664230551515199,0.0217323246171152,0.0,4
8486,9,10,8,Rap/Hiphop,winter,male,K_POP,Group,0,2020.1.26,방탄소년단,0.659763313609468,0.28846153846153805,0.35,0.7672517567235408,0.0,0.533239364151093,0.798216839375573,0.439061129199344,0.11222455348484801,0.0372255065962908,0.0,8
8487,10,9,10,Rap/Hiphop,winter,male,K_POP,Group,0,2020.1.12,방탄소년단,0.659763313609468,0.28846153846153805,0.38,0.7589292334059571,0.7858782276477181,0.533239364151093,0.8019946522752529,0.290284349035977,0.054040236969697,0.0152392653456779,0.0,10
8488,5,10,5,Rap/Hiphop,spring,male,K_POP,Group,0,2019.5.19,방탄소년단,0.659763313609468,0.28846153846153805,0.41,0.81747831380075,0.0,0.47757187642419,0.496744288426433,0.359671142467303,0.0774215552424243,0.0154331047042197,0.0,5
8489,10,10,10,Rap/Hiphop,summer,male,K_POP,Group,0,2019.7.7,방탄소년단,0.659763313609468,0.28846153846153805,0.32,0.763450272106425,0.0,0.605437097331563,0.45057144967106394,0.17826878377189004,0.0265169323636364,0.00550182122350091,0.0,10
8490,10,10,10,Rap/Hiphop,summer,male,K_POP,Group,0,2019.8.18,방탄소년단,0.659763313609468,0.28846153846153805,0.29,0.733326518992436,0.0,0.605437097331563,0.5671348826716041,0.40216623356412107,0.0948366865454545,0.025543682039744997,0.0,10
8491,8,9,10,Rap/Hiphop,winter,male,K_POP,Group,0,2020.1.19,방탄소년단,0.659763313609468,0.28846153846153805,0.32,0.7181147258405429,0.7797596371410329,0.533239364151093,0.494544482066671,0.43086482614854904,0.10816402533333301,0.0266435831790257,0.0,10
8492,5,7,10,Rap/Hiphop,spring,male,K_POP,Group,0,2019.4.7,방탄소년단,0.659763313609468,0.28846153846153805,0.49,0.938379252390667,0.7973179028628691,0.47757187642419,0.592480196224881,0.416503014304566,0.101325988939394,0.020440537267457,0.0,10
8493,9,10,8,Rap/Hiphop,summer,male,K_POP,Group,0,2019.6.16,방탄소년단,0.659763313609468,0.28846153846153805,0.39,0.802529002892143,0.0,0.605437097331563,0.559078970999074,0.303502373026921,0.0580646685151515,0.0179945130858643,0.0,9
8494,7,10,6,Rap/Hiphop,summer,male,K_POP,Group,0,2019.6.2,방탄소년단,0.659763313609468,0.28846153846153805,0.52,0.8388082167694871,0.0,0.605437097331563,0.6047870467580079,0.33846452059239807,0.0696595223030303,0.0170733770009518,0.0,6
8495,10,10,10,Rap/Hiphop,summer,male,K_POP,Group,0,2019.8.25,방탄소년단,0.659763313609468,0.28846153846153805,0.3,0.7405498233776509,0.0,0.605437097331563,0.476092567749471,0.40427799890957,0.0957720612121212,0.019456841014104,0.0,10
8496,10,10,10,Rap/Hiphop,summer,male,K_POP,Group,0,2019.8.11,방탄소년단,0.659763313609468,0.28846153846153805,0.35,0.7576199903571759,0.771374131093985,0.605437097331563,0.529205472848806,0.43550470662003493,0.110448244363636,0.0299771468143405,0.0,10
8497,3,10,3,Rap/Hiphop,spring,male,K_POP,Group,0,2019.4.21,방탄소년단,0.659763313609468,0.28846153846153805,0.49,0.8860726400266209,0.0,0.47757187642419,0.599403439006951,0.42660925518288595,0.10610160860606098,0.0265642295636122,0.0,3
8498,10,10,9,Rap/Hiphop,summer,male,K_POP,Group,0,2019.6.30,방탄소년단,0.659763313609468,0.28846153846153805,0.35,0.76152422328824,0.0,0.605437097331563,0.554097623677632,0.17844088490549198,0.0265514263333333,0.00620235594589138,0.0,9
8499,10,10,9,Rap/Hiphop,spring,male,K_POP,Group,0,2019.3.31,방탄소년단,0.582840236686391,0.673076923076923,0.31,0.7853188058146279,0.0,0.47757187642419,0.47848683592649105,0.383900966338742,0.0870305428181818,0.0249240015921087,0.0,9
8500,3,10,3,Rap/Hiphop,summer,male,K_POP,Group,0,2018.6.3,방탄소년단,0.582840236686391,0.673076923076923,0.66,0.897041595851472,0.0,0.605437097331563,0.6391357114703149,0.352014336255776,0.0745518369090909,0.0251074024862277,0.0,3
8501,4,3,4,Rap/Hiphop,summer,male,K_POP,Group,0,2018.7.29,방탄소년단,0.582840236686391,0.673076923076923,0.32,0.75297431942407,0.83698120660603,0.605437097331563,0.49007671418769705,0.267938529974862,0.0476491505454546,0.0185357646678781,0.0,4
8502,3,3,4,Rap/Hiphop,spring,male,K_POP,Group,0,2018.5.27,방탄소년단,0.582840236686391,0.673076923076923,1.0,1.0,0.8383216802598241,0.47757187642419,1.0,0.432132975341647,0.10878462987878801,0.0283992736292579,0.0,4
8503,10,10,10,Rap/Hiphop,spring,male,K_POP,Group,0,2019.5.26,방탄소년단,0.582840236686391,0.673076923076923,0.45,0.829114885104985,0.0,0.47757187642419,0.6126196730099979,0.39530227155541,0.0918440681212121,0.0167152364454443,0.0,10
8504,3,2,3,Rap/Hiphop,summer,male,K_POP,Group,0,2018.6.17,방탄소년단,0.582840236686391,0.673076923076923,0.4,0.7938171132824742,0.8414309914830999,0.605437097331563,0.480854936714392,0.374147196613465,0.0830634344242424,0.0283332280118831,0.0,3
8505,7,10,8,Rap/Hiphop,winter,male,K_POP,Group,0,2019.1.13,방탄소년단,0.582840236686391,0.673076923076923,0.47,0.8441585889862611,0.0,0.533239364151093,0.568710737365439,0.497621484182684,0.144916645242424,0.0400179977041331,0.0,8
8506,9,10,9,Rap/Hiphop,fall,male,K_POP,Group,0,2018.11.25,방탄소년단,0.582840236686391,0.673076923076923,0.39,0.824824070331261,0.0,0.532094004538088,0.529205472848806,0.26784956866842,0.047624700030303,0.0126281470162384,0.0,9
8507,7,10,7,Rap/Hiphop,fall,male,K_POP,Group,0,2018.10.28,방탄소년단,0.582840236686391,0.673076923076923,0.41,0.781823906413621,0.0,0.532094004538088,0.5135821985186501,0.321231883126262,0.0637658374242424,0.0191154797265726,0.0,7
8508,10,10,10,Rap/Hiphop,spring,male,K_POP,Group,0,2019.5.12,방탄소년단,0.582840236686391,0.673076923076923,0.39,0.828642302441455,0.0,0.47757187642419,0.496744288426433,0.44771739131621896,0.11664230551515199,0.0217323246171152,0.0,10
8509,4,3,3,Rap/Hiphop,summer,male,K_POP,Group,0,2018.7.15,방탄소년단,0.582840236686391,0.673076923076923,0.31,0.7523024458149341,0.84573704705603,0.605437097331563,0.436587303232837,0.343597042951904,0.071485228969697,0.0235200026881255,0.0,3
8510,5,2,5,Rap/Hiphop,spring,male,K_POP,Group,0,2018.5.13,방탄소년단,0.582840236686391,0.673076923076923,0.38,0.950304462245003,0.8539434570987171,0.47757187642419,0.536614025805009,0.351232152797316,0.0742630183333333,0.0205469166854143,0.0,5
8511,4,4,4,Rap/Hiphop,summer,male,K_POP,Group,0,2018.8.5,방탄소년단,0.582840236686391,0.673076923076923,0.26,0.784160091473999,0.8347888323057919,0.605437097331563,0.47848683592649105,0.35774673341079294,0.0766929938181818,0.0238036245046292,0.0,4
8512,7,10,7,Rap/Hiphop,winter,male,K_POP,Group,0,2019.2.10,방탄소년단,0.582840236686391,0.673076923076923,0.39,0.8410536157786199,0.0,0.533239364151093,0.523477939413504,0.568663440414277,0.194800408727273,0.0375850241988982,0.0,7
8513,10,10,10,Rap/Hiphop,summer,male,K_POP,Group,0,2019.6.16,방탄소년단,0.582840236686391,0.673076923076923,0.39,0.802529002892143,0.0,0.605437097331563,0.559078970999074,0.303502373026921,0.0580646685151515,0.0179945130858643,0.0,10
8514,8,10,8,Rap/Hiphop,winter,male,K_POP,Group,0,2018.12.23,방탄소년단,0.582840236686391,0.673076923076923,0.49,0.8867973198503961,0.0,0.533239364151093,0.6164323062502719,0.44219273356392397,0.113807232060606,0.0287195741686135,0.0,8
8515,4,4,4,Rap/Hiphop,summer,male,K_POP,Group,0,2018.8.12,방탄소년단,0.582840236686391,0.673076923076923,0.31,0.7728317835090691,0.826265780061208,0.605437097331563,0.4559218218878379,0.30546448136981896,0.0586782137272727,0.0149537743589744,0.0,4
8516,8,10,7,Rap/Hiphop,spring,male,K_POP,Group,0,2019.3.10,방탄소년단,0.582840236686391,0.673076923076923,0.32,0.787045341366646,0.0,0.47757187642419,0.7196848708658621,0.4081495322150929,0.0975050947272727,0.0238896643188832,0.0,7
8517,7,10,7,Rap/Hiphop,winter,male,K_POP,Group,0,2019.1.20,방탄소년단,0.582840236686391,0.673076923076923,0.5,0.818967522860986,0.0,0.533239364151093,0.5402254271594029,0.443463229776676,0.11445432733333301,0.0227746022670243,0.0,7
8518,8,10,8,Rap/Hiphop,fall,male,K_POP,Group,0,2018.11.11,방탄소년단,0.582840236686391,0.673076923076923,0.52,0.810904115588167,0.0,0.532094004538088,0.550711944398822,0.268153454707524,0.0477082530606061,0.0134182269100978,0.0,8
8519,10,1,10,Rap/Hiphop,spring,male,K_POP,Group,0,2019.4.7,방탄소년단,0.582840236686391,0.673076923076923,0.49,0.938379252390667,0.8697168819945791,0.47757187642419,0.592480196224881,0.416503014304566,0.101325988939394,0.020440537267457,0.0,1
8520,8,10,7,Rap/Hiphop,fall,male,K_POP,Group,0,2018.11.4,방탄소년단,0.582840236686391,0.673076923076923,0.5,0.8578121799594091,0.0,0.532094004538088,0.5749019890001011,0.333528234923114,0.0679345190909091,0.0154325049638026,0.0,7
8521,10,10,10,Rap/Hiphop,summer,male,K_POP,Group,0,2019.8.18,방탄소년단,0.582840236686391,0.673076923076923,0.29,0.733326518992436,0.0,0.605437097331563,0.5671348826716041,0.40216623356412107,0.0948366865454545,0.025543682039744997,0.0,10
8522,9,10,8,Rap/Hiphop,spring,male,K_POP,Group,0,2019.3.17,방탄소년단,0.582840236686391,0.673076923076923,0.33,0.784160091473999,0.0,0.47757187642419,0.615168867887284,0.482231469576983,0.135660776878788,0.0366719709497851,0.0,8
8523,7,10,7,Rap/Hiphop,winter,male,K_POP,Group,0,2019.2.24,방탄소년단,0.582840236686391,0.673076923076923,0.41,0.8062330087348759,0.0,0.533239364151093,0.6983279926010629,0.540017237354336,0.173171977575758,0.0428561661907646,0.0,7
8524,10,10,10,Rap/Hiphop,summer,male,K_POP,Group,0,2019.6.30,방탄소년단,0.582840236686391,0.673076923076923,0.35,0.76152422328824,0.0,0.605437097331563,0.554097623677632,0.17844088490549198,0.0265514263333333,0.00620235594589138,0.0,10
8525,6,10,6,Rap/Hiphop,fall,male,K_POP,Group,0,2018.10.7,방탄소년단,0.582840236686391,0.673076923076923,0.64,0.8714342030096971,0.0,0.532094004538088,0.6886177335457989,0.443109634407494,0.11427394118181801,0.024114414248218998,0.0,6
8526,3,2,3,Rap/Hiphop,summer,male,K_POP,Group,0,2018.7.1,방탄소년단,0.582840236686391,0.673076923076923,0.35,0.7858958476079599,0.846406865486599,0.605437097331563,0.485514881160584,0.353397778118264,0.0750646227272727,0.0331530410544836,0.0,3
8527,7,10,7,Rap/Hiphop,winter,male,K_POP,Group,0,2019.2.17,방탄소년단,0.582840236686391,0.673076923076923,0.41,0.8088404898439421,0.0,0.533239364151093,0.5402254271594029,0.42594828330906,0.10578404348484802,0.0262287496755213,0.0,7
8528,4,3,4,Rap/Hiphop,summer,male,K_POP,Group,0,2018.7.22,방탄소년단,0.582840236686391,0.673076923076923,0.32,0.75297431942407,0.841949566785813,0.605437097331563,0.5472725219398921,0.286755945584922,0.0529973041515152,0.0166865929335756,0.0,4
8529,10,10,10,Rap/Hiphop,summer,male,K_POP,Group,0,2019.6.2,방탄소년단,0.582840236686391,0.673076923076923,0.52,0.8388082167694871,0.0,0.605437097331563,0.6047870467580079,0.33846452059239807,0.0696595223030303,0.0170733770009518,0.0,10
8530,10,10,10,Rap/Hiphop,summer,male,K_POP,Group,0,2019.6.23,방탄소년단,0.582840236686391,0.673076923076923,0.38,0.773443008358203,0.0,0.605437097331563,0.5195737064824411,0.22969521902379897,0.0378145865454545,0.00991033418130426,0.0,10
8531,7,10,7,Rap/Hiphop,winter,male,K_POP,Group,0,2019.2.3,방탄소년단,0.582840236686391,0.673076923076923,0.41,0.8305264800996159,0.0,0.533239364151093,0.529205472848806,0.304064322601135,0.0582399548181818,0.00991770626056358,0.0,7
8532,10,10,10,Rap/Hiphop,summer,male,K_POP,Group,0,2019.7.21,방탄소년단,0.582840236686391,0.673076923076923,0.38,0.7376893321271271,0.0,0.605437097331563,0.494544482066671,0.20623019064490097,0.0324050129393939,0.0107539158178305,0.0,10
8533,5,4,5,Rap/Hiphop,spring,male,K_POP,Group,1,2018.5.6,방탄소년단,0.582840236686391,0.673076923076923,0.24,0.8314624602389759,0.819996145575731,0.47757187642419,0.436587303232837,0.383592055550832,0.0869027973333333,0.0251250011825445,0.0,5
8534,5,3,5,Rap/Hiphop,summer,male,K_POP,Group,0,2018.8.26,방탄소년단,0.582840236686391,0.673076923076923,0.54,0.8867973198503961,0.835953719131233,0.605437097331563,0.5749019890001011,0.402457822804195,0.0949654274848485,0.0319570826800496,0.0,5
8535,9,10,9,Rap/Hiphop,spring,male,K_POP,Group,0,2019.3.24,방탄소년단,0.582840236686391,0.673076923076923,0.33,0.774660309679745,0.0,0.47757187642419,0.5402254271594029,0.447441467341692,0.116499396151515,0.0290558750425428,0.0,9
8536,6,2,6,Rap/Hiphop,fall,male,K_POP,Group,0,2018.9.9,방탄소년단,0.582840236686391,0.673076923076923,0.45,0.8710455409048871,0.846025122599847,0.532094004538088,0.696594550833317,0.36397844184641703,0.0790702833636364,0.0220179986386317,0.0,6
8537,10,10,10,Rap/Hiphop,spring,male,K_POP,Group,0,2019.5.5,방탄소년단,0.582840236686391,0.673076923076923,0.53,0.840158246465981,0.0,0.47757187642419,0.559078970999074,0.492383290853688,0.141709739545455,0.0291003951198408,0.0,10
8538,10,10,10,Rap/Hiphop,summer,male,K_POP,Group,0,2019.6.9,방탄소년단,0.582840236686391,0.673076923076923,0.39,0.856568086214355,0.0,0.605437097331563,0.6391357114703149,0.375001093269822,0.08340531203030299,0.0181818356205474,0.0,10
8539,10,10,10,Rap/Hiphop,spring,male,K_POP,Group,0,2019.4.28,방탄소년단,0.582840236686391,0.673076923076923,0.56,0.8903848035431899,0.0,0.47757187642419,0.620179011682333,0.5831788964970419,0.206622709272727,0.043878051720458,0.0,10
8540,9,10,8,Rap/Hiphop,fall,male,K_POP,Group,0,2018.11.18,방탄소년단,0.582840236686391,0.673076923076923,0.41,0.7628101562336859,0.0,0.532094004538088,0.494544482066671,0.42490306249177595,0.105283373545455,0.0221552234432234,0.0,9
8541,7,10,8,Rap/Hiphop,winter,male,K_POP,Group,0,2018.12.30,방탄소년단,0.582840236686391,0.673076923076923,0.48,0.895309539743386,0.0,0.533239364151093,0.580921238986251,0.38123194138699895,0.0859313864848485,0.0187810546681665,0.0,8
8542,10,10,10,Rap/Hiphop,summer,male,K_POP,Group,0,2019.7.14,방탄소년단,0.582840236686391,0.673076923076923,0.31,0.7853188058146279,0.0,0.605437097331563,0.5053267594476141,0.14845539410979097,0.0208465843636364,0.007482685360099221,0.0,10
8543,7,10,6,Rap/Hiphop,fall,male,K_POP,Group,0,2018.10.21,방탄소년단,0.582840236686391,0.673076923076923,0.51,0.83925916191734,0.0,0.532094004538088,0.826741596698057,0.341470574664829,0.0707248046363637,0.0125927925240114,0.0,6
8544,7,10,7,Rap/Hiphop,winter,male,K_POP,Group,0,2019.1.27,방탄소년단,0.582840236686391,0.673076923076923,0.41,0.80832149782256,0.0,0.533239364151093,0.494544482066671,0.47273345543141604,0.130194140242424,0.0285950750540798,0.0,7
8545,9,10,9,Rap/Hiphop,winter,male,K_POP,Group,0,2018.12.2,방탄소년단,0.582840236686391,0.673076923076923,0.45,0.811416965686367,0.0,0.533239364151093,0.511547638355903,0.467953178060348,0.127511318090909,0.0256140929422284,0.0,9
8546,6,10,6,Rap/Hiphop,fall,male,K_POP,Group,0,2018.9.23,방탄소년단,0.582840236686391,0.673076923076923,0.63,0.902156209366609,0.0,0.532094004538088,0.661738121579591,0.41881043224134995,0.10240139554545499,0.0184710013325257,0.0,6
8547,6,3,5,Rap/Hiphop,fall,male,K_POP,Group,0,2018.9.2,방탄소년단,0.582840236686391,0.673076923076923,0.59,0.9078104735808641,0.84132668054561,0.532094004538088,0.7447709776250279,0.347353454618748,0.0728425331515152,0.0163994020362839,0.0,5
8548,10,10,10,Rap/Hiphop,summer,male,K_POP,Group,0,2019.8.25,방탄소년단,0.582840236686391,0.673076923076923,0.3,0.7405498233776509,0.0,0.605437097331563,0.476092567749471,0.40427799890957,0.0957720612121212,0.019456841014104,0.0,10
8549,10,10,10,Rap/Hiphop,spring,male,K_POP,Group,0,2019.5.19,방탄소년단,0.582840236686391,0.673076923076923,0.41,0.81747831380075,0.0,0.47757187642419,0.496744288426433,0.359671142467303,0.0774215552424243,0.0154331047042197,0.0,10
8550,3,3,3,Rap/Hiphop,summer,male,K_POP,Group,0,2018.6.10,방탄소년단,0.582840236686391,0.673076923076923,0.47,0.843717736208882,0.843275172749809,0.605437097331563,0.529205472848806,0.312133077869911,0.0607954827272727,0.0231764966225376,0.0,3
8551,8,10,7,Rap/Hiphop,winter,male,K_POP,Group,0,2019.1.6,방탄소년단,0.582840236686391,0.673076923076923,0.51,0.8276940336836129,0.0,0.533239364151093,0.658650006620254,0.419978573045087,0.10294917042424198,0.0280523321969369,0.0,7
8552,10,10,10,Rap/Hiphop,spring,male,K_POP,Group,0,2019.4.14,방탄소년단,0.582840236686391,0.673076923076923,0.74,0.935798002026182,0.0,0.47757187642419,0.7384080029860771,0.4582794035649221,0.122218552939394,0.0260181520694529,0.0,10
8553,9,10,9,Rap/Hiphop,winter,male,K_POP,Group,0,2018.12.9,방탄소년단,0.582840236686391,0.673076923076923,0.44,0.876803516532077,0.0,0.533239364151093,0.583869298956977,0.404389960330902,0.0958218475454545,0.0260472321882842,0.0,9
8554,6,10,6,Rap/Hiphop,fall,male,K_POP,Group,0,2018.10.14,방탄소년단,0.582840236686391,0.673076923076923,0.48,0.8159787987134799,0.0,0.532094004538088,0.660713632364479,0.398726125618741,0.0933277798484849,0.0192634283522252,0.0,6
8555,10,10,10,Rap/Hiphop,summer,male,K_POP,Group,0,2019.8.4,방탄소년단,0.582840236686391,0.673076923076923,0.37,0.755641172354494,0.0,0.605437097331563,0.52540398823169,0.406240388999443,0.0966475385151515,0.0220326886677627,0.0,10
8556,8,10,9,Rap/Hiphop,winter,male,K_POP,Group,0,2018.12.16,방탄소년단,0.582840236686391,0.673076923076923,0.47,0.8088404898439421,0.0,0.533239364151093,0.494544482066671,0.39724184577194804,0.0926823736363636,0.0156091741455395,0.0,9
8557,5,8,5,Rap/Hiphop,spring,male,K_POP,Group,1,2018.4.29,방탄소년단,0.582840236686391,0.673076923076923,0.24,0.750274233826665,0.7984778215303578,0.47757187642419,0.42163799232423,0.33690950482034804,0.0691128731818182,0.0206825363444954,0.0,5
8558,6,10,6,Rap/Hiphop,fall,male,K_POP,Group,0,2018.9.30,방탄소년단,0.582840236686391,0.673076923076923,0.47,0.799302952252854,0.0,0.532094004538088,0.603453632917151,0.39013914332908295,0.08964025296969699,0.0217801066597445,0.0,6
8559,10,10,10,Rap/Hiphop,spring,male,K_POP,Group,0,2019.4.21,방탄소년단,0.582840236686391,0.673076923076923,0.49,0.8860726400266209,0.0,0.47757187642419,0.599403439006951,0.42660925518288595,0.10610160860606098,0.0265642295636122,0.0,10
8560,5,8,10,Rap/Hiphop,spring,male,K_POP,Group,1,2018.4.22,방탄소년단,0.582840236686391,0.673076923076923,0.21,0.763450272106425,0.795409000903475,0.47757187642419,0.418520254141751,0.35722867549351794,0.0764977056060606,0.0240315289088864,0.0,10
8561,3,2,3,Rap/Hiphop,summer,male,K_POP,Group,0,2018.6.24,방탄소년단,0.582840236686391,0.673076923076923,0.34,0.784160091473999,0.844075159780014,0.605437097331563,0.45057144967106394,0.261944811354903,0.0460188420606061,0.0198796179054541,0.0,3
8562,10,10,10,Rap/Hiphop,summer,male,K_POP,Group,0,2019.7.7,방탄소년단,0.582840236686391,0.673076923076923,0.32,0.763450272106425,0.0,0.605437097331563,0.45057144967106394,0.17826878377189004,0.0265169323636364,0.00550182122350091,0.0,10
8563,4,3,5,Rap/Hiphop,spring,male,K_POP,Group,0,2018.5.20,방탄소년단,0.582840236686391,0.673076923076923,0.82,0.986729788525081,0.837319434450407,0.47757187642419,0.8586376250161021,0.358992147433654,0.0771639300606061,0.0217835760260737,0.0,5
8564,6,10,6,Rap/Hiphop,fall,male,K_POP,Group,0,2018.9.16,방탄소년단,0.582840236686391,0.673076923076923,0.39,0.7954774973867691,0.0,0.532094004538088,0.515597832266104,0.319123369948258,0.0630689937272727,0.0140029487006432,0.0,6
8565,5,3,4,Rap/Hiphop,summer,male,K_POP,Group,0,2018.8.19,방탄소년단,0.582840236686391,0.673076923076923,0.43,0.925154052666491,0.846311680618665,0.605437097331563,0.570275213947825,0.313549864808536,0.061251759,0.0197511850595599,0.0,4
8566,10,10,10,Rap/Hiphop,summer,male,K_POP,Group,0,2019.8.11,방탄소년단,0.582840236686391,0.673076923076923,0.35,0.7576199903571759,0.0,0.605437097331563,0.529205472848806,0.43550470662003493,0.110448244363636,0.0299771468143405,0.0,10
8567,10,10,10,Rap/Hiphop,summer,male,K_POP,Group,0,2019.7.28,방탄소년단,0.582840236686391,0.673076923076923,0.34,0.7509524161184399,0.0,0.605437097331563,0.671725099608025,0.32688611572979903,0.0656602874848485,0.0145896393643102,0.0,10
8568,3,3,3,Rap/Hiphop,summer,male,K_POP,Group,0,2018.7.8,방탄소년단,0.582840236686391,0.673076923076923,0.37,0.7764735341968471,0.8458332418433321,0.605437097331563,0.445085610700684,0.33109724346458697,0.0670959719393939,0.0244955777104785,0.0,3
8569,7,10,7,Rap/Hiphop,spring,male,K_POP,Group,0,2019.3.3,방탄소년단,0.582840236686391,0.673076923076923,0.31,0.778867802373867,0.0,0.47757187642419,0.683131894575419,0.49057765929222497,0.140617960818182,0.0320868619422572,0.0,7
8570,10,10,10,Rap/Hiphop,fall,male,K_POP,Group,0,2018.10.21,방탄소년단,0.633136094674556,0.20192307692307698,0.51,0.83925916191734,0.0,0.532094004538088,0.826741596698057,0.341470574664829,0.0707248046363637,0.0125927925240114,0.0,10
8571,10,10,10,Rap/Hiphop,winter,male,K_POP,Group,0,2019.1.6,방탄소년단,0.633136094674556,0.20192307692307698,0.51,0.8276940336836129,0.0,0.533239364151093,0.658650006620254,0.419978573045087,0.10294917042424198,0.0280523321969369,0.0,10
8572,8,10,8,Rap/Hiphop,fall,male,K_POP,Group,0,2018.9.23,방탄소년단,0.633136094674556,0.20192307692307698,0.63,0.902156209366609,0.0,0.532094004538088,0.661738121579591,0.41881043224134995,0.10240139554545499,0.0184710013325257,0.0,9
8573,10,10,9,Rap/Hiphop,fall,male,K_POP,Group,0,2018.10.14,방탄소년단,0.633136094674556,0.20192307692307698,0.48,0.8159787987134799,0.0,0.532094004538088,0.660713632364479,0.398726125618741,0.0933277798484849,0.0192634283522252,0.0,9
8574,10,10,10,Rap/Hiphop,spring,male,K_POP,Group,0,2019.3.3,방탄소년단,0.633136094674556,0.20192307692307698,0.31,0.778867802373867,0.0,0.47757187642419,0.683131894575419,0.49057765929222497,0.140617960818182,0.0320868619422572,0.0,10
8575,10,10,10,Rap/Hiphop,winter,male,K_POP,Group,0,2018.12.30,방탄소년단,0.633136094674556,0.20192307692307698,0.48,0.895309539743386,0.0,0.533239364151093,0.580921238986251,0.38123194138699895,0.0859313864848485,0.0187810546681665,0.0,10
8576,9,10,9,Rap/Hiphop,fall,male,K_POP,Group,0,2018.10.7,방탄소년단,0.633136094674556,0.20192307692307698,0.64,0.8714342030096971,0.0,0.532094004538088,0.6886177335457989,0.443109634407494,0.11427394118181801,0.024114414248218998,0.0,9
8577,10,10,10,Rap/Hiphop,winter,male,K_POP,Group,0,2019.2.17,방탄소년단,0.633136094674556,0.20192307692307698,0.41,0.8088404898439421,0.0,0.533239364151093,0.5402254271594029,0.42594828330906,0.10578404348484802,0.0262287496755213,0.0,10
8578,9,10,8,Rap/Hiphop,fall,male,K_POP,Group,0,2018.9.30,방탄소년단,0.633136094674556,0.20192307692307698,0.47,0.799302952252854,0.0,0.532094004538088,0.603453632917151,0.39013914332908295,0.08964025296969699,0.0217801066597445,0.0,9
8579,10,10,10,Rap/Hiphop,winter,male,K_POP,Group,0,2019.2.24,방탄소년단,0.633136094674556,0.20192307692307698,0.41,0.8062330087348759,0.0,0.533239364151093,0.6983279926010629,0.540017237354336,0.173171977575758,0.0428561661907646,0.0,10
8580,6,10,3,Rap/Hiphop,fall,male,K_POP,Group,0,2018.9.2,방탄소년단,0.633136094674556,0.20192307692307698,0.59,0.9078104735808641,0.0,0.532094004538088,0.7447709776250279,0.347353454618748,0.0728425331515152,0.0163994020362839,0.0,4
8581,10,10,10,Rap/Hiphop,spring,male,K_POP,Group,0,2019.3.10,방탄소년단,0.633136094674556,0.20192307692307698,0.32,0.787045341366646,0.0,0.47757187642419,0.7196848708658621,0.4081495322150929,0.0975050947272727,0.0238896643188832,0.0,10
8582,10,10,10,Rap/Hiphop,winter,male,K_POP,Group,0,2019.1.13,방탄소년단,0.633136094674556,0.20192307692307698,0.47,0.8441585889862611,0.0,0.533239364151093,0.568710737365439,0.497621484182684,0.144916645242424,0.0400179977041331,0.0,10
