,previous_ranking,genre,season,sex,song_type,active_type,runtime,top_freq,gg_score,nv_score,total_view,season_genre_score,pd_score,dc_total_numb,dc_mean_reccomend,dc_mean_views,drama_view,title_song,you_rank_g
4492,10,Pop,winter,male,POP,Solo,185,89,34.0,40.4,0.0,0.02977991,62.9,0.0,0.0,0.0,0.0,True,10
4493,10,Pop,winter,male,POP,Solo,185,89,17.0,37.6,0.0,0.02977991,45.7,0.0,0.0,0.0,0.0,True,10
4494,10,Pop,spring,male,POP,Solo,185,89,28.0,23.1,0.0,-0.002373947,0.0,0.0,0.0,0.0,0.0,True,10
4495,10,Pop,summer,male,POP,Solo,185,89,17.0,26.3,0.0,-0.043015472,31.4,0.0,0.0,0.0,0.0,True,10
4496,10,Pop,spring,male,POP,Solo,185,89,18.0,16.8,0.0,-0.002373947,0.0,0.0,0.0,0.0,0.0,True,10
4497,10,Pop,spring,male,POP,Solo,185,89,29.0,29.0,0.0,-0.002373947,0.0,0.0,0.0,0.0,0.0,True,10
4498,10,Pop,spring,male,POP,Solo,185,89,66.0,31.9,0.0,-0.002373947,14.3,0.0,0.0,0.0,0.0,True,10
4499,6,Pop,summer,male,POP,Solo,185,89,59.0,53.6,0.0,-0.043015472,100.0,0.0,0.0,0.0,0.0,True,10
4500,10,Pop,summer,male,POP,Solo,185,89,49.0,27.0,0.0,-0.043015472,51.4,0.0,0.0,0.0,0.0,True,10
4501,10,Pop,fall,male,POP,Solo,185,89,46.0,18.3,0.0,0.007170208000000001,0.0,0.0,0.0,0.0,0.0,True,10
4502,10,Pop,summer,male,POP,Solo,185,89,99.0,100.0,0.0,-0.043015472,60.0,0.0,0.0,0.0,0.0,True,10
4503,10,Pop,spring,male,POP,Solo,185,89,50.0,33.5,0.0,-0.002373947,20.0,0.0,0.0,0.0,0.0,True,10
4504,10,Pop,winter,male,POP,Solo,185,89,28.0,36.0,0.0,0.02977991,14.3,0.0,0.0,0.0,0.0,True,10
4505,10,Pop,spring,male,POP,Solo,185,89,68.0,35.9,0.0,-0.002373947,51.4,0.0,0.0,0.0,0.0,True,10
4506,10,Pop,winter,male,POP,Solo,185,89,26.0,21.0,0.0,0.02977991,0.0,0.0,0.0,0.0,0.0,True,10
4507,7,Pop,fall,male,POP,Solo,185,89,67.0,59.4,0.0,0.007170208000000001,28.6,0.0,0.0,0.0,0.0,True,10
4508,10,Pop,fall,male,POP,Solo,185,89,16.0,21.0,0.0,0.007170208000000001,0.0,0.0,0.0,0.0,0.0,True,10
4509,10,Pop,fall,male,POP,Solo,185,89,32.0,21.8,0.0,0.007170208000000001,0.0,0.0,0.0,0.0,0.0,True,10
4510,10,Pop,spring,male,POP,Solo,185,89,59.0,43.7,0.0,-0.002373947,20.0,0.0,0.0,0.0,0.0,True,10
4511,10,Pop,winter,male,POP,Solo,185,89,15.0,13.4,0.0,0.02977991,0.0,0.0,0.0,0.0,0.0,True,10
4512,10,Pop,winter,male,POP,Solo,185,89,28.0,17.4,0.0,0.02977991,0.0,0.0,0.0,0.0,0.0,True,10
4513,10,Pop,fall,male,POP,Solo,185,89,31.0,19.9,0.0,0.007170208000000001,0.0,0.0,0.0,0.0,0.0,True,10
4514,10,Pop,summer,male,POP,Solo,185,89,33.0,20.6,0.0,-0.043015472,37.1,0.0,0.0,0.0,0.0,True,10
4515,6,Pop,summer,male,POP,Solo,185,89,68.0,46.8,0.0,-0.043015472,20.0,0.0,0.0,0.0,0.0,True,10
4516,10,Pop,fall,male,POP,Solo,185,89,31.0,17.1,0.0,0.007170208000000001,0.0,0.0,0.0,0.0,0.0,True,10
4517,6,Pop,summer,male,POP,Solo,185,89,94.0,64.6,0.0,-0.043015472,28.6,0.0,0.0,0.0,0.0,True,10
4518,10,Pop,spring,male,POP,Solo,185,89,50.0,89.0,0.0,-0.002373947,14.3,0.0,0.0,0.0,0.0,True,10
4519,10,Pop,winter,male,POP,Solo,185,89,14.0,16.4,0.0,0.02977991,0.0,0.0,0.0,0.0,0.0,True,10
4520,10,Pop,spring,male,POP,Solo,185,89,69.0,35.3,0.0,-0.002373947,14.3,0.0,0.0,0.0,0.0,True,10
4521,10,Pop,winter,male,POP,Solo,185,89,28.0,17.0,0.0,0.02977991,0.0,0.0,0.0,0.0,0.0,True,10
4522,7,Pop,summer,male,POP,Solo,185,89,41.0,43.5,0.0,-0.043015472,17.1,0.0,0.0,0.0,0.0,True,10
4523,6,Pop,summer,male,POP,Solo,185,89,70.0,49.9,0.0,-0.043015472,54.3,0.0,0.0,0.0,0.0,True,10
4524,9,Pop,winter,male,POP,Solo,185,89,28.0,31.0,0.0,0.02977991,31.4,0.0,0.0,0.0,0.0,True,10
4525,10,Pop,summer,male,POP,Solo,185,89,25.0,23.6,0.0,-0.043015472,14.3,0.0,0.0,0.0,0.0,True,10
4526,10,Pop,spring,male,POP,Solo,185,89,16.0,28.4,0.0,-0.002373947,14.3,0.0,0.0,0.0,0.0,True,10
4527,6,Pop,summer,male,POP,Solo,185,89,25.0,50.3,0.0,-0.043015472,28.6,0.0,0.0,0.0,0.0,True,10
4528,10,Pop,summer,male,POP,Solo,185,89,18.0,22.6,0.0,-0.043015472,28.6,0.0,0.0,0.0,0.0,True,10
4529,7,Pop,fall,male,POP,Solo,185,89,69.0,43.8,0.0,0.007170208000000001,54.3,0.0,0.0,0.0,0.0,True,10
4530,8,Pop,fall,male,POP,Solo,185,89,89.0,44.2,0.0,0.007170208000000001,45.7,0.0,0.0,0.0,0.0,True,10
4531,10,Pop,fall,male,POP,Solo,185,89,16.0,19.3,0.0,0.007170208000000001,0.0,0.0,0.0,0.0,0.0,True,10
4532,10,Pop,fall,male,POP,Solo,185,89,16.0,23.5,0.0,0.007170208000000001,0.0,0.0,0.0,0.0,0.0,True,10
4533,10,Pop,summer,male,POP,Solo,185,89,68.0,20.5,0.0,-0.043015472,28.6,0.0,0.0,0.0,0.0,True,10
4534,10,Pop,winter,male,POP,Solo,185,89,35.0,34.4,0.0,0.02977991,54.3,0.0,0.0,0.0,0.0,True,10
4535,10,Pop,fall,male,POP,Solo,185,89,43.0,21.9,0.0,0.007170208000000001,0.0,0.0,0.0,0.0,0.0,True,10
4536,10,Pop,winter,male,POP,Solo,185,89,0.0,17.9,0.0,0.02977991,0.0,0.0,0.0,0.0,0.0,True,10
4537,10,Pop,spring,male,POP,Solo,185,89,34.0,55.5,0.0,-0.002373947,28.6,0.0,0.0,0.0,0.0,True,10
4538,7,Pop,fall,male,POP,Solo,185,89,59.0,41.3,0.0,0.007170208000000001,80.0,0.0,0.0,0.0,0.0,True,10
4539,10,Pop,summer,male,POP,Solo,185,89,32.0,30.5,0.0,-0.043015472,14.3,0.0,0.0,0.0,0.0,True,10
4540,10,Pop,summer,male,POP,Solo,185,89,25.0,21.9,0.0,-0.043015472,14.3,0.0,0.0,0.0,0.0,True,10
4541,10,Pop,winter,male,POP,Solo,185,89,29.0,15.9,0.0,0.02977991,0.0,0.0,0.0,0.0,0.0,True,10
4542,10,Pop,winter,male,POP,Solo,185,89,35.0,40.1,0.0,0.02977991,57.1,0.0,0.0,0.0,0.0,True,10
4543,10,Dance,summer,female,K_POP,Group,186,1,100.0,31.1,0.0,-0.093811857,31.5,0.0,0.0,0.0,0.0,False,10
4544,10,Dance,fall,female,K_POP,Group,181,73,54.0,10.5,0.0,-0.020120957,9.1,61384.0,0.990561673,33.21128898,0.0,False,10
4545,8,Dance,summer,female,K_POP,Group,181,73,62.0,9.0,3160000.0,-0.093811857,4.2,0.0,0.0,0.0,0.0,False,5
4546,4,Dance,winter,female,K_POP,Group,181,73,56.0,15.0,4920000.0,0.111252801,40.6,0.0,0.0,0.0,0.0,False,4
4547,1,Dance,fall,female,K_POP,Group,181,73,46.0,10.5,15700000.0,-0.020120957,18.2,0.0,0.0,0.0,0.0,True,1
4548,7,Dance,summer,female,K_POP,Group,181,73,56.0,9.8,0.0,-0.093811857,19.6,35745.0,1.080199875,42.53269831,0.0,False,10
4549,8,Dance,summer,female,K_POP,Group,181,73,69.0,10.3,3620000.0,-0.093811857,11.9,0.0,0.0,0.0,0.0,False,4
4550,9,Dance,summer,female,K_POP,Group,181,73,54.0,10.5,3260000.0,-0.093811857,26.6,0.0,0.0,0.0,0.0,False,4
4551,7,Dance,spring,female,K_POP,Group,181,73,71.0,15.2,5170000.0,0.012953573000000001,39.2,0.0,0.0,0.0,0.0,False,2
4552,10,Dance,spring,female,K_POP,Group,181,73,53.0,16.0,3210000.0,0.012953573000000001,14.7,0.0,0.0,0.0,0.0,False,4
4553,9,Dance,spring,female,K_POP,Group,181,73,63.0,10.3,0.0,0.012953573000000001,16.1,0.0,0.0,0.0,0.0,False,10
4554,10,Dance,fall,female,K_POP,Group,181,73,34.0,10.6,0.0,-0.020120957,11.2,54078.0,0.918217306,35.28978529999999,0.0,False,10
4555,10,Dance,fall,female,K_POP,Group,181,73,76.0,20.5,0.0,-0.020120957,4.2,100088.0,0.773286487,30.99650899,0.0,False,10
4556,2,Dance,fall,female,K_POP,Group,181,73,64.0,10.8,7360000.0,-0.020120957,34.3,0.0,0.0,0.0,0.0,True,2
4557,4,Dance,fall,female,K_POP,Group,181,73,52.0,17.0,5320000.0,-0.020120957,4.2,0.0,0.0,0.0,0.0,False,3
4558,7,Dance,summer,female,K_POP,Group,181,73,55.0,9.5,0.0,-0.093811857,14.0,43893.0,1.028842275,39.57049213,0.0,False,10
4559,8,Dance,fall,female,K_POP,Group,181,73,37.0,7.6,0.0,-0.020120957,17.5,38748.0,0.843876098,31.53097555,0.0,False,10
4560,1,Dance,summer,female,K_POP,Group,181,73,60.0,13.3,1900000.0,-0.093811857,27.3,0.0,0.0,0.0,0.0,True,1
4561,3,Dance,fall,female,K_POP,Group,181,73,48.0,15.2,6990000.0,-0.020120957,33.6,0.0,0.0,0.0,0.0,True,2
4562,5,Dance,winter,female,K_POP,Group,181,73,59.0,20.3,5980000.0,0.111252801,40.6,0.0,0.0,0.0,0.0,False,2
4563,6,Dance,spring,female,K_POP,Group,181,73,94.0,24.9,6190000.0,0.012953573000000001,42.0,0.0,0.0,0.0,0.0,False,2
4564,10,Dance,summer,female,K_POP,Group,181,73,100.0,31.1,63800000.0,-0.093811857,31.5,0.0,0.0,0.0,0.0,True,1
4565,10,Dance,fall,female,K_POP,Group,181,73,34.0,12.2,0.0,-0.020120957,25.9,45684.0,0.830379622,34.33144098,0.0,False,10
4566,10,Dance,spring,female,K_POP,Group,181,73,91.0,26.2,2530000.0,0.012953573000000001,29.4,0.0,0.0,0.0,0.0,False,5
4567,8,Dance,spring,female,K_POP,Group,181,73,70.0,11.2,4030000.0,0.012953573000000001,30.1,0.0,0.0,0.0,0.0,False,3
4568,5,Dance,winter,female,K_POP,Group,181,73,46.0,11.4,5030000.0,0.111252801,28.7,0.0,0.0,0.0,0.0,False,2
4569,5,Dance,winter,female,K_POP,Group,181,73,55.0,20.4,5050000.0,0.111252801,9.8,0.0,0.0,0.0,0.0,False,4
4570,10,Dance,fall,female,K_POP,Group,181,73,47.0,8.7,0.0,-0.020120957,12.6,52657.0,0.56958063,23.8439437,0.0,False,10
4571,1,Dance,fall,female,K_POP,Group,181,73,52.0,10.7,12100000.0,-0.020120957,4.9,0.0,0.0,0.0,0.0,True,1
4572,9,Dance,spring,female,K_POP,Group,181,73,68.0,17.8,3020000.0,0.012953573000000001,9.1,0.0,0.0,0.0,0.0,False,4
4573,5,Dance,winter,female,K_POP,Group,181,73,44.0,15.9,5320000.0,0.111252801,18.9,0.0,0.0,0.0,0.0,False,3
4574,1,Dance,summer,female,K_POP,Group,181,73,68.0,12.8,23400000.0,-0.093811857,8.4,0.0,0.0,0.0,0.0,True,1
4575,10,Dance,spring,female,K_POP,Group,181,73,75.0,62.3,3200000.0,0.012953573000000001,16.1,0.0,0.0,0.0,0.0,False,4
4576,3,Dance,fall,female,K_POP,Group,181,73,50.0,25.3,7980000.0,-0.020120957,30.1,0.0,0.0,0.0,0.0,True,2
4577,4,Dance,fall,female,K_POP,Group,181,73,59.0,21.5,6350000.0,-0.020120957,14.0,0.0,0.0,0.0,0.0,False,2
4578,5,Dance,winter,female,K_POP,Group,181,73,60.0,19.3,6040000.0,0.111252801,17.5,0.0,0.0,0.0,0.0,False,3
4579,5,Dance,winter,female,K_POP,Group,181,73,31.0,15.4,5020000.0,0.111252801,22.4,0.0,0.0,0.0,0.0,False,3
4580,6,Dance,summer,female,K_POP,Group,181,73,63.0,11.3,0.0,-0.093811857,4.9,76621.0,1.022614748,40.36707829,0.0,False,10
4581,10,Dance,fall,female,K_POP,Group,181,73,49.0,8.3,0.0,-0.020120957,12.6,50169.0,0.6716143040000001,25.04523032,0.0,False,10
4582,10,Dance,fall,female,K_POP,Group,181,73,43.0,8.9,0.0,-0.020120957,14.0,34836.0,0.655910573,34.682827200000006,0.0,False,10
4583,10,Dance,fall,female,K_POP,Group,181,73,57.0,13.7,0.0,-0.020120957,7.7,74129.0,0.7452300620000001,36.24283185,0.0,False,10
4584,5,Dance,winter,female,K_POP,Group,181,73,53.0,18.3,5320000.0,0.111252801,25.2,0.0,0.0,0.0,0.0,False,3
4585,8,Dance,summer,female,K_POP,Group,181,73,53.0,22.8,3010000.0,-0.093811857,17.5,37847.0,0.88484301,36.81114503,0.0,False,5
4586,5,Dance,winter,female,K_POP,Group,181,73,89.0,22.7,5170000.0,0.111252801,25.9,0.0,0.0,0.0,0.0,False,3
4587,8,Dance,summer,female,K_POP,Group,181,73,49.0,9.2,3480000.0,-0.093811857,34.3,50486.0,0.8383432670000001,29.67433273,0.0,False,5
4588,6,Dance,winter,female,K_POP,Group,181,73,53.0,13.0,4940000.0,0.111252801,32.9,0.0,0.0,0.0,0.0,False,2
4589,1,Dance,fall,female,K_POP,Group,181,73,70.0,10.4,1200000.0,-0.020120957,30.1,0.0,0.0,0.0,0.0,True,1
4590,1,Dance,summer,female,K_POP,Group,181,73,53.0,13.3,15300000.0,-0.093811857,25.2,0.0,0.0,0.0,0.0,True,1
4591,8,Dance,summer,female,K_POP,Group,181,73,57.0,10.1,3400000.0,-0.093811857,35.0,57999.0,0.7933116579999999,31.6702663,0.0,False,5
4592,10,Dance,spring,female,K_POP,Group,181,73,48.0,12.8,2860000.0,0.012953573000000001,21.7,0.0,0.0,0.0,0.0,False,4
4593,5,Dance,spring,female,K_POP,Group,181,73,39.0,12.4,5120000.0,0.012953573000000001,88.8,0.0,0.0,0.0,0.0,False,2
4594,10,Dance,fall,female,K_POP,Group,181,73,56.0,9.7,0.0,-0.020120957,15.4,67177.0,0.92779613,38.04939999,0.0,False,10
4595,10,Dance,fall,female,K_POP,Group,181,73,55.0,8.9,0.0,-0.020120957,16.8,71456.0,0.588353229,21.45272421,0.0,False,10
4596,5,Dance,winter,female,K_POP,Group,181,73,64.0,26.8,4760000.0,0.111252801,13.3,0.0,0.0,0.0,0.0,False,4
4597,8,Dance,summer,female,K_POP,Group,181,73,54.0,9.7,3410000.0,-0.093811857,14.0,0.0,0.0,0.0,0.0,False,4
4598,1,Dance,summer,female,K_POP,Group,181,73,64.0,17.7,49100000.0,-0.093811857,11.9,0.0,0.0,0.0,0.0,True,1
4599,7,Dance,summer,female,K_POP,Group,181,73,80.0,100.0,7470000.0,-0.093811857,18.2,97960.0,0.9507175640000001,59.71672616,0.0,False,2
4600,5,Dance,winter,female,K_POP,Group,181,73,45.0,12.8,4900000.0,0.111252801,21.0,0.0,0.0,0.0,0.0,False,3
4601,10,Dance,fall,female,K_POP,Group,181,73,39.0,8.9,0.0,-0.020120957,8.4,61210.0,0.61718917,22.64663342,0.0,False,10
4602,8,Dance,spring,female,K_POP,Group,181,73,60.0,10.6,2770000.0,0.012953573000000001,20.3,0.0,0.0,0.0,0.0,False,5
4603,1,Dance,summer,female,K_POP,Group,181,73,60.0,19.2,40200000.0,-0.093811857,15.4,0.0,0.0,0.0,0.0,True,1
4604,1,Dance,summer,female,K_POP,Group,181,73,63.0,17.1,29700000.0,-0.093811857,11.9,0.0,0.0,0.0,0.0,True,1
4605,9,Dance,spring,female,K_POP,Group,181,73,47.0,11.5,4830000.0,0.012953573000000001,10.5,0.0,0.0,0.0,0.0,False,3
4606,5,Dance,fall,female,K_POP,Group,181,73,58.0,18.8,5810000.0,-0.020120957,9.8,0.0,0.0,0.0,0.0,False,3
4607,9,Dance,spring,female,K_POP,Group,181,73,51.0,14.9,2280000.0,0.012953573000000001,9.8,0.0,0.0,0.0,0.0,False,7
4608,2,Dance,fall,female,K_POP,Group,181,73,60.0,10.8,6660000.0,-0.020120957,8.4,0.0,0.0,0.0,0.0,True,2
4609,4,Dance,fall,female,K_POP,Group,181,73,97.0,35.3,7090000.0,-0.020120957,4.2,0.0,0.0,0.0,0.0,False,2
4610,1,Dance,summer,female,K_POP,Group,181,73,76.0,21.2,26800000.0,-0.093811857,3.5,0.0,0.0,0.0,0.0,True,1
4611,8,Dance,summer,female,K_POP,Group,181,73,46.0,8.7,3420000.0,-0.093811857,3.5,0.0,0.0,0.0,0.0,False,4
4612,8,Dance,summer,female,K_POP,Group,181,73,57.0,29.0,4550000.0,-0.093811857,3.5,47260.0,0.85832127,38.43041289999999,0.0,False,3
4613,10,Dance,winter,female,K_POP,Group,181,73,81.0,67.2,0.0,0.111252801,15.4,97626.0,1.041760415,48.91095315,0.0,False,10
4614,5,Dance,winter,female,K_POP,Group,181,73,67.0,27.2,5260000.0,0.111252801,4.2,0.0,0.0,0.0,0.0,False,4
4615,2,Dance,fall,female,K_POP,Group,181,73,63.0,11.8,9250000.0,-0.020120957,7.7,0.0,0.0,0.0,0.0,True,1
4616,2,Dance,fall,female,K_POP,Group,181,73,56.0,10.9,8580000.0,-0.020120957,17.5,0.0,0.0,0.0,0.0,True,2
4617,8,Dance,fall,female,K_POP,Group,214,53,45.0,13.5,5060000.0,-0.020120957,3.5,45390.0,0.8053817120000001,30.29107512,0.0,False,3
4618,5,Dance,fall,female,K_POP,Group,214,53,37.0,7.6,10300000.0,-0.020120957,17.5,38748.0,0.843876098,31.53097555,0.0,True,1
4619,3,Dance,summer,female,K_POP,Group,214,53,63.0,11.3,9510000.0,-0.093811857,4.9,76621.0,1.022614748,40.36707829,0.0,True,1
4620,3,Dance,summer,female,K_POP,Group,214,53,49.0,9.2,13400000.0,-0.093811857,34.3,50486.0,0.8383432670000001,29.67433273,0.0,True,1
4621,1,Dance,summer,female,K_POP,Group,214,53,69.0,10.3,17100000.0,-0.093811857,11.9,0.0,0.0,0.0,0.0,True,1
4622,10,Dance,winter,female,K_POP,Group,214,53,35.0,16.2,3740000.0,0.111252801,4.2,23569.0,2.584714237,126.845722,0.0,False,4
4623,10,Dance,winter,female,K_POP,Group,214,53,40.0,34.1,4840000.0,0.111252801,10.5,79821.0,2.446273703,100.4367742,0.0,False,2
4624,2,Dance,summer,female,K_POP,Group,214,53,46.0,8.7,14600000.0,-0.093811857,3.5,0.0,0.0,0.0,0.0,True,1
4625,7,Dance,fall,female,K_POP,Group,214,53,39.0,8.9,5730000.0,-0.020120957,8.4,61210.0,0.61718917,22.64663342,0.0,False,2
4626,10,Dance,winter,female,K_POP,Group,214,53,81.0,67.2,5350000.0,0.111252801,15.4,97626.0,1.041760415,48.91095315,0.0,False,2
4627,3,Dance,summer,female,K_POP,Group,214,53,57.0,29.0,10800000.0,-0.093811857,3.5,47260.0,0.85832127,38.43041289999999,0.0,True,1
4628,8,Dance,fall,female,K_POP,Group,214,53,49.0,8.3,5560000.0,-0.020120957,12.6,50169.0,0.6716143040000001,25.04523032,0.0,False,3
4629,1,Dance,spring,female,K_POP,Group,214,53,68.0,17.8,22700000.0,0.012953573000000001,9.1,0.0,0.0,0.0,0.0,True,1
4630,6,Dance,fall,female,K_POP,Group,214,53,55.0,8.9,5890000.0,-0.020120957,16.8,71456.0,0.588353229,21.45272421,0.0,False,2
4631,10,Dance,spring,female,K_POP,Group,214,53,30.0,10.6,3510000.0,0.012953573000000001,32.2,10200.0,2.352719862,106.9987459,0.0,True,5
4632,7,Dance,fall,female,K_POP,Group,214,53,47.0,8.7,5390000.0,-0.020120957,12.6,52657.0,0.56958063,23.8439437,0.0,False,3
4633,10,Dance,winter,female,K_POP,Group,214,53,30.0,9.8,3480000.0,0.111252801,14.0,16911.0,2.735286116,104.83068829999999,0.0,False,4
4634,10,Dance,spring,female,K_POP,Group,214,53,29.0,8.9,0.0,0.012953573000000001,0.0,9855.0,1.087018917,65.66523157,0.0,True,10
4635,10,Dance,winter,female,K_POP,Group,214,53,63.0,19.6,4920000.0,0.111252801,15.4,64137.0,0.683935627,31.63229833,0.0,False,2
4636,10,Dance,winter,female,K_POP,Group,214,53,25.0,8.2,3570000.0,0.111252801,17.5,14212.0,2.396632625,106.4077652,0.0,True,5
4637,10,Dance,spring,female,K_POP,Group,214,53,25.0,8.9,3840000.0,0.012953573000000001,0.0,5250.0,2.757443082,99.20461179,0.0,True,4
4638,1,Dance,spring,female,K_POP,Group,214,53,47.0,11.5,3900000.0,0.012953573000000001,10.5,0.0,0.0,0.0,0.0,True,1
4639,10,Dance,winter,female,K_POP,Group,214,53,40.0,9.2,3960000.0,0.111252801,7.7,18858.0,2.54271972,117.0431132,0.0,False,4
4640,1,Dance,spring,female,K_POP,Group,214,53,63.0,10.3,26500000.0,0.012953573000000001,16.1,0.0,0.0,0.0,0.0,True,1
4641,3,Dance,summer,female,K_POP,Group,214,53,80.0,100.0,12100000.0,-0.093811857,18.2,97960.0,0.9507175640000001,59.71672616,0.0,True,1
4642,10,Dance,spring,female,K_POP,Group,214,53,25.0,9.3,3490000.0,0.012953573000000001,6.3,10079.0,1.6998696219999998,85.40612777,0.0,True,5
4643,2,Dance,summer,female,K_POP,Group,214,53,54.0,9.7,14400000.0,-0.093811857,14.0,0.0,0.0,0.0,0.0,True,1
4644,9,Dance,winter,female,K_POP,Group,214,53,44.0,25.4,6660000.0,0.111252801,16.1,56291.0,0.803798408,35.94550663,0.0,False,2
4645,3,Dance,summer,female,K_POP,Group,214,53,53.0,22.8,1300000.0,-0.093811857,17.5,37847.0,0.88484301,36.81114503,0.0,True,1
4646,1,Dance,spring,female,K_POP,Group,214,53,75.0,62.3,32900000.0,0.012953573000000001,16.1,0.0,0.0,0.0,0.0,True,1
4647,10,Dance,winter,female,K_POP,Group,214,53,32.0,11.4,3740000.0,0.111252801,14.7,20790.0,1.9465806280000002,89.82577169,0.0,False,3
4648,4,Dance,summer,female,K_POP,Group,214,53,55.0,9.5,9780000.0,-0.093811857,14.0,43893.0,1.028842275,39.57049213,0.0,True,1
4649,6,Dance,fall,female,K_POP,Group,214,53,43.0,8.9,9270000.0,-0.020120957,14.0,34836.0,0.655910573,34.682827200000006,0.0,False,1
4650,10,Dance,spring,female,K_POP,Group,214,53,41.0,8.4,3880000.0,0.012953573000000001,0.0,4204.0,1.912552891,98.10543018,0.0,True,4
4651,1,Dance,summer,female,K_POP,Group,214,53,62.0,9.0,16200000.0,-0.093811857,4.2,0.0,0.0,0.0,0.0,True,1
4652,6,Dance,fall,female,K_POP,Group,214,53,56.0,9.7,6160000.0,-0.020120957,15.4,67177.0,0.92779613,38.04939999,0.0,False,2
4653,1,Dance,spring,female,K_POP,Group,214,53,53.0,16.0,3100000.0,0.012953573000000001,14.7,0.0,0.0,0.0,0.0,True,1
4654,5,Dance,fall,female,K_POP,Group,214,53,54.0,10.5,10500000.0,-0.020120957,9.1,61384.0,0.990561673,33.21128898,0.0,True,1
4655,10,Dance,winter,female,K_POP,Group,214,53,43.0,9.8,4920000.0,0.111252801,11.9,34322.0,0.61827838,34.58385231,0.0,False,3
4656,10,Dance,spring,female,K_POP,Group,214,53,23.0,9.3,3660000.0,0.012953573000000001,7.7,9111.0,1.813088512,85.05979284,0.0,True,4
4657,4,Dance,summer,female,K_POP,Group,214,53,56.0,9.8,10100000.0,-0.093811857,19.6,35745.0,1.080199875,42.53269831,0.0,True,1
4658,10,Dance,winter,female,K_POP,Group,214,53,59.0,14.0,5710000.0,0.111252801,19.6,48675.0,0.7232354329999999,34.37740407,0.0,False,3
4659,7,Dance,fall,female,K_POP,Group,214,53,57.0,13.7,8110000.0,-0.020120957,7.7,74129.0,0.7452300620000001,36.24283185,0.0,False,1
4660,10,Dance,spring,female,K_POP,Group,214,53,23.0,9.0,0.0,0.012953573000000001,0.0,12019.0,0.422607214,45.72649815,0.0,True,10
4661,10,Dance,winter,female,K_POP,Group,214,53,33.0,11.9,4220000.0,0.111252801,3.5,27285.0,2.081829368,101.00676779999999,0.0,False,2
4662,10,Dance,winter,female,K_POP,Group,214,53,28.0,9.8,3270000.0,0.111252801,12.6,12251.0,2.442288502,104.76848869999999,0.0,True,5
4663,10,Dance,spring,female,K_POP,Group,214,53,36.0,9.6,3870000.0,0.012953573000000001,0.0,6676.0,1.572493968,74.56372011,0.0,True,4
4664,3,Dance,summer,female,K_POP,Group,214,53,57.0,10.1,1300000.0,-0.093811857,35.0,57999.0,0.7933116579999999,31.6702663,0.0,True,1
4665,6,Dance,fall,female,K_POP,Group,214,53,34.0,12.2,9530000.0,-0.020120957,25.9,45684.0,0.830379622,34.33144098,0.0,True,1
4666,6,Dance,fall,female,K_POP,Group,214,53,76.0,20.5,8950000.0,-0.020120957,4.2,100088.0,0.773286487,30.99650899,0.0,False,1
4667,1,Dance,summer,female,K_POP,Group,214,53,54.0,10.5,19500000.0,-0.093811857,26.6,0.0,0.0,0.0,0.0,True,1
4668,7,Dance,fall,female,K_POP,Group,214,53,34.0,10.6,7270000.0,-0.020120957,11.2,54078.0,0.918217306,35.28978529999999,0.0,False,2
4669,10,Dance,spring,female,K_POP,Group,214,53,91.0,26.2,34600000.0,0.012953573000000001,29.4,0.0,0.0,0.0,0.0,True,1
4670,1,Dance,fall,female,K_POP,Group,207,31,34.0,10.6,22500000.0,-0.020120957,11.2,54078.0,0.918217306,35.28978529999999,0.0,True,1
4671,10,Dance,spring,female,K_POP,Group,207,31,23.0,9.0,0.0,0.012953573000000001,0.0,12019.0,0.422607214,45.72649815,0.0,True,10
4672,10,Dance,winter,female,K_POP,Group,207,31,28.0,9.8,4580000.0,0.111252801,12.6,12251.0,2.442288502,104.76848869999999,0.0,True,3
4673,1,Dance,fall,female,K_POP,Group,207,31,57.0,13.7,25500000.0,-0.020120957,7.7,74129.0,0.7452300620000001,36.24283185,0.0,True,1
4674,7,Dance,winter,female,K_POP,Group,207,31,35.0,16.2,5630000.0,0.111252801,4.2,23569.0,2.584714237,126.845722,0.0,True,2
4675,6,Dance,winter,female,K_POP,Group,207,31,32.0,11.4,5570000.0,0.111252801,14.7,20790.0,1.9465806280000002,89.82577169,0.0,True,2
4676,10,Dance,spring,female,K_POP,Group,207,31,41.0,8.4,4800000.0,0.012953573000000001,0.0,4204.0,1.912552891,98.10543018,0.0,True,3
4677,10,Dance,spring,female,K_POP,Group,207,31,29.0,8.9,4390000.0,0.012953573000000001,0.0,9855.0,1.087018917,65.66523157,0.0,True,3
4678,3,Dance,fall,female,K_POP,Group,207,31,39.0,8.9,11100000.0,-0.020120957,8.4,61210.0,0.61718917,22.64663342,0.0,True,1
4679,6,Dance,winter,female,K_POP,Group,207,31,33.0,11.9,6220000.0,0.111252801,3.5,27285.0,2.081829368,101.00676779999999,0.0,True,1
4680,5,Dance,winter,female,K_POP,Group,207,31,44.0,25.4,8600000.0,0.111252801,16.1,56291.0,0.803798408,35.94550663,0.0,True,2
4681,3,Dance,fall,female,K_POP,Group,207,31,47.0,8.7,9360000.0,-0.020120957,12.6,52657.0,0.56958063,23.8439437,0.0,True,1
4682,6,Dance,winter,female,K_POP,Group,207,31,63.0,19.6,7000000.0,0.111252801,15.4,64137.0,0.683935627,31.63229833,0.0,True,1
