,you_rank_g,previous_ranking,genre,season,sex,song_type,active_type,title_song,runtime,top_freq,gg_score,nv_score,total_view,season_genre_score,pd_score,dc_total_numb,dc_mean_reccomend,dc_mean_views,drama_view
37,1,10,All,fall,female,K_POP,Group,1,0.547337278106509,0.240384615384615,0.97,0.503212800579202,0.8893666011177801,0.5216637720663839,0.23804628387473498,0.0,0.0,0.0,0.0
38,2,6,All,winter,female,K_POP,Group,1,0.547337278106509,0.240384615384615,0.37,0.22309697296612802,0.8481844348678441,0.56525771462608,0.384595016410646,0.0,0.0,0.0,0.0
39,3,7,All,winter,female,K_POP,Group,1,0.547337278106509,0.240384615384615,0.85,0.31605133980289696,0.8398449276137641,0.56525771462608,0.4247115057764129,0.0,0.0,0.0,0.0
40,1,3,All,fall,female,K_POP,Group,1,0.547337278106509,0.240384615384615,0.6,0.335324397936896,0.873889649677162,0.5216637720663839,0.480854936714392,0.0,0.0,0.0,0.0
41,1,10,All,fall,female,K_POP,Group,1,0.547337278106509,0.240384615384615,0.57,0.5053267594476141,0.9158437049968741,0.5216637720663839,0.20703932682594797,0.0,0.0,0.0,0.0
42,2,7,All,winter,female,K_POP,Group,1,0.547337278106509,0.240384615384615,0.61,0.252030430312962,0.8388706065795111,0.56525771462608,0.580921238986251,0.0,0.0,0.0,0.0
43,10,10,All,spring,female,K_POP,Group,0,0.547337278106509,0.240384615384615,0.7,0.45854826695858203,0.0,0.40323191326894997,0.0,0.0,0.0,0.0,0.0
44,1,6,All,winter,female,K_POP,Group,1,0.547337278106509,0.240384615384615,0.58,0.40558034618405,0.8496375600309249,0.56525771462608,0.325902084525783,0.0,0.0,0.0,0.0
45,3,8,All,winter,female,K_POP,Group,1,0.547337278106509,0.240384615384615,0.51,0.258698004551698,0.8367545473767309,0.56525771462608,0.49232211319683,0.0,0.0,0.0,0.0
46,4,10,All,spring,female,K_POP,Group,0,0.547337278106509,0.240384615384615,0.65,0.480854936714392,0.8254331393084879,0.40323191326894997,0.0,0.0,0.0,0.0,0.0
47,3,9,All,winter,female,K_POP,Group,1,0.547337278106509,0.240384615384615,0.59,0.321032687124339,0.8320109655095649,0.56525771462608,0.3882367670984229,0.0,0.0,0.0,0.0
48,1,3,All,fall,female,K_POP,Group,1,0.547337278106509,0.240384615384615,0.55,0.361357155132215,0.892307757576973,0.5216637720663839,0.335324397936896,0.0,0.0,0.0,0.0
49,3,10,All,spring,female,K_POP,Group,0,0.547337278106509,0.240384615384615,0.78,0.562337364211053,0.838100549318702,0.40323191326894997,0.42163799232423,0.0,0.0,0.0,0.0
50,10,2,Dance,spring,female,K_POP,Group,1,0.502958579881657,0.0192307692307692,0.7,0.45854826695858203,0.0,0.551930308223071,0.30573133866415003,0.0,0.0,0.0,0.0
51,1,10,Dance,spring,female,K_POP,Group,1,0.502958579881657,0.0192307692307692,0.78,0.562337364211053,0.904364489325856,0.551930308223071,0.3530223173555139,0.0,0.0,0.0,0.0
52,1,2,Dance,spring,female,K_POP,Group,1,0.502958579881657,0.0192307692307692,0.65,0.480854936714392,0.891897203601357,0.551930308223071,0.30038096644737605,0.0,0.0,0.0,0.0
53,3,10,Dance,spring,female,K_POP,Group,1,0.50887573964497,0.125,0.13,0.23804628387473498,0.8347888323057919,0.551930308223071,0.20703932682594797,0.0,0.0,0.0,0.0
54,2,6,Dance,spring,female,K_POP,Group,1,0.50887573964497,0.125,0.3,0.23804628387473498,0.845640681861605,0.551930308223071,0.19854101935810198,0.0,0.0,0.0,0.0
55,3,9,Dance,spring,female,K_POP,Group,1,0.50887573964497,0.125,0.23,0.22309697296612802,0.8288214157714989,0.551930308223071,0.189695747740321,0.0,0.0,0.0,0.0
56,3,8,Dance,spring,female,K_POP,Group,1,0.50887573964497,0.125,0.17,0.230700527344224,0.8350238138198359,0.551930308223071,0.22309697296612802,0.0,0.0,0.0,0.0
57,4,10,Dance,spring,female,K_POP,Group,1,0.50887573964497,0.125,0.26,0.20703932682594797,0.8228559036586259,0.551930308223071,0.189695747740321,0.0,0.0,0.0,0.0
58,1,3,Dance,spring,female,K_POP,Group,1,0.50887573964497,0.125,0.21,0.3530223173555139,0.8958696353888349,0.551930308223071,0.271447509100542,0.0,0.0,0.0,0.0
59,1,2,Dance,spring,female,K_POP,Group,1,0.50887573964497,0.125,0.53,0.344353998842983,0.8992125525185091,0.551930308223071,0.33066445349070395,0.0,0.0,0.0,0.0
60,3,10,Dance,spring,female,K_POP,Group,1,0.50887573964497,0.125,0.2,0.19854101935810198,0.8254331393084879,0.551930308223071,0.18047397026701603,0.0,0.0,0.0,0.0
61,1,4,Dance,spring,female,K_POP,Group,1,0.50887573964497,0.125,0.3,0.21521686581872798,0.872612366748925,0.551930308223071,0.23804628387473498,0.0,0.0,0.0,0.0
62,5,10,Dance,spring,female,K_POP,Group,1,0.50887573964497,0.125,0.1,0.127361065167681,0.8116621257126391,0.551930308223071,0.18047397026701603,0.0,0.0,0.0,0.0
63,2,5,Dance,spring,female,K_POP,Group,1,0.50887573964497,0.125,0.07,0.22309697296612802,0.8611451826724,0.551930308223071,0.21521686581872798,0.0,0.0,0.0,0.0
64,1,3,Dance,spring,female,K_POP,Group,1,0.50887573964497,0.125,0.37,0.24515115203653898,0.897752111944707,0.551930308223071,0.252030430312962,0.0,0.0,0.0,0.0
65,3,10,Dance,spring,female,K_POP,Group,1,0.50887573964497,0.125,0.34,0.19854101935810198,0.822709079998693,0.551930308223071,0.18047397026701603,0.0,0.0,0.0,0.0
66,1,10,Dance,winter,female,K_POP,Group,1,0.50887573964497,0.125,1.0,0.507420293273324,0.91689490959279,0.696853546999652,0.321032687124339,0.0,0.0,0.0,0.0
67,2,5,Rap/Hiphop,summer,female,K_POP,Group,1,0.5355029585798821,0.14423076923076902,0.35,0.18047397026701603,0.870942117157428,0.605437097331563,0.289266783361501,0.0,0.0,0.0,0.0
68,2,4,Rap/Hiphop,summer,female,K_POP,Group,1,0.5355029585798821,0.14423076923076902,0.47,0.19854101935810198,0.8804750575110502,0.605437097331563,0.24515115203653898,0.0,0.0,0.0,0.0
69,3,8,Rap/Hiphop,summer,female,K_POP,Group,1,0.5355029585798821,0.14423076923076902,0.1,0.20703932682594797,0.8473496644450359,0.605437097331563,0.21521686581872798,0.0,0.0,0.0,0.0
70,2,7,Rap/Hiphop,summer,female,K_POP,Group,1,0.5355029585798821,0.14423076923076902,0.27,0.160762290393488,0.8415351027823481,0.605437097331563,0.189695747740321,0.0,0.0,0.0,0.0
71,3,10,Rap/Hiphop,fall,female,K_POP,Group,1,0.5355029585798821,0.14423076923076902,0.44,0.44228971300119296,0.837878515799993,0.532094004538088,0.19854101935810198,0.0,0.0,0.0,0.0
72,3,10,Rap/Hiphop,fall,female,K_POP,Group,1,0.5355029585798821,0.14423076923076902,0.44,0.436587303232837,0.8470685364896651,0.532094004538088,0.21521686581872798,0.0,0.0,0.0,0.0
73,1,7,Rap/Hiphop,summer,female,K_POP,Group,1,0.5355029585798821,0.14423076923076902,0.56,0.24515115203653898,0.8992125525185091,0.605437097331563,0.19854101935810198,0.0,0.0,0.0,0.0
74,3,10,Rap/Hiphop,fall,female,K_POP,Group,1,0.5355029585798821,0.14423076923076902,0.41,0.45854826695858203,0.831762571766359,0.532094004538088,0.19854101935810198,0.0,0.0,0.0,0.0
75,3,10,Rap/Hiphop,fall,female,K_POP,Group,1,0.5355029585798821,0.14423076923076902,0.59,0.436587303232837,0.8382112271526009,0.532094004538088,0.22309697296612802,0.0,0.0,0.0,0.0
76,3,10,Rap/Hiphop,fall,female,K_POP,Group,1,0.5355029585798821,0.14423076923076902,0.5,0.46114325684086405,0.8399521160956271,0.532094004538088,0.189695747740321,0.0,0.0,0.0,0.0
77,2,7,Rap/Hiphop,summer,female,K_POP,Group,1,0.5355029585798821,0.14423076923076902,0.31,0.170842203900651,0.848642720126803,0.605437097331563,0.230700527344224,0.0,0.0,0.0,0.0
78,1,4,Rap/Hiphop,summer,female,K_POP,Group,1,0.5355029585798821,0.14423076923076902,0.46,0.20703932682594797,0.8880557390539509,0.605437097331563,0.189695747740321,0.0,0.0,0.0,0.0
79,3,9,Rap/Hiphop,summer,female,K_POP,Group,1,0.5355029585798821,0.14423076923076902,0.19,0.289266783361501,0.8375437569804449,0.605437097331563,0.189695747740321,0.0,0.0,0.0,0.0
80,3,10,Rap/Hiphop,fall,female,K_POP,Group,1,0.5355029585798821,0.14423076923076902,0.35,0.321032687124339,0.826950042340979,0.532094004538088,0.170842203900651,0.0,0.0,0.0,0.0
81,1,10,Rap/Hiphop,summer,female,K_POP,Group,1,0.5355029585798821,0.14423076923076902,0.52,0.31095277361717605,0.761456183680544,0.605437097331563,0.22309697296612802,0.0,0.0,0.0,0.0
82,2,6,Rap/Hiphop,summer,female,K_POP,Group,1,0.5355029585798821,0.14423076923076902,0.18,0.18047397026701603,0.857469754952523,0.605437097331563,0.22309697296612802,0.0,0.0,0.0,0.0
83,10,10,All,fall,female,K_POP,Group,1,0.683431952662722,0.0,0.41,0.45326314969346293,0.0,0.5216637720663839,0.271447509100542,0.0,0.0,0.0,0.0
84,10,10,Dance,winter,female,K_POP,Group,1,0.5325443786982249,0.240384615384615,0.25,0.45854826695858203,0.0,0.696853546999652,0.24515115203653898,0.0,0.0,0.0,0.0
85,10,10,Dance,winter,female,K_POP,Group,1,0.5325443786982249,0.240384615384615,0.22,0.230700527344224,0.0,0.696853546999652,0.230700527344224,0.0,0.0,0.0,0.0
86,10,10,Dance,winter,female,K_POP,Group,1,0.5325443786982249,0.240384615384615,0.26,0.252030430312962,0.0,0.696853546999652,0.283488332509601,0.0,0.0,0.0,0.0
87,10,5,Dance,fall,female,K_POP,Group,1,0.5325443786982249,0.240384615384615,0.28,0.5135821985186501,0.0,0.503168297512131,0.230700527344224,0.0,0.0,0.0,0.0
88,10,10,Dance,winter,female,K_POP,Group,1,0.5325443786982249,0.240384615384615,0.17,0.22309697296612802,0.0,0.696853546999652,0.283488332509601,0.0,0.0,0.0,0.0
89,10,3,Dance,fall,female,K_POP,Group,1,0.5325443786982249,0.240384615384615,0.35,0.48780780271960295,0.0,0.503168297512131,0.29489512747699603,0.0,0.0,0.0,0.0
90,10,2,Dance,fall,female,K_POP,Group,1,0.5325443786982249,0.240384615384615,0.58,0.5402254271594029,0.0,0.503168297512131,0.37328745618981607,0.0,0.0,0.0,0.0
91,10,8,Dance,fall,female,K_POP,Group,1,0.5325443786982249,0.240384615384615,0.43,0.37328745618981607,0.0,0.503168297512131,0.289266783361501,0.0,0.0,0.0,0.0
92,10,10,Dance,summer,female,K_POP,Group,1,0.5325443786982249,0.240384615384615,0.8,1.0,0.0,0.394525288674247,0.501078014194522,0.0,0.0,0.0,0.0
93,10,10,Dance,winter,female,K_POP,Group,1,0.5325443786982249,0.240384615384615,0.23,0.283488332509601,0.0,0.696853546999652,0.30038096644737605,0.0,0.0,0.0,0.0
94,10,3,Dance,fall,female,K_POP,Group,1,0.5325443786982249,0.240384615384615,0.21,0.494544482066671,0.0,0.503168297512131,0.570275213947825,0.0,0.0,0.0,0.0
95,10,10,Dance,spring,female,K_POP,Group,0,0.5325443786982249,0.240384615384615,0.53,0.344353998842983,0.0,0.551930308223071,0.33066445349070395,0.0,0.0,0.0,0.0
96,10,1,Dance,fall,female,K_POP,Group,1,0.5325443786982249,0.240384615384615,0.53,0.7250924722237891,0.0,0.503168297512131,1.0,0.0,0.0,0.0,0.0
97,10,10,Dance,winter,female,K_POP,Group,1,0.5325443786982249,0.240384615384615,0.17,0.23804628387473498,0.0,0.696853546999652,0.22309697296612802,0.0,0.0,0.0,0.0
98,10,10,Dance,spring,female,K_POP,Group,0,0.5325443786982249,0.240384615384615,0.21,0.3530223173555139,0.0,0.551930308223071,0.271447509100542,0.0,0.0,0.0,0.0
99,10,2,Dance,fall,female,K_POP,Group,1,0.5325443786982249,0.240384615384615,0.46,0.49232211319683,0.0,0.503168297512131,0.283488332509601,0.0,0.0,0.0,0.0
100,10,1,Dance,summer,female,K_POP,Group,1,0.5325443786982249,0.240384615384615,0.62,0.7563027883352141,0.0,0.394525288674247,0.31095277361717605,0.0,0.0,0.0,0.0
101,10,6,Dance,fall,female,K_POP,Group,1,0.5325443786982249,0.240384615384615,0.75,0.645837660114665,0.0,0.503168297512131,0.271447509100542,0.0,0.0,0.0,0.0
102,10,10,Dance,winter,female,K_POP,Group,1,0.5325443786982249,0.240384615384615,0.21,0.19854101935810198,0.0,0.696853546999652,0.277551548391368,0.0,0.0,0.0,0.0
103,10,2,Dance,fall,female,K_POP,Group,1,0.5325443786982249,0.240384615384615,0.25,0.593882654618329,0.0,0.503168297512131,0.30573133866415003,0.0,0.0,0.0,0.0
104,10,1,Dance,fall,female,K_POP,Group,1,0.5325443786982249,0.240384615384615,0.66,0.7009024276225101,0.0,0.503168297512131,0.289266783361501,0.0,0.0,0.0,0.0
105,10,10,Dance,winter,female,K_POP,Group,0,0.5325443786982249,0.240384615384615,1.0,0.507420293273324,0.0,0.696853546999652,0.321032687124339,0.0,0.0,0.0,0.0
106,10,7,Dance,fall,female,K_POP,Group,1,0.5325443786982249,0.240384615384615,0.37,0.471223170348026,0.0,0.503168297512131,0.33066445349070395,0.0,0.0,0.0,0.0
107,10,10,Dance,winter,female,K_POP,Group,1,0.5325443786982249,0.240384615384615,0.14,0.189695747740321,0.0,0.696853546999652,0.321032687124339,0.0,0.0,0.0,0.0
108,10,2,Dance,summer,female,K_POP,Group,1,0.5325443786982249,0.240384615384615,0.88,0.908466083961025,0.0,0.394525288674247,0.365407349042416,0.0,0.0,0.0,0.0
109,10,5,Dance,fall,female,K_POP,Group,1,0.5325443786982249,0.240384615384615,0.27,0.408888487775386,0.0,0.503168297512131,0.23804628387473498,0.0,0.0,0.0,0.0
110,7,6,Drama,fall,male,OST,Solo,0,0.624260355029586,0.0384615384615385,0.44,0.4637075360625689,0.7873060817760341,0.374420603619436,0.7549775299816959,0.0,0.0,0.0,0.0
111,9,8,Drama,fall,male,OST,Solo,0,0.624260355029586,0.0384615384615385,0.46,0.40558034618405,0.7819802767316751,0.374420603619436,0.774660309679745,0.0,0.0,0.0,0.0
112,9,4,Drama,fall,male,OST,Solo,0,0.624260355029586,0.0384615384615385,0.41,0.4559218218878379,0.7760758961779342,0.374420603619436,0.7227914339759891,0.0,0.0,0.0,0.0
113,7,7,Drama,fall,male,OST,Solo,0,0.624260355029586,0.0384615384615385,0.62,0.39880857426822297,0.796609891253585,0.374420603619436,0.7482268573467981,0.0,0.0,0.0,0.0
114,8,10,Drama,fall,male,OST,Solo,0,0.624260355029586,0.0384615384615385,1.0,0.476092567749471,0.7864538744890921,0.374420603619436,0.7250924722237891,0.0,0.0,0.0,0.0
115,10,10,Indi,spring,male,K_POP,Solo,0,0.5355029585798821,0.0,0.37,0.5135821985186501,0.0,0.5135498129837159,0.714138851624206,0.0,0.0,0.0,0.0
116,10,3,Indi,spring,male,K_POP,Solo,1,0.606508875739645,0.19230769230769199,0.3,0.4247115057764129,0.0,0.5135498129837159,0.765359351110972,0.0,0.0,0.0,0.0
117,10,7,Indi,spring,male,K_POP,Solo,1,0.606508875739645,0.19230769230769199,0.18,0.46114325684086405,0.0,0.5135498129837159,0.802529002892143,0.0,0.0,0.0,0.0
118,10,9,Indi,spring,male,K_POP,Solo,1,0.606508875739645,0.19230769230769199,0.49,0.39534163526022703,0.0,0.5135498129837159,0.811928604803279,0.0,0.0,0.0,0.0
119,10,2,Indi,spring,male,K_POP,Solo,1,0.606508875739645,0.19230769230769199,0.54,0.42163799232423,0.0,0.5135498129837159,0.75297431942407,0.0,0.0,0.0,0.0
120,10,1,Indi,spring,male,K_POP,Solo,1,0.606508875739645,0.19230769230769199,0.33,0.430730755762563,0.0,0.5135498129837159,0.7927030796442058,0.0,0.0,0.0,0.0
121,10,10,Indi,summer,male,K_POP,Solo,1,0.606508875739645,0.19230769230769199,0.23,0.39880857426822297,0.0,0.501741531027057,0.7628101562336859,0.0,0.0,0.0,0.0
122,10,4,Indi,spring,male,K_POP,Solo,1,0.606508875739645,0.19230769230769199,0.32,0.365407349042416,0.0,0.5135498129837159,0.760878383569155,0.0,0.0,0.0,0.0
123,10,10,Indi,spring,male,K_POP,Solo,1,0.606508875739645,0.19230769230769199,0.37,0.5135821985186501,0.0,0.5135498129837159,0.714138851624206,0.0,0.0,0.0,0.0
124,10,7,Indi,spring,male,K_POP,Solo,1,0.606508875739645,0.19230769230769199,0.29,0.45057144967106394,0.0,0.5135498129837159,0.784160091473999,0.0,0.0,0.0,0.0
125,10,10,Indi,summer,male,K_POP,Solo,1,0.606508875739645,0.19230769230769199,0.17,0.31605133980289696,0.0,0.501741531027057,0.739838233032565,0.0,0.0,0.0,0.0
126,10,10,Indi,summer,male,K_POP,Solo,0,0.606508875739645,0.19230769230769199,0.4,0.418520254141751,0.0,0.501741531027057,0.7084471417924141,0.0,0.0,0.0,0.0
127,10,10,Indi,summer,male,K_POP,Solo,1,0.606508875739645,0.19230769230769199,0.26,0.3530223173555139,0.0,0.501741531027057,0.7212437197860091,0.0,0.0,0.0,0.0
128,10,10,Indi,summer,male,K_POP,Solo,1,0.606508875739645,0.19230769230769199,0.47,0.321032687124339,0.0,0.501741531027057,0.7426706794485691,0.0,0.0,0.0,0.0
129,10,10,Indi,summer,male,K_POP,Solo,1,0.606508875739645,0.19230769230769199,0.27,0.384595016410646,0.0,0.501741531027057,0.7212437197860091,0.0,0.0,0.0,0.0
130,10,3,Indi,spring,male,K_POP,Solo,1,0.606508875739645,0.19230769230769199,0.24,0.408888487775386,0.0,0.5135498129837159,0.7220189587716059,0.0,0.0,0.0,0.0
131,10,6,Indi,spring,male,K_POP,Solo,1,0.606508875739645,0.19230769230769199,0.24,0.34873150258179003,0.0,0.5135498129837159,0.6939681057625731,0.0,0.0,0.0,0.0
132,10,9,Indi,summer,male,K_POP,Solo,1,0.606508875739645,0.19230769230769199,0.25,0.36938322325875295,0.0,0.501741531027057,0.7536441161408391,0.0,0.0,0.0,0.0
133,10,10,Indi,summer,male,K_POP,Solo,1,0.606508875739645,0.19230769230769199,0.35,0.34873150258179003,0.0,0.501741531027057,0.7376893321271271,0.0,0.0,0.0,0.0
134,10,2,Indi,spring,male,K_POP,Solo,1,0.606508875739645,0.19230769230769199,0.5,0.43945726658518897,0.0,0.5135498129837159,0.87831348128612,0.0,0.0,0.0,0.0
135,10,6,Indi,spring,male,K_POP,Solo,1,0.606508875739645,0.19230769230769199,0.24,0.39880857426822297,0.0,0.5135498129837159,0.710088657714005,0.0,0.0,0.0,0.0
136,10,8,Indi,spring,male,K_POP,Solo,1,0.606508875739645,0.19230769230769199,0.46,0.4478458908994221,0.0,0.5135498129837159,0.8098747594226541,0.0,0.0,0.0,0.0
137,10,6,Drama,fall,male,OST,Solo,1,0.547337278106509,0.384615384615385,0.27,0.357229810049636,0.0,0.374420603619436,0.412146880987365,0.0,0.0,0.0,0.0
138,10,10,Drama,spring,male,OST,Solo,1,0.547337278106509,0.384615384615385,0.31,0.39880857426822297,0.0,0.61352226319875,0.7026018799840259,0.0,0.0,0.0,0.0
139,10,3,Drama,fall,male,OST,Solo,1,0.547337278106509,0.384615384615385,0.25,0.494544482066671,0.0,0.374420603619436,0.730368397071566,0.0,0.0,0.0,0.0
140,10,2,Drama,fall,male,OST,Solo,1,0.547337278106509,0.384615384615385,0.53,0.5437776225388851,0.0,0.374420603619436,0.672698939743172,0.0,0.0,0.0,0.0
141,10,10,Drama,spring,male,OST,Solo,1,0.547337278106509,0.384615384615385,0.32,0.3882367670984229,0.0,0.61352226319875,0.5557708294077379,0.0,0.0,0.0,0.0
142,10,5,Drama,fall,male,OST,Solo,1,0.547337278106509,0.384615384615385,0.35,0.33988623096400894,0.0,0.374420603619436,0.380891010567912,0.0,0.0,0.0,0.0
143,10,3,Drama,fall,male,OST,Solo,1,0.547337278106509,0.384615384615385,0.42,0.48319743591127395,0.0,0.374420603619436,0.6047870467580079,0.0,0.0,0.0,0.0
144,10,6,Drama,winter,male,OST,Solo,1,0.547337278106509,0.384615384615385,0.33,0.408888487775386,0.0,0.6469448586452591,0.33988623096400894,0.0,0.0,0.0,0.0
145,10,2,Drama,summer,male,OST,Solo,1,0.547337278106509,0.384615384615385,0.38,0.769127777666336,0.0,0.406205251373573,0.72356116503532,0.0,0.0,0.0,0.0
146,10,8,Drama,winter,male,OST,Solo,1,0.547337278106509,0.384615384615385,0.26,0.49232211319683,0.0,0.6469448586452591,0.415356999928155,0.0,0.0,0.0,0.0
147,10,4,Drama,fall,male,OST,Solo,1,0.547337278106509,0.384615384615385,0.2,0.418520254141751,0.0,0.374420603619436,0.48319743591127395,0.0,0.0,0.0,0.0
