rank_g,you_rank_g,previous_ranking,genre,season,sex,song_type,active_type,runtime,top_freq,gg_score,nv_score,total_view,season_genre_score,pd_score,dc_total_numb,dc_mean_reccomend,dc_mean_views,drama_view
5,2,10,랩/힙합,spring,male,K_POP,Group,0.6124260355029586,0.3076923076923077,0.38,0.7929999999999999,0.058151609553478714,0.4775718770625279,0.111,0.22059587562944608,0.0745518369012018,0.025107402483135196,0
6,3,6,랩/힙합,summer,male,K_POP,Group,0.6124260355029586,0.3076923076923077,0.37,0.35,0.055347871235721706,0.6054370972069156,0.115,0.22059587562944608,0.0745518369012018,0.025107402483135196,0
8,6,7,랩/힙합,summer,male,K_POP,Group,0.6124260355029586,0.3076923076923077,0.26,0.363,0.026687435098650052,0.6054370972069156,0.098,0.22059587562944608,0.0745518369012018,0.025107402483135196,0
3,10,4,랩/힙합,spring,male,K_POP,Group,0.6124260355029586,0.3076923076923077,1,1,0,0.4775718770625279,0.23,0.22059587562944608,0.0745518369012018,0.025107402483135196,0
10,10,10,랩/힙합,winter,male,K_POP,Group,0.6124260355029586,0.3076923076923077,0.41,0.40700000000000003,0,0.533239363982986,0.239,0.22059587562944608,0.0745518369012018,0.025107402483135196,0
9,10,9,랩/힙합,fall,male,K_POP,Group,0.6124260355029586,0.3076923076923077,0.63,0.633,0.015057113187954309,0.5320940050772667,0.086,0.22059587562944608,0.0745518369012018,0.025107402483135196,0
7,5,7,랩/힙합,summer,male,K_POP,Group,0.6124260355029586,0.3076923076923077,0.32,0.313,0.03208722741433022,0.6054370972069156,0.301,0.2388897769962433,0.0607954827332711,0.023176496620590403,0
10,10,10,랩/힙합,winter,male,K_POP,Group,0.6124260355029586,0.3076923076923077,0.47,0.48200000000000004,0,0.533239363982986,0.068,0.2388897769962433,0.0607954827332711,0.023176496620590403,0
10,10,10,랩/힙합,winter,male,K_POP,Group,0.6124260355029586,0.3076923076923077,0.41,0.408,0,0.533239363982986,0.102,0.2388897769962433,0.0607954827332711,0.023176496620590403,0
8,10,8,랩/힙합,fall,male,K_POP,Group,0.6124260355029586,0.3076923076923077,0.45,0.547,0.015784008307372793,0.5320940050772667,0.19899999999999998,0.2388897769962433,0.0607954827332711,0.023176496620590403,0
8,10,7,랩/힙합,fall,male,K_POP,Group,0.6124260355029586,0.3076923076923077,0.59,0.65,0,0.5320940050772667,0.24100000000000002,0.2388897769962433,0.0607954827332711,0.023176496620590403,0
5,10,4,랩/힙합,summer,male,K_POP,Group,0.6124260355029586,0.3076923076923077,0.4,0.38,0,0.6054370972069156,0.08199999999999999,0.2388897769962433,0.0607954827332711,0.023176496620590403,0
10,10,10,랩/힙합,winter,male,K_POP,Group,0.6124260355029586,0.3076923076923077,0.51,0.446,0,0.533239363982986,0.105,0.2388897769962433,0.0607954827332711,0.023176496620590403,0
10,10,9,랩/힙합,fall,male,K_POP,Group,0.6124260355029586,0.3076923076923077,0.47,0.39,0.014849428868120457,0.5320940050772667,0.128,0.2388897769962433,0.0607954827332711,0.023176496620590403,0
4,10,4,랩/힙합,summer,male,K_POP,Group,0.6124260355029586,0.3076923076923077,0.47,0.48100000000000004,0,0.6054370972069156,0.516,0.2388897769962433,0.0607954827332711,0.023176496620590403,0
8,10,7,랩/힙합,summer,male,K_POP,Group,0.6124260355029586,0.3076923076923077,0.43,0.705,0,0.6054370972069156,1,0.2388897769962433,0.0607954827332711,0.023176496620590403,0
9,10,8,랩/힙합,fall,male,K_POP,Group,0.6124260355029586,0.3076923076923077,0.39,0.38299999999999995,0.015680166147455866,0.5320940050772667,0.22399999999999998,0.2388897769962433,0.0607954827332711,0.023176496620590403,0
7,6,7,랩/힙합,summer,male,K_POP,Group,0.6124260355029586,0.3076923076923077,0.32,0.313,0.027933541017653166,0.6054370972069156,0.111,0.12907641275677403,0.08306343442274347,0.02833322801514529,0
6,10,5,랩/힙합,summer,male,K_POP,Group,0.6124260355029586,0.3076923076923077,0.35,0.366,0,0.6054370972069156,0.129,0.12907641275677403,0.08306343442274347,0.02833322801514529,0
7,10,8,랩/힙합,summer,male,K_POP,Group,0.6124260355029586,0.3076923076923077,0.31,0.344,0.01640706126687435,0.6054370972069156,0.07200000000000001,0.12907641275677403,0.08306343442274347,0.02833322801514529,0
10,9,10,랩/힙합,fall,male,K_POP,Group,0.6124260355029586,0.3076923076923077,0.64,0.5479999999999999,0.014849428868120457,0.5320940050772667,0.07,0.12907641275677403,0.08306343442274347,0.02833322801514529,0
10,10,10,랩/힙합,winter,male,K_POP,Group,0.6124260355029586,0.3076923076923077,0.5,0.428,0,0.533239363982986,0.105,0.12907641275677403,0.08306343442274347,0.02833322801514529,0
4,10,5,랩/힙합,spring,male,K_POP,Group,0.6124260355029586,0.3076923076923077,0.82,0.94,0,0.4775718770625279,0.136,0.12907641275677403,0.08306343442274347,0.02833322801514529,0
5,10,5,랩/힙합,summer,male,K_POP,Group,0.6124260355029586,0.3076923076923077,0.34,0.363,0,0.6054370972069156,0.132,0.12907641275677403,0.08306343442274347,0.02833322801514529,0
7,10,8,랩/힙합,summer,male,K_POP,Group,0.6124260355029586,0.3076923076923077,0.54,0.589,0.014849428868120457,0.6054370972069156,0.065,0.12907641275677403,0.08306343442274347,0.02833322801514529,0
10,10,9,랩/힙합,fall,male,K_POP,Group,0.665680473372781,0.2980769230769231,0.5,0.514,0,0.5320940050772667,0.111,0.12907641275677403,0.08306343442274347,0.02833322801514529,0
8,10,8,랩/힙합,fall,male,K_POP,Group,0.665680473372781,0.2980769230769231,0.51,0.47100000000000003,0,0.5320940050772667,0.161,0.12907641275677403,0.08306343442274347,0.02833322801514529,0
10,10,10,랩/힙합,winter,male,K_POP,Group,0.665680473372781,0.2980769230769231,0.51,0.446,0,0.533239363982986,0.201,0.18364838941731276,0.04601884207540452,0.01987961790805595,0
10,10,10,랩/힙합,fall,male,K_POP,Group,0.665680473372781,0.2980769230769231,0.52,0.41200000000000003,0,0.5320940050772667,0.102,0.18364838941731276,0.04601884207540452,0.01987961790805595,0
9,10,9,랩/힙합,winter,male,K_POP,Group,0.665680473372781,0.2980769230769231,0.39,0.475,0,0.533239363982986,0.128,0.18364838941731276,0.04601884207540452,0.01987961790805595,0
10,10,10,랩/힙합,spring,male,K_POP,Group,0.665680473372781,0.2980769230769231,0.32,0.368,0,0.4775718770625279,0.132,0.18364838941731276,0.04601884207540452,0.01987961790805595,0
10,10,10,랩/힙합,spring,male,K_POP,Group,0.665680473372781,0.2980769230769231,0.31,0.365,0,0.4775718770625279,0.239,0.18364838941731276,0.04601884207540452,0.01987961790805595,0
9,10,9,랩/힙합,winter,male,K_POP,Group,0.665680473372781,0.2980769230769231,0.41,0.408,0,0.533239363982986,0.301,0.18364838941731276,0.04601884207540452,0.01987961790805595,0
10,10,10,랩/힙합,spring,male,K_POP,Group,0.665680473372781,0.2980769230769231,0.53,0.473,0,0.4775718770625279,0.165,0.18364838941731276,0.04601884207540452,0.01987961790805595,0
10,10,10,랩/힙합,spring,male,K_POP,Group,0.665680473372781,0.2980769230769231,0.49,0.75,0,0.4775718770625279,0.14400000000000002,0.18364838941731276,0.04601884207540452,0.01987961790805595,0
9,10,8,랩/힙합,fall,male,K_POP,Group,0.665680473372781,0.2980769230769231,0.41,0.359,0,0.5320940050772667,0.132,0.18364838941731276,0.04601884207540452,0.01987961790805595,0
7,10,7,랩/힙합,fall,male,K_POP,Group,0.665680473372781,0.2980769230769231,0.63,0.633,0,0.5320940050772667,0.444,0.18364838941731276,0.04601884207540452,0.01987961790805595,0
10,10,10,랩/힙합,spring,male,K_POP,Group,0.665680473372781,0.2980769230769231,0.74,0.741,0,0.4775718770625279,0.292,0.10824474462473024,0.0750646227196908,0.03315304105637934,0
3,10,5,랩/힙합,summer,male,K_POP,Group,0.665680473372781,0.2980769230769231,0.54,0.589,0,0.6054370972069156,0.23,0.10824474462473024,0.0750646227196908,0.03315304105637934,0
10,10,10,랩/힙합,winter,male,K_POP,Group,0.665680473372781,0.2980769230769231,0.41,0.40700000000000003,0,0.533239363982986,0.111,0.10824474462473024,0.0750646227196908,0.03315304105637934,0
5,10,10,랩/힙합,summer,male,K_POP,Group,0.665680473372781,0.2980769230769231,0.43,0.705,0,0.6054370972069156,0.129,0.10824474462473024,0.0750646227196908,0.03315304105637934,0
10,10,10,랩/힙합,spring,male,K_POP,Group,0.665680473372781,0.2980769230769231,0.33,0.363,0,0.4775718770625279,0.111,0.10824474462473024,0.0750646227196908,0.03315304105637934,0
7,10,7,랩/힙합,fall,male,K_POP,Group,0.665680473372781,0.2980769230769231,0.47,0.39,0,0.5320940050772667,0.122,0.10824474462473024,0.0750646227196908,0.03315304105637934,0
9,10,9,랩/힙합,winter,male,K_POP,Group,0.665680473372781,0.2980769230769231,0.41,0.40299999999999997,0,0.533239363982986,0.09699999999999999,0.10824474462473024,0.0750646227196908,0.03315304105637934,0
10,10,10,랩/힙합,spring,male,K_POP,Group,0.665680473372781,0.2980769230769231,0.49,0.5870000000000001,0,0.4775718770625279,0.149,0.10824474462473024,0.0750646227196908,0.03315304105637934,0
7,10,7,랩/힙합,fall,male,K_POP,Group,0.665680473372781,0.2980769230769231,0.64,0.5479999999999999,0,0.5320940050772667,0.20199999999999999,0.10824474462473024,0.0750646227196908,0.03315304105637934,0
6,10,4,랩/힙합,fall,male,K_POP,Group,0.665680473372781,0.2980769230769231,0.45,0.547,0,0.5320940050772667,0.152,0.10824474462473024,0.0750646227196908,0.03315304105637934,0
10,10,9,랩/힙합,spring,male,K_POP,Group,0.665680473372781,0.2980769230769231,0.31,0.354,0,0.4775718770625279,0.24100000000000002,0.13211373990888017,0.06709597193231781,0.02449557771307673,0
9,10,10,랩/힙합,winter,male,K_POP,Group,0.665680473372781,0.2980769230769231,0.41,0.452,0,0.533239363982986,0.22399999999999998,0.13211373990888017,0.06709597193231781,0.02449557771307673,0
8,10,7,랩/힙합,fall,male,K_POP,Group,0.665680473372781,0.2980769230769231,0.48,0.42200000000000004,0,0.5320940050772667,0.19899999999999998,0.13211373990888017,0.06709597193231781,0.02449557771307673,0
10,10,10,랩/힙합,spring,male,K_POP,Group,0.665680473372781,0.2980769230769231,0.56,0.599,0,0.4775718770625279,0.105,0.13211373990888017,0.06709597193231781,0.02449557771307673,0
10,10,10,랩/힙합,winter,male,K_POP,Group,0.665680473372781,0.2980769230769231,0.47,0.48200000000000004,0,0.533239363982986,0.11699999999999999,0.13211373990888017,0.06709597193231781,0.02449557771307673,0
4,10,3,랩/힙합,fall,male,K_POP,Group,0.665680473372781,0.2980769230769231,0.59,0.65,0,0.5320940050772667,0.081,0.13211373990888017,0.06709597193231781,0.02449557771307673,0
7,10,6,랩/힙합,fall,male,K_POP,Group,0.665680473372781,0.2980769230769231,0.39,0.38299999999999995,0,0.5320940050772667,0.136,0.13211373990888017,0.06709597193231781,0.02449557771307673,0
10,10,10,랩/힙합,winter,male,K_POP,Group,0.665680473372781,0.2980769230769231,0.5,0.428,0,0.533239363982986,0.08800000000000001,0.13211373990888017,0.06709597193231781,0.02449557771307673,0
10,10,10,랩/힙합,spring,male,K_POP,Group,0.665680473372781,0.2980769230769231,0.33,0.34700000000000003,0,0.4775718770625279,0.098,0.13211373990888017,0.06709597193231781,0.02449557771307673,0
10,10,10,랩/힙합,winter,male,K_POP,Group,0.665680473372781,0.2980769230769231,0.48,0.613,0,0.533239363982986,0.267,0.13211373990888017,0.06709597193231781,0.02449557771307673,0
4,8,4,랩/힙합,spring,male,K_POP,Group,0.5088757396449705,0.1346153846153846,0.27,0.261,0.024299065420560748,0.4775718770625279,0.135,0.11533850211813604,0.07148522896554393,0.02352000268796102,0
2,1,1,랩/힙합,winter,male,K_POP,Group,0.5088757396449705,0.1346153846153846,0.31,0.27899999999999997,0.16822429906542055,0.533239363982986,0.395,0.11533850211813604,0.07148522896554393,0.02352000268796102,0
2,1,2,랩/힙합,winter,male,K_POP,Group,0.5088757396449705,0.1346153846153846,0.38,0.5,0.08442367601246106,0.533239363982986,0.099,0.11533850211813604,0.07148522896554393,0.02352000268796102,0
1,1,2,랩/힙합,winter,male,K_POP,Group,0.5088757396449705,0.1346153846153846,0.32,0.265,0.08151609553478713,0.533239363982986,0.152,0.11533850211813604,0.07148522896554393,0.02352000268796102,0
2,1,10,랩/힙합,winter,male,K_POP,Group,0.5088757396449705,0.1346153846153846,0.38,0.322,0.2762201453790239,0.533239363982986,0.10300000000000001,0.11533850211813604,0.07148522896554393,0.02352000268796102,0
4,10,4,랩/힙합,spring,male,K_POP,Group,0.5088757396449705,0.1346153846153846,0.24,0.23199999999999998,0,0.4775718770625279,0.122,0.11533850211813604,0.07148522896554393,0.02352000268796102,0
3,3,2,랩/힙합,spring,male,K_POP,Group,0.5088757396449705,0.1346153846153846,0.3,0.265,0.04226375908618899,0.4775718770625279,0.142,0.11533850211813604,0.07148522896554393,0.02352000268796102,0
1,2,1,랩/힙합,winter,male,K_POP,Group,0.5088757396449705,0.1346153846153846,0.35,0.335,0.06988577362409139,0.533239363982986,0.11,0.11533850211813604,0.07148522896554393,0.02352000268796102,0
2,2,2,랩/힙합,winter,male,K_POP,Group,0.5088757396449705,0.1346153846153846,0.24,0.298,0.077466251298027,0.533239363982986,0.38799999999999996,0.11533850211813604,0.07148522896554393,0.02352000268796102,0
4,6,3,랩/힙합,spring,male,K_POP,Group,0.5088757396449705,0.1346153846153846,0.27,0.24600000000000002,0.03229491173416407,0.4775718770625279,0.11800000000000001,0.17106945887618896,0.052997304160094856,0.016686592938979998,0
2,1,1,랩/힙합,spring,male,K_POP,Group,0.5088757396449705,0.1346153846153846,0.34,0.424,0.10488058151609553,0.4775718770625279,0.192,0.17106945887618896,0.052997304160094856,0.016686592938979998,0
1,1,2,랩/힙합,winter,male,K_POP,Group,0.5088757396449705,0.1346153846153846,0.4,0.518,0.17237798546209762,0.533239363982986,0.15,0.17106945887618896,0.052997304160094856,0.016686592938979998,0
3,5,3,랩/힙합,spring,male,K_POP,Group,0.5088757396449705,0.1346153846153846,0.28,0.24600000000000002,0.0367601246105919,0.4775718770625279,0.099,0.17106945887618896,0.052997304160094856,0.016686592938979998,0
4,6,4,랩/힙합,spring,male,K_POP,Group,0.5088757396449705,0.1346153846153846,0.27,0.23800000000000002,0.02814122533748702,0.4775718770625279,0.10800000000000001,0.17106945887618896,0.052997304160094856,0.016686592938979998,0
2,3,2,랩/힙합,spring,male,K_POP,Group,0.5088757396449705,0.1346153846153846,0.33,0.349,0.05586708203530633,0.4775718770625279,0.08800000000000001,0.17106945887618896,0.052997304160094856,0.016686592938979998,0
10,10,10,랩/힙합,summer,male,K_POP,Group,0.6597633136094675,0.28846153846153844,0.38,0.29100000000000004,0,0.6054370972069156,0.18100000000000002,0.17106945887618896,0.052997304160094856,0.016686592938979998,0
10,10,10,랩/힙합,summer,male,K_POP,Group,0.6597633136094675,0.28846153846153844,0.37,0.317,0,0.6054370972069156,0.395,0.17106945887618896,0.052997304160094856,0.016686592938979998,0
3,10,5,랩/힙합,spring,male,K_POP,Group,0.6597633136094675,0.28846153846153844,0.74,0.741,0,0.4775718770625279,0.142,0.17106945887618896,0.052997304160094856,0.016686592938979998,0
10,10,10,랩/힙합,summer,male,K_POP,Group,0.6597633136094675,0.28846153846153844,0.35,0.32,0.014953271028037384,0.6054370972069156,0.122,0.1711294061226121,0.04764915053338601,0.018535764663310653,0
10,10,10,랩/힙합,winter,male,K_POP,Group,0.6597633136094675,0.28846153846153844,0.4,0.518,0,0.533239363982986,0.149,0.1711294061226121,0.04764915053338601,0.018535764663310653,0
8,10,7,랩/힙합,summer,male,K_POP,Group,0.6597633136094675,0.28846153846153844,0.39,0.511,0,0.6054370972069156,0.14400000000000002,0.1711294061226121,0.04764915053338601,0.018535764663310653,0
4,10,4,랩/힙합,spring,male,K_POP,Group,0.6597633136094675,0.28846153846153844,0.53,0.473,0,0.4775718770625279,0.08900000000000001,0.1711294061226121,0.04764915053338601,0.018535764663310653,0
10,10,9,랩/힙합,summer,male,K_POP,Group,0.6597633136094675,0.28846153846153844,0.35,0.326,0,0.6054370972069156,0.159,0.1711294061226121,0.04764915053338601,0.018535764663310653,0
6,10,5,랩/힙합,spring,male,K_POP,Group,0.6597633136094675,0.28846153846153844,0.45,0.449,0,0.4775718770625279,0.38799999999999996,0.1711294061226121,0.04764915053338601,0.018535764663310653,0
5,10,5,랩/힙합,spring,male,K_POP,Group,0.6597633136094675,0.28846153846153844,0.41,0.425,0,0.4775718770625279,0.07,0.1711294061226121,0.04764915053338601,0.018535764663310653,0
9,10,9,랩/힙합,summer,male,K_POP,Group,0.6597633136094675,0.28846153846153844,0.38,0.345,0,0.6054370972069156,0.192,0.1711294061226121,0.04764915053338601,0.018535764663310653,0
9,10,8,랩/힙합,summer,male,K_POP,Group,0.6597633136094675,0.28846153846153844,0.39,0.396,0,0.6054370972069156,0.11900000000000001,0.1711294061226121,0.04764915053338601,0.018535764663310653,0
5,10,4,랩/힙합,spring,male,K_POP,Group,0.6597633136094675,0.28846153846153844,0.39,0.44799999999999995,0,0.4775718770625279,0.10300000000000001,0.13584046039485254,0.07669299381749331,0.023803624502526804,0
10,10,10,랩/힙합,summer,male,K_POP,Group,0.6597633136094675,0.28846153846153844,0.31,0.365,0,0.6054370972069156,0.153,0.13584046039485254,0.07669299381749331,0.023803624502526804,0
10,9,10,랩/힙합,winter,male,K_POP,Group,0.6597633136094675,0.28846153846153844,0.38,0.5,0.021599169262720666,0.533239363982986,0.292,0.13584046039485254,0.07669299381749331,0.023803624502526804,0
9,10,9,랩/힙합,winter,male,K_POP,Group,0.6597633136094675,0.28846153846153844,0.31,0.27899999999999997,0,0.533239363982986,0.105,0.13584046039485254,0.07669299381749331,0.023803624502526804,0
10,10,10,랩/힙합,fall,male,K_POP,Group,0.6597633136094675,0.28846153846153844,0.28,0.29600000000000004,0,0.5320940050772667,0.08900000000000001,0.13584046039485254,0.07669299381749331,0.023803624502526804,0
8,9,10,랩/힙합,winter,male,K_POP,Group,0.6597633136094675,0.28846153846153844,0.32,0.265,0.017445482866043614,0.533239363982986,0.076,0.13584046039485254,0.07669299381749331,0.023803624502526804,0
3,10,3,랩/힙합,spring,male,K_POP,Group,0.6597633136094675,0.28846153846153844,0.49,0.5870000000000001,0,0.4775718770625279,0.08800000000000001,0.13584046039485254,0.07669299381749331,0.023803624502526804,0
7,10,6,랩/힙합,summer,male,K_POP,Group,0.6597633136094675,0.28846153846153844,0.52,0.47,0,0.6054370972069156,0.069,0.13584046039485254,0.07669299381749331,0.023803624502526804,0
10,10,10,랩/힙합,fall,male,K_POP,Group,0.6597633136094675,0.28846153846153844,0.27,0.255,0,0.5320940050772667,0.1,0.13584046039485254,0.07669299381749331,0.023803624502526804,0
5,7,10,랩/힙합,spring,male,K_POP,Group,0.6597633136094675,0.28846153846153844,0.49,0.75,0.024091381100726894,0.4775718770625279,0.08800000000000001,0.1859963232355527,0.05867821372875215,0.014953774361680836,0
4,10,3,랩/힙합,spring,male,K_POP,Group,0.6597633136094675,0.28846153846153844,0.56,0.599,0,0.4775718770625279,0.09300000000000001,0.1859963232355527,0.05867821372875215,0.014953774361680836,0
10,10,10,랩/힙합,summer,male,K_POP,Group,0.6597633136094675,0.28846153846153844,0.34,0.31,0,0.6054370972069156,0.212,0.1859963232355527,0.05867821372875215,0.014953774361680836,0
10,10,9,랩/힙합,winter,male,K_POP,Group,0.6597633136094675,0.28846153846153844,0.24,0.298,0,0.533239363982986,0.08,0.1859963232355527,0.05867821372875215,0.014953774361680836,0
10,10,10,랩/힙합,summer,male,K_POP,Group,0.6597633136094675,0.28846153846153844,0.3,0.295,0,0.6054370972069156,0.122,0.1859963232355527,0.05867821372875215,0.014953774361680836,0
10,10,10,랩/힙합,summer,male,K_POP,Group,0.6597633136094675,0.28846153846153844,0.29,0.285,0,0.6054370972069156,0.15,0.1859963232355527,0.05867821372875215,0.014953774361680836,0
10,10,10,랩/힙합,summer,male,K_POP,Group,0.6597633136094675,0.28846153846153844,0.32,0.32899999999999996,0,0.6054370972069156,0.127,0.1859963232355527,0.05867821372875215,0.014953774361680836,0
10,9,10,랩/힙합,winter,male,K_POP,Group,0.6597633136094675,0.28846153846153844,0.38,0.322,0.019522326064382138,0.533239363982986,0.152,0.1859963232355527,0.05867821372875215,0.014953774361680836,0
9,10,8,랩/힙합,winter,male,K_POP,Group,0.6597633136094675,0.28846153846153844,0.35,0.335,0,0.533239363982986,0.165,0.1859963232355527,0.05867821372875215,0.014953774361680836,0
10,10,10,랩/힙합,spring,male,K_POP,Group,0.5828402366863905,0.6730769230769231,0.41,0.425,0,0.4775718770625279,0.059000000000000004,0.3253037327152106,0.06125175900918618,0.01975118505895756,0
5,8,10,랩/힙합,spring,male,K_POP,Group,0.5828402366863905,0.6730769230769231,0.21,0.32899999999999996,0.023260643821391484,0.4775718770625279,0.128,0.3253037327152106,0.06125175900918618,0.01975118505895756,0
10,10,10,랩/힙합,spring,male,K_POP,Group,0.5828402366863905,0.6730769230769231,0.45,0.449,0,0.4775718770625279,0.07,0.3253037327152106,0.06125175900918618,0.01975118505895756,0
10,10,10,랩/힙합,summer,male,K_POP,Group,0.5828402366863905,0.6730769230769231,0.34,0.31,0,0.6054370972069156,0.22399999999999998,0.3253037327152106,0.06125175900918618,0.01975118505895756,0
4,4,4,랩/힙합,summer,male,K_POP,Group,0.5828402366863905,0.6730769230769231,0.31,0.344,0.04101765316718588,0.6054370972069156,0.06,0.3253037327152106,0.06125175900918618,0.01975118505895756,0
9,10,9,랩/힙합,winter,male,K_POP,Group,0.5828402366863905,0.6730769230769231,0.45,0.413,0,0.533239363982986,0.18100000000000002,0.3253037327152106,0.06125175900918618,0.01975118505895756,0
5,4,5,랩/힙합,spring,male,K_POP,Group,0.5828402366863905,0.6730769230769231,0.24,0.45399999999999996,0.03655244029075805,0.4775718770625279,0.152,0.3253037327152106,0.06125175900918618,0.01975118505895756,0
9,10,8,랩/힙합,fall,male,K_POP,Group,0.5828402366863905,0.6730769230769231,0.41,0.32799999999999996,0,0.5320940050772667,0.065,0.3253037327152106,0.06125175900918618,0.01975118505895756,0
5,3,4,랩/힙합,summer,male,K_POP,Group,0.5828402366863905,0.6730769230769231,0.43,0.705,0.0592938733125649,0.6054370972069156,0.122,0.3253037327152106,0.06125175900918618,0.01975118505895756,0
3,3,4,랩/힙합,spring,male,K_POP,Group,0.5828402366863905,0.6730769230769231,1,1,0.05119418483904465,0.4775718770625279,0.129,0.3253037327152106,0.06125175900918618,0.01975118505895756,0
7,10,6,랩/힙합,fall,male,K_POP,Group,0.5828402366863905,0.6730769230769231,0.51,0.47100000000000003,0,0.5320940050772667,0.09699999999999999,0.3253037327152106,0.06125175900918618,0.01975118505895756,0
10,10,10,랩/힙합,summer,male,K_POP,Group,0.5828402366863905,0.6730769230769231,0.52,0.47,0,0.6054370972069156,0.14400000000000002,0.3253037327152106,0.06125175900918618,0.01975118505895756,0
7,10,7,랩/힙합,winter,male,K_POP,Group,0.5828402366863905,0.6730769230769231,0.41,0.40700000000000003,0,0.533239363982986,0.165,0.3253037327152106,0.06125175900918618,0.01975118505895756,0
8,10,7,랩/힙합,fall,male,K_POP,Group,0.5828402366863905,0.6730769230769231,0.5,0.514,0,0.5320940050772667,0.111,0.3253037327152106,0.06125175900918618,0.01975118505895756,0
10,10,10,랩/힙합,summer,male,K_POP,Group,0.5828402366863905,0.6730769230769231,0.39,0.511,0,0.6054370972069156,0.111,0.3253037327152106,0.06125175900918618,0.01975118505895756,0
6,3,5,랩/힙합,fall,male,K_POP,Group,0.5828402366863905,0.6730769230769231,0.59,0.65,0.054101765316718585,0.5320940050772667,0.292,0.3253037327152106,0.06125175900918618,0.01975118505895756,0
7,10,8,랩/힙합,winter,male,K_POP,Group,0.5828402366863905,0.6730769230769231,0.47,0.48200000000000004,0,0.533239363982986,0.086,0.21692910238989688,0.09496542748168026,0.03195708268125212,0
7,10,7,랩/힙합,fall,male,K_POP,Group,0.5828402366863905,0.6730769230769231,0.41,0.359,0,0.5320940050772667,0.23,0.21692910238989688,0.09496542748168026,0.03195708268125212,0
7,10,8,랩/힙합,winter,male,K_POP,Group,0.5828402366863905,0.6730769230769231,0.48,0.613,0,0.533239363982986,0.109,0.21692910238989688,0.09496542748168026,0.03195708268125212,0
7,10,7,랩/힙합,winter,male,K_POP,Group,0.5828402366863905,0.6730769230769231,0.41,0.40299999999999997,0,0.533239363982986,0.084,0.21692910238989688,0.09496542748168026,0.03195708268125212,0
3,2,3,랩/힙합,summer,male,K_POP,Group,0.5828402366863905,0.6730769230769231,0.4,0.38,0.05420560747663551,0.6054370972069156,0.11699999999999999,0.21692910238989688,0.09496542748168026,0.03195708268125212,0
3,3,3,랩/힙합,summer,male,K_POP,Group,0.5828402366863905,0.6730769230769231,0.37,0.35,0.05877466251298027,0.6054370972069156,0.444,0.21692910238989688,0.09496542748168026,0.03195708268125212,0
4,4,4,랩/힙합,summer,male,K_POP,Group,0.5828402366863905,0.6730769230769231,0.26,0.363,0.047975077881619935,0.6054370972069156,0.081,0.21692910238989688,0.09496542748168026,0.03195708268125212,0
8,10,7,랩/힙합,winter,male,K_POP,Group,0.5828402366863905,0.6730769230769231,0.51,0.446,0,0.533239363982986,0.516,0.21692910238989688,0.09496542748168026,0.03195708268125212,0
10,10,10,랩/힙합,summer,male,K_POP,Group,0.5828402366863905,0.6730769230769231,0.29,0.285,0,0.6054370972069156,0.1,0.21692910238989688,0.09496542748168026,0.03195708268125212,0
3,3,3,랩/힙합,summer,male,K_POP,Group,0.5828402366863905,0.6730769230769231,0.47,0.48100000000000004,0.056074766355140186,0.6054370972069156,0.18100000000000002,0.21692910238989688,0.09496542748168026,0.03195708268125212,0
10,10,10,랩/힙합,spring,male,K_POP,Group,0.5828402366863905,0.6730769230769231,0.39,0.44799999999999995,0,0.4775718770625279,0.08800000000000001,0.21692910238989688,0.09496542748168026,0.03195708268125212,0
6,2,6,랩/힙합,fall,male,K_POP,Group,0.5828402366863905,0.6730769230769231,0.45,0.547,0.05898234683281412,0.5320940050772667,0.201,0.21692910238989688,0.09496542748168026,0.03195708268125212,0
5,3,5,랩/힙합,summer,male,K_POP,Group,0.5828402366863905,0.6730769230769231,0.54,0.589,0.0490134994807892,0.6054370972069156,0.105,0.21692910238989688,0.09496542748168026,0.03195708268125212,0
10,10,10,랩/힙합,summer,male,K_POP,Group,0.5828402366863905,0.6730769230769231,0.38,0.29100000000000004,0,0.6054370972069156,0.24100000000000002,0.21692910238989688,0.09496542748168026,0.03195708268125212,0
4,3,3,랩/힙합,summer,male,K_POP,Group,0.5828402366863905,0.6730769230769231,0.31,0.312,0.05867082035306334,0.6054370972069156,0.07200000000000001,0.21692910238989688,0.09496542748168026,0.03195708268125212,0
10,10,10,랩/힙합,summer,male,K_POP,Group,0.5828402366863905,0.6730769230769231,0.39,0.396,0,0.6054370972069156,0.08800000000000001,0.3575453600831269,0.0728425331373679,0.01639940203064503,0
7,10,7,랩/힙합,winter,male,K_POP,Group,0.5828402366863905,0.6730769230769231,0.41,0.452,0,0.533239363982986,0.127,0.3575453600831269,0.0728425331373679,0.01639940203064503,0
6,10,6,랩/힙합,fall,male,K_POP,Group,0.5828402366863905,0.6730769230769231,0.64,0.5479999999999999,0,0.5320940050772667,0.138,0.3575453600831269,0.0728425331373679,0.01639940203064503,0
7,10,7,랩/힙합,winter,male,K_POP,Group,0.5828402366863905,0.6730769230769231,0.5,0.428,0,0.533239363982986,0.07,0.3575453600831269,0.0728425331373679,0.01639940203064503,0
5,2,5,랩/힙합,spring,male,K_POP,Group,0.5828402366863905,0.6730769230769231,0.38,0.7929999999999999,0.06822429906542056,0.4775718770625279,0.149,0.3575453600831269,0.0728425331373679,0.01639940203064503,0
