,artist,name,rank_g,you_rank_g,previous_ranking,genre,season,sex,song_type,active_type,title_song,week,runtime,top_freq,gg_score,nv_score,total_view,season_genre_score,pd_score,dc_total_numb,dc_mean_reccomend,dc_mean_views,drama_view,rank_g_pred
5386,TWICE,What is Love?,10,3,10,Dance,spring,female,K_POP,Group,0,2019.3.10,0.538461538,0.5,0.94,0.705126325,0.8323814420000001,0.551930308,0.8149733259999999,0.0,0.0,0.0,0.0,9.63596592729175
5387,길구봉구,이 별,10,10,10,Ballad,spring,male,K_POP,Group,1,2019.3.10,0.627218935,0.490384615,0.92,0.801994652,0.0,0.660567269,0.49007671399999997,0.0,0.0,0.0,0.0,9.906740181443153
5388,김하온,붕붕,10,10,10,Rap/Hiphop,spring,male,K_POP,Solo,1,2019.3.10,0.618343195,0.46153846200000004,0.0,0.507420293,0.0,0.477571876,0.46624182299999994,0.0,0.0,0.0,0.0,9.915679146229392
5389,닐로,지나오다,5,10,4,Ballad,spring,male,K_POP,Solo,0,2019.3.10,0.75443787,0.923076923,0.12,0.087855801,0.0,0.660567269,0.0,0.0,0.0,0.0,0.0,4.828683057412057
5390,"로꼬, 화사",주지마,10,10,9,Ballad,spring,mixed,K_POP,Project,1,2019.3.10,0.609467456,0.586538462,0.22,0.10183994699999999,0.0,0.660567269,0.952986168,0.0,0.0,0.0,0.0,9.446697803158619
5391,로이킴,그때 헤어지면 돼,10,10,8,Ballad,spring,male,K_POP,Solo,0,2019.3.10,0.659763314,0.509615385,0.53,0.612619673,0.0,0.660567269,0.33988623100000004,0.19600120000000001,0.030183374,0.027603542999999998,0.0,8.15497557841146
5392,마마무,별이 빛나는 밤,10,10,10,Dance,spring,female,K_POP,Group,0,2019.3.10,0.547337278,0.451923077,0.49,0.897386352,0.0,0.551930308,0.85447859,0.18245593100000002,0.027362126,0.013613742,0.0,9.924403070914707
5393,먼데이 키즈,가을 안부,8,10,7,Ballad,spring,male,K_POP,Solo,1,2019.3.10,0.819526627,0.788461538,0.25,0.325902085,0.0,0.660567269,0.503212801,0.0,0.0,0.0,0.0,7.369551204937288
5394,멜로망스,You,10,10,10,Ballad,spring,male,K_POP,Duet,0,2019.3.10,0.727810651,0.596153846,0.24,0.114976033,0.0,0.660567269,0.585328423,0.0,0.0,0.0,0.0,9.953602644090862
5395,모모랜드,뿜뿜,10,10,10,Dance,spring,female,K_POP,Group,1,2019.3.10,0.541420118,0.567307692,0.33,0.34873150299999994,0.0,0.551930308,0.127361065,0.0,0.0,0.0,0.0,9.924286203808663
5396,박원,all of my life,10,10,10,Ballad,spring,male,K_POP,Solo,1,2019.3.10,0.659763314,0.307692308,0.11,0.817975855,0.0,0.660567269,1.0,0.0,0.0,0.0,0.0,9.92013607160384
5397,방탄소년단,DNA,8,10,7,Rap/Hiphop,spring,male,K_POP,Group,0,2019.3.10,0.582840237,0.673076923,0.32,0.7870453409999999,0.0,0.477571876,0.7196848709999999,0.40814953200000004,0.097505095,0.023889663999999998,0.0,7.404691110854458
5398,버스커 버스커,벚꽃 엔딩,10,7,10,Rock,spring,male,K_POP,Band,1,2019.3.10,0.695266272,0.192307692,0.25,1.0,0.7852964240000001,0.5092992129999999,0.46624182299999994,0.198194213,0.03065295,0.018042513,0.0,9.706367538785798
5399,비투비,그리워하다,8,10,7,Ballad,spring,male,K_POP,Group,0,2019.3.10,0.624260355,0.644230769,0.27,0.46624182299999994,0.0,0.660567269,0.330664453,0.0,0.0,0.0,0.0,7.331812483736371
5400,아이유,밤편지,6,10,5,Ballad,spring,female,K_POP,Solo,0,2019.3.10,0.671597633,1.0,0.45,0.391818321,0.0,0.660567269,0.305731339,0.0,0.0,0.0,0.0,5.160866215042027
5401,양다일,미안해,7,10,5,R&B/Soul,spring,male,K_POP,Solo,0,2019.3.10,0.600591716,0.788461538,0.32,0.170842204,0.0,0.56680661,0.545532118,0.0,0.0,0.0,0.0,5.137822367699748
5402,에일리,첫눈처럼 너에게 가겠다,10,10,9,Drama,spring,female,OST,Solo,1,2019.3.10,0.603550296,0.836538462,0.06,0.10183994699999999,0.0,0.613522263,0.43945726700000004,0.0,0.0,0.0,0.0,9.223071909788986
5403,우원재,시차,10,10,10,Rap/Hiphop,spring,male,K_POP,Solo,0,2019.3.10,0.50295858,0.451923077,0.0,0.34873150299999994,0.0,0.477571876,0.42774203200000005,0.0,0.0,0.0,0.0,9.915860760328739
5404,윤종신,좋니,10,10,10,Ballad,spring,male,K_POP,Solo,1,2019.3.10,0.8934911240000001,0.528846154,0.36,0.230700527,0.0,0.660567269,0.67750355,0.08833687,0.011075218999999999,0.036726374,0.0,9.920218538196279
5405,이수,My Way,10,10,10,Drama,spring,male,OST,Solo,1,2019.3.10,0.74852071,0.567307692,0.73,0.13907629999999999,0.0,0.613522263,0.0,0.0,0.0,0.0,0.0,9.756993702096352
5406,장덕철,그날처럼,10,10,8,Ballad,spring,male,K_POP,Group,0,2019.3.10,0.612426036,0.807692308,0.15,0.391818321,0.0,0.660567269,0.412146881,0.0,0.0,0.0,0.0,8.152663459699319
5407,정승환,눈사람,10,10,10,Ballad,spring,male,K_POP,Solo,1,2019.3.10,0.621301775,0.355769231,0.42,0.258698005,0.0,0.660567269,0.9363742759999999,0.314242595,0.061475684,0.051888573,0.0,9.920218538196279
5408,청하,Roller Coaster,10,10,10,Dance,spring,female,K_POP,Solo,0,2019.3.10,0.553254438,0.586538462,0.56,0.447845891,0.0,0.551930308,0.0,0.152642249,0.021607377999999997,0.005954005,0.0,9.913989110925229
5409,펀치,밤이 되니까,10,10,10,R&B/Soul,spring,female,K_POP,Solo,0,2019.3.10,0.532544379,0.355769231,0.42,0.8164797909999999,0.0,0.56680661,0.523477939,0.0,0.0,0.0,0.0,9.918421387322724
5410,폴킴,"모든 날, 모든 순간",2,2,2,Drama,spring,male,OST,Solo,1,2019.3.10,0.547337278,1.0,0.22,0.33988623100000004,0.851660683,0.613522263,0.9569475040000001,0.0,0.0,0.0,0.0,2.0169132622466464
5411,여자친구,밤,10,10,10,Dance,spring,female,K_POP,Group,0,2019.3.10,0.594674556,0.384615385,0.49,0.395341635,0.0,0.551930308,0.16076229,0.27608531,0.049921077,0.0144244,0.0,9.924403070914707
5412,방탄소년단,FAKE LOVE,7,10,6,Rap/Hiphop,spring,male,K_POP,Group,0,2019.3.10,0.639053254,0.653846154,0.32,0.7870453409999999,0.0,0.477571876,0.7196848709999999,0.40814953200000004,0.097505095,0.023889663999999998,0.0,5.611496853784274
5413,벤,열애중,4,10,4,Ballad,spring,female,K_POP,Solo,0,2019.3.10,0.7248520709999999,0.7692307690000001,0.49,0.24515115199999998,0.0,0.660567269,0.421637992,0.0,0.0,0.0,0.0,4.828683057412057
5414,헤이즈,비도 오고 그래서,10,10,10,Rap/Hiphop,spring,female,K_POP,Solo,0,2019.3.10,0.529585799,0.682692308,0.37,0.265166517,0.0,0.477571876,0.46624182299999994,0.0,0.0,0.0,0.0,9.915860760328739
5415,방탄소년단,전하지 못한 진심,10,10,10,Ballad,spring,male,K_POP,Group,0,2019.3.10,0.639053254,0.5,0.32,0.7870453409999999,0.0,0.660567269,0.7196848709999999,0.40814953200000004,0.097505095,0.023889663999999998,0.0,9.925646840121173
5416,볼빨간사춘기,여행,9,10,8,Indi,spring,female,K_POP,Solo,1,2019.3.10,0.576923077,0.951923077,0.15,0.230700527,0.0,0.513549813,0.38823676700000004,0.0,0.0,0.0,0.0,8.321588620138016
5417,Adele,Someone Like You,10,10,10,R&B/Soul,spring,female,POP,Solo,1,2019.3.10,0.7692307690000001,0.33653846200000004,0.0,0.769127778,0.0,0.56680661,0.0,0.0,0.0,0.0,0.0,9.923282854553236
5418,Justin Bieber,Love Yourself,10,10,10,Pop,spring,male,POP,Solo,1,2019.3.10,0.615384615,0.548076923,0.16,0.7454665770000001,0.0,0.529332838,0.9728368559999999,0.0,0.0,0.0,0.0,9.925471858899073
5419,BLACKPINK,뚜두뚜두,6,3,5,Dance,spring,female,K_POP,Group,1,2019.3.10,0.541420118,0.653846154,0.21,0.728122998,0.84037877,0.551930308,1.0,0.0,0.0,0.0,0.0,4.114465673935456
5420,Troye Sivan,Youth,10,10,10,Pop,spring,male,POP,Solo,1,2019.3.10,0.47041420100000003,0.846153846,0.5,0.767251757,0.0,0.529332838,0.659684276,0.0,0.0,0.0,0.0,9.924015294051628
5421,BLACKPINK,Forever Young,10,10,10,Dance,spring,female,K_POP,Group,0,2019.3.10,0.624260355,0.586538462,0.21,0.728122998,0.0,0.551930308,1.0,0.0,0.0,0.0,0.0,9.924403070914707
5422,비투비,너 없인 안 된다,9,10,8,Ballad,spring,male,K_POP,Group,0,2019.3.10,0.594674556,0.548076923,0.27,0.46624182299999994,0.0,0.660567269,0.330664453,0.0,0.0,0.0,0.0,8.152663459699319
5423,Sia,Chandelier,10,10,10,Pop,spring,female,POP,Solo,1,2019.3.10,0.562130178,0.43269230799999997,0.4,0.25203043,0.0,0.529332838,0.0,0.0,0.0,0.0,0.0,9.925471858899073
5424,멜로망스,동화,10,10,10,Indi,spring,male,K_POP,Duet,0,2019.3.10,0.594674556,0.403846154,0.24,0.114976033,0.0,0.513549813,0.704288107,0.0,0.0,0.0,0.0,9.925929404080762
5425,에이핑크,1도 없어,10,10,10,Dance,spring,female,K_POP,Group,0,2019.3.10,0.51183432,0.298076923,0.19,0.170842204,0.0,0.551930308,0.61004013,0.272208351,0.048831752,0.011085386000000001,0.0,9.924320604322268
5426,TWICE,Dance The Night Away,7,2,6,Dance,spring,female,K_POP,Group,0,2019.3.10,0.45857988200000005,0.692307692,0.94,0.705126325,0.850702484,0.551930308,0.8149733259999999,0.0,0.0,0.0,0.0,3.8067504448951013
5427,숀,Way Back Home,3,10,3,Electronica,spring,male,K_POP,Solo,1,2019.3.10,0.556213018,0.8942307690000001,0.17,0.114976033,0.0,0.569868328,0.0,0.0,0.0,0.0,0.0,3.749375298799464
5428,마마무,너나 해,10,10,10,Dance,spring,female,K_POP,Group,0,2019.3.10,0.50295858,0.365384615,0.49,0.897386352,0.0,0.551930308,0.85447859,0.18245593100000002,0.027362126,0.013613742,0.0,9.924403070914707
5429,세븐틴,어쩌나,10,10,10,Dance,spring,male,K_POP,Group,0,2019.3.10,0.5,0.201923077,0.46,0.6021119629999999,0.0,0.551930308,0.265166517,0.906159637,0.709728868,0.166096647,0.0,9.923529151216748
5430,"기리보이, Kid Milli, NO:EL, 스윙스",flex,7,10,6,Rap/Hiphop,spring,male,K_POP,Project,1,2019.3.10,0.591715976,0.576923077,0.34,0.5687107370000001,0.0,0.477571876,0.7181147259999999,0.0,0.0,0.0,0.0,5.503373528488169
5431,지코,SoulMate,10,10,10,R&B/Soul,spring,male,K_POP,Solo,1,2019.3.10,0.571005917,0.259615385,1.0,1.0,0.0,0.56680661,0.5215346160000001,0.320632029,0.063567064,0.031875274,0.0,9.905307614879085
5432,Wanna One,에너제틱,10,10,10,Dance,spring,male,K_POP,Group,1,2019.3.10,0.48224852100000004,0.44230769200000003,0.1,0.642512596,0.0,0.551930308,0.433678816,0.0,0.0,0.0,0.0,9.924286203808663
5433,레드벨벳,Power Up,10,5,10,Dance,spring,female,K_POP,Group,1,2019.3.10,0.520710059,0.480769231,0.13,0.48319743600000004,0.803725079,0.551930308,0.9569475040000001,0.095643176,0.012155168999999999,0.006066811,0.0,9.702417143855001
5434,(여자)아이들,한,10,10,10,Dance,spring,female,K_POP,Group,0,2019.3.10,0.532544379,0.240384615,0.53,0.34435399899999997,0.0,0.551930308,0.330664453,0.0,0.0,0.0,0.0,9.922864039474824
5435,Charlie Puth,Attention,10,10,10,Pop,spring,male,POP,Solo,1,2019.3.10,0.5502958579999999,0.663461538,0.31,0.636854858,0.0,0.529332838,0.0,0.0,0.0,0.0,0.0,9.925471858899073
5436,방탄소년단,IDOL,5,2,4,Rap/Hiphop,spring,male,K_POP,Group,1,2019.3.10,0.582840237,0.836538462,0.32,0.7870453409999999,0.848184435,0.477571876,0.7196848709999999,0.40814953200000004,0.097505095,0.023889663999999998,0.0,3.9485496408730114
5437,선미,사이렌,7,10,6,Dance,spring,female,K_POP,Solo,0,2019.3.10,0.51183432,0.403846154,0.2,0.294895127,0.0,0.551930308,1.0,0.547444218,0.17857142899999998,0.018665249,0.0,5.788308816606275
5438,정승환,잘 지내요,10,10,10,Drama,spring,male,OST,Solo,1,2019.3.10,0.597633136,0.307692308,0.42,0.258698005,0.0,0.613522263,0.330664453,0.314242595,0.061475684,0.051888573,0.0,9.81495347242766
5439,펀치,헤어지는 중,7,10,7,R&B/Soul,spring,female,K_POP,Solo,1,2019.3.10,0.582840237,0.403846154,0.42,0.8164797909999999,0.0,0.56680661,0.523477939,0.0,0.0,0.0,0.0,7.579049361973141
5440,로이킴,우리 그만하자,8,10,6,Ballad,spring,male,K_POP,Solo,1,2019.3.10,0.686390533,0.317307692,0.53,0.612619673,0.0,0.660567269,0.46624182299999994,0.19600120000000001,0.030183374,0.027603542999999998,0.0,5.873708572841757
5441,바이브,가을 타나 봐,4,10,4,Ballad,spring,male,K_POP,Group,1,2019.3.10,0.609467456,0.596153846,0.38,0.207039327,0.0,0.660567269,0.421637992,0.5947041160000001,0.21645021600000003,0.033484825,0.0,4.632660482268875
5442,임창정,하루도 그대를 사랑하지 않은 적이 없었다,5,10,4,Ballad,spring,male,K_POP,Solo,1,2019.3.10,0.642011834,0.586538462,0.29,0.18047397,0.0,0.660567269,0.550711944,0.169533715,0.024793388,0.027129476,0.0,4.828161749200284
5443,임한별,이별하러 가는 길,4,10,4,Ballad,spring,male,K_POP,Solo,1,2019.3.10,0.8313609470000001,0.682692308,0.64,0.369383223,0.0,0.660567269,0.447845891,0.0,0.0,0.0,0.0,4.810949220910537
5444,저스디스,IndiGO,9,4,9,Rap/Hiphop,spring,male,K_POP,Project,1,2019.3.10,0.636094675,0.384615385,0.21,0.35722981,0.816977665,0.477571876,0.515597832,0.0,0.0,0.0,0.0,9.234440667026263
5445,iKON,이별길,10,10,10,Ballad,spring,male,K_POP,Group,1,2019.3.10,0.630177515,0.22115384600000002,0.22,0.505326759,0.0,0.660567269,1.0,0.0,0.0,0.0,0.0,9.92537443014958
5446,"pH-1, Kid Milli, 루피",Good Day,6,10,5,Rap/Hiphop,spring,male,K_POP,Project,1,2019.3.10,0.713017751,0.567307692,0.32,0.49892198600000004,0.0,0.477571876,0.46624182299999994,0.0,0.0,0.0,0.0,4.991512334896839
5447,로꼬,시간이 들겠지,8,10,7,Rap/Hiphop,spring,male,K_POP,Solo,0,2019.3.10,0.609467456,0.355769231,0.37,0.087855801,0.0,0.477571876,0.42774203200000005,0.0,0.0,0.0,0.0,7.670115539502589
5448,아이유,삐삐,4,10,3,R&B/Soul,spring,female,K_POP,Solo,1,2019.3.10,0.5,0.7692307690000001,0.45,0.391818321,0.0,0.56680661,0.207039327,0.0,0.0,0.0,0.0,3.4824956226365202
5449,다비치,꿈처럼 내린,10,10,10,Drama,spring,female,OST,Duet,1,2019.3.10,0.591715976,0.22115384600000002,0.3,0.34435399899999997,0.0,0.613522263,0.554097624,0.27814208100000004,0.050505050999999995,0.022543336,0.0,9.923073606780136
5450,양다일,고백,4,10,3,Ballad,spring,male,K_POP,Solo,1,2019.3.10,0.547337278,0.596153846,0.32,0.170842204,0.0,0.660567269,0.545532118,0.0,0.0,0.0,0.0,3.5197052542073024
5451,자이언티,멋지게 인사하는 법,10,10,10,Ballad,spring,male,K_POP,Solo,1,2019.3.10,0.520710059,0.22115384600000002,0.16,0.289266783,0.0,0.660567269,0.33988623100000004,0.0,0.0,0.0,0.0,9.92013607160384
5452,멜로망스,선물,9,10,8,Indi,spring,male,K_POP,Duet,1,2019.3.10,0.695266272,0.961538462,0.24,0.114976033,0.0,0.513549813,0.704288107,0.0,0.0,0.0,0.0,8.005412052734567
5453,케이윌,내 생에 아름다운,3,10,3,Drama,spring,male,OST,Solo,1,2019.3.10,0.636094675,0.615384615,0.04,0.238046284,0.0,0.613522263,0.554097624,0.491895552,0.141414141,0.058550374,0.0,3.50609920259037
5454,EXO,Tempo,8,7,7,Dance,spring,male,K_POP,Group,0,2019.3.10,0.588757396,0.44230769200000003,0.35,0.653403284,0.7903213590000001,0.551930308,0.9569475040000001,0.48471826100000004,0.137122567,0.02486981,0.0,7.32742539490954
5455,IZ*ONE,라비앙로즈,7,10,6,Dance,spring,female,K_POP,Group,1,2019.3.10,0.571005917,0.346153846,0.15,0.519573706,0.0,0.551930308,0.33988623100000004,0.0,0.0,0.0,0.0,5.531911435154164
5456,폴킴,너를 만나,2,10,2,Ballad,spring,male,K_POP,Solo,1,2019.3.10,0.75443787,0.740384615,0.22,0.33988623100000004,0.0,0.660567269,0.430730756,0.0,0.0,0.0,0.0,1.9902589983925054
5457,SUPERBEE,수퍼비와,10,10,10,Rap/Hiphop,spring,male,K_POP,Solo,1,2019.3.10,0.7248520709999999,0.173076923,0.0,0.66275779,0.0,0.477571876,0.46624182299999994,0.0,0.0,0.0,0.0,9.914794851754598
5458,TWICE,YES or YES,3,1,3,Dance,spring,female,K_POP,Group,1,2019.3.10,0.627218935,0.615384615,0.94,0.705126325,0.858924542,0.551930308,0.8149733259999999,0.0,0.0,0.0,0.0,3.2639763004715974
5459,노을,너는 어땠을까,6,10,5,Ballad,spring,male,K_POP,Group,1,2019.3.10,0.6982248520000001,0.5,0.43,0.592480196,0.0,0.660567269,0.361357155,0.0,0.0,0.074759886,0.0,5.597634372349198
5460,웬디,Goodbye,10,10,10,Drama,spring,female,OST,Solo,1,2019.3.10,0.49704142,0.173076923,0.13,0.039505265,0.0,0.613522263,0.554097624,0.049855049000000005,0.0058244790000000005,0.029022946,0.0,9.813923727772618
5461,Queen,Bohemian Rhapsody,10,10,10,Foreign Movie,spring,male,OST,Band,1,2019.3.10,0.9733727809999999,0.317307692,0.31,0.476092568,0.0,1.0,0.659684276,0.0,0.0,0.0,0.0,9.740763019711075
5462,비투비,아름답고도 아프구나,6,10,5,Ballad,spring,male,K_POP,Group,1,2019.3.10,0.633136095,0.33653846200000004,0.27,0.46624182299999994,0.0,0.660567269,0.330664453,0.0,0.0,0.0,0.0,5.597634372349198
5463,제니,SOLO,3,2,2,Rap/Hiphop,spring,female,K_POP,Solo,1,2019.3.10,0.426035503,0.451923077,1.0,0.7915832890000001,0.857469755,0.477571876,1.0,0.0,0.0,0.0,0.0,2.7331089285829933
5464,하은,신용재,2,3,2,Ballad,spring,male,K_POP,Solo,1,2019.3.10,0.556213018,0.509615385,0.79,0.6939681059999999,0.8376555720000001,0.660567269,0.223096973,0.0,0.0,0.0,0.0,2.1554056582091334
5465,Ariana Grande,"thank u, next",4,7,3,Pop,spring,female,POP,Solo,1,2019.3.10,0.535502959,0.701923077,0.31,0.8337848729999999,0.790054046,0.529332838,0.82482407,0.0,0.0,0.0,0.0,4.319009275878415
5466,Wanna One,봄바람,10,10,9,Dance,spring,male,K_POP,Group,1,2019.3.10,0.621301775,0.182692308,0.1,0.642512596,0.0,0.551930308,0.33988623100000004,0.0,0.0,0.0,0.0,9.488951848233048
5467,황치열,그대가 내 안에 박혔다,10,10,10,Ballad,spring,male,K_POP,Solo,1,2019.3.10,0.618343195,0.173076923,0.3,0.418520254,0.0,0.660567269,0.230700527,0.106291469,0.013779773,0.008206951,0.0,9.919285684674767
5468,마마무,Wind flower,10,10,10,R&B/Soul,spring,female,K_POP,Group,0,2019.3.10,0.624260355,0.153846154,0.49,0.897386352,0.0,0.56680661,0.85447859,0.18245593100000002,0.027362126,0.013613742,0.0,9.938456186286068
5469,송민호,아낙네,3,6,2,Rap/Hiphop,spring,male,K_POP,Solo,1,2019.3.10,0.538461538,0.375,0.09,0.33988623100000004,0.793681931,0.477571876,1.0,0.0,0.0,0.0,0.0,3.407034223266436
5470,허각,흔한 이별,5,10,4,Ballad,spring,male,K_POP,Solo,1,2019.3.10,0.6686390529999999,0.403846154,0.5,0.127361065,0.0,0.660567269,0.61004013,0.033400736,0.003787879,0.034596637,0.0,4.826161613014868
5471,Sia,Snowman,10,10,10,Pop,spring,female,POP,Solo,1,2019.3.10,0.414201183,0.5,0.4,0.25203043,0.0,0.529332838,0.793260812,0.0,0.0,0.0,0.0,9.925471858899073
5472,김동률,동화,10,10,10,Ballad,spring,male,K_POP,Solo,1,2019.3.10,0.674556213,0.134615385,0.25,0.550711944,0.0,0.660567269,0.5966606289999999,0.619749376,0.23923445,0.092035054,0.0,9.919285684674767
5473,EXO,Love Shot,7,4,5,Dance,spring,male,K_POP,Group,1,2019.3.10,0.514792899,0.471153846,0.35,0.653403284,0.812199838,0.551930308,0.9569475040000001,0.48471826100000004,0.137122567,0.02486981,0.0,4.1975631986674955
5474,벤,180도,2,10,2,Ballad,spring,female,K_POP,Solo,1,2019.3.10,0.600591716,0.509615385,0.49,0.24515115199999998,0.0,0.660567269,0.421637992,0.0,0.0,0.0,0.0,1.9902589983925054
5475,오반,행복,9,6,8,Indi,spring,male,K_POP,Solo,1,2019.3.10,0.653846154,0.21153846199999998,0.1,0.127361065,0.802031616,0.513549813,0.150190483,0.0,0.0,0.0,0.0,8.04604287924019
5476,헤이즈,첫눈에,7,10,6,R&B/Soul,spring,female,K_POP,Solo,1,2019.3.10,0.532544379,0.201923077,0.37,0.265166517,0.0,0.56680661,0.33988623100000004,0.0,0.0,0.0,0.0,5.665430175500681
5477,WINNER,MILLIONS,4,5,3,Dance,spring,male,K_POP,Group,1,2019.3.10,0.538461538,0.33653846200000004,0.43,0.835625046,0.8049614540000001,0.551930308,1.0,0.0,0.0,0.0,0.0,4.029617730630804
5478,장덕철,알았다면,8,10,7,Ballad,spring,male,K_POP,Group,0,2019.3.10,0.642011834,0.23076923100000002,0.15,0.391818321,0.0,0.660567269,0.412146881,0.0,0.0,0.0,0.0,7.332414390913414
5479,윤건,너도 그냥 날 놓아주면 돼,2,10,1,Ballad,spring,male,K_POP,Solo,1,2019.3.10,0.659763314,0.384615385,0.63,0.595276094,0.0,0.660567269,0.57642255,0.0,0.0,0.040841049,0.0,1.8059555212792873
5480,Alan Walker,All Falls Down,10,10,10,Electronica,spring,male,POP,Solo,1,2019.3.10,0.51183432,0.567307692,0.25,0.885345528,0.769841689,0.569868328,0.0,0.0,0.0,0.0,0.0,9.915182846158974
5481,Alan Walker,Faded,10,10,10,Electronica,spring,male,POP,Solo,1,2019.3.10,0.553254438,0.394230769,0.25,0.885345528,0.7706133059999999,0.569868328,0.0,0.0,0.0,0.0,0.0,9.915182846158974
5482,Charlie Puth,One Call Away,10,10,10,Rock,spring,female,K_POP,Group,1,2019.3.10,0.48816568,0.653846154,0.31,0.636854858,0.0,0.5092992129999999,0.0,0.0,0.0,0.0,0.0,9.918074053083501
5483,Charlie Puth,We Don`t Talk Anymore,10,10,10,Pop,spring,male,POP,Solo,1,2019.3.10,0.568047337,0.43269230799999997,0.31,0.636854858,0.0,0.529332838,0.0,0.0,0.0,0.0,0.0,9.925471858899073
5484,Imagine Dragons,Believer,10,10,10,Rock,spring,male,POP,Group,1,2019.3.10,0.526627219,0.663461538,0.26,0.523477939,0.0,0.5092992129999999,0.0,0.0,0.0,0.0,0.0,9.918074053083501
5485,Marshmello & Anne-Marie,FRIENDS,10,10,10,Pop,spring,mixed,POP,Project,1,2019.3.10,0.5236686389999999,0.115384615,0.495,0.821427017,0.771374131,0.529332838,0.0,0.0,0.0,0.0,0.0,9.954639665636083
5486,Sam Smith,I`m Not The Only One,10,10,10,Pop,spring,male,POP,Solo,1,2019.3.10,0.633136095,0.269230769,0.16,0.603453633,0.0,0.529332838,0.0,0.0,0.0,0.0,0.0,9.925389392306634
5487,"The Chainsmokers, Coldplay",Something Just Like This,10,10,10,Pop,spring,male,POP,Project,1,2019.3.10,0.653846154,0.33653846200000004,0.3,0.734059782,0.0,0.529332838,0.793260812,0.0,0.0,0.0,0.0,9.9662104219708
5488,박원,노력,10,10,10,Ballad,spring,male,K_POP,Solo,1,2019.3.10,0.701183432,0.16346153800000002,0.11,0.817975855,0.0,0.660567269,1.0,0.0,0.0,0.0,0.0,9.919285684674767
5489,숀,습관,9,10,7,Electronica,spring,male,K_POP,Solo,0,2019.3.10,0.553254438,0.153846154,0.17,0.114976033,0.0,0.569868328,0.0,0.0,0.0,0.0,0.0,8.195622010102738
5490,엠씨더맥스,넘쳐흘러,1,10,1,Ballad,spring,male,K_POP,Band,1,2019.3.10,0.653846154,0.653846154,0.19,0.365407349,0.0,0.660567269,0.0,0.0,0.0,0.0,0.0,2.2158268607522302
5491,청하,벌써 12시,1,1,1,Dance,spring,female,K_POP,Solo,1,2019.3.10,0.579881657,0.653846154,0.56,0.447845891,0.875025352,0.551930308,0.0,0.152642249,0.021607377999999997,0.005954005,0.0,1.4814247884637837
5492,케이시,그때가 좋았어,1,10,1,Ballad,spring,female,K_POP,Solo,1,2019.3.10,0.618343195,0.644230769,0.57,0.707621697,0.0,0.660567269,0.557431214,0.0,0.0,0.0,0.0,1.8059555212792873
5493,하진,We all lie,10,10,8,Drama,spring,female,OST,Solo,1,2019.3.10,0.50295858,0.125,0.18,0.283488333,0.0,0.613522263,0.380891011,0.0,0.0,0.0,0.0,8.44071294553138
5494,황인욱,취하고 싶다,10,10,10,Ballad,spring,male,K_POP,Solo,1,2019.3.10,0.585798817,0.451923077,0.0,0.412146881,0.0,0.660567269,0.0,0.0,0.0,0.0,0.0,9.920218538196279
5495,god,길,10,10,10,Ballad,spring,male,K_POP,Group,1,2019.3.10,0.718934911,0.10576923099999999,0.49,0.595276094,0.0,0.660567269,0.7296225129999999,0.19828253,0.030671937000000003,0.02427108,0.0,9.911325819941583
5496,Maroon 5,Girls Like You,10,5,10,Pop,spring,male,POP,Band,1,2019.3.10,0.621301775,0.240384615,0.5,0.69484713,0.807547592,0.529332838,0.0,0.0,0.0,0.0,0.0,9.769913201592537
5497,Mike Perry,The Ocean,10,10,10,Electronica,spring,male,POP,Solo,1,2019.3.10,0.464497041,0.317307692,0.0,0.7419660309999999,0.0,0.569868328,0.0,0.0,0.0,0.0,0.0,9.915100379566535
5498,에이핑크,%%,9,8,7,Drama,spring,female,OST,Solo,1,2019.3.10,0.630177515,0.125,0.19,0.170842204,0.7800824759999999,0.613522263,0.61004013,0.272208351,0.048831752,0.011085386000000001,0.0,7.278209046397478
5499,Anne-Marie,2002,6,2,6,Pop,spring,female,POP,Solo,1,2019.3.10,0.476331361,0.634615385,0.47,0.796028143,0.8482764009999999,0.529332838,0.0,0.0,0.0,0.0,0.0,4.0146871071612225
5500,"Jvcki Wai, Young B, Osshun Gum, 한요한",띵,2,10,2,Rap/Hiphop,spring,male,POP,Solo,1,2019.3.10,0.44674556200000004,0.375,0.555,0.627483492,0.0,0.477571876,0.7181147259999999,0.0,0.0,0.0,0.0,2.5883876071306133
5501,박효신,야생화,10,10,10,Ballad,spring,male,K_POP,Solo,1,2019.3.10,0.846153846,0.134615385,0.39,0.207039327,0.0,0.660567269,0.793817113,0.373908342,0.082967987,0.057760890999999995,0.0,9.919285684674767
5502,여자친구,해야,6,5,4,Dance,spring,female,K_POP,Group,1,2019.3.10,0.565088757,0.16346153800000002,0.49,0.395341635,0.8083192090000001,0.551930308,0.16076229,0.27608531,0.049921077,0.0144244,0.0,4.532467606867527
5503,세븐틴,Home,8,4,6,R&B/Soul,spring,male,K_POP,Group,1,2019.3.10,0.526627219,0.153846154,0.46,0.6021119629999999,0.8139547690000001,0.56680661,0.265166517,0.906159637,0.709728868,0.166096647,0.0,4.533161238890358
5504,수퍼비,Heu !,10,10,10,Rap/Hiphop,spring,male,K_POP,Solo,1,2019.3.10,0.331360947,0.076923077,0.15,0.18047397,0.0,0.477571876,0.529205473,0.0,0.0,0.0,0.0,9.895780338103252
