,name,production,distributor,artist,time,score,rank,genre,runtime,sex,active_type
700,사랑에 연습이 있었다면 ,"꿈의엔진, 디원미디어",카카오 M,히키,2019.06.23~2019.06.29,6356941,101,가요 / 인디,04:14,여성,솔로
701,All Night ,"TakeOne Company, 빅히트엔터테인먼트",카카오 M,"방탄소년단, Juice WRLD",2019.06.23~2019.06.29,6323984,102,OST / 애니메이션/게임,03:37,남성,프로젝트
702,FRIENDS,Atlantic Records UK,Warner Music,"Marshmello, Anne-Marie",2019.06.23~2019.06.29,6128103,103,POP / 팝,03:23,혼성,프로젝트
703,Jamais Vu,빅히트 엔터테인먼트,Dreamus,방탄소년단,2019.06.23~2019.06.29,5753589,104,가요 / 랩/힙합,03:47,남성,그룹
704,Shape of You,Atlantic Records UK,Warner Music,Ed Sheeran,2019.06.23~2019.06.29,5716166,105,POP / 팝,03:54,남성,솔로
705,이 밤,브랜뉴뮤직,카카오 M,양다일,2019.06.23~2019.06.29,5642961,106,가요 / 발라드,03:47,남성,솔로
706,아낙네,YG Entertainment,YG PLUS,송민호,2019.06.23~2019.06.29,5568638,107,가요 / 랩/힙합,03:28,남성,솔로
707,MILLIONS,YG Entertainment,YG PLUS,WINNER,2019.06.23~2019.06.29,5401796,108,가요 / 댄스,03:28,남성,그룹
708,하루도 그대를 사랑하지 않은 적이 없었다,NH EMG,인터파크,임창정,2019.06.23~2019.06.29,5208174,109,가요 / 발라드,04:03,남성,솔로
709,Attention,Artist Partners,Warner Music,Charlie Puth,2019.06.23~2019.06.29,5198536,110,POP / 팝,03:32,남성,솔로
710,A Brand New Day ,"TakeOne Company, 빅히트엔터테인먼트",카카오 M,"방탄소년단, Zara Larsson",2019.06.23~2019.06.29,5119174,111,OST / 애니메이션/게임,03:25,혼성,프로젝트
711,가을 타나 봐,메이저나인,지니뮤직,바이브 ,2019.06.23~2019.06.29,5068181,112,가요 / 발라드,03:52,남성,그룹
712,Youth,Universal Music,Universal Music,Troye Sivan,2019.06.23~2019.06.29,5042467,113,POP / 팝,03:05,남성,솔로
713,Tempo,SM Entertainment,Dreamus,EXO,2019.06.23~2019.06.29,5034709,114,가요 / 댄스,03:45,남성,그룹
714,뚜두뚜두 ,YG Entertainment,YG PLUS,BLACKPINK,2019.06.23~2019.06.29,4991452,115,가요 / 댄스,03:29,여성,그룹
715,BREATHE,브랜뉴뮤직,Warner Music,AB6IX ,2019.06.23~2019.06.29,4783039,116,가요 / 댄스,03:38,남성,그룹
716,Good Day ,Stone Music Entertainment,지니뮤직,"pH-1, Kid Milli, 루피 ",2019.06.23~2019.06.29,4761383,117,가요 / 랩/힙합,04:27,남성,프로젝트
717,취하고 싶다 ,678 MUSIC,뮤직파운드,황인욱,2019.06.23~2019.06.29,4699342,118,가요 / 발라드,03:44,남성,솔로
718,미안해,브랜뉴뮤직,카카오 M,양다일,2019.06.23~2019.06.29,4656276,119,가요 / R&B/소울,03:49,남성,솔로
719,If I Can`t Have You,"Island Records, a division of UMG Recordings, Inc.",Universal Music,Shawn Mendes,2019.06.23~2019.06.29,4629046,120,POP / 팝,03:11,남성,솔로
