,name,production,distributor,artist,time,score,rank,name_artist,장르,런타임,성별,활동유형
3949,Damage,SM Entertainment,Dreamus,EXO,2019.01.06~2019.01.12,4088762,150,"EXO,Damage",가요 / 댄스,03:30,남성,그룹
3950,가끔 ,SM Entertainment,Dreamus,EXO,2019.01.06~2019.01.12,4082591,151,"EXO,가끔 ",가요 / R&B/소울,03:09,남성,그룹
3951,Love U,MNH Entertainment,Stone Music Entertainment,청하,2019.01.06~2019.01.12,4075484,152,"청하,Love U",가요 / 댄스,03:11,여성,솔로
3952,미리 메리 크리스마스 ,카카오 M,카카오 M,아이유 ,2019.01.06~2019.01.12,4069439,153,"아이유 ,미리 메리 크리스마스 ",가요 / 전체,04:30,여성,솔로
3953,시차 ,AOMG,Stone Music Entertainment,우원재,2019.01.06~2019.01.12,4057181,154,"우원재,시차 ",가요 / 랩/힙합,03:16,남성,솔로
3954,오아시스 ,SM Entertainment,Dreamus,EXO,2019.01.06~2019.01.12,4015353,155,"EXO,오아시스 ",가요 / R&B/소울,03:14,남성,그룹
3955,팔레트 ,"페이브엔터테인먼트,카카오 M",카카오 M,아이유 ,2019.01.06~2019.01.12,3998336,156,"아이유 ,팔레트 ",가요 / 발라드,03:38,여성,솔로
3956,후폭풍 ,SM Entertainment,Dreamus,EXO,2019.01.06~2019.01.12,3988258,157,"EXO,후폭풍 ",가요 / R&B/소울,03:57,남성,그룹
3957,집,"SWING Entertainment, Stone Music Entertainment",지니뮤직,Wanna One ,2019.01.06~2019.01.12,3968618,158,"Wanna One ,집",가요 / 댄스,03:50,남성,그룹
3958,One Call Away,Artist Partners,Warner Music,Charlie Puth,2019.01.06~2019.01.12,3960418,159,"Charlie Puth,One Call Away",가요 / 락,03:11,여성,그룹
3959,약속해요 ,"YMC엔터테인먼트, STONE MUSIC ENTERTAINMENT",Stone Music Entertainment,Wanna One ,2019.01.06~2019.01.12,3943459,160,"Wanna One ,약속해요 ",가요 / 댄스,03:41,남성,그룹
3960,All I Want For Christmas Is You,Columbia/Legacy,Sony Music,Mariah Carey,2019.01.06~2019.01.12,3940133,161,"Mariah Carey,All I Want For Christmas Is You",그외장르 / 캐롤,04:02,여성,솔로
3961,REALLY REALLY,YG Entertainment,지니뮤직,WINNER,2019.01.06~2019.01.12,3938813,162,"WINNER,REALLY REALLY",가요 / 댄스,03:23,남성,그룹
3962,We Don`t Talk Anymore ,Artist Partners,Warner Music,Charlie Puth,2019.01.06~2019.01.12,3918394,163,"Charlie Puth,We Don`t Talk Anymore ",POP / 팝,03:38,남성,솔로
3963,매트리스,매직스트로베리사운드,카카오 M,10cm,2019.01.06~2019.01.12,3911145,164,"10cm,매트리스",가요 / 인디,02:51,남성,솔로
3964,그대여야만 해요,"Stone Music Entertainment, 본팩토리","지니뮤직, Stone Music Entertainment",백아연,2019.01.06~2019.01.12,3899127,165,"백아연,그대여야만 해요",OST / 드라마,04:42,여성,솔로
3965,붕붕 ,Stone Music Entertainment,Stone Music Entertainment,김하온 ,2019.01.06~2019.01.12,3889972,166,"김하온 ,붕붕 ",가요 / 랩/힙합,03:55,남성,솔로
3966,마지막처럼,YG Entertainment,지니뮤직,BLACKPINK,2019.01.06~2019.01.12,3870485,167,"BLACKPINK,마지막처럼",가요 / 댄스,03:33,여성,그룹
3967,Closer ,"Disruptor Records, Columbia",Sony Music,The Chainsmokers,2019.01.06~2019.01.12,3868809,168,"The Chainsmokers,Closer ",POP / 팝,04:06,남성,듀엣
3968,소나기 ,어라운드 어스,카카오 M,용준형,2019.01.06~2019.01.12,3856559,169,"용준형,소나기 ",가요 / 랩/힙합,03:25,남성,솔로
3969,There`s Nothing Holdin` Me Back,"Island Records, a division of UMG Recordings, Inc.",Universal Music,Shawn Mendes,2019.01.06~2019.01.12,3824328,170,"Shawn Mendes,There`s Nothing Holdin` Me Back",POP / 팝,03:20,남성,솔로
3970,북향 ,아메바컬쳐,"지니뮤직, Stone Music Entertainment",다이나믹 듀오 ,2019.01.06~2019.01.12,3816804,171,"다이나믹 듀오 ,북향 ",가요 / 랩/힙합,03:46,남성,그룹
3971,밤이 되니까,냠냠엔터테인먼트,Stone Music Entertainment,펀치 ,2019.01.06~2019.01.12,3814113,172,"펀치 ,밤이 되니까",가요 / R&B/소울,03:26,여성,솔로
3972,Something Just Like This,"Disruptor Records, Columbia",Sony Music,"The Chainsmokers, Coldplay",2019.01.06~2019.01.12,3741208,173,"The Chainsmokers, Coldplay,Something Just Like This",POP / 팝,04:07,남성,프로젝트
3973,너였다면,Stone Music Entertainment,Stone Music Entertainment,정승환,2019.01.06~2019.01.12,3718298,174,"정승환,너였다면",OST / 드라마,04:33,남성,솔로
3974,노력,메이크어스엔터테인먼트,카카오 M,박원,2019.01.06~2019.01.12,3694606,175,"박원,노력",가요 / 발라드,04:23,남성,솔로
3975,Heart Shaker,JYP Entertainment,Dreamus,TWICE,2019.01.06~2019.01.12,3650477,176,"TWICE,Heart Shaker",가요 / 댄스,03:07,여성,그룹
3976,I Was Born To Love You,Queen Productions Ltd.,Universal Music,Queen,2019.01.06~2019.01.12,3623081,177,"Queen,I Was Born To Love You",POP / 락,04:49,남성,밴드
3977,Chandelier,Monkey Puzzle Records,Sony Music,Sia,2019.01.06~2019.01.12,3595170,178,"Sia,Chandelier",POP / 팝,03:36,여성,솔로
3978,I`m Not The Only One,Capitol Records,Universal Music,Sam Smith,2019.01.06~2019.01.12,3583778,179,"Sam Smith,I`m Not The Only One",POP / 팝,04:00,남성,솔로
3979,크리스마스니까,젤리피쉬 엔터테인먼트,Stone Music Entertainment,"성시경, 박효신, 이석훈, 서인국, 빅스 ",2019.01.06~2019.01.12,3583702,180,"성시경, 박효신, 이석훈, 서인국, 빅스 ,크리스마스니까",그외장르 / 캐롤,03:45,남성,프로젝트
3980,꽃 길,YG Entertainment,지니뮤직,빅뱅,2019.01.06~2019.01.12,3578576,181,"빅뱅,꽃 길",가요 / 트로트,03:18,여성,솔로
3981,명동콜링,더파이브문화산업전문회사,카카오 M,카더가든,2019.01.06~2019.01.12,3576575,182,"카더가든,명동콜링",가요 / 전체,03:57,남성,솔로
3982,나의 사춘기에게,쇼파르뮤직,카카오 M,볼빨간사춘기,2019.01.06~2019.01.12,3552896,183,"볼빨간사춘기,나의 사춘기에게",가요 / 인디,03:43,여성,솔로
3983,Faded,MER Musikk,Sony Music,Alan Walker,2019.01.06~2019.01.12,3550621,184,"Alan Walker,Faded",POP / 일렉트로니카,03:33,남성,솔로
3984,묻고싶다 ,"SWING Entertainment, Stone Music Entertainment",지니뮤직,Wanna One ,2019.01.06~2019.01.12,3529623,185,"Wanna One ,묻고싶다 ",가요 / 댄스,03:31,남성,그룹
3985,죽겠다 ,YG Entertainment,지니뮤직,iKON,2019.01.06~2019.01.12,3460393,186,"iKON,죽겠다 ",가요 / 댄스,03:14,남성,그룹
3986,FRIENDS,Atlantic Records UK,Warner Music,Marshmello & Anne-Marie,2019.01.06~2019.01.12,3437831,187,"Marshmello & Anne-Marie,FRIENDS",POP / 팝,03:23,혼성,프로젝트
3987,My Trouble,"쇼파르뮤직, 이들미디어",NHN벅스,볼빨간사춘기,2019.01.06~2019.01.12,3435068,188,"볼빨간사춘기,My Trouble",OST / 드라마,03:18,여성,솔로
3988,Trivia 轉 _ Seesaw,빅히트 엔터테인먼트,Dreamus,방탄소년단,2019.01.06~2019.01.12,3404846,189,"방탄소년단,Trivia 轉 _ Seesaw",가요 / 랩/힙합,04:06,남성,그룹
3989,빨간 맛 ,SM Entertainment,Dreamus,레드벨벳,2019.01.06~2019.01.12,3376868,190,"레드벨벳,빨간 맛 ",가요 / 댄스,03:11,여성,그룹
3990,Someone Like You,XL Recordings,강앤뮤직,Adele,2019.01.06~2019.01.12,3368878,191,"Adele,Someone Like You",POP / R&B/소울,04:46,여성,솔로
3991,Somebody To Love,"Virgin EMI Records, a division of Universal",Universal Music,Queen,2019.01.06~2019.01.12,3359225,192,"Queen,Somebody To Love",OST / 해외영화,04:56,남성,밴드
3992,Radio Ga Ga ,"Virgin EMI Records, a division of Universal",Universal Music,Queen,2019.01.06~2019.01.12,3356310,193,"Queen,Radio Ga Ga ",OST / 해외영화,04:06,남성,밴드
3993,Beautiful,"Stone Music Entertainment, 화앤담픽쳐스",Stone Music Entertainment,크러쉬 ,2019.01.06~2019.01.12,3353851,194,"크러쉬 ,Beautiful",OST / 드라마,03:48,남성,솔로
3994,폰서트,매직스트로베리사운드,카카오 M,10cm,2019.01.06~2019.01.12,3332207,195,"10cm,폰서트",가요 / 인디,03:18,남성,솔로
3995,별 보러 가자,블러썸엔터테인먼트,카카오 M,박보검,2019.01.06~2019.01.12,3274703,196,"박보검,별 보러 가자",가요 / 발라드,05:15,남성,솔로
3996,NoNo ,Stone Music Entertainment,Stone Music Entertainment,루피,2019.01.06~2019.01.12,3233100,197,"루피,NoNo ",가요 / 랩/힙합,05:30,남성,솔로
3997,The Ocean ,DF Records,Sony Music,Mike Perry,2019.01.06~2019.01.12,3226420,198,"Mike Perry,The Ocean ",POP / 일렉트로니카,03:03,남성,솔로
3998,XI ,AOMG,카카오 M,코드쿤스트,2019.01.06~2019.01.12,3222625,199,"코드쿤스트,XI ",가요 / 랩/힙합,03:43,남성,솔로
3999,Girls Like You ,Interscope Records,Universal Music,Maroon 5,2019.01.06~2019.01.12,3214089,200,"Maroon 5,Girls Like You",POP / 팝,03:56,남성,밴드
4000,넘쳐흘러,325 이엔씨,카카오 M,엠씨더맥스 ,2019.01.13~2019.01.19,48907313,1,"엠씨더맥스 ,넘쳐흘러",가요 / 발라드,04:07,남성,밴드
4001,벌써 12시,MNH Entertainment,"지니뮤직, Stone Music Entertainment",청하,2019.01.13~2019.01.19,44798276,2,"청하,벌써 12시",가요 / 댄스,03:42,여성,솔로
4002,띵 ,"인디고뮤직, 딩고뮤직",카카오 M,"Jvcki Wai, Young B, Osshun Gum, 한요한",2019.01.13~2019.01.19,38953819,3,"Jvcki Wai, Young B, Osshun Gum, 한요한,띵 ",POP / 랩/힙합,02:57,남성,솔로
4003,180도,메이저나인,지니뮤직,벤 ,2019.01.13~2019.01.19,36366248,4,"벤 ,180도",가요 / 발라드,03:49,여성,솔로
4004,SOLO,YG Entertainment,지니뮤직,제니 ,2019.01.13~2019.01.19,32110633,5,"제니 ,SOLO",가요 / 랩/힙합,02:50,여성,솔로
4005,신용재,인디안레이블,지니뮤직,하은 ,2019.01.13~2019.01.19,31878645,6,"하은 ,신용재",가요 / 발라드,03:34,남성,솔로
4006,아낙네,YG Entertainment,지니뮤직,송민호,2019.01.13~2019.01.19,27876451,7,"송민호,아낙네",가요 / 랩/힙합,03:28,남성,솔로
4007,너를 만나,뉴런뮤직,카카오 M,폴킴,2019.01.13~2019.01.19,27734576,8,"폴킴,너를 만나",가요 / 발라드,04:41,남성,솔로
4008,MILLIONS,YG Entertainment,지니뮤직,WINNER,2019.01.13~2019.01.19,27538811,9,"WINNER,MILLIONS",가요 / 댄스,03:28,남성,그룹
4009,"모든 날, 모든 순간 ",SM Entertainment,Dreamus,폴킴,2019.01.13~2019.01.19,24234053,10,"폴킴,모든 날, 모든 순간 ",OST / 드라마,03:31,남성,솔로
4010,YES or YES,JYP Entertainment,Dreamus,TWICE,2019.01.13~2019.01.19,23552210,11,"TWICE,YES or YES",가요 / 댄스,03:58,여성,그룹
4011,해야 ,쏘스뮤직,카카오 M,여자친구 ,2019.01.13~2019.01.19,23518238,12,"여자친구 ,해야 ",가요 / 댄스,03:37,여성,그룹
4012,초록빛,뉴런뮤직,카카오 M,폴킴,2019.01.13~2019.01.19,22018785,13,"폴킴,초록빛",가요 / 발라드,03:46,남성,솔로
4013,길 ,"iHQ, god",카카오 M,god,2019.01.13~2019.01.19,21368254,14,"god,길 ",가요 / 발라드,04:29,남성,그룹
4014,내 생에 아름다운,"뮤직앤뉴, 스튜디오앤뉴",뮤직앤뉴,케이윌 ,2019.01.13~2019.01.19,21197410,15,"케이윌 ,내 생에 아름다운",OST / 드라마,04:01,남성,솔로
4015,너도 그냥 날 놓아주면 돼,센토엔터테인먼트,지니뮤직,윤건,2019.01.13~2019.01.19,20910194,16,"윤건,너도 그냥 날 놓아주면 돼",가요 / 발라드,04:09,남성,솔로
4016,첫눈에,"Stone Music Entertainment, Studio blu",지니뮤직,헤이즈 ,2019.01.13~2019.01.19,19501576,17,"헤이즈 ,첫눈에",가요 / R&B/소울,03:26,여성,솔로
4017,삐삐,카카오 M,카카오 M,아이유 ,2019.01.13~2019.01.19,18713630,18,"아이유 ,삐삐",가요 / R&B/소울,03:15,여성,솔로
4018,가을 타나 봐,메이저나인,지니뮤직,바이브 ,2019.01.13~2019.01.19,18591548,19,"바이브 ,가을 타나 봐",가요 / 발라드,03:52,남성,그룹
4019,Love Shot,SM Entertainment,Dreamus,EXO,2019.01.13~2019.01.19,18406571,20,"EXO,Love Shot",가요 / 댄스,03:20,남성,그룹
4020,%%,플레이엠엔터테인먼트,카카오 M,에이핑크 ,2019.01.13~2019.01.19,18027866,21,"에이핑크 ,%%",OST / 드라마,03:59,여성,솔로
4021,고백,브랜뉴뮤직,카카오 M,양다일,2019.01.13~2019.01.19,17316267,22,"양다일,고백",가요 / 발라드,03:31,남성,솔로
4022,"thank u, next","Republic Records, a division of UMG Recordings,Inc",Universal Music,Ariana Grande,2019.01.13~2019.01.19,17286594,23,"Ariana Grande,thank u, next",POP / 팝,03:27,여성,솔로
4023,Way Back Home,디씨톰엔터테인먼트,Warner Music,숀 ,2019.01.13~2019.01.19,17282634,24,"숀 ,Way Back Home",가요 / 일렉트로니카,03:34,남성,솔로
4024,흔한 이별,플레이엠엔터테인먼트,카카오 M,허각,2019.01.13~2019.01.19,16826295,25,"허각,흔한 이별",가요 / 발라드,04:12,남성,솔로
4025,열애중,메이저나인,지니뮤직,벤 ,2019.01.13~2019.01.19,16367062,26,"벤 ,열애중",가요 / 발라드,04:31,여성,솔로
4026,습관 ,디씨톰엔터테인먼트,Warner Music,숀 ,2019.01.13~2019.01.19,16133760,27,"숀 ,습관 ",가요 / 일렉트로니카,03:33,남성,솔로
4027,하루도 그대를 사랑하지 않은 적이 없었다,NH EMG,인터파크,임창정,2019.01.13~2019.01.19,15512031,28,"임창정,하루도 그대를 사랑하지 않은 적이 없었다",가요 / 발라드,04:03,남성,솔로
4028,아름답고도 아프구나,큐브엔터테인먼트,카카오 M,비투비 ,2019.01.13~2019.01.19,15317804,29,"비투비 ,아름답고도 아프구나",가요 / 발라드,04:00,남성,그룹
4029,IDOL,빅히트 엔터테인먼트,Dreamus,방탄소년단,2019.01.13~2019.01.19,15154386,30,"방탄소년단,IDOL",가요 / 랩/힙합,03:43,남성,그룹
4030,이별하러 가는 길,모스트웍스,카카오 M,임한별,2019.01.13~2019.01.19,14583953,31,"임한별,이별하러 가는 길",가요 / 발라드,05:07,남성,솔로
4031,사계 ,325 이엔씨,카카오 M,엠씨더맥스 ,2019.01.13~2019.01.19,14090177,32,"엠씨더맥스 ,사계 ",가요 / 발라드,04:17,남성,밴드
4032,Tempo,SM Entertainment,Dreamus,EXO,2019.01.13~2019.01.19,13742130,33,"EXO,Tempo",가요 / 댄스,03:45,남성,그룹
4033,We all lie,JTBC콘텐트허브,Warner Music,하진,2019.01.13~2019.01.19,13558307,34,"하진,We all lie",OST / 드라마,03:16,여성,솔로
4034,Good Day ,Stone Music Entertainment,지니뮤직,"pH-1, Kid Milli, 루피",2019.01.13~2019.01.19,13216209,35,"pH-1, Kid Milli, 루피 ,Good Day",가요 / 랩/힙합,04:27,남성,프로젝트
4035,지나오다,닐로 컴퍼니,퍼플파인 엔터테인먼트,닐로 ,2019.01.13~2019.01.19,12732488,36,"닐로 ,지나오다",가요 / 발라드,04:41,남성,솔로
4036,뚜두뚜두 ,YG Entertainment,지니뮤직,BLACKPINK,2019.01.13~2019.01.19,12388676,37,"BLACKPINK,뚜두뚜두 ",가요 / 댄스,03:29,여성,그룹
4037,라비앙로즈 ,"Stone Music Entertainment, OFF THE RECORD Entertainment",지니뮤직,IZ*ONE ,2019.01.13~2019.01.19,11765631,38,"IZ*ONE ,라비앙로즈 ",가요 / 댄스,03:39,여성,그룹
4038,밤편지,"페이브엔터테인먼트,카카오 M",카카오 M,아이유 ,2019.01.13~2019.01.19,11472005,39,"아이유 ,밤편지",가요 / 발라드,04:13,여성,솔로
4039,사이렌 ,메이크어스엔터테인먼트,카카오 M,선미,2019.01.13~2019.01.19,11302213,40,"선미,사이렌 ",가요 / 댄스,03:19,여성,솔로
4040,그 남자를 떠나,"iHQ, god",카카오 M,god,2019.01.13~2019.01.19,11242521,41,"god,그 남자를 떠나",가요 / 댄스,03:24,남성,그룹
4041,너는 어땠을까,씨제스엔터테인먼트,카카오 M,노을,2019.01.13~2019.01.19,11163491,42,"노을,너는 어땠을까",가요 / 발라드,04:22,남성,그룹
4042,미안해,브랜뉴뮤직,카카오 M,양다일,2019.01.13~2019.01.19,11038269,43,"양다일,미안해",가요 / R&B/소울,03:49,남성,솔로
4043,Dance The Night Away,JYP Entertainment,Dreamus,TWICE,2019.01.13~2019.01.19,10992826,44,"TWICE,Dance The Night Away",가요 / 댄스,03:01,여성,그룹
4044,우리 그만하자,Stone Music Entertainment,지니뮤직,로이킴,2019.01.13~2019.01.19,10786936,45,"로이킴,우리 그만하자",가요 / 발라드,04:18,남성,솔로
4045,비,뉴런뮤직,카카오 M,폴킴,2019.01.13~2019.01.19,10732728,46,"폴킴,비",가요 / R&B/소울,03:58,남성,솔로
4046,헤어지는 중,냠냠엔터테인먼트,카카오 M,펀치 ,2019.01.13~2019.01.19,10381729,47,"펀치 ,헤어지는 중",가요 / R&B/소울,03:43,여성,솔로
4047,FAKE LOVE,빅히트 엔터테인먼트,Dreamus,방탄소년단,2019.01.13~2019.01.19,10216924,48,"방탄소년단,FAKE LOVE",가요 / 랩/힙합,04:02,남성,그룹
4048,Snowman,"Monkey Puzzle, Atlantic",Warner Music,Sia,2019.01.13~2019.01.19,10204321,49,"Sia,Snowman",POP / 팝,02:46,여성,솔로
4049,봄바람,"SWING Entertainment, Stone Music Entertainment",지니뮤직,Wanna One ,2019.01.13~2019.01.19,10100406,50,"Wanna One ,봄바람",가요 / 댄스,03:56,남성,그룹
4050,알았다면,리메즈,카카오 M,장덕철,2019.01.13~2019.01.19,10067224,51,"장덕철,알았다면",가요 / 발라드,04:03,남성,그룹
4051,시간이 들겠지 ,AOMG,카카오 M,로꼬 ,2019.01.13~2019.01.19,9984915,52,"로꼬 ,시간이 들겠지 ",가요 / 랩/힙합,03:52,남성,솔로
4052,Wind flower,RBW,카카오 M,마마무 ,2019.01.13~2019.01.19,9976534,53,"마마무 ,Wind flower",가요 / R&B/소울,03:57,여성,그룹
4053,그때 헤어지면 돼,"Stone Music Entertainment, MMO Entertainment",지니뮤직,로이킴,2019.01.13~2019.01.19,9855958,54,"로이킴,그때 헤어지면 돼",가요 / 발라드,04:09,남성,솔로
4054,가을 안부,먼데이키즈 컴퍼니,지니뮤직,먼데이 키즈 ,2019.01.13~2019.01.19,9626394,55,"먼데이 키즈 ,가을 안부",가요 / 발라드,05:03,남성,솔로
4055,flex ,"인디고뮤직, 딩고뮤직",카카오 M,"기리보이, Kid Milli, NO:EL, 스윙스 ",2019.01.13~2019.01.19,9621870,56,"기리보이, Kid Milli, NO:EL, 스윙스 ,flex ",가요 / 랩/힙합,03:46,남성,프로젝트
4056,봄날,빅히트 엔터테인먼트,Dreamus,방탄소년단,2019.01.13~2019.01.19,9582646,57,"방탄소년단,봄날",가요 / 댄스,04:34,남성,그룹
4057,IndiGO,인디고뮤직,카카오 M,저스디스 ,2019.01.13~2019.01.19,9509872,58,"저스디스 ,IndiGO",가요 / 랩/힙합,04:01,남성,프로젝트
4058,사랑을 했다 ,YG Entertainment,YG PLUS,iKON,2019.01.13~2019.01.19,9152147,59,"iKON,사랑을 했다 ",가요 / 랩/힙합,03:30,남성,그룹
4059,동화 ,뮤직팜,카카오 M,김동률,2019.01.13~2019.01.19,9122777,60,"김동률,동화 ",가요 / 발라드,04:14,남성,솔로
4060,행복,로맨틱팩토리,Warner Music,오반 ,2019.01.13~2019.01.19,9002291,61,"오반 ,행복",가요 / 인디,04:07,남성,솔로
4061,너 없인 안 된다,큐브엔터테인먼트,카카오 M,비투비 ,2019.01.13~2019.01.19,8829518,62,"비투비 ,너 없인 안 된다",가요 / 발라드,03:47,남성,그룹
4062,꿈처럼 내린,"뮤직앤뉴, 스튜디오앤뉴",뮤직앤뉴,다비치,2019.01.13~2019.01.19,8714517,63,"다비치,꿈처럼 내린",OST / 드라마,03:46,여성,듀엣
4063,멋지게 인사하는 법 ,The Black Label,YG PLUS,자이언티,2019.01.13~2019.01.19,8562795,64,"자이언티,멋지게 인사하는 법 ",가요 / 발라드,03:22,남성,솔로
4064,그리워하다,큐브엔터테인먼트,카카오 M,비투비 ,2019.01.13~2019.01.19,8323743,65,"비투비 ,그리워하다",가요 / 발라드,03:57,남성,그룹
4065,겨울이라 이런 거면 좋겠다,먼데이키즈 컴퍼니,카카오 M,먼데이 키즈 ,2019.01.13~2019.01.19,8320900,66,"먼데이 키즈 ,겨울이라 이런 거면 좋겠다",가요 / 발라드,05:12,남성,솔로
