st_day,dc_total_numb,dc_mean_reccomend,dc_mean_views,artist
2014-05-11,1,463,39085,유연석
2014-06-29,1,524,84836,유연석
2018-03-25,51,2.4081632653061225,142.3877551020408,유연석
2018-04-01,322,3.1205211726384365,180.05211726384366,유연석
2018-04-08,306,3.0303030303030303,163.88215488215488,유연석
2018-04-15,233,1.3612334801762114,142.3568281938326,유연석
2018-04-22,281,0.810077519379845,126.62403100775194,유연석
2018-04-29,263,0.5043478260869565,161.78695652173914,유연석
2018-05-06,210,0.29842931937172773,122.01570680628272,유연석
2018-05-13,254,0.45161290322580644,108.30645161290323,유연석
2018-05-20,242,1.2173913043478262,143.67391304347825,유연석
2018-05-27,208,1.8040201005025125,138.09045226130652,유연석
2018-06-03,231,2.6305418719211824,119.00492610837438,유연석
2018-06-10,239,1.1155555555555556,105.82222222222222,유연석
2018-06-17,235,2.9855072463768115,128.88888888888889,유연석
2018-06-24,294,4,199.95634920634922,유연석
2018-07-01,315,2.057142857142857,148.55510204081634,유연석
2018-07-08,299,3.996389891696751,223.72924187725633,유연석
2018-07-15,324,5.370491803278688,260.5081967213115,유연석
2018-07-22,327,6.751824817518248,306.75912408759126,유연석
2018-07-29,301,5.879432624113475,312.4326241134752,유연석
2018-08-05,241,7.6581196581196584,367.4871794871795,유연석
2018-08-12,278,9.657992565055762,404.6728624535316,유연석
2018-08-19,307,10.043189368770765,400.98338870431894,유연석
2018-08-26,338,7.80327868852459,365.35737704918034,유연석
2018-09-02,429,8.423076923076923,375.06666666666666,유연석
2018-09-09,457,7.284653465346534,373.9331683168317,유연석
2018-09-16,439,8.202702702702704,427.0405405405405,유연석
2018-09-23,486,8.5054704595186,400.24507658643324,유연석
2018-09-30,702,10.12093023255814,495.9720930232558,유연석
2018-10-07,793,6.495145631067961,509.90568654646324,유연석
2018-10-14,562,6.1086519114688125,434.5633802816901,유연석
2018-10-21,817,4.801047120418848,336.1819371727749,유연석
2018-10-28,736,5.85861561119293,399.5817378497791,유연석
2018-11-04,638,4.523809523809524,385.43027210884355,유연석
2018-11-11,564,5.368110236220472,361.13582677165357,유연석
2018-11-18,432,5.812658227848101,392.8075949367089,유연석
2018-11-25,698,3.631321370309951,245.59869494290376,유연석
2018-12-02,396,4.980337078651686,368.48595505617976,유연석
2018-12-09,405,5.217032967032967,316.85164835164835,유연석
2018-12-16,376,3.978527607361963,301.05828220858893,유연석
2018-12-23,428,5.8791208791208796,300.1263736263736,유연석
2018-12-30,363,8.009036144578314,335.55120481927713,유연석
2019-01-06,367,6.589171974522293,272.95222929936307,유연석
2019-01-13,275,6.675889328063241,321.2292490118577,유연석
2019-01-20,204,6.258620689655173,422.6264367816092,유연석
2019-01-27,335,7.1743421052631575,334.4111842105263,유연석
2019-02-03,183,3.8488372093023258,350.8139534883721,유연석
2019-02-10,275,4.237903225806452,227.0483870967742,유연석
2019-02-17,304,3.579861111111111,230.74305555555554,유연석
2019-02-24,309,2.829090909090909,227.70909090909092,유연석
2019-03-03,253,3.4786324786324787,227.53846153846155,유연석
2019-03-10,260,2.965367965367965,201.74891774891776,유연석
2019-03-17,210,3.5210526315789474,229.89473684210526,유연석
2019-03-24,272,3.6311475409836067,230.73360655737704,유연석
2019-03-31,293,3.0120481927710845,165.6265060240964,유연석
2019-04-07,257,2.3588709677419355,149.68548387096774,유연석
2019-04-14,241,2.537313432835821,121.30348258706468,유연석
2019-04-21,217,2.711864406779661,155.89830508474577,유연석
2019-04-28,231,7.427083333333333,245.80729166666666,유연석
2019-05-05,185,1,124.19018404907976,유연석
2019-05-12,175,3.335714285714286,229.11428571428573,유연석
2019-05-19,149,4.3826086956521735,224.94782608695652,유연석
2019-05-26,149,4.8125,250.8875,유연석
2019-06-02,118,2.8131868131868134,208.5934065934066,유연석
2019-06-09,117,2.336283185840708,178.47787610619469,유연석
2019-06-16,104,3.963855421686747,178.42168674698794,유연석
2019-06-23,108,4.833333333333333,236.29166666666666,유연석
2019-06-30,108,2.6914893617021276,169.8404255319149,유연석
2019-07-07,64,6.260869565217392,390.30434782608694,유연석
2019-07-14,95,1.1764705882352942,160.48529411764707,유연석
2019-07-21,74,3.903225806451613,230.03225806451613,유연석
2019-07-28,47,2.409090909090909,230.88636363636363,유연석
2019-08-04,79,3.0606060606060606,207.54545454545453,유연석
2019-08-11,85,1.9759036144578312,222.97590361445782,유연석
2019-08-18,71,0.9565217391304348,151.36231884057972,유연석
2019-08-25,84,3.9746835443037973,203.8227848101266,유연석
2019-09-01,69,3.925373134328358,229.16417910447763,유연석
2019-09-08,56,3.660377358490566,223,유연석
2019-09-15,53,6.115384615384615,285.7307692307692,유연석
2019-09-22,135,0.9307692307692308,147.56153846153848,유연석
2019-09-29,78,6.25,348.27941176470586,유연석
2019-10-06,68,4.666666666666667,263.74242424242425,유연석
2019-10-13,45,5.829268292682927,319.4390243902439,유연석
2019-10-20,77,5.773333333333333,337.04,유연석
2019-10-27,78,5.549295774647887,255.30985915492957,유연석
2019-11-03,75,4.492957746478873,248.64788732394365,유연석
2019-11-10,76,4.4,229.04285714285714,유연석
2019-11-17,108,3.9215686274509802,237.99019607843138,유연석
2019-11-24,95,2.7032967032967035,196.4835164835165,유연석
2019-12-01,63,5.310344827586207,308.3965517241379,유연석
2019-12-08,61,1.3793103448275863,231.22413793103448,유연석
2019-12-15,77,7.8493150684931505,404.16438356164383,유연석
2019-12-22,74,2.365079365079365,227.61904761904762,유연석
2019-12-29,64,7.666666666666667,284.46666666666664,유연석
2020-01-05,42,9.2,390.725,유연석
2020-01-12,43,5,227.94285714285715,유연석
2020-01-19,54,10.285714285714286,365.14285714285717,유연석
2020-01-26,43,14.857142857142858,423.42857142857144,유연석
2020-02-02,55,8.595744680851064,273.4468085106383,유연석
2020-02-09,43,9.333333333333334,277.64285714285717,유연석
2020-02-16,35,11.545454545454545,360.2121212121212,유연석
2020-02-23,35,8.5625,265.78125,유연석
2020-03-01,59,10.716981132075471,329.8679245283019,유연석
2020-03-08,90,14.119047619047619,390.9047619047619,유연석
2020-03-15,97,12.666666666666666,357.4942528735632,유연석
2020-03-22,73,7.676470588235294,306.61764705882354,유연석
2020-03-29,95,11.936170212765957,354.531914893617,유연석
2020-04-05,94,12.023255813953488,414.3837209302326,유연석
2020-04-12,41,15.181818181818182,486.6363636363636,유연석
2020-04-19,106,7.923076923076923,315.9010989010989,유연석
2020-04-26,48,20.925,540.8,유연석
2020-05-03,22,19.15,394.15,유연석
2012-06-24,1,86,19572,유인나
2018-03-25,20,2.736842105263158,364.8421052631579,유인나
2018-04-01,34,1.6176470588235294,398.05882352941177,유인나
2018-04-08,24,0.6666666666666666,271.0952380952381,유인나
2018-04-15,20,1.8333333333333333,556.8333333333334,유인나
2018-04-22,25,3.12,353.64,유인나
2018-04-29,25,1.5,304.2916666666667,유인나
2018-05-06,24,0.6666666666666666,547.5238095238095,유인나
2018-05-13,16,0.5,385.3125,유인나
2018-05-20,20,0.6,425.6,유인나
2018-05-27,43,1.425,367.6,유인나
2018-06-03,48,1.488888888888889,398,유인나
2018-06-10,25,0.44,249.28,유인나
2018-06-17,34,0.4827586206896552,250.06896551724137,유인나
2018-06-24,39,0.8076923076923077,245.1153846153846,유인나
2018-07-01,46,0.3333333333333333,788.0952380952381,유인나
2018-07-08,25,0.4666666666666667,282.4,유인나
2018-07-15,21,0.2,638.7,유인나
2018-07-22,19,0.7692307692307693,469.61538461538464,유인나
2018-07-29,10,0.3,282.4,유인나
2018-08-05,15,0.13333333333333333,288.46666666666664,유인나
2018-08-12,9,2.6666666666666665,305.1111111111111,유인나
2018-08-19,13,0.6666666666666666,278.5833333333333,유인나
2018-08-26,10,1.1,290.1,유인나
2018-09-02,17,3.933333333333333,522.0666666666667,유인나
2018-09-09,32,1.2333333333333334,397.26666666666665,유인나
2018-09-16,22,1.4210526315789473,301.3157894736842,유인나
2018-09-23,13,0.6153846153846154,302.61538461538464,유인나
2018-09-30,23,0.9090909090909091,266.1363636363636,유인나
2018-10-07,22,0.8571428571428571,271.85714285714283,유인나
2018-10-14,51,0.6153846153846154,295.4871794871795,유인나
2018-10-21,19,1.7894736842105263,1144.7368421052631,유인나
2018-10-28,18,2.0555555555555554,390.22222222222223,유인나
2018-11-04,12,0.5,329.3333333333333,유인나
2018-11-11,18,0.7857142857142857,318.92857142857144,유인나
2018-11-18,17,0.6428571428571429,321.57142857142856,유인나
2018-11-25,16,0.9375,290.625,유인나
2018-12-02,22,0.7368421052631579,322.89473684210526,유인나
2018-12-09,16,1.6666666666666667,311.0833333333333,유인나
2018-12-16,25,2.5,310.875,유인나
2018-12-23,22,3.2,328.3,유인나
2018-12-30,17,5.25,2377.125,유인나
2019-01-06,21,5.55,289.25,유인나
2019-01-13,17,1.8125,242.375,유인나
2019-01-20,39,2.888888888888889,862.8333333333334,유인나
2019-01-27,51,3.130434782608696,1185.1521739130435,유인나
2019-02-03,66,1.7096774193548387,501.56451612903226,유인나
2019-02-10,45,4.088888888888889,1263.1333333333334,유인나
2019-02-17,52,1.2916666666666667,1080.6666666666667,유인나
2019-02-24,53,1.44,805.42,유인나
2019-03-03,57,2.185185185185185,726.7962962962963,유인나
2019-03-10,63,0.95,820.95,유인나
2019-03-17,52,1.0588235294117647,648.8039215686274,유인나
2019-03-24,65,2.3230769230769233,603.7076923076924,유인나
2019-03-31,46,5,867.8571428571429,유인나
2019-04-07,20,0.7142857142857143,368.57142857142856,유인나
2019-04-14,26,3.9583333333333335,413.625,유인나
2019-04-21,32,1.6,338.76666666666665,유인나
2019-04-28,283,1.1054852320675106,252.1139240506329,유인나
2019-05-05,22,2.6666666666666665,449.27777777777777,유인나
2019-05-12,30,1.9333333333333333,385.96666666666664,유인나
2019-05-19,20,3.0555555555555554,403.55555555555554,유인나
2019-05-26,15,0.9285714285714286,373.14285714285717,유인나
2019-06-02,25,3.75,379.125,유인나
2019-06-09,38,1.588235294117647,314.52941176470586,유인나
2019-06-16,21,1.45,321.3,유인나
2019-06-23,23,1.0434782608695652,291.17391304347825,유인나
2019-06-30,14,1.6153846153846154,403.2307692307692,유인나
2019-07-07,22,2.263157894736842,417.94736842105266,유인나
2019-07-14,18,2.7142857142857144,346.42857142857144,유인나
2019-07-21,21,0.75,295.4,유인나
2019-07-28,15,0.8,297.8,유인나
2019-08-04,14,1.2142857142857142,334.64285714285717,유인나
2019-08-11,12,0.5454545454545454,342.6363636363636,유인나
2019-08-18,19,0.9411764705882353,334.3529411764706,유인나
2019-08-25,16,0.8,297.8666666666667,유인나
2019-09-01,20,1.1111111111111112,240.16666666666666,유인나
2019-09-08,25,4.76,322.08,유인나
2019-09-15,30,1.5833333333333333,275.2083333333333,유인나
2019-09-22,20,0.7,269.3,유인나
2019-09-29,37,2.09375,330.125,유인나
2019-10-06,28,0.2916666666666667,254.20833333333334,유인나
2019-10-13,36,0.12121212121212122,219.57575757575756,유인나
2019-10-20,21,0.5263157894736842,283.5263157894737,유인나
2019-10-27,16,0.26666666666666666,271.1333333333333,유인나
2019-11-03,22,1.263157894736842,341.63157894736844,유인나
2019-11-10,16,0.21428571428571427,277.2857142857143,유인나
2019-11-17,32,1.3793103448275863,376.86206896551727,유인나
2019-11-24,15,1.0769230769230769,404,유인나
2019-12-01,12,0.7272727272727273,270.3636363636364,유인나
2019-12-08,12,1.25,359.5833333333333,유인나
2019-12-15,15,1.2142857142857142,310,유인나
2019-12-22,13,5.846153846153846,426.7692307692308,유인나
2019-12-29,14,3.8461538461538463,357.3076923076923,유인나
2020-01-05,11,4.454545454545454,386.8181818181818,유인나
2020-01-12,11,0.4,304.5,유인나
2020-01-19,10,2.9,342,유인나
2020-01-26,13,1.0769230769230769,210.69230769230768,유인나
2020-02-02,14,2.0714285714285716,242.14285714285714,유인나
2020-02-09,23,1.608695652173913,210.82608695652175,유인나
2020-02-16,17,1.1875,231.1875,유인나
2020-02-23,18,0.7142857142857143,205.92857142857142,유인나
2020-03-01,14,1.5714285714285714,193.35714285714286,유인나
2020-03-08,11,2.5555555555555554,265.8888888888889,유인나
2020-03-15,21,1.4736842105263157,156.1578947368421,유인나
2020-03-22,11,1.2,200,유인나
2020-03-29,13,2.5,207.41666666666666,유인나
2020-04-05,17,2.7142857142857144,214.28571428571428,유인나
2020-04-12,10,3.1,202.4,유인나
2020-04-19,10,3,172.1,유인나
2020-04-26,10,1.6,113,유인나
2020-05-03,9,2.375,83.875,유인나
2018-03-25,3,38,1147.3333333333333,유재석
2018-04-01,66,34.57142857142857,1252.6190476190477,유재석
2018-04-08,60,33.05263157894737,1266.7368421052631,유재석
2018-04-15,42,29.21212121212121,1244.2727272727273,유재석
2018-04-22,58,28.96078431372549,999.8823529411765,유재석
2018-04-29,143,25.359223300970875,871.8252427184466,유재석
2018-05-06,80,27,1074.64,유재석
2018-05-13,164,28.821428571428573,1020.4107142857143,유재석
2018-05-20,206,37.10344827586207,1205.6896551724137,유재석
2018-05-27,193,32.48780487804878,1216.341463414634,유재석
2018-06-03,65,32,1311.1666666666667,유재석
2018-06-10,37,47.44827586206897,1654.7931034482758,유재석
2018-06-17,34,54.57142857142857,1872,유재석
2018-06-24,39,34.27777777777778,1383.4444444444443,유재석
2018-07-01,67,39.88235294117647,1344.1176470588234,유재석
2018-07-08,40,40.8125,1581.9375,유재석
2018-07-15,73,34.34285714285714,1253.142857142857,유재석
2018-07-22,36,36.45,1400.75,유재석
2018-07-29,37,42,1581.9375,유재석
2018-08-05,45,35.36363636363637,1777.3636363636363,유재석
2018-08-12,58,32.55813953488372,1071.5116279069769,유재석
2018-08-19,41,45.473684210526315,1867.3157894736842,유재석
2018-08-26,54,33.903225806451616,1404.967741935484,유재석
2018-09-02,69,34.5,1265.5416666666667,유재석
2018-09-09,79,33.275862068965516,1268.5172413793102,유재석
2018-09-16,95,36.093023255813954,1353.1162790697674,유재석
2018-09-23,49,37,1255.92,유재석
2018-09-30,54,43.083333333333336,1491.361111111111,유재석
2018-10-07,54,55.054054054054056,1473.6756756756756,유재석
2018-10-14,55,64.78125,1574.78125,유재석
2018-10-21,135,56.47826086956522,1493.768115942029,유재석
2018-10-28,63,113.48484848484848,1807.5757575757575,유재석
2018-11-04,55,75.42307692307692,1672.1923076923076,유재석
2018-11-11,87,47.84444444444444,1240.9555555555555,유재석
2018-11-18,123,55.34090909090909,1404.1818181818182,유재석
2018-11-25,73,53.05,1231.6,유재석
2018-12-02,133,48.04081632653061,1143.6326530612246,유재석
2018-12-09,151,70.9375,1360.0625,유재석
2018-12-16,211,37.73684210526316,1137.9473684210527,유재석
2018-12-23,182,33.7536231884058,987.4057971014493,유재석
2018-12-30,47,48.93103448275862,1273.5172413793102,유재석
2019-01-06,42,59.78947368421053,1499.0526315789473,유재석
2019-01-13,31,60.529411764705884,1424.7058823529412,유재석
2019-01-20,59,57.6875,1531.65625,유재석
2019-01-27,65,47.476190476190474,1410.7619047619048,유재석
2019-02-03,44,51.193548387096776,1401.0645161290322,유재석
2019-02-10,80,32.19672131147541,1160.8524590163934,유재석
2019-02-17,68,32.1,1147.02,유재석
2019-02-24,141,30.29824561403509,1034.9298245614036,유재석
2019-03-03,102,31.866666666666667,1067.3111111111111,유재석
2019-03-10,99,28.826923076923077,1003.4423076923077,유재석
2019-03-17,73,30.11904761904762,1083.5714285714287,유재석
2019-03-24,72,34.152542372881356,991.7118644067797,유재석
2019-03-31,70,47.38181818181818,1284.6363636363637,유재석
2019-04-07,71,56.63265306122449,1174.7551020408164,유재석
2019-04-14,167,33.7029702970297,629.4059405940594,유재석
2019-04-21,243,41.36,793.4266666666666,유재석
2019-04-28,114,39.49152542372882,749.5762711864406,유재석
2019-05-05,106,40.58571428571429,637.5428571428571,유재석
2019-05-12,191,40.22222222222222,696.5277777777778,유재석
2019-05-19,98,38.851351351351354,675.9864864864865,유재석
2019-05-26,54,51.1875,775.125,유재석
2019-06-02,57,46.32,632.98,유재석
2019-06-09,94,40.87951807228916,637.3975903614457,유재석
2019-06-16,70,44.19230769230769,725.7692307692307,유재석
2019-06-23,52,37.76744186046512,639.1627906976744,유재석
2019-06-30,89,34.816901408450704,588.7887323943662,유재석
2019-07-07,85,36.171875,608.421875,유재석
2019-07-14,106,34.53012048192771,615.289156626506,유재석
2019-07-21,146,32.21008403361345,537.4453781512605,유재석
2019-07-28,154,27.92622950819672,559.2459016393443,유재석
2019-08-04,113,23.45977011494253,579.528735632184,유재석
2019-08-11,150,24.545454545454547,572.9909090909091,유재석
2019-08-18,127,22.71276595744681,579.7872340425532,유재석
2019-08-25,169,24.60902255639098,639.8045112781955,유재석
2019-09-01,130,24.205607476635514,570.0467289719626,유재석
2019-09-08,131,23.55045871559633,574.8715596330276,유재석
2019-09-15,129,27.51063829787234,615.8829787234042,유재석
2019-09-22,155,27.521367521367523,634.8717948717949,유재석
2019-09-29,138,26.45945945945946,577.5855855855856,유재석
2019-10-06,164,28.985915492957748,686.7676056338029,유재석
2019-10-13,169,25.448979591836736,579.4897959183673,유재석
2019-10-20,198,25.693181818181817,573.6875,유재석
2019-10-27,135,33.306306306306304,667.5855855855856,유재석
2019-11-03,171,29.85135135135135,655.8243243243244,유재석
2019-11-10,212,27.817073170731707,636.8719512195122,유재석
2019-11-17,284,28.937007874015748,674.6062992125984,유재석
2019-11-24,235,28.973958333333332,726.625,유재석
2019-12-01,193,31.523489932885905,760.4429530201343,유재석
2019-12-08,220,36.64705882352941,786.8039215686274,유재석
2019-12-15,696,20.54158215010142,543.0020283975659,유재석
2019-12-22,537,19.78048780487805,533.7951219512195,유재석
2019-12-29,725,19.46031746031746,522.7579365079365,유재석
2020-01-05,229,27.303571428571427,709.2916666666666,유재석
2020-01-12,200,34.27814569536424,884.0331125827814,유재석
2020-01-19,155,34.368852459016395,850.7704918032787,유재석
2020-01-26,203,23.986577181208055,718.8255033557047,유재석
2020-02-02,224,24.774390243902438,770.2865853658536,유재석
2020-02-09,271,27.271186440677965,822.0847457627119,유재석
2020-02-16,179,30.333333333333332,860.6095238095238,유재석
2020-02-23,178,32.59047619047619,856.2761904761904,유재석
2020-03-01,233,31.968992248062015,863.2480620155038,유재석
2020-03-08,239,29.490066225165563,767.9205298013245,유재석
2020-03-15,190,35.054054054054056,926.9549549549549,유재석
2020-03-22,139,38.02597402597402,938.5194805194806,유재석
2020-03-29,191,28.580645161290324,710.3951612903226,유재석
2020-04-05,165,31.592105263157894,861.4736842105264,유재석
2020-04-12,175,30.43877551020408,739.6836734693877,유재석
2020-04-19,257,32.37837837837838,711.1824324324324,유재석
2020-04-26,159,34.27884615384615,803.2884615384615,유재석
2020-05-03,65,37.22222222222222,812.8611111111111,유재석
2017-06-11,1,0,809,유지태
2017-08-27,1,5,1237,유지태
2017-09-10,1,0,535,유지태
2017-09-17,1,0,918,유지태
2017-10-01,1,0,1235,유지태
2017-10-08,2,0,556.5,유지태
2017-11-19,4,0,682,유지태
2017-12-10,7,2.6,716,유지태
2017-12-17,1,0,509,유지태
2018-01-21,1,0,664,유지태
2018-01-28,1,0,483,유지태
2018-09-02,1,1,400,유지태
2018-10-14,1,0,618,유지태
2018-11-11,1,9,418,유지태
2018-11-18,1,0,309,유지태
2019-02-10,1,5,440,유지태
2019-03-10,1,2,455,유지태
2019-03-17,2,3,456,유지태
2019-03-24,1,8,494,유지태
2019-04-07,2,2.5,561,유지태
2019-05-26,1,3,409,유지태
2019-07-28,1,3,371,유지태
2020-04-26,1,6,90,유지태
2020-05-03,15,4.714285714285714,69.28571428571429,유지태
2016-02-14,10,8.833333333333334,1593.1666666666667,유진
2016-02-21,2,15.5,1624,유진
2016-02-28,5,38.5,1694.5,유진
2016-03-06,1,53,2101,유진
2016-03-13,2,35.5,2227.5,유진
2016-03-20,3,22.333333333333332,1873,유진
2016-03-27,3,17.666666666666668,2095.6666666666665,유진
2016-04-17,1,17,1840,유진
2016-06-26,1,13,1878,유진
2017-01-22,1,13,1236,유진
2017-02-26,1,13,644,유진
2017-03-26,1,20,1084,유진
2017-10-01,1,8,887,유진
2018-06-17,1,2,207,유진
2018-08-19,1,14,198,유진
2018-09-30,1,1,169,유진
2018-10-21,1,0,76,유진
2018-10-28,2,6.5,141,유진
2018-11-04,3,11.666666666666666,99.33333333333333,유진
2018-11-11,3,11,86,유진
2018-11-18,2,9.5,57.5,유진
2018-11-25,14,10,72.07142857142857,유진
2018-12-02,9,11.142857142857142,112.57142857142857,유진
2018-12-09,7,4.25,117.5,유진
2019-01-06,2,2.5,93,유진
2019-01-13,6,1.3333333333333333,123.83333333333333,유진
2019-01-20,24,1.7142857142857142,157.42857142857142,유진
2019-01-27,7,1.1428571428571428,183,유진
2019-02-03,3,1.3333333333333333,206,유진
2019-02-10,2,1,221.5,유진
2019-02-17,4,3,243.25,유진
2019-03-03,1,3,301,유진
2019-04-28,1,2,198,유진
2019-05-05,13,2.5384615384615383,183.76923076923077,유진
2019-05-12,2,0.5,194,유진
2019-05-19,3,1.6666666666666667,236.66666666666666,유진
2019-05-26,1,2,213,유진
2019-06-02,1,0,149,유진
2019-06-16,2,2,192.5,유진
2019-07-14,2,3,166,유진
2019-07-28,4,1,146.75,유진
2019-08-04,7,2,129.71428571428572,유진
2019-09-29,15,1.4666666666666666,87.73333333333333,유진
2019-10-06,5,1.6,82.6,유진
2019-10-13,30,1,79.43333333333334,유진
2019-10-20,8,1.8571428571428572,101.14285714285714,유진
2019-10-27,15,0.6428571428571429,108.14285714285714,유진
2019-11-03,16,0.6,146.86666666666667,유진
2019-11-10,16,0.8125,170.8125,유진
2019-11-17,8,1.375,158.875,유진
2019-11-24,6,3.5,208.66666666666666,유진
2020-02-16,1,0,157,유진
2020-03-01,8,1.2857142857142858,127.57142857142857,유진
2020-03-08,2,1,115.5,유진
2020-03-15,6,1.5,122,유진
2020-03-22,4,2.25,120.75,유진
2020-04-05,27,1.1818181818181819,65.63636363636364,유진
2020-04-12,3,6.333333333333333,60,유진
2020-04-19,1,1,44,유진
2020-05-03,9,1.375,25.5,유진
2017-10-01,6,7.8,455.8,유진박
2017-10-08,3,5.333333333333333,336.3333333333333,유진박
2017-10-15,5,3.4,336,유진박
2017-10-22,4,2,362.25,유진박
2017-10-29,5,10.5,621.75,유진박
2017-11-05,3,3.6666666666666665,402,유진박
2017-11-12,1,2,475,유진박
2017-11-19,2,5.5,673.5,유진박
2017-11-26,6,2,364.3333333333333,유진박
2017-12-03,5,4,517,유진박
2017-12-10,3,2.6666666666666665,433,유진박
2017-12-17,2,6.5,547.5,유진박
2017-12-24,4,1.75,532,유진박
2018-01-28,1,2,368,유진박
2018-02-11,1,8,574,유진박
2018-03-18,1,8,735,유진박
2018-04-15,1,1,387,유진박
2018-04-29,1,3,520,유진박
2018-05-06,9,0,284.5,유진박
2018-05-13,1,3,436,유진박
2018-05-27,1,10,572,유진박
2018-06-03,1,2,431,유진박
2018-06-10,3,3,353.3333333333333,유진박
2018-06-17,1,0,528,유진박
2018-06-24,1,1,607,유진박
2018-07-01,3,0.6666666666666666,355.6666666666667,유진박
2018-07-08,1,1,357,유진박
2018-08-05,1,1,370,유진박
2018-08-12,2,0.5,494,유진박
2018-08-19,3,0.3333333333333333,519.6666666666666,유진박
2018-08-26,3,2.6666666666666665,591,유진박
2018-09-09,12,1.8,557.8,유진박
2018-09-16,25,5,818.3333333333334,유진박
2018-10-07,1,1,615,유진박
2018-10-21,1,3,472,유진박
2018-10-28,1,15,1105,유진박
2018-11-04,1,12,746,유진박
2018-11-11,15,10,1001.3333333333334,유진박
2018-11-18,4,4.5,569,유진박
2018-12-02,1,7,677,유진박
2018-12-09,1,0,266,유진박
2018-12-16,2,1,462.5,유진박
2018-12-23,1,4,507,유진박
2018-12-30,1,12,487,유진박
2019-01-13,1,4,357,유진박
2019-01-27,2,3,554.5,유진박
2019-02-03,1,15,1564,유진박
2019-02-17,2,0.5,723,유진박
2019-02-24,2,2.5,1126,유진박
2019-03-10,1,0,667,유진박
2019-03-31,1,2,473,유진박
2019-04-07,2,4.5,956,유진박
2019-04-21,2,13,2185.5,유진박
2019-05-19,1,11,2296,유진박
2019-06-02,2,21.5,3732,유진박
2019-06-09,88,10.514285714285714,913.0571428571428,유진박
2019-06-16,4,5.666666666666667,1049.6666666666667,유진박
2019-06-23,7,3.2,1047.8,유진박
2019-06-30,5,6.5,895.75,유진박
2019-07-07,1,16,1561,유진박
2019-07-21,1,18,1261,유진박
2019-07-28,1,8,828,유진박
2019-08-18,1,18,1244,유진박
2019-09-08,2,17,655,유진박
2019-09-22,1,30,1091,유진박
2019-10-13,1,6,684,유진박
2019-10-20,1,7,544,유진박
2019-11-17,11,10.1,635,유진박
2019-11-24,1,0,233,유진박
2019-12-01,2,6,514.5,유진박
2019-12-15,2,6.5,431,유진박
2020-01-12,2,14,356,유진박
2020-01-19,11,16.5,261.1666666666667,유진박
2020-04-12,1,11,130,유진박
2018-03-11,14,0,107.07142857142857,유키스
2018-04-15,2,23,582,유키스
2018-04-22,1,26,468,유키스
2018-04-29,17,4.176470588235294,164.2941176470588,유키스
2018-05-06,13,1.6923076923076923,174.07692307692307,유키스
2018-05-13,35,0.8,144.4857142857143,유키스
2018-05-20,23,0.8636363636363636,174.5909090909091,유키스
2018-05-27,19,1.1578947368421053,149,유키스
2018-06-03,9,0.2222222222222222,131.33333333333334,유키스
2018-06-10,7,0.42857142857142855,128.57142857142858,유키스
2018-06-17,15,0.6666666666666666,116.4,유키스
2018-06-24,39,0.8275862068965517,162.0344827586207,유키스
2018-07-01,34,0.4117647058823529,164.47058823529412,유키스
2018-07-08,10,2.3333333333333335,172.83333333333334,유키스
2018-07-15,18,0.3333333333333333,218.44444444444446,유키스
2018-07-22,20,0.14285714285714285,184.71428571428572,유키스
2018-07-29,1,1,409,유키스
2018-08-05,11,1.1818181818181819,118.36363636363636,유키스
2018-08-12,18,3.2222222222222223,216.22222222222223,유키스
2018-08-19,18,7.111111111111111,470.3333333333333,유키스
2018-08-26,13,6.230769230769231,313.6923076923077,유키스
2018-09-02,3,0,308,유키스
2018-09-09,13,2.8,249.6,유키스
2018-09-16,25,3.25,270.125,유키스
2018-09-23,5,4.25,396.5,유키스
2018-09-30,3,0.3333333333333333,143.33333333333334,유키스
2018-10-07,6,1,265.8,유키스
2018-10-14,6,3,283.6666666666667,유키스
2018-10-21,3,0.3333333333333333,371,유키스
2018-10-28,2,0,279,유키스
2018-11-04,2,3,281.5,유키스
2018-11-11,2,6,292.5,유키스
2018-11-25,1,5,427,유키스
2018-12-23,1,1,159,유키스
2018-12-30,2,10.5,221,유키스
2019-01-06,3,1,374.6666666666667,유키스
2019-01-13,1,0,276,유키스
2019-02-03,1,0,370,유키스
2019-02-10,3,3,221.33333333333334,유키스
2019-02-17,8,2,309.7142857142857,유키스
2019-02-24,2,1.5,422,유키스
2019-03-03,2,0,261,유키스
2019-03-10,1,12,424,유키스
2019-03-17,2,0.5,536,유키스
2019-03-24,4,0,504,유키스
2019-03-31,1,2,541,유키스
2019-04-07,1,16,560,유키스
2019-04-14,1,0,866,유키스
2019-04-21,1,24,597,유키스
2019-05-05,1,1,513,유키스
2019-05-12,5,1,499.75,유키스
2019-06-02,3,10,668,유키스
2019-06-09,1,0,332,유키스
2019-06-16,1,2,750,유키스
2019-06-30,1,15,630,유키스
2019-07-21,1,2,458,유키스
2019-07-28,3,3.6666666666666665,529,유키스
2019-08-04,1,12,310,유키스
2019-08-25,4,4.5,292,유키스
2019-09-22,3,3.3333333333333335,396.3333333333333,유키스
2019-09-29,2,8,332,유키스
2019-10-20,1,8,468,유키스
2019-11-03,6,1.25,361,유키스
2019-11-10,3,3,232.33333333333334,유키스
2019-11-17,1,3,273,유키스
2019-11-24,2,0.5,281,유키스
2019-12-08,2,4.5,252.5,유키스
2020-01-12,1,0,273,유키스
2020-01-26,1,18,329,유키스
