,규현,Mena Massoud,CHANGMO,김동률,헨리,Jvcki Wai,박봄,보아,Woodie Gochild,Billie Eilish,빈지노,청하,이하이,장혜진,Ariana Grande,지아,Imagine Dragons,Farruko,Will Smith,우주소녀,태연,한동근,Josh Gad,박재정,백예린,블랙넛,이용신,박혜나,기리보이,숀,박경,Zedd,먼데이 키즈,우디,크레파스,정승환,적재,Michael Buble,팔로알토,SG워너비,Coldplay,성시경,이영지,유노윤호,Evan Rachel Wood,Crush,Martin Garrix,그리즐리,EXO-CBX,윤훼이,김길중,저스디스,서인국,VICTON,쿠기,황인욱,Kiana Lede,김범수,로시,잔나비,ZENE THE ZILLA,Selena Gomez,송하예,EK,김민석,맴맴,Ruel,빈첸,NCT DREAM,Anne-Marie,김동준,하성운,Post Malone,신예영,은지원,에이치코드,Aurora,(여자)아이들,바이브,브라운 아이드 걸스,Sia,에픽하이,김필,아이유,사이먼 도미닉,Kristen Bell,카더가든,비와이,윤하,보라미유,pH-1,Zara Larsson,허각,백호,Pink Sweat$,이우,오반,CHEEZE,John Legend,Bryn,핑클,한요한,임창정,Jeremy Zucker,SIXC,윤건,권순일,문성욱,이소라,Jonas Brothers,최자,WOOGIE,P.O,Young B,다비치,HYNN,김재환,케이시,개코,MINO,옹성우,노을,창모,YUNHWAY,육성재,WINNER,디오,멜로망스,Disclosure,Alan Walker,AB6IX,로꼬,Social House,Dua Lipa,전상근,스윙스,우원재,딥플로우,지구인,Mariah Carey,마크툽,스텔라장,앤씨아,장덕철,Troye Sivan,권진아,AOA,지올팍,정준일,Marshmello,뉴이스트,케이윌,가비엔제이,송이한,산다라박,장범준,이진혁,투모로우바이투게더,박효신,히키,FTISLAND,TWICE,황치열,Colde,도넛맨,Panic! At The Disco,EXO,김호진,임현식,린,피아노맨,TAKUWA,양다일,MC몽,방탄소년단,Juice WRLD,NO:EL,윤비,데.비,ITZY,크러쉬,김나영,Shawn Mendes,Alessia Cara,엠씨더맥스,반하나,최엘비,Adam Levine,Sam Smith,매드 클라운,박다혜,보이비,JINU,Kid Milli,하은요셉,IZ*ONE,여동생,ASH ISLAND,PRODUCE X 101,지코,선미,백현,Maroon 5,송민호,스탠딩 에그,비투비,송가인,픽보이,샘김,릴러말즈,홍진영,악동뮤지션,Naomi Scott,The Chainsmokers,영비,Lukas Graham,Taylor Swift,여은,AURORA,모모랜드,짱유,BIG Naughty,애즈 원,Osshun Gum,마마무,갓츄,박재범,닐로,천단비,폴킴,X1,강다니엘,김하온,휘인,GOT7,정인,Mike Perry,Charli XCX,박진영,FANXY CHILD,Lauv,오마이걸,Sabrina Carpenter,빈센트블루,윤딴딴,어반 자카파,Sik-K,빅스,공기남,Ed Sheeran,세훈&찬열,소유,윤종신,엔플라잉,정효빈,WH3N,Arizona Zervas,자이언티,윤민수,V.O.S,볼빨간사춘기,이석훈,치타,강현준,세븐틴,윤미래,루피,이해리,김승민,세정,첸,Idina Menzel,GRAY,다이나믹 듀오,현아,김효은,Khalid,Jonathan Groff,태용,Justin Bieber,DAY6,산들,The Quiett,Adele,이수,펀치넬로,SUGA,벤,어쿠스틱 콜라보,CL,하은,iKON,에피톤 프로젝트,염따,슈퍼주니어,Hash Swan,Camila Cabello,브라운 아이드 소울,백지영,BLACKPINK,화사,Straight No Chaser,유산슬,플라이 투 더 스카이,VAN.C,로코베리,Fitz & The Tantrums,넬,임재현,원슈타인,임한별,펀치,그루비룸,서동현,제니,헤이즈,에일리,Charlie Puth,전소미,길구봉구,박지훈,거미,10cm,Halsey,마미손,레드벨벳,존박,여자친구,비
2019-05-27,6.72417,51.39471,5.23076,32.62855,25.18859,15.7425,0.56949,4.2474,23.1884,100.0,35.72401,3.16138,100.0,12.48945,62.38645,17.62197,100.0,81.13207,64.07528,32.31744,4.84116,39.79987,0.72202,38.32173,0.57044,2.50675,0.70598,5.41741,8.09154,42.88168,0.50556,26.7102,12.0704,14.3188,63.81863,2.23661,0.66659,26.50862,13.66187,52.50693,53.87104,11.37388,35.16236,3.64977,0.77984,89.61839,41.10535,18.89806,22.36248,0.40781,86.8123,4.65854,13.90184,8.9756,11.63668,2.44722,2.90404,3.27608,28.40302,100.0,10.65759,21.14478,0.82379,1.80735,1.30252,11.2426,29.53995,4.96709,16.88018,93.00911,5.28111,39.73148,20.84432,0.41388,10.98561,19.89017,16.84448,8.78886,2.3037,2.38189,24.18156,1.88353,1.24823,4.33582,32.49878,1.45882,11.29132,0.60723,9.13144,20.742,29.08755,4.42994,3.76431,4.10001,20.77702,6.5306,23.60784,80.92729,67.94258,11.21428,1.38932,17.81917,1.66352,100.0,38.15789,54.27074,10.83903,2.13846,3.80932,57.37024,0.18289,12.33382,66.39344,6.97399,16.79698,3.59666,18.49716,14.04955,19.22993,59.0909,7.40277,12.65741,10.18475,100.0,28.17117,48.52617,100.0,7.7165,77.47201,79.19959,100.0,93.77022,1.1583,17.31651,3.61708,100.0,14.5235,10.01499,30.79622,19.35483,6.99033,7.50947,4.65065,5.70306,93.24324,1.5964,1.84461,6.49161,1.3582,73.4659,34.91372,21.59345,24.9889,5.59593,25.42361,2.83332,3.53487,15.96916,1.25487,18.05033,48.24976,17.8227,17.4052,94.87796,1.59334,5.97804,42.22285,100.0,3.38455,11.8947,98.75318,2.30414,0.95842,0.51874,87.77618,0.08952,16.33002,0.14526,41.42857,5.67793,8.7288,2.62192,46.2914,72.09775,43.82913,9.13007,2.20969,95.03816,56.32183,11.01379,7.23095,24.83354,0.67898,10.52974,100.0,32.58769,83.26324,34.01617,42.16605,6.98128,0.86758,5.16039,59.31617,40.61092,52.78171,100.0,71.31374,2.01318,12.40611,4.82775,3.81776,4.21915,62.64526,48.03881,0.594,35.54572,48.70596,13.6,16.84448,2.47408,0.03104,6.85043,0.14671,31.17154,19.34689,0.27662,14.0115,0.27995,2.61203,5.743,0.60776,15.75755,15.71299,1.85268,55.30419,57.56977,38.06519,1.44374,2.3598,6.29993,33.68485,16.94328,98.84726,19.3914,45.25501,1.6546,100.0,58.47703,100.0,76.09279,0.19857,13.26131,2.26866,13.30607,17.39654,21.29826,0.81632,3.80683,4.57805,12.6288,18.76104,4.23521,20.32132,19.23154,22.88784,34.91465,60.14168,3.98919,6.44732,3.63235,2.94533,0.75517,74.74845,11.41169,20.81337,14.86572,73.86503,0.42265,5.48719,71.17948,37.33434,31.41798,63.21839,47.81553,29.31963,0.18127,14.36619,2.05582,17.62381,13.01689,5.17861,9.48533,23.72394,4.71276,8.0059,13.63636,20.12158,5.75634,1.57007,82.31584,0.42949,1.34529,0.74588,4.45542,49.51219,1.50861,100.0,41.1677,13.46479,4.47528,15.24732,8.10992,44.93408,0.61714,63.68533,6.31661,3.57488,84.46849,6.52814,3.1445,14.18967,3.71862,15.46312,90.83612,8.52249,10.14472,84.60079,8.25889,32.85325
2019-06-03,3.19724,44.84752,6.15384,31.58612,47.20333,16.06337,0.4542,100.0,26.08695,69.9258,36.52117,100.0,6.96117,24.64417,58.58794,64.94988,20.29467,64.15094,94.51718,84.5638,4.20204,47.71628,0.60168,7.99069,0.49843,2.33191,0.60561,4.87509,8.85047,43.27442,0.49057,33.48229,5.28488,10.92414,56.07649,2.50856,0.54292,26.07758,22.62787,32.29042,56.06655,9.71366,39.95762,100.0,6.71865,73.90376,100.0,22.20116,18.44003,0.40589,70.99393,4.88619,12.92781,19.51219,10.97497,3.00502,2.14646,3.14805,17.76337,37.13933,8.20861,23.77104,1.10928,1.89069,3.03062,14.64497,30.8414,5.5591,23.99782,99.39209,5.33308,88.07086,20.40974,0.11496,24.15448,19.00549,16.27869,9.9597,2.12677,1.82664,24.86573,1.01852,1.2575,5.24727,34.73888,4.75294,4.31531,0.80042,7.90929,12.02994,27.50603,4.28047,5.13747,5.22638,17.9054,10.80416,100.0,82.61327,73.92344,10.28571,1.19801,14.44359,1.63644,79.52552,100.0,53.2227,10.60496,1.79988,2.25072,74.94809,0.17905,16.322,58.74316,3.6643,11.38549,9.03833,11.03227,10.58807,22.95028,54.54545,8.46824,12.84104,9.72827,91.52542,35.64996,48.27687,2.40005,12.29331,66.41791,74.35681,43.62351,77.49797,0.86872,16.25573,2.88176,15.99797,14.14125,8.04826,26.8286,12.79569,10.97126,15.6573,3.1482,6.08158,100.0,1.62941,1.96778,5.98103,1.1602,79.88636,29.96977,17.50003,43.82487,6.35901,32.91563,2.19346,3.01983,15.30875,1.11784,100.0,38.12677,10.46477,15.68652,95.73736,1.5743,5.72675,31.85584,8.94881,3.92811,8.66837,53.10432,15.20737,1.12581,0.35841,92.03657,0.07335,15.8165,0.14077,100.0,5.13068,13.60239,6.79835,47.19328,81.05906,45.76271,8.4839,6.3634,95.03816,54.6798,10.41425,17.77509,22.17023,0.37721,31.80114,74.05085,41.68784,82.00168,55.30997,48.15574,5.8742,1.23782,4.88897,57.62581,43.07863,51.99271,93.97063,97.23518,0.29119,12.54045,4.6778,6.48702,29.91675,92.37738,52.81035,0.28866,33.40707,46.94464,11.21739,16.27869,2.6894,0.03611,22.7893,0.3286,25.94142,18.69636,1.1065,15.66745,0.26715,2.00131,5.68523,0.50721,17.87828,19.66844,1.81142,42.89867,100.0,38.59095,100.0,1.43786,9.71112,43.89657,13.65983,74.63976,95.46539,37.75461,2.26496,65.88693,49.57467,94.69827,76.94749,27.28355,5.45597,97.32495,9.70159,14.76897,3.43657,1.12244,4.19878,5.95849,10.08866,16.86434,3.20675,24.66419,16.77367,19.63486,23.40583,55.66487,2.49451,6.72866,3.47959,3.10321,0.54087,70.62693,9.77459,0.96663,19.80818,67.17791,0.50718,6.44289,67.07692,27.18964,91.58878,26.43678,51.94174,25.35679,0.18771,16.23239,1.60751,18.81614,17.37481,4.48667,8.31098,23.36239,4.8922,26.04064,12.03208,19.60486,5.74479,1.6145,71.6563,0.56032,1.5695,0.75736,4.91207,100.0,2.26009,28.04171,42.36521,13.11929,2.87944,9.94851,8.11381,52.46582,0.20912,59.87718,2.11663,2.6578,100.0,61.50252,2.62364,9.44698,3.21462,13.29413,100.0,7.25858,14.65027,81.72011,8.14308,46.47813
2019-06-10,28.30753,100.0,3.6923,34.21983,16.09424,16.54467,0.76373,8.22792,7.24637,57.57816,45.74307,14.4737,16.4951,6.4312,57.92733,20.80633,16.3282,83.96226,89.19803,81.18934,5.44231,41.67857,0.60168,5.32815,0.46023,8.13192,0.44814,4.74239,14.86049,38.10137,0.47579,30.56033,5.60405,8.47815,59.77791,5.92786,0.61484,32.43534,16.03238,28.50957,47.33071,9.89619,35.33099,16.22827,47.93041,77.388,41.36442,20.2924,25.33814,0.46958,54.64943,2.40192,12.27145,18.7317,12.06834,3.23631,4.0404,3.40495,48.22399,22.70765,10.79365,21.48148,2.01043,1.73305,1.54572,10.94674,25.84745,6.31986,15.5547,100.0,100.0,36.65075,18.48517,0.11496,49.13476,16.96156,18.08923,12.66631,2.46624,1.82199,22.16582,1.56327,1.47171,4.3522,24.04466,2.54117,4.79357,100.0,7.19253,11.6329,22.66205,100.0,4.08547,4.64863,16.63851,7.54519,28.63869,74.39409,66.74641,7.71428,1.23492,14.07821,5.09913,69.67509,53.61842,52.24454,15.41231,2.20075,2.19638,100.0,0.14945,12.85081,76.77595,4.13711,9.21032,4.45367,7.27899,8.1046,15.49333,95.45454,23.76119,13.30426,11.45255,87.9661,27.7327,100.0,2.02409,8.65611,84.18843,72.5744,21.74064,64.14846,100.0,16.3274,1.90236,11.39395,11.73302,8.27143,28.2591,15.69892,38.81212,100.0,2.15702,4.09352,88.59797,1.66142,1.874,4.95988,1.20017,66.25,26.10427,19.1377,20.15973,4.36046,24.88688,2.1581,38.70467,11.97284,1.17163,46.02256,25.54399,10.28569,19.23255,51.49535,1.27912,5.39611,31.72909,7.46779,3.55993,7.17232,45.57251,18.43317,0.93141,0.3734,100.0,0.10107,20.23279,0.13769,57.14285,6.04728,7.68129,16.799,43.11926,68.63543,45.67371,8.28048,5.15811,85.1145,51.34099,7.21916,10.66505,23.4479,0.22632,17.68541,50.01741,35.84138,80.90832,50.08086,92.13137,7.60027,1.23068,39.63674,61.08336,100.0,53.89439,87.50367,71.44597,0.29186,13.46658,4.99021,4.74936,9.78336,100.0,47.79619,0.25829,33.18584,62.47304,10.53913,18.08923,2.53729,0.06776,31.44104,0.16458,20.9205,17.44124,49.34301,11.77812,0.24829,1.7404,41.49031,0.53113,28.52145,18.86962,1.69762,43.48538,53.19905,41.64037,22.64606,2.68611,7.69821,32.17426,13.95902,96.82997,30.54892,100.0,5.82452,57.6998,48.59808,72.22701,73.33333,51.58856,5.60907,8.32089,7.71304,23.49581,3.69113,5.81632,5.49189,6.50365,12.07764,15.99329,3.51255,22.17475,44.14125,18.56282,21.67037,50.52393,1.97029,56.60362,3.18985,3.65453,0.90825,82.52708,7.19172,0.62255,19.15601,100.0,0.42265,5.88244,74.25641,27.36481,45.84595,51.14942,48.66504,24.01267,0.14873,13.66197,1.90792,17.3275,14.20649,3.64271,100.0,31.16758,3.56181,5.74502,29.14438,20.36474,5.51505,4.83162,100.0,0.66372,4.26008,0.69516,4.62017,37.31707,5.18679,14.48435,40.01827,7.99591,3.2784,10.59885,8.24119,41.68701,0.16277,77.83866,2.00437,2.36848,97.5175,100.0,2.22695,8.97329,3.45956,15.57636,75.82417,6.90757,17.99096,80.6354,9.425,61.91725
2019-06-17,5.57545,67.26405,16.92307,39.31044,32.35127,13.89752,0.57039,2.89888,18.84057,48.72151,55.23234,27.18241,3.01248,14.71296,56.19322,19.74026,16.58745,88.67924,100.0,53.86419,100.0,37.0635,2.16606,5.83354,0.54293,5.06921,0.46624,4.66739,14.41123,36.60407,0.40652,35.26985,6.06468,10.73025,59.13016,3.05543,0.70853,24.35344,16.25814,60.0396,52.96972,8.66188,36.55467,70.55598,100.0,77.24579,27.28842,20.26533,18.75563,0.40444,50.14297,2.3673,10.59609,23.70731,10.59243,12.29959,3.15656,3.8538,59.3241,24.759,12.4263,21.88552,3.12287,1.80836,100.0,9.02366,22.69975,5.8282,12.32271,79.63525,15.94309,45.72027,17.58497,0.25293,25.07922,16.01586,16.42418,12.05048,2.76698,2.73706,22.76907,0.97326,1.55481,4.92822,22.45648,2.4,5.88186,2.07225,10.41753,6.04019,22.67626,30.42532,3.68335,5.79471,28.46283,100.0,21.9598,67.4394,65.311,6.92857,2.2919,12.21224,1.72317,63.43476,39.47368,52.50655,15.77241,2.90026,2.52319,72.31833,0.24836,11.29985,55.7377,3.54609,9.27894,4.13316,6.1942,100.0,16.21358,79.0909,7.66904,13.12774,20.80529,68.64406,29.41722,38.862,3.06555,13.3897,70.47574,77.93845,13.48936,66.05987,94.11196,15.625,1.91456,52.35158,13.46129,8.56784,30.79622,15.91397,34.51846,31.60712,1.49648,3.61296,85.72635,1.67693,2.10037,2.99051,1.08338,64.14772,23.91581,17.58274,21.86806,6.57703,19.9654,2.34452,8.85946,14.50562,1.04331,40.43004,28.19299,9.0113,18.01396,43.31385,1.51717,4.94643,27.07718,8.41011,4.01774,7.43652,100.0,6.45161,0.91706,0.32098,77.57107,2.68682,17.01472,0.12654,10.0,5.14026,6.94858,33.04733,75.41595,71.28309,37.62388,8.02919,3.49274,79.38931,47.78325,6.91446,6.38452,30.34011,0.64126,18.3863,55.79937,38.68835,87.55256,57.7628,50.75549,9.57833,40.37443,9.05774,52.97733,67.82085,51.30487,79.12724,94.50385,4.40115,10.53959,100.0,3.56367,3.15427,95.71597,44.80388,0.30761,33.99705,79.36736,11.63478,16.42418,1.82056,0.10537,60.61681,0.15388,19.24686,17.68748,100.0,15.28827,0.23421,1.65151,7.5501,0.81945,17.6415,24.10061,1.76217,33.099,58.07003,42.58675,9.17914,1.60024,8.02089,24.68648,13.11651,85.30259,19.77923,84.44654,4.94969,55.16569,67.78545,52.02586,71.08669,60.44479,4.79208,3.42757,8.78329,34.92637,1.01824,5.10204,4.46556,19.79893,8.4831,21.29689,3.50386,19.85381,35.54373,100.0,18.07957,60.05805,1.93511,35.62441,3.41219,2.77753,0.86743,78.36687,8.1879,0.61588,41.3491,83.86503,0.59171,5.43778,68.30769,21.68316,31.22462,56.32183,51.39563,22.96857,0.24235,12.5,1.66045,17.46154,11.48605,3.96531,13.60771,33.00723,3.23223,5.55752,67.37967,55.92705,6.51359,100.0,66.0769,1.4402,1.12107,0.74629,5.2541,30.4878,2.13786,9.50173,69.41278,29.89508,2.28967,9.54451,10.01779,43.10302,0.14871,58.60718,1.78047,2.78861,81.60407,18.75182,2.36402,8.23781,3.25816,12.13559,56.17773,7.56859,95.09251,99.31242,11.66184,54.82541
2019-06-24,6.54295,55.12357,24.61538,34.70973,15.86495,13.89752,0.42531,2.54272,30.43478,52.79544,43.86156,32.53181,1.28896,12.42514,58.29892,25.35027,11.72658,78.30188,90.67103,62.33839,16.54018,31.51589,2.2864,5.99224,0.43378,2.95185,0.37631,4.88086,7.3949,35.76337,0.30614,31.96974,5.2809,10.90102,55.3979,2.85974,0.95882,21.3362,15.17448,30.2099,46.15206,7.93653,100.0,15.60926,65.56688,73.69044,33.24697,19.20942,14.87826,0.32407,46.91753,2.59705,11.30395,17.26829,21.33219,100.0,2.39898,35.75944,6.77204,69.86659,9.93197,22.62626,2.98527,2.37968,2.10387,12.72189,19.03753,5.40101,10.6704,52.43161,9.50139,43.50553,15.81561,0.41388,100.0,16.62599,16.27869,34.54725,2.5347,3.70758,23.14426,0.92275,1.21974,4.79027,25.50107,1.03529,3.56854,1.05938,12.48701,100.0,24.08257,25.53336,3.51818,5.01208,36.40202,3.81057,16.50268,62.1707,75.83732,9.71428,2.72728,13.34445,1.42013,54.5642,35.19736,48.94323,22.95642,2.18957,2.28884,53.14878,0.53217,13.36779,50.54644,4.43262,7.80681,3.99241,5.46102,7.24294,16.09985,77.95454,10.86066,11.60895,26.89864,60.67796,24.67455,29.87241,2.95966,10.51025,59.84141,72.89389,10.3623,73.12904,57.91505,15.711,2.11746,8.45073,15.42239,8.71778,32.73954,13.2258,33.38801,7.84153,1.28152,3.45497,77.44932,1.33336,1.70132,1.16703,1.06977,61.36363,22.06943,19.58885,21.35778,8.68459,14.0636,1.67599,4.06746,22.8079,100.0,36.63099,47.39829,8.65106,19.56489,36.71364,1.76156,4.37772,29.37192,9.38138,3.85009,7.29712,89.92366,3.68663,0.7091,0.39311,67.56986,0.73119,23.21122,0.12269,7.14285,7.06051,6.83577,6.36947,79.16342,57.02647,39.97815,7.5685,3.12337,83.58778,47.34537,7.62502,5.10278,30.07018,0.26405,18.1092,61.12852,42.50127,98.82253,100.0,35.85969,28.95522,1.02742,5.68121,52.74683,55.95655,47.72405,75.68881,60.22032,2.41449,15.54682,95.15141,2.758,2.14115,85.06992,37.52527,0.53594,29.20353,50.57512,15.77391,16.27869,2.89342,0.05462,49.01746,0.14205,14.85355,15.9293,59.40525,14.18221,0.20684,2.8156,5.78744,0.67628,19.28328,16.4431,1.53558,33.32628,52.83043,42.9022,6.62964,1.55611,7.42163,21.44136,10.13363,81.84438,33.08472,50.55266,5.25934,74.65886,53.52471,34.49712,75.89743,100.0,6.84026,2.33886,9.85474,21.99796,0.97581,3.87755,5.63463,19.07949,16.65468,12.84945,2.88903,18.64825,28.63162,21.57934,100.0,50.92241,1.6711,24.05829,2.94904,2.56998,0.94907,75.44504,7.97666,0.69063,56.71994,73.19018,2.11327,5.81142,65.53846,22.17821,27.96326,58.62068,49.51456,24.43133,0.19002,12.25352,12.28067,14.93579,8.8675,100.0,8.64794,29.14717,3.25785,4.7729,78.07486,74.28571,6.50974,61.29381,60.33108,3.73594,1.12107,0.78038,5.20934,14.63414,1.83682,9.38586,38.64281,9.05223,1.64787,10.74296,12.61413,49.76806,0.13558,100.0,4.81102,20.20916,72.18332,15.54736,2.2721,38.30348,3.35406,9.82288,47.67319,6.08856,23.33161,100.0,11.17052,53.06256
2019-07-01,9.5108,41.63896,13.53846,29.30234,11.86424,10.15742,94.58801,2.40654,43.47826,46.18441,47.41168,10.67127,0.82985,9.68502,57.308,29.80561,11.20376,61.32075,77.7414,54.85442,5.44819,29.80055,57.76173,19.30108,0.35226,2.7737,0.73341,5.34241,7.72091,35.26018,0.5501,35.40735,7.1274,9.17728,75.07711,2.15928,0.81325,19.28879,11.24943,29.86666,40.69794,7.74924,35.24019,7.92022,41.87162,65.93979,48.27288,19.03343,25.56357,0.33,42.41107,2.18056,11.71517,25.26829,14.19561,12.55225,14.5202,5.26868,4.85044,24.8241,5.07936,23.29966,4.21749,2.24011,1.64422,61.68639,23.45641,4.89365,13.57959,45.13677,12.15117,40.9983,38.32065,0.25293,36.21121,13.02623,16.47268,22.48156,2.72444,2.12831,22.88677,3.01883,1.29997,5.01355,24.8977,1.03529,2.7972,0.86312,43.45895,5.41046,22.05596,10.97975,3.70116,4.6632,31.16554,2.66215,14.71339,68.70389,71.05263,8.35714,2.98857,13.1114,72.84931,57.96802,17.92763,46.30567,52.03456,2.03625,4.43956,50.44982,0.28248,11.07828,57.10382,4.72813,6.61025,7.62113,5.36452,6.33572,20.00433,60.45454,8.98979,14.69393,23.09994,64.91525,26.58822,26.79278,74.82114,10.91891,68.23694,70.20346,59.6222,67.89037,29.44015,14.99426,2.21052,7.36511,16.37572,9.54074,76.43724,8.8172,44.86426,4.95419,1.48976,3.31343,71.62162,1.49475,1.75994,0.51057,0.93205,57.04545,21.60605,20.043,30.20263,7.44912,100.0,1.7925,5.72301,17.70606,3.64802,32.74515,55.43992,9.72346,17.59405,30.18219,1.68221,4.25869,40.02648,8.93112,3.62119,6.81573,45.36895,23.04147,0.64506,0.34511,63.8039,0.35462,13.79664,0.14244,,8.55975,7.20212,4.27383,76.33338,56.61914,35.5649,7.67619,2.51425,71.37404,47.94745,5.58584,16.95284,62.20982,0.30177,18.696,45.10623,35.53634,87.55256,67.25067,58.98603,7.7162,1.07903,12.35532,44.41029,40.32936,46.00445,76.33395,42.99495,0.41789,16.16356,59.25771,8.20995,1.7738,66.5255,36.79741,0.58963,29.42477,52.6959,13.44347,16.47268,1.75859,0.09134,15.82969,0.14876,21.96652,19.44704,33.12586,61.73053,0.22178,1.68019,4.47534,0.55344,17.77516,21.30903,1.5439,99.87842,52.04054,38.27549,5.81844,1.40144,6.97602,19.58469,9.50789,78.67435,16.52744,44.89973,100.0,65.30214,50.21973,22.27011,78.77899,38.28435,6.50653,14.40041,100.0,16.28585,8.27322,3.97959,5.01894,22.62462,10.80757,12.83257,6.89184,100.0,21.14767,17.26917,31.10407,50.45997,1.30129,18.28305,3.01916,2.6899,1.19399,72.19427,8.20711,100.0,50.14066,96.25766,49.19695,6.49847,69.1282,28.13404,25.84595,63.7931,47.57281,21.05156,0.15432,34.85915,10.18628,15.11923,11.3723,5.29403,6.86672,29.16843,3.4969,5.53032,56.41711,82.82674,6.14267,4.11639,47.47306,1.41143,3.13901,0.75924,5.20934,19.26829,1.59349,11.58748,36.06983,6.72283,1.89071,100.0,16.36473,62.19482,0.14269,91.24023,5.39347,100.0,66.90006,12.84794,2.0665,7.75699,14.31364,10.01887,39.26421,3.88565,14.58961,98.54187,51.75179,31.27959
2019-07-08,5.25295,37.92455,16.61538,46.93163,17.7193,9.87666,1.17339,1.99033,7.24637,46.38977,40.56395,7.93465,0.75487,8.48734,58.79438,26.20313,11.97286,95.28301,69.72176,28.53203,5.2621,34.21822,100.0,59.84622,0.33098,2.84926,0.50393,4.43662,10.1342,35.33382,0.50106,39.2231,4.9406,7.86394,97.71745,2.05522,0.78838,24.03017,12.78784,30.09372,41.85347,8.08255,28.43429,4.17681,27.35452,76.67693,60.88082,18.54609,52.11902,0.34428,42.9372,2.68098,10.98048,37.17073,14.34036,10.70005,46.96969,4.57221,28.07618,14.23438,7.02947,20.94276,3.05885,2.30237,2.62361,100.0,20.46004,5.66786,17.27358,42.85714,12.18051,78.89386,37.21868,1.33363,29.70976,14.88712,16.74749,16.9391,2.5892,1.84758,21.68027,0.9099,1.18974,11.50115,24.50932,1.64705,64.8602,14.58249,20.923,3.0266,23.42913,7.16129,3.34977,5.02237,21.11486,3.66317,14.18056,57.74499,66.50717,8.78571,21.51823,16.18927,1.83078,57.09128,22.20394,67.21397,21.98415,2.43072,2.55263,49.06574,0.36186,10.26587,51.09289,3.25059,6.31707,6.75436,5.12882,6.39609,16.34355,77.5,9.3843,51.59876,18.9963,56.94915,47.5853,28.61123,3.0731,60.98058,73.74067,74.91172,11.38619,78.33737,22.58687,14.86525,2.97482,8.42797,23.46488,9.39777,39.94601,14.51612,57.80164,4.88888,1.09717,3.34415,71.79054,1.24062,1.56473,0.43763,0.967,51.70454,20.72135,18.56173,100.0,8.53924,17.44366,1.40829,6.89325,13.91939,2.41132,25.08919,25.35477,22.76513,16.32799,42.72946,1.52669,3.70321,31.38479,15.52253,3.02088,7.34575,38.70229,79.26267,0.99568,0.63167,64.2979,0.23333,14.99486,0.14269,,100.0,20.88216,3.79703,83.76613,79.22606,36.51146,13.93442,2.11249,83.96946,51.17679,10.38341,6.84401,33.21936,9.35496,25.93317,47.37025,35.12963,79.64676,63.26145,100.0,6.6503,0.90438,100.0,53.66884,40.35063,54.96661,74.86379,39.89856,0.20894,11.44537,44.42454,3.13177,1.61635,55.65294,36.91872,0.25666,25.9587,49.46081,10.29565,16.74749,10.3297,0.06656,13.37336,0.1985,18.20083,28.1401,23.85892,15.89716,0.28068,1.94397,8.43752,0.51548,27.45161,20.93682,1.89427,37.77683,58.03054,45.74132,3.88218,1.2502,29.47141,18.24104,8.69066,98.55907,16.19928,48.48413,6.03158,65.88693,52.49415,20.4885,95.87301,27.64098,6.69182,4.9827,30.53259,14.66742,13.53415,1.83673,4.09909,20.53113,9.75317,11.27299,4.95401,39.77644,21.67937,19.67289,19.46965,53.72657,1.4076,18.53704,2.97676,2.87154,1.2144,73.06501,7.6454,1.49319,34.96163,98.8957,100.0,4.98849,80.61538,37.22772,37.64421,38.50574,49.3932,22.69907,0.16221,100.0,6.7207,14.42077,8.64712,8.88719,6.23134,21.80986,2.62225,28.08814,48.12834,100.0,6.18374,2.04608,48.39274,100.0,2.69058,0.73794,5.27918,16.82926,1.80287,8.92236,31.93863,15.76223,1.17953,8.47908,13.04977,54.58984,0.16733,72.68328,5.83128,14.16854,74.4112,5.81009,2.15922,8.43639,8.49036,11.81184,35.43239,4.92003,12.1821,60.02015,17.47206,39.80512
