,name,production,distributor,artist,time,score,rank
4589,Trivia 轉 _ Seesaw,빅히트 엔터테인먼트,Dreamus,방탄소년단,2019.01.27~2019.02.02,3421724,190
4590,Sign,SM Entertainment,Dreamus,EXO,2019.01.27~2019.02.02,3406405,191
4591,매트리스,매직스트로베리사운드,카카오 M,10cm,2019.01.27~2019.02.02,3370532,192
4592,이 마음,냠냠엔터테인먼트,카카오 M,펀치 ,2019.01.27~2019.02.02,3341142,193
4593,꽃 길,YG Entertainment,YG PLUS,빅뱅,2019.01.27~2019.02.02,3324515,194
4594,나의 사춘기에게,쇼파르뮤직,카카오 M,볼빨간사춘기,2019.01.27~2019.02.02,3275084,195
4595,Paris In The Rain,뮤직테이블,NHN벅스,Lauv,2019.01.27~2019.02.02,3254527,196
4596,폰서트,매직스트로베리사운드,카카오 M,10cm,2019.01.27~2019.02.02,3246464,197
4597,POP/STARS,라이엇 게임즈,"지니뮤직, Stone Music Entertainment",,2019.01.27~2019.02.02,3213351,198
4598,The Ocean ,DF Records,Sony Music,Mike Perry,2019.01.27~2019.02.02,3211228,199
4599,눈송이,로맨틱팩토리,Warner Music,"오반, 빈첸 ",2019.01.27~2019.02.02,3207976,200
4600,이 노래가 클럽에서 나온다면,인디안레이블,지니뮤직,우디,2019.02.03~2019.02.09,51775495,1
4601,넘쳐흘러,325 이엔씨,카카오 M,엠씨더맥스 ,2019.02.03~2019.02.09,37415395,2
4602,벌써 12시,MNH Entertainment,"지니뮤직, Stone Music Entertainment",청하,2019.02.03~2019.02.09,33367797,3
4603,신청곡 ,에르타알레,NHN벅스,이소라,2019.02.03~2019.02.09,30096338,4
4604,띵 ,"인디고뮤직, 딩고뮤직",카카오 M,"Jvcki Wai, Young B, Osshun Gum, 한요한",2019.02.03~2019.02.09,27759433,5
4605,신용재,인디안레이블,지니뮤직,하은 ,2019.02.03~2019.02.09,27068416,6
4606,180도,메이저나인,지니뮤직,벤 ,2019.02.03~2019.02.09,26895107,7
4607,초록빛,뉴런뮤직,카카오 M,폴킴,2019.02.03~2019.02.09,25264583,8
4608,너도 그냥 날 놓아주면 돼,센토엔터테인먼트,지니뮤직,윤건,2019.02.03~2019.02.09,25183708,9
4609,SOLO,YG Entertainment,YG PLUS,제니 ,2019.02.03~2019.02.09,24185679,10
4610,너를 만나,뉴런뮤직,카카오 M,폴킴,2019.02.03~2019.02.09,23623423,11
4611,"모든 날, 모든 순간 ",SM Entertainment,Dreamus,폴킴,2019.02.03~2019.02.09,22269579,12
4612,아낙네,YG Entertainment,YG PLUS,송민호,2019.02.03~2019.02.09,21217798,13
4613,MILLIONS,YG Entertainment,YG PLUS,WINNER,2019.02.03~2019.02.09,19645782,14
4614,YES or YES,JYP Entertainment,Dreamus,TWICE,2019.02.03~2019.02.09,19220854,15
4615,내 생에 아름다운,"뮤직앤뉴, 스튜디오앤뉴",뮤직앤뉴,케이윌 ,2019.02.03~2019.02.09,18310682,16
4616,오랜만이야 ,AOMG,카카오 M,로꼬 ,2019.02.03~2019.02.09,17108374,17
4617,Way Back Home,디씨톰엔터테인먼트,Warner Music,숀 ,2019.02.03~2019.02.09,16402360,18
4618,We all lie,JTBC콘텐트허브,Warner Music,하진,2019.02.03~2019.02.09,16074085,19
4619,삐삐,카카오 M,카카오 M,아이유 ,2019.02.03~2019.02.09,15648483,20
4620,"thank u, next","Republic Records, a division of UMG Recordings,Inc",Universal Music,Ariana Grande,2019.02.03~2019.02.09,15582173,21
4621,가을 타나 봐,메이저나인,지니뮤직,바이브 ,2019.02.03~2019.02.09,15400922,22
4622,해야 ,쏘스뮤직,카카오 M,여자친구 ,2019.02.03~2019.02.09,15203643,23
4623,고백,브랜뉴뮤직,카카오 M,양다일,2019.02.03~2019.02.09,14897493,24
4624,열애중,메이저나인,지니뮤직,벤 ,2019.02.03~2019.02.09,13924263,25
4625,흔한 이별,플레이엠엔터테인먼트,카카오 M,허각,2019.02.03~2019.02.09,13904304,26
4626,그때가 좋았어,넥스타엔터테인먼트,카카오 M,케이시 ,2019.02.03~2019.02.09,13737061,27
4627,7 rings,"Republic Records, a division of UMG Recordings,Inc",Universal Music,Ariana Grande,2019.02.03~2019.02.09,13721299,28
4628,이별하러 가는 길,모스트웍스,카카오 M,임한별,2019.02.03~2019.02.09,13537723,29
4629,Love Shot,SM Entertainment,Dreamus,EXO,2019.02.03~2019.02.09,13242483,30
4630,하루도 그대를 사랑하지 않은 적이 없었다,NH EMG,인터파크,임창정,2019.02.03~2019.02.09,13147645,31
4631,IDOL,빅히트 엔터테인먼트,Dreamus,방탄소년단,2019.02.03~2019.02.09,12941313,32
4632,첫눈에,"Stone Music Entertainment, Studio blu",지니뮤직,헤이즈 ,2019.02.03~2019.02.09,12764218,33
4633,지나오다,닐로 컴퍼니,퍼플파인 엔터테인먼트,닐로 ,2019.02.03~2019.02.09,11700419,34
4634,사계 ,325 이엔씨,카카오 M,엠씨더맥스 ,2019.02.03~2019.02.09,11664513,35
4635,%%,플레이엠엔터테인먼트,카카오 M,에이핑크 ,2019.02.03~2019.02.09,11572529,36
4636,아름답고도 아프구나,큐브엔터테인먼트,카카오 M,비투비 ,2019.02.03~2019.02.09,11489691,37
4637,Good Day ,Stone Music Entertainment,지니뮤직,"pH-1, Kid Milli, 루피 ",2019.02.03~2019.02.09,11415651,38
4638,Home,플레디스,카카오 M,세븐틴,2019.02.03~2019.02.09,11381340,39
4639,뚜두뚜두 ,YG Entertainment,YG PLUS,BLACKPINK,2019.02.03~2019.02.09,10896494,40
4640,습관 ,디씨톰엔터테인먼트,Warner Music,숀 ,2019.02.03~2019.02.09,10775234,41
4641,밤편지,"페이브엔터테인먼트,카카오 M",카카오 M,아이유 ,2019.02.03~2019.02.09,10443363,42
4642,길 ,"iHQ, god",카카오 M,god,2019.02.03~2019.02.09,10412723,43
4643,너는 어땠을까,씨제스엔터테인먼트,카카오 M,노을,2019.02.03~2019.02.09,10289305,44
4644,비,뉴런뮤직,카카오 M,폴킴,2019.02.03~2019.02.09,10264968,45
4645,미안해,브랜뉴뮤직,카카오 M,양다일,2019.02.03~2019.02.09,10091258,46
4646,Tempo,SM Entertainment,Dreamus,EXO,2019.02.03~2019.02.09,10075521,47
4647,라비앙로즈 ,"Stone Music Entertainment, OFF THE RECORD Entertainment",지니뮤직,IZ*ONE ,2019.02.03~2019.02.09,9943625,48
4648,Dance The Night Away,JYP Entertainment,Dreamus,TWICE,2019.02.03~2019.02.09,9831283,49
4649,봄날,빅히트 엔터테인먼트,Dreamus,방탄소년단,2019.02.03~2019.02.09,9278557,50
4650,사이렌 ,메이크어스엔터테인먼트,카카오 M,선미,2019.02.03~2019.02.09,9187181,51
4651,우리 그만하자,Stone Music Entertainment,지니뮤직,로이킴,2019.02.03~2019.02.09,9177422,52
4652,flex ,"인디고뮤직, 딩고뮤직",카카오 M,"기리보이, Kid Milli, NO:EL, 스윙스 ",2019.02.03~2019.02.09,9105410,53
4653,FAKE LOVE,빅히트 엔터테인먼트,Dreamus,방탄소년단,2019.02.03~2019.02.09,9007713,54
4654,알았다면,리메즈,카카오 M,장덕철,2019.02.03~2019.02.09,8805785,55
4655,헤어지는 중,냠냠엔터테인먼트,카카오 M,펀치 ,2019.02.03~2019.02.09,8753722,56
4656,시간이 들겠지 ,AOMG,카카오 M,로꼬 ,2019.02.03~2019.02.09,8691964,57
4657,가을 안부,먼데이키즈 컴퍼니,지니뮤직,먼데이 키즈 ,2019.02.03~2019.02.09,8482224,58
4658,행복,로맨틱팩토리,Warner Music,오반 ,2019.02.03~2019.02.09,8296008,59
4659,사랑을 했다 ,YG Entertainment,YG PLUS,iKON,2019.02.03~2019.02.09,8133327,60
4660,봄바람,"SWING Entertainment, Stone Music Entertainment",지니뮤직,Wanna One ,2019.02.03~2019.02.09,7937868,61
4661,그때 헤어지면 돼,"Stone Music Entertainment, MMO Entertainment",지니뮤직,로이킴,2019.02.03~2019.02.09,7801165,62
4662,여행,쇼파르뮤직,카카오 M,볼빨간사춘기,2019.02.03~2019.02.09,7684204,63
4663,DNA,빅히트 엔터테인먼트,Dreamus,방탄소년단,2019.02.03~2019.02.09,7405995,64
4664,너 없인 안 된다,큐브엔터테인먼트,카카오 M,비투비 ,2019.02.03~2019.02.09,7274961,65
4665,IndiGO,인디고뮤직,카카오 M,저스디스 ,2019.02.03~2019.02.09,7201981,66
4666,그날처럼,리메즈,카카오 M,장덕철,2019.02.03~2019.02.09,6967931,67
4667,그리워하다,큐브엔터테인먼트,카카오 M,비투비 ,2019.02.03~2019.02.09,6957620,68
4668,Snowman,"Monkey Puzzle, Atlantic",Warner Music,Sia,2019.02.03~2019.02.09,6834101,69
4669,Heu ! ,영앤리치 레코즈,Stone Music Entertainment,수퍼비,2019.02.03~2019.02.09,6810378,70
4670,선물,"민트페이퍼, 광합성",카카오 M,멜로망스,2019.02.03~2019.02.09,6773914,71
4671,첫눈처럼 너에게 가겠다,"Stone Music Entertainment, 화앤담픽쳐스","지니뮤직, Stone Music Entertainment",에일리 ,2019.02.03~2019.02.09,6737094,72
4672,I`m Fine,빅히트 엔터테인먼트,Dreamus,방탄소년단,2019.02.03~2019.02.09,6479491,73
4673,잊지마요 ,스타크루이엔티,인터파크,하성운,2019.02.03~2019.02.09,6406278,74
4674,Make it count,젤리피쉬 엔터테인먼트,카카오 M,첸 ,2019.02.03~2019.02.09,6281212,75
4675,사랑하지 말아요 ,하얀달엔터테인먼트,카카오 M,이석훈,2019.02.03~2019.02.09,6269350,76
4676,주지마,한국방송공사,카카오 M,"로꼬, 화사",2019.02.03~2019.02.09,6052094,77
4677,Wind flower,RBW,카카오 M,마마무 ,2019.02.03~2019.02.09,5961393,78
4678,에너제틱 ,"YMC엔터테인먼트, STONE MUSIC ENTERTAINMENT",지니뮤직,Wanna One ,2019.02.03~2019.02.09,5888580,79
4679,Shape of You,Atlantic Records UK,Warner Music,Ed Sheeran,2019.02.03~2019.02.09,5865427,80
4680,이별을 걷다 ,How엔터테인먼트,NHN벅스,황치열,2019.02.03~2019.02.09,5856044,81
4681,Roller Coaster,MNH Entertainment,"지니뮤직, Stone Music Entertainment",청하,2019.02.03~2019.02.09,5821191,82
4682,꿈처럼 내린,"뮤직앤뉴, 스튜디오앤뉴",뮤직앤뉴,다비치,2019.02.03~2019.02.09,5782182,83
4683,멋지게 인사하는 법 ,The Black Label,YG PLUS,자이언티,2019.02.03~2019.02.09,5695221,84
4684,Bohemian Rhapsody ,Universal Music,Universal Music,Queen,2019.02.03~2019.02.09,5683908,85
4685,HandClap,Elektra,Warner Music,Fitz & The Tantrums,2019.02.03~2019.02.09,5608412,86
4686,Euphoria,빅히트 엔터테인먼트,Dreamus,방탄소년단,2019.02.03~2019.02.09,5564398,87
4687,사랑 이딴 거,모스트웍스,카카오 M,임한별,2019.02.03~2019.02.09,5473821,88
4688,Answer _ Love Myself,빅히트 엔터테인먼트,Dreamus,방탄소년단,2019.02.03~2019.02.09,5457170,89
4689,Forever Young,YG Entertainment,YG PLUS,BLACKPINK,2019.02.03~2019.02.09,5439176,90
4690,Havana ,Syco Music/Epic,Sony Music,Camila Cabello,2019.02.03~2019.02.09,5434384,91
4691,그대가 내 안에 박혔다,How엔터테인먼트,NHN벅스,황치열,2019.02.03~2019.02.09,5409438,92
4692,My Way,"윈드밀이엔티, 뮤직버디",뮤직앤뉴,이수,2019.02.03~2019.02.09,5382325,93
4693,이별길 ,YG Entertainment,YG PLUS,iKON,2019.02.03~2019.02.09,5336348,94
4694,You,JTBC,인터파크,멜로망스,2019.02.03~2019.02.09,5233474,95
4695,전하지 못한 진심 ,빅히트 엔터테인먼트,Dreamus,방탄소년단,2019.02.03~2019.02.09,5217527,96
4696,동화 ,뮤직팜,카카오 M,김동률,2019.02.03~2019.02.09,5217174,97
4697,Candle ,브랜뉴뮤직,Warner Music,"박우진, 이대휘",2019.02.03~2019.02.09,5176806,98
4698,어쩌나,플레디스,카카오 M,세븐틴,2019.02.03~2019.02.09,5089857,99
4699,Beautiful,"YMC엔터테인먼트, STONE MUSIC ENTERTAINMENT",지니뮤직,Wanna One ,2019.02.03~2019.02.09,5029971,100
4700,너나 해 ,RBW,카카오 M,마마무 ,2019.02.03~2019.02.09,5000812,101
4701,취하고 싶다 ,678 MUSIC,뮤직파운드,황인욱,2019.02.03~2019.02.09,4914134,102
4702,잘 지내요,씨그널엔터테인먼트그룹,지니뮤직,정승환,2019.02.03~2019.02.09,4913605,103
4703,Youth,Universal Music,Universal Music,Troye Sivan,2019.02.03~2019.02.09,4856987,104
4704,아주 NICE,플레디스,카카오 M,세븐틴,2019.02.03~2019.02.09,4786482,105
4705,뿜뿜,"엠엘디엔터테인먼트, 카카오 M",카카오 M,모모랜드 ,2019.02.03~2019.02.09,4784184,106
4706,수퍼비와 ,Stone Music Entertainment,지니뮤직,SUPERBEE,2019.02.03~2019.02.09,4694262,107
4707,What is Love?,JYP Entertainment,Dreamus,TWICE,2019.02.03~2019.02.09,4667034,108
4708,Power Up,SM Entertainment,Dreamus,레드벨벳,2019.02.03~2019.02.09,4602069,109
4709,Good To Me,플레디스,카카오 M,세븐틴,2019.02.03~2019.02.09,4592805,110
4710,RBB ,SM Entertainment,Dreamus,레드벨벳,2019.02.03~2019.02.09,4577856,111
4711,눈사람,안테나뮤직,지니뮤직,정승환,2019.02.03~2019.02.09,4555404,112
4712,다 핀 꽃,DOROTHY COMPANY,Stone Music Entertainment,로시 ,2019.02.03~2019.02.09,4488572,113
4713,사랑 알 수 없나봐,"쇼파르뮤직, 이들미디어",NHN벅스,폴킴,2019.02.03~2019.02.09,4460385,114
4714,넋두리,닐로엔터테인먼트,루미넌트엔터테인먼트,닐로 ,2019.02.03~2019.02.09,4458505,115
4715,동화,"민트페이퍼, 광합성",카카오 M,멜로망스,2019.02.03~2019.02.09,4443072,116
4716,Attention,Artist Partners,Warner Music,Charlie Puth,2019.02.03~2019.02.09,4410702,117
4717,Believer,"KIDinaKORNER, Interscope Records",Universal Music,Imagine Dragons,2019.02.03~2019.02.09,4331620,118
4718,1도 없어,플레이엠엔터테인먼트,카카오 M,에이핑크 ,2019.02.03~2019.02.09,4289998,119
4719,비도 오고 그래서 ,Stone Music Entertainment,지니뮤직,헤이즈 ,2019.02.03~2019.02.09,4236512,120
4720,2002,Atlantic Records UK,Warner Music,Anne-Marie,2019.02.03~2019.02.09,4225265,121
4721,A-TEEN,PLAYLIST,카카오 M,세븐틴,2019.02.03~2019.02.09,4176092,122
4722,BOOMERANG ,"YMC엔터테인먼트, STONE MUSIC ENTERTAINMENT",지니뮤직,Wanna One ,2019.02.03~2019.02.09,4161752,123
4723,나는 볼 수 없던 이야기,카카오 M,카카오 M,잔나비,2019.02.03~2019.02.09,4150040,124
4724,별이 빛나는 밤,RBW,카카오 M,마마무 ,2019.02.03~2019.02.09,4127576,125
4725,좋니,미스틱스토리,카카오 M,윤종신,2019.02.03~2019.02.09,4116494,126
4726,밤 ,쏘스뮤직,카카오 M,여자친구 ,2019.02.03~2019.02.09,4093855,127
4727,숨이 차,플레디스,카카오 M,세븐틴,2019.02.03~2019.02.09,4073699,128
4728,Bohemian Rhapsody,"Virgin EMI Records, a division of Universal",Universal Music,Queen,2019.02.03~2019.02.09,4068417,129
4729,Save ,Stone Music Entertainment,지니뮤직,루피,2019.02.03~2019.02.09,4056798,130
4730,어디에도,뮤직앤뉴,뮤직앤뉴,엠씨더맥스 ,2019.02.03~2019.02.09,4054422,131
4731,Thunder,"KIDinaKORNER, Interscope Records",Universal Music,Imagine Dragons,2019.02.03~2019.02.09,4049922,132
4732,행성 ,H1GHR MUSIC,카카오 M,GroovyRoom ,2019.02.03~2019.02.09,4047360,133
4733,No Question,"GRANDLINE, Urbane Music",카카오 M,"매드클라운, 스텔라장",2019.02.03~2019.02.09,4035048,134
4734,셋 셀테니 ,YG Entertainment,YG PLUS,승리,2019.02.03~2019.02.09,4018049,135
4735,Goodbye,"뮤직앤뉴, 스튜디오앤뉴",뮤직앤뉴,웬디,2019.02.03~2019.02.09,3982495,136
4736,Epiphany,빅히트 엔터테인먼트,Dreamus,방탄소년단,2019.02.03~2019.02.09,3978278,137
4737,All Falls Down ,MER Musikk,Sony Music,Alan Walker,2019.02.03~2019.02.09,3905718,138
4738,알러뷰,바나나컬쳐,Sony Music,EXID,2019.02.03~2019.02.09,3904083,139
4739,미지근한 밤,DH PLAY 엔터테인먼트,카카오 M,오왠,2019.02.03~2019.02.09,3861732,140
4740,Love Yourself,"Def Jam Recordings, a division of UMG Recordings, Inc",Universal Music,Justin Bieber,2019.02.03~2019.02.09,3860007,141
4741,Anpanman,빅히트 엔터테인먼트,Dreamus,방탄소년단,2019.02.03~2019.02.09,3858921,142
4742,We Don`t Talk Anymore ,Artist Partners,Warner Music,Charlie Puth,2019.02.03~2019.02.09,3796490,143
4743,이 별,뮤직웍스,지니뮤직,길구봉구,2019.02.03~2019.02.09,3795983,144
4744,포옹,플레디스,카카오 M,세븐틴,2019.02.03~2019.02.09,3705582,145
4745,all of my life,메이크어스엔터테인먼트,카카오 M,박원,2019.02.03~2019.02.09,3694856,146
4746,instagram,Joombas Co Ltd & Universal Music,Universal Music,DEAN,2019.02.03~2019.02.09,3688744,147
4747,One Call Away,Artist Partners,Warner Music,Charlie Puth,2019.02.03~2019.02.09,3685730,148
4748,붕붕 ,Stone Music Entertainment,지니뮤직,김하온 ,2019.02.03~2019.02.09,3660747,149
4749,시차 ,AOMG,"지니뮤직, Stone Music Entertainment",우원재,2019.02.03~2019.02.09,3636225,150
4750,SoulMate ,세븐시즌스,Sony Music,지코 ,2019.02.03~2019.02.09,3615590,151
4751,켜줘 ,"SWING Entertainment, Stone Music Entertainment",Stone Music Entertainment,Wanna One ,2019.02.03~2019.02.09,3614732,152
4752,북두칠성,"MMO엔터테인먼트, Stone Music Entertainment",Stone Music Entertainment,로이킴,2019.02.03~2019.02.09,3612177,153
4753,Closer ,"Disruptor Records, Columbia",Sony Music,The Chainsmokers,2019.02.03~2019.02.09,3605265,154
4754,한,큐브엔터테인먼트,카카오 M,(여자)아이들,2019.02.03~2019.02.09,3571452,155
4755,팔레트 ,"페이브엔터테인먼트,카카오 M",카카오 M,아이유 ,2019.02.03~2019.02.09,3560003,156
4756,첫눈처럼 너에게 가겠다 ,"영엔터테인먼트, 하얀달엔터테인먼트","지니뮤직, Stone Music Entertainment",김범수,2019.02.03~2019.02.09,3551995,157
4757,그 남자를 떠나,"iHQ, god",카카오 M,god,2019.02.03~2019.02.09,3546352,158
4758,There`s Nothing Holdin` Me Back,"Island Records, a division of UMG Recordings, Inc.",Universal Music,Shawn Mendes,2019.02.03~2019.02.09,3474125,159
4759,밤이 되니까,냠냠엔터테인먼트,"지니뮤직, Stone Music Entertainment",펀치 ,2019.02.03~2019.02.09,3471166,160
4760,트라우마 ,SM Entertainment,Dreamus,EXO,2019.02.03~2019.02.09,3434602,161
4761,엉켜 ,AOMG,카카오 M,로꼬 ,2019.02.03~2019.02.09,3433003,162
4762,마지막처럼,YG Entertainment,YG PLUS,BLACKPINK,2019.02.03~2019.02.09,3422967,163
4763,Something Just Like This,"Disruptor Records, Columbia",Sony Music,"The Chainsmokers, Coldplay",2019.02.03~2019.02.09,3406282,164
4764,소나기 ,어라운드 어스,카카오 M,용준형,2019.02.03~2019.02.09,3396651,165
4765,Santa Tell Me,"Republic Records, a division of UMG Recordings,Inc",Universal Music,Ariana Grande,2019.02.03~2019.02.09,3396036,166
4766,Faded,MER Musikk,Sony Music,Alan Walker,2019.02.03~2019.02.09,3395501,167
4767,Universe,SM Entertainment,Dreamus,EXO,2019.02.03~2019.02.09,3380436,168
4768,Chandelier,Monkey Puzzle Records,Sony Music,Sia,2019.02.03~2019.02.09,3380033,169
4769,FRIENDS,Atlantic Records UK,Warner Music,Marshmello & Anne-Marie,2019.02.03~2019.02.09,3359522,170
4770,사임사임 ,Stone Music Entertainment,지니뮤직,"Coogie, SUPERBEE, D.Ark",2019.02.03~2019.02.09,3350770,171
4771,Paris In The Rain,뮤직테이블,NHN벅스,Lauv,2019.02.03~2019.02.09,3344115,172
4772,Wait,SM Entertainment,Dreamus,EXO,2019.02.03~2019.02.09,3334360,173
4773,Love U,MNH Entertainment,"지니뮤직, Stone Music Entertainment",청하,2019.02.03~2019.02.09,3326863,174
4774,Gravity,SM Entertainment,Dreamus,EXO,2019.02.03~2019.02.09,3316932,175
4775,소년점프 ,Beautiful Noise,지니뮤직,마미손,2019.02.03~2019.02.09,3296238,176
4776,REALLY REALLY,YG Entertainment,YG PLUS,WINNER,2019.02.03~2019.02.09,3262587,177
4777,Heart Shaker,JYP Entertainment,Dreamus,TWICE,2019.02.03~2019.02.09,3254775,178
4778,I`m Not The Only One,Capitol Records,Universal Music,Sam Smith,2019.02.03~2019.02.09,3246910,179
4779,닿은 순간 ,SM Entertainment,Dreamus,EXO,2019.02.03~2019.02.09,3225395,180
4780,좋은 날,"Stone Music Entertainment, 화앤담픽쳐스","지니뮤직, Stone Music Entertainment",멜로망스,2019.02.03~2019.02.09,3224448,181
4781,노력,메이크어스엔터테인먼트,카카오 M,박원,2019.02.03~2019.02.09,3207326,182
4782,야생화,젤리피쉬 엔터테인먼트,"지니뮤직, Stone Music Entertainment",박효신,2019.02.03~2019.02.09,3207081,183
4783,너였다면,Stone Music Entertainment,지니뮤직,정승환,2019.02.03~2019.02.09,3205018,184
4784,Girls Like You ,Interscope Records,Universal Music,Maroon 5,2019.02.03~2019.02.09,3194097,185
4785,폰서트,매직스트로베리사운드,카카오 M,10cm,2019.02.03~2019.02.09,3191212,186
4786,명동콜링,더파이브문화산업전문회사,카카오 M,카더가든,2019.02.03~2019.02.09,3171885,187
