"","제목","시청률","주차"
"8297","보도본부핫라인","2.933","20190610"
"8298","판도라","2.803","20190610"
"8299","뉴스TOP10","2.718","20190610"
"8300","뉴스파이터","2.539","20190610"
"8301","세상어디에도없는아내의맛","6.102","20190611"
"8302","JTBC뉴스룸","4.409","20190611"
"8303","월화드라마(바람이분다)","3.880","20190611"
"8304","휴먼다큐(사노라면)","3.281","20190611"
"8305","MBN뉴스8","3.066","20190611"
"8306","뉴스파이터","2.643","20190611"
"8307","MBN뉴스와이드","2.551","20190611"
"8308","나는몸신이다","2.498","20190611"
"8309","엄지의제왕","2.321","20190611"
"8310","TV조선뉴스9","2.297","20190611"
"8311","세상어디에도없는아내의맛","6.102","20190611"
"8312","JTBC뉴스룸","4.409","20190611"
"8313","월화드라마(바람이분다)","3.880","20190611"
"8314","휴먼다큐(사노라면)","3.281","20190611"
"8315","MBN뉴스8","3.066","20190611"
"8316","뉴스파이터","2.643","20190611"
"8317","MBN뉴스와이드","2.551","20190611"
"8318","나는몸신이다","2.498","20190611"
"8319","엄지의제왕","2.321","20190611"
"8320","TV조선뉴스9","2.297","20190611"
"8321","나는자연인이다","5.184","20190612"
"8322","JTBC뉴스룸","4.426","20190612"
"8323","인생다큐(마이웨이)","3.653","20190612"
"8324","질문있습니다차이나는클라스","3.522","20190612"
"8325","TV조선뉴스9","3.249","20190612"
"8326","뉴스TOP10","2.931","20190612"
"8327","MBN뉴스8","2.889","20190612"
"8328","MBN뉴스와이드","2.780","20190612"
"8329","보도본부핫라인","2.763","20190612"
"8330","뉴스A","2.757","20190612"
"8331","나는자연인이다","5.184","20190612"
"8332","JTBC뉴스룸","4.426","20190612"
"8333","인생다큐(마이웨이)","3.653","20190612"
"8334","질문있습니다차이나는클라스","3.522","20190612"
"8335","TV조선뉴스9","3.249","20190612"
"8336","뉴스TOP10","2.931","20190612"
"8337","MBN뉴스8","2.889","20190612"
"8338","MBN뉴스와이드","2.780","20190612"
"8339","보도본부핫라인","2.763","20190612"
"8340","뉴스A","2.757","20190612"
"8341","JTBC뉴스룸","4.820","20190613"
"8342","우리가잊고지냈던두번째연애의맛","4.484","20190613"
"8343","이규연의스포트라이트","4.033","20190613"
"8344","보도본부핫라인","2.986","20190613"
"8345","MBN뉴스8","2.923","20190613"
"8346","뉴스파이터","2.888","20190613"
"8347","뭉쳐야찬다전설들의조기축구","2.703","20190613"
"8348","TV조선뉴스9","2.621","20190613"
"8349","인생다큐(마이웨이)","2.611","20190613"
"8350","5시정치부회의","2.564","20190613"
"8351","JTBC뉴스룸","4.820","20190613"
"8352","우리가잊고지냈던두번째연애의맛","4.484","20190613"
"8353","이규연의스포트라이트","4.033","20190613"
"8354","보도본부핫라인","2.986","20190613"
"8355","MBN뉴스8","2.923","20190613"
"8356","뉴스파이터","2.888","20190613"
"8357","뭉쳐야찬다전설들의조기축구","2.703","20190613"
"8358","TV조선뉴스9","2.621","20190613"
"8359","인생다큐(마이웨이)","2.611","20190613"
"8360","5시정치부회의","2.564","20190613"
"8361","금토드라마(보좌관세상을움직이는사람들)","4.375","20190614"
"8362","JTBC뉴스룸","4.352","20190614"
"8363","현장르포특종세상","3.398","20190614"
"8364","슈퍼밴드","3.209","20190614"
"8365","보도본부핫라인","2.983","20190614"
"8366","MBN뉴스8","2.972","20190614"
"8367","뉴스파이터","2.937","20190614"
"8368","TV조선뉴스9","2.887","20190614"
"8369","뉴스A","2.739","20190614"
"8370","뉴스TOP10","2.604","20190614"
"8371","금토드라마(보좌관세상을움직이는사람들)","4.375","20190614"
"8372","JTBC뉴스룸","4.352","20190614"
"8373","현장르포특종세상","3.398","20190614"
"8374","슈퍼밴드","3.209","20190614"
"8375","보도본부핫라인","2.983","20190614"
"8376","MBN뉴스8","2.972","20190614"
"8377","뉴스파이터","2.937","20190614"
"8378","TV조선뉴스9","2.887","20190614"
"8379","뉴스A","2.739","20190614"
"8380","뉴스TOP10","2.604","20190614"
"8381","아는형님","5.279","20190615"
"8382","금토드라마(보좌관세상을움직이는사람들)","4.545","20190615"
"8383","강적들","4.430","20190615"
"8384","속풀이쇼동치미","4.093","20190615"
"8385","기막힌이야기실제상황","2.799","20190615"
"8386","MBN뉴스8","2.463","20190615"
"8387","JTBC뉴스룸","2.419","20190615"
"8388","세상어디에도없는아내의맛","2.279","20190615"
"8389","모던패밀리","2.257","20190615"
"8390","TV조선뉴스현장","2.208","20190615"
"8391","아는형님","5.279","20190615"
"8392","금토드라마(보좌관세상을움직이는사람들)","4.545","20190615"
"8393","강적들","4.430","20190615"
"8394","속풀이쇼동치미","4.093","20190615"
"8395","기막힌이야기실제상황","2.799","20190615"
"8396","MBN뉴스8","2.463","20190615"
"8397","JTBC뉴스룸","2.419","20190615"
"8398","세상어디에도없는아내의맛","2.279","20190615"
"8399","모던패밀리","2.257","20190615"
"8400","TV조선뉴스현장","2.208","20190615"
"8401","모란봉클럽통일준비위원회","4.053","20190616"
"8402","알토란","3.338","20190616"
"8403","MBN뉴스8","3.275","20190616"
"8404","JTBC뉴스룸","3.086","20190616"
"8405","속풀이쇼동치미","2.928","20190616"
"8406","금토드라마(보좌관세상을움직이는사람들)","2.919","20190616"
"8407","이제만나러갑니다","2.861","20190616"
"8408","MBN뉴스와이드","2.351","20190616"
"8409","천기누설","2.333","20190616"
"8410","TV조선뉴스현장","2.134","20190616"
"8411","모란봉클럽통일준비위원회","4.053","20190616"
"8412","알토란","3.338","20190616"
"8413","MBN뉴스8","3.275","20190616"
"8414","JTBC뉴스룸","3.086","20190616"
"8415","속풀이쇼동치미","2.928","20190616"
"8416","금토드라마(보좌관세상을움직이는사람들)","2.919","20190616"
"8417","이제만나러갑니다","2.861","20190616"
"8418","MBN뉴스와이드","2.351","20190616"
"8419","천기누설","2.333","20190616"
"8420","TV조선뉴스현장","2.134","20190616"
"8421","JTBC뉴스룸","5.624","20190617"
"8422","월화드라마(바람이분다)","4.749","20190617"
"8423","MBN뉴스8","3.860","20190617"
"8424","TV조선뉴스9","3.348","20190617"
"8425","인생감정쇼얼마예요","3.346","20190617"
"8426","보도본부핫라인","3.065","20190617"
"8427","판도라","3.062","20190617"
"8428","MBN뉴스와이드","2.758","20190617"
"8429","뉴스TOP10","2.548","20190617"
"8430","사건파일24","2.481","20190617"
"8431","JTBC뉴스룸","5.624","20190617"
"8432","월화드라마(바람이분다)","4.749","20190617"
"8433","MBN뉴스8","3.860","20190617"
"8434","TV조선뉴스9","3.348","20190617"
"8435","인생감정쇼얼마예요","3.346","20190617"
"8436","보도본부핫라인","3.065","20190617"
"8437","판도라","3.062","20190617"
"8438","MBN뉴스와이드","2.758","20190617"
"8439","뉴스TOP10","2.548","20190617"
"8440","사건파일24","2.481","20190617"
"8441","세상어디에도없는아내의맛","5.953","20190618"
"8442","JTBC뉴스룸","5.563","20190618"
"8443","월화드라마(바람이분다)","5.204","20190618"
"8444","휴먼다큐(사노라면)","3.748","20190618"
"8445","MBN뉴스8","3.286","20190618"
"8446","TV조선뉴스9","3.216","20190618"
"8447","뉴스파이터","3.065","20190618"
"8448","뉴스TOP10","2.981","20190618"
"8449","보도본부핫라인","2.851","20190618"
"8450","MBN뉴스와이드","2.789","20190618"
"8451","세상어디에도없는아내의맛","5.953","20190618"
"8452","JTBC뉴스룸","5.563","20190618"
"8453","월화드라마(바람이분다)","5.204","20190618"
"8454","휴먼다큐(사노라면)","3.748","20190618"
"8455","MBN뉴스8","3.286","20190618"
"8456","TV조선뉴스9","3.216","20190618"
"8457","뉴스파이터","3.065","20190618"
"8458","뉴스TOP10","2.981","20190618"
"8459","보도본부핫라인","2.851","20190618"
"8460","MBN뉴스와이드","2.789","20190618"
"8461","나는자연인이다","6.246","20190619"
"8462","JTBC뉴스룸","4.681","20190619"
"8463","보도본부핫라인","3.394","20190619"
"8464","TV조선뉴스9","3.111","20190619"
"8465","MBN뉴스8","3.080","20190619"
"8466","식큐멘터리한끼줍쇼","2.835","20190619"
"8467","특집다큐(이미자노래인생60년)","2.832","20190619"
"8468","MBN뉴스와이드","2.697","20190619"
"8469","세상어디에도없는아내의맛","2.653","20190619"
"8470","뉴스파이터","2.439","20190619"
"8471","나는자연인이다","6.246","20190619"
"8472","JTBC뉴스룸","4.681","20190619"
"8473","보도본부핫라인","3.394","20190619"
"8474","TV조선뉴스9","3.111","20190619"
"8475","MBN뉴스8","3.080","20190619"
"8476","식큐멘터리한끼줍쇼","2.835","20190619"
"8477","특집다큐(이미자노래인생60년)","2.832","20190619"
"8478","MBN뉴스와이드","2.697","20190619"
"8479","세상어디에도없는아내의맛","2.653","20190619"
"8480","뉴스파이터","2.439","20190619"
"8481","나만믿고따라와도시어부","4.534","20190620"
"8482","JTBC뉴스룸","4.470","20190620"
"8483","우리가잊고지냈던두번째연애의맛","4.325","20190620"
"8484","이규연의스포트라이트","4.025","20190620"
"8485","뭉쳐야찬다전설들의조기축구","3.228","20190620"
"8486","MBN뉴스8","3.227","20190620"
"8487","TV조선뉴스9","3.202","20190620"
"8488","여행생활자집시맨","3.117","20190620"
"8489","보도본부핫라인","3.071","20190620"
"8490","뉴스파이터","2.681","20190620"
"8491","나만믿고따라와도시어부","4.534","20190620"
"8492","JTBC뉴스룸","4.470","20190620"
"8493","우리가잊고지냈던두번째연애의맛","4.325","20190620"
"8494","이규연의스포트라이트","4.025","20190620"
"8495","뭉쳐야찬다전설들의조기축구","3.228","20190620"
"8496","MBN뉴스8","3.227","20190620"
"8497","TV조선뉴스9","3.202","20190620"
"8498","여행생활자집시맨","3.117","20190620"
"8499","보도본부핫라인","3.071","20190620"
"8500","뉴스파이터","2.681","20190620"
"8501","현장르포특종세상","4.552","20190621"
"8502","금토드라마(보좌관세상을움직이는사람들)","4.436","20190621"
"8503","JTBC뉴스룸","4.194","20190621"
"8504","슈퍼밴드","3.453","20190621"
"8505","TV조선뉴스9","3.302","20190621"
"8506","탐사보도세븐","3.223","20190621"
"8507","MBN뉴스8","3.020","20190621"
"8508","사건파일24","3.000","20190621"
"8509","보도본부핫라인","2.877","20190621"
"8510","모던패밀리","2.799","20190621"
"8511","현장르포특종세상","4.552","20190621"
"8512","금토드라마(보좌관세상을움직이는사람들)","4.436","20190621"
"8513","JTBC뉴스룸","4.194","20190621"
"8514","슈퍼밴드","3.453","20190621"
"8515","TV조선뉴스9","3.302","20190621"
"8516","탐사보도세븐","3.223","20190621"
"8517","MBN뉴스8","3.020","20190621"
"8518","사건파일24","3.000","20190621"
"8519","보도본부핫라인","2.877","20190621"
"8520","모던패밀리","2.799","20190621"
"8521","아는형님","6.675","20190622"
"8522","금토드라마(보좌관세상을움직이는사람들)","4.398","20190622"
"8523","속풀이쇼동치미","3.414","20190622"
"8524","강적들","3.342","20190622"
"8525","모던패밀리","3.047","20190622"
"8526","기막힌이야기실제상황","2.904","20190622"
"8527","JTBC뉴스룸","2.495","20190622"
"8528","세상어디에도없는아내의맛","2.449","20190622"
"8529","MBN뉴스8","2.310","20190622"
"8530","TV조선뉴스현장","2.165","20190622"
"8531","아는형님","6.675","20190622"
"8532","금토드라마(보좌관세상을움직이는사람들)","4.398","20190622"
"8533","속풀이쇼동치미","3.414","20190622"
"8534","강적들","3.342","20190622"
"8535","모던패밀리","3.047","20190622"
"8536","기막힌이야기실제상황","2.904","20190622"
"8537","JTBC뉴스룸","2.495","20190622"
"8538","세상어디에도없는아내의맛","2.449","20190622"
"8539","MBN뉴스8","2.310","20190622"
"8540","TV조선뉴스현장","2.165","20190622"
"8541","모란봉클럽통일준비위원회","3.362","20190623"
"8542","MBN뉴스8","3.316","20190623"
"8543","알토란","3.236","20190623"
"8544","속풀이쇼동치미","3.036","20190623"
"8545","JTBC뉴스룸","2.909","20190623"
"8546","이제만나러갑니다","2.597","20190623"
"8547","천기누설","2.557","20190623"
"8548","속풀이쇼동치미","2.055","20190623"
"8549","금토드라마(보좌관세상을움직이는사람들)","1.816","20190623"
"8550","TV조선뉴스현장","1.682","20190623"
"8551","모란봉클럽통일준비위원회","3.362","20190623"
"8552","MBN뉴스8","3.316","20190623"
"8553","알토란","3.236","20190623"
"8554","속풀이쇼동치미","3.036","20190623"
"8555","JTBC뉴스룸","2.909","20190623"
"8556","이제만나러갑니다","2.597","20190623"
"8557","천기누설","2.557","20190623"
"8558","속풀이쇼동치미","2.055","20190623"
"8559","금토드라마(보좌관세상을움직이는사람들)","1.816","20190623"
"8560","TV조선뉴스현장","1.682","20190623"
"8561","JTBC뉴스룸","5.396","20190624"
"8562","월화드라마(바람이분다)","5.170","20190624"
"8563","인생감정쇼얼마예요","4.258","20190624"
"8564","판도라","3.579","20190624"
"8565","TV조선뉴스9","3.341","20190624"
"8566","MBN뉴스8","3.037","20190624"
"8567","보도본부핫라인","2.730","20190624"
"8568","뉴스파이터","2.524","20190624"
"8569","MBN뉴스와이드","2.469","20190624"
"8570","뉴스TOP10","2.452","20190624"
"8571","JTBC뉴스룸","5.396","20190624"
"8572","월화드라마(바람이분다)","5.170","20190624"
"8573","인생감정쇼얼마예요","4.258","20190624"
"8574","판도라","3.579","20190624"
"8575","TV조선뉴스9","3.341","20190624"
"8576","MBN뉴스8","3.037","20190624"
"8577","보도본부핫라인","2.730","20190624"
"8578","뉴스파이터","2.524","20190624"
"8579","MBN뉴스와이드","2.469","20190624"
"8580","뉴스TOP10","2.452","20190624"
"8581","세상어디에도없는아내의맛2부","7.230","20190625"
"8582","월화드라마(바람이분다)","5.662","20190625"
"8583","JTBC뉴스룸","4.951","20190625"
"8584","세상어디에도없는아내의맛1부","4.224","20190625"
"8585","TV조선뉴스9","3.322","20190625"
"8586","MBN뉴스8","3.261","20190625"
"8587","뉴스파이터","3.147","20190625"
"8588","휴먼다큐(사노라면)","2.800","20190625"
"8589","MBN뉴스와이드","2.721","20190625"
"8590","5시정치부회의","2.711","20190625"
"8591","세상어디에도없는아내의맛2부","7.230","20190625"
"8592","월화드라마(바람이분다)","5.662","20190625"
"8593","JTBC뉴스룸","4.951","20190625"
"8594","세상어디에도없는아내의맛1부","4.224","20190625"
"8595","TV조선뉴스9","3.322","20190625"
"8596","MBN뉴스8","3.261","20190625"
"8597","뉴스파이터","3.147","20190625"
"8598","휴먼다큐(사노라면)","2.800","20190625"
"8599","MBN뉴스와이드","2.721","20190625"
"8600","5시정치부회의","2.711","20190625"
"8601","나는자연인이다","6.668","20190626"
"8602","JTBC뉴스룸","5.233","20190626"
"8603","MBN뉴스8","3.253","20190626"
"8604","보도본부핫라인","3.207","20190626"
"8605","TV조선뉴스9","3.150","20190626"
"8606","식큐멘터리한끼줍쇼","3.059","20190626"
"8607","5시정치부회의","3.008","20190626"
"8608","인생다큐(마이웨이)","2.788","20190626"
"8609","MBN뉴스와이드","2.782","20190626"
"8610","시사쇼이것이정치다","2.671","20190626"
"8611","나는자연인이다","6.668","20190626"
"8612","JTBC뉴스룸","5.233","20190626"
"8613","MBN뉴스8","3.253","20190626"
"8614","보도본부핫라인","3.207","20190626"
"8615","TV조선뉴스9","3.150","20190626"
"8616","식큐멘터리한끼줍쇼","3.059","20190626"
"8617","5시정치부회의","3.008","20190626"
"8618","인생다큐(마이웨이)","2.788","20190626"
"8619","MBN뉴스와이드","2.782","20190626"
"8620","시사쇼이것이정치다","2.671","20190626"
"8621","JTBC뉴스룸","4.731","20190627"
"8622","나만믿고따라와도시어부","4.514","20190627"
"8623","우리가잊고지냈던두번째연애의맛","4.470","20190627"
"8624","이규연의스포트라이트","3.910","20190627"
"8625","여행생활자집시맨","3.295","20190627"
"8626","MBN뉴스8","3.172","20190627"
"8627","보도본부핫라인","2.970","20190627"
"8628","뭉쳐야찬다전설들의조기축구","2.902","20190627"
"8629","뉴스파이터","2.831","20190627"
"8630","5시정치부회의","2.713","20190627"
"8631","JTBC뉴스룸","4.731","20190627"
"8632","나만믿고따라와도시어부","4.514","20190627"
"8633","우리가잊고지냈던두번째연애의맛","4.470","20190627"
"8634","이규연의스포트라이트","3.910","20190627"
"8635","여행생활자집시맨","3.295","20190627"
"8636","MBN뉴스8","3.172","20190627"
"8637","보도본부핫라인","2.970","20190627"
"8638","뭉쳐야찬다전설들의조기축구","2.902","20190627"
"8639","뉴스파이터","2.831","20190627"
"8640","5시정치부회의","2.713","20190627"
"8641","현장르포특종세상","4.629","20190628"
"8642","금토드라마(보좌관세상을움직이는사람들)","4.012","20190628"
"8643","JTBC뉴스룸","3.798","20190628"
"8644","TV조선뉴스9","3.467","20190628"
"8645","슈퍼밴드","3.465","20190628"
"8646","MBN뉴스8","3.182","20190628"
"8647","뉴스파이터","2.884","20190628"
"8648","보도본부핫라인","2.798","20190628"
"8649","뉴스A","2.654","20190628"
"8650","뉴스앤이슈","2.521","20190628"
"8651","현장르포특종세상","4.629","20190628"
"8652","금토드라마(보좌관세상을움직이는사람들)","4.012","20190628"
"8653","JTBC뉴스룸","3.798","20190628"
"8654","TV조선뉴스9","3.467","20190628"
"8655","슈퍼밴드","3.465","20190628"
"8656","MBN뉴스8","3.182","20190628"
"8657","뉴스파이터","2.884","20190628"
"8658","보도본부핫라인","2.798","20190628"
"8659","뉴스A","2.654","20190628"
"8660","뉴스앤이슈","2.521","20190628"
"8661","아는형님","7.231","20190629"
"8662","금토드라마(보좌관세상을움직이는사람들)","4.039","20190629"
"8663","강적들","3.865","20190629"
"8664","속풀이쇼동치미","3.736","20190629"
"8665","세상어디에도없는아내의맛베스트","3.294","20190629"
"8666","MBN뉴스8","2.662","20190629"
"8667","기막힌이야기실제상황","2.637","20190629"
"8668","TV조선뉴스현장","2.611","20190629"
"8669","속풀이쇼동치미","2.598","20190629"
"8670","JTBC뉴스룸","2.557","20190629"
"8671","아는형님","7.231","20190629"
"8672","금토드라마(보좌관세상을움직이는사람들)","4.039","20190629"
"8673","강적들","3.865","20190629"
"8674","속풀이쇼동치미","3.736","20190629"
"8675","세상어디에도없는아내의맛베스트","3.294","20190629"
"8676","MBN뉴스8","2.662","20190629"
"8677","기막힌이야기실제상황","2.637","20190629"
"8678","TV조선뉴스현장","2.611","20190629"
"8679","속풀이쇼동치미","2.598","20190629"
"8680","JTBC뉴스룸","2.557","20190629"
"8681","알토란","3.745","20190630"
"8682","JTBC뉴스룸","3.205","20190630"
"8683","트럼프대통령방한DMZ방문","2.843","20190630"
"8684","모란봉클럽통일준비위원회","2.800","20190630"
"8685","천기누설","2.734","20190630"
"8686","이제만나러갑니다","2.536","20190630"
"8687","뭉쳐야찬다전설들의조기축구뭉쳐보기","2.347","20190630"
"8688","남북미정상역사적DMZ만남","2.338","20190630"
"8689","TV조선뉴스특보","2.282","20190630"
"8690","MBN뉴스와이드","2.153","20190630"
"8691","알토란","3.745","20190630"
"8692","JTBC뉴스룸","3.205","20190630"
"8693","트럼프대통령방한DMZ방문","2.843","20190630"
"8694","모란봉클럽통일준비위원회","2.800","20190630"
"8695","천기누설","2.734","20190630"
"8696","이제만나러갑니다","2.536","20190630"
"8697","뭉쳐야찬다전설들의조기축구뭉쳐보기","2.347","20190630"
"8698","남북미정상역사적DMZ만남","2.338","20190630"
"8699","TV조선뉴스특보","2.282","20190630"
"8700","MBN뉴스와이드","2.153","20190630"
"8701","JTBC뉴스룸","6.505","20190701"
"8702","월화드라마(바람이분다)","4.119","20190701"
"8703","MBN뉴스8","3.483","20190701"
"8704","보도본부핫라인","3.313","20190701"
"8705","인생감정쇼얼마예요","3.151","20190701"
"8706","TV조선뉴스9","3.066","20190701"
"8707","뉴스파이터","2.992","20190701"
"8708","MBN뉴스와이드","2.888","20190701"
"8709","판도라","2.788","20190701"
"8710","5시정치부회의","2.783","20190701"
"8711","JTBC뉴스룸","6.505","20190701"
"8712","월화드라마(바람이분다)","4.119","20190701"
"8713","MBN뉴스8","3.483","20190701"
"8714","보도본부핫라인","3.313","20190701"
"8715","인생감정쇼얼마예요","3.151","20190701"
"8716","TV조선뉴스9","3.066","20190701"
"8717","뉴스파이터","2.992","20190701"
"8718","MBN뉴스와이드","2.888","20190701"
"8719","판도라","2.788","20190701"
"8720","5시정치부회의","2.783","20190701"
"8721","세상어디에도없는아내의맛2부","6.788","20190702"
"8722","JTBC뉴스룸","4.795","20190702"
"8723","세상어디에도없는아내의맛1부","4.341","20190702"
"8724","월화드라마(바람이분다)","3.577","20190702"
"8725","휴먼다큐(사노라면)","3.486","20190702"
"8726","MBN뉴스8","3.261","20190702"
"8727","TV조선뉴스9","3.096","20190702"
"8728","보도본부핫라인","2.876","20190702"
"8729","5시정치부회의","2.716","20190702"
"8730","4시사건반장","2.668","20190702"
"8731","세상어디에도없는아내의맛2부","6.788","20190702"
"8732","JTBC뉴스룸","4.795","20190702"
"8733","세상어디에도없는아내의맛1부","4.341","20190702"
"8734","월화드라마(바람이분다)","3.577","20190702"
"8735","휴먼다큐(사노라면)","3.486","20190702"
"8736","MBN뉴스8","3.261","20190702"
"8737","TV조선뉴스9","3.096","20190702"
"8738","보도본부핫라인","2.876","20190702"
"8739","5시정치부회의","2.716","20190702"
"8740","4시사건반장","2.668","20190702"
"8741","나는자연인이다","6.661","20190703"
"8742","JTBC뉴스룸","4.892","20190703"
"8743","MBN뉴스8","3.291","20190703"
"8744","식큐멘터리한끼줍쇼","2.726","20190703"
"8745","보도본부핫라인","2.678","20190703"
"8746","TV조선뉴스9","2.661","20190703"
"8747","뉴스TOP10","2.616","20190703"
"8748","뉴스파이터","2.451","20190703"
"8749","시사쇼이것이정치다","2.395","20190703"
"8750","5시정치부회의","2.340","20190703"
"8751","나는자연인이다","6.661","20190703"
"8752","JTBC뉴스룸","4.892","20190703"
"8753","MBN뉴스8","3.291","20190703"
"8754","식큐멘터리한끼줍쇼","2.726","20190703"
"8755","보도본부핫라인","2.678","20190703"
"8756","TV조선뉴스9","2.661","20190703"
"8757","뉴스TOP10","2.616","20190703"
"8758","뉴스파이터","2.451","20190703"
"8759","시사쇼이것이정치다","2.395","20190703"
"8760","5시정치부회의","2.340","20190703"
"8761","이규연의스포트라이트","5.213","20190704"
"8762","JTBC뉴스룸","4.879","20190704"
"8763","우리가잊고지냈던두번째연애의맛","4.587","20190704"
"8764","나만믿고따라와도시어부","4.384","20190704"
"8765","뭉쳐야찬다전설들의조기축구","3.556","20190704"
"8766","TV조선뉴스9","3.082","20190704"
"8767","보도본부핫라인","3.031","20190704"
"8768","MBN뉴스8","2.812","20190704"
"8769","여행생활자집시맨","2.722","20190704"
"8770","사건파일24","2.695","20190704"
"8771","이규연의스포트라이트","5.213","20190704"
"8772","JTBC뉴스룸","4.879","20190704"
"8773","우리가잊고지냈던두번째연애의맛","4.587","20190704"
"8774","나만믿고따라와도시어부","4.384","20190704"
"8775","뭉쳐야찬다전설들의조기축구","3.556","20190704"
"8776","TV조선뉴스9","3.082","20190704"
"8777","보도본부핫라인","3.031","20190704"
"8778","MBN뉴스8","2.812","20190704"
"8779","여행생활자집시맨","2.722","20190704"
"8780","사건파일24","2.695","20190704"
"8781","현장르포특종세상","5.417","20190705"
"8782","JTBC뉴스룸","4.405","20190705"
"8783","금토드라마(보좌관세상을움직이는사람들)","4.087","20190705"
"8784","슈퍼밴드","3.680","20190705"
"8785","TV조선뉴스9","3.192","20190705"
"8786","MBN뉴스8","3.177","20190705"
"8787","보도본부핫라인","2.929","20190705"
"8788","5시정치부회의","2.753","20190705"
"8789","모던패밀리","2.673","20190705"
"8790","4시사건반장","2.631","20190705"
"8791","현장르포특종세상","5.417","20190705"
"8792","JTBC뉴스룸","4.405","20190705"
"8793","금토드라마(보좌관세상을움직이는사람들)","4.087","20190705"
"8794","슈퍼밴드","3.680","20190705"
"8795","TV조선뉴스9","3.192","20190705"
"8796","MBN뉴스8","3.177","20190705"
"8797","보도본부핫라인","2.929","20190705"
"8798","5시정치부회의","2.753","20190705"
"8799","모던패밀리","2.673","20190705"
"8800","4시사건반장","2.631","20190705"
"8801","아는형님","5.804","20190706"
"8802","금토드라마(보좌관세상을움직이는사람들)","4.974","20190706"
"8803","강적들","3.975","20190706"
"8804","속풀이쇼동치미","3.298","20190706"
"8805","MBN뉴스8","2.852","20190706"
"8806","JTBC뉴스룸","2.852","20190706"
"8807","기막힌이야기실제상황","2.850","20190706"
"8808","뭉쳐야찬다전설들의조기축구","2.547","20190706"
"8809","현장르포특종세상","2.428","20190706"
"8810","TV조선뉴스현장","2.248","20190706"
"8811","아는형님","5.804","20190706"
"8812","금토드라마(보좌관세상을움직이는사람들)","4.974","20190706"
"8813","강적들","3.975","20190706"
"8814","속풀이쇼동치미","3.298","20190706"
"8815","MBN뉴스8","2.852","20190706"
"8816","JTBC뉴스룸","2.852","20190706"
"8817","기막힌이야기실제상황","2.850","20190706"
"8818","뭉쳐야찬다전설들의조기축구","2.547","20190706"
"8819","현장르포특종세상","2.428","20190706"
"8820","TV조선뉴스현장","2.248","20190706"
"8821","알토란","3.470","20190707"
"8822","속풀이쇼동치미","3.441","20190707"
"8823","JTBC뉴스룸","3.192","20190707"
"8824","모란봉클럽통일준비위원회","3.183","20190707"
"8825","MBN뉴스8","3.116","20190707"
"8826","이제만나러갑니다","2.875","20190707"
"8827","뭉쳐야찬다전설들의조기축구","2.713","20190707"
"8828","MBN뉴스와이드","2.400","20190707"
"8829","아는형님","2.281","20190707"
"8830","금토드라마(보좌관세상을움직이는사람들)","2.221","20190707"
"8831","알토란","3.470","20190707"
"8832","속풀이쇼동치미","3.441","20190707"
"8833","JTBC뉴스룸","3.192","20190707"
"8834","모란봉클럽통일준비위원회","3.183","20190707"
"8835","MBN뉴스8","3.116","20190707"
"8836","이제만나러갑니다","2.875","20190707"
"8837","뭉쳐야찬다전설들의조기축구","2.713","20190707"
"8838","MBN뉴스와이드","2.400","20190707"
"8839","아는형님","2.281","20190707"
"8840","금토드라마(보좌관세상을움직이는사람들)","2.221","20190707"
"8841","JTBC뉴스룸","6.041","20190708"
"8842","월화드라마(바람이분다)","3.895","20190708"
"8843","MBN뉴스8","3.145","20190708"
"8844","판도라","3.100","20190708"
"8845","보도본부핫라인","2.979","20190708"
"8846","인생감정쇼얼마예요","2.869","20190708"
"8847","MBN뉴스와이드","2.809","20190708"
"8848","TV조선뉴스9","2.799","20190708"
"8849","뉴스파이터","2.758","20190708"
"8850","5시정치부회의","2.732","20190708"
"8851","JTBC뉴스룸","6.041","20190708"
"8852","월화드라마(바람이분다)","3.895","20190708"
"8853","MBN뉴스8","3.145","20190708"
"8854","판도라","3.100","20190708"
"8855","보도본부핫라인","2.979","20190708"
"8856","인생감정쇼얼마예요","2.869","20190708"
"8857","MBN뉴스와이드","2.809","20190708"
"8858","TV조선뉴스9","2.799","20190708"
"8859","뉴스파이터","2.758","20190708"
"8860","5시정치부회의","2.732","20190708"
"8861","세상어디에도없는아내의맛2부","7.530","20190709"
"8862","JTBC뉴스룸","5.288","20190709"
"8863","세상어디에도없는아내의맛1부","4.362","20190709"
"8864","TV조선뉴스9","3.489","20190709"
"8865","월화드라마(바람이분다)","3.483","20190709"
"8866","휴먼다큐(사노라면)","3.289","20190709"
"8867","보도본부핫라인","3.118","20190709"
"8868","MBN뉴스8","3.102","20190709"
"8869","5시정치부회의","2.571","20190709"
"8870","뉴스파이터","2.419","20190709"
"8871","세상어디에도없는아내의맛2부","7.530","20190709"
"8872","JTBC뉴스룸","5.288","20190709"
"8873","세상어디에도없는아내의맛1부","4.362","20190709"
"8874","TV조선뉴스9","3.489","20190709"
"8875","월화드라마(바람이분다)","3.483","20190709"
"8876","휴먼다큐(사노라면)","3.289","20190709"
"8877","보도본부핫라인","3.118","20190709"
"8878","MBN뉴스8","3.102","20190709"
"8879","5시정치부회의","2.571","20190709"
"8880","뉴스파이터","2.419","20190709"
"8881","나는자연인이다","6.386","20190710"
"8882","JTBC뉴스룸","5.907","20190710"
"8883","식큐멘터리한끼줍쇼","4.065","20190710"
