"","제목","시청률","주차"
"1217","2018KBO리그","1.510","20180621"
"1218","수미네반찬","1.458","20180621"
"1219","수목드라마(김비서가왜그럴까)","1.409","20180621"
"1220","수미네반찬","1.342","20180621"
"1221","꽃보다할배스페셜:그땐그랬지","3.045","20180622"
"1222","수목드라마(김비서가왜그럴까)","2.084","20180622"
"1223","프로듀스48","1.913","20180622"
"1224","수목드라마(김비서가왜그럴까)","1.789","20180622"
"1225","THECALL","1.729","20180622"
"1226","2018KBO리그","1.625","20180622"
"1227","수목드라마(김비서가왜그럴까)","1.551","20180622"
"1228","뉴스N이슈","1.463","20180622"
"1229","2018KBO리그","1.457","20180622"
"1230","수미네반찬","1.334","20180622"
"1231","꽃보다할배스페셜:그땐그랬지","3.045","20180622"
"1232","수목드라마(김비서가왜그럴까)","2.084","20180622"
"1233","프로듀스48","1.913","20180622"
"1234","수목드라마(김비서가왜그럴까)","1.789","20180622"
"1235","THECALL","1.729","20180622"
"1236","2018KBO리그","1.625","20180622"
"1237","수목드라마(김비서가왜그럴까)","1.551","20180622"
"1238","뉴스N이슈","1.463","20180622"
"1239","2018KBO리그","1.457","20180622"
"1240","수미네반찬","1.334","20180622"
"1241","무법변호사","5.050","20180623"
"1242","라이프온마스","3.098","20180623"
"1243","가성비갑럭셔리여행짠내투어","2.732","20180623"
"1244","놀라운토요일예능신대륙발견","2.271","20180623"
"1245","꽃보다할배스페셜:그땐그랬지","1.925","20180623"
"1246","연합뉴스TV뉴스15","1.786","20180623"
"1247","연합뉴스TV뉴스13","1.785","20180623"
"1248","뉴스N이슈","1.719","20180623"
"1249","연합뉴스TV뉴스12","1.604","20180623"
"1250","뉴스와이드(15:00)","1.587","20180623"
"1251","무법변호사","5.050","20180623"
"1252","라이프온마스","3.098","20180623"
"1253","가성비갑럭셔리여행짠내투어","2.732","20180623"
"1254","놀라운토요일예능신대륙발견","2.271","20180623"
"1255","꽃보다할배스페셜:그땐그랬지","1.925","20180623"
"1256","연합뉴스TV뉴스15","1.786","20180623"
"1257","연합뉴스TV뉴스13","1.785","20180623"
"1258","뉴스N이슈","1.719","20180623"
"1259","연합뉴스TV뉴스12","1.604","20180623"
"1260","뉴스와이드(15:00)","1.587","20180623"
"1261","무법변호사","7.089","20180624"
"1262","라이프온마스","3.969","20180624"
"1263","코미디빅리그","2.427","20180624"
"1264","수목드라마(김비서가왜그럴까)","2.391","20180624"
"1265","출발640","2.266","20180624"
"1266","뉴스Q","2.242","20180624"
"1267","명품리포트맥","2.085","20180624"
"1268","대한민국아침뉴스07","2.011","20180624"
"1269","연합뉴스TV뉴스14","1.943","20180624"
"1270","연합뉴스TV뉴스15","1.936","20180624"
"1271","무법변호사","7.089","20180624"
"1272","라이프온마스","3.969","20180624"
"1273","코미디빅리그","2.427","20180624"
"1274","수목드라마(김비서가왜그럴까)","2.391","20180624"
"1275","출발640","2.266","20180624"
"1276","뉴스Q","2.242","20180624"
"1277","명품리포트맥","2.085","20180624"
"1278","대한민국아침뉴스07","2.011","20180624"
"1279","연합뉴스TV뉴스14","1.943","20180624"
"1280","연합뉴스TV뉴스15","1.936","20180624"
"1281","무법변호사","2.208","20180625"
"1282","뚝딱뚝딱섬스테이섬총사2","1.983","20180625"
"1283","즐거운시골살이풀뜯어먹는소리","1.982","20180625"
"1284","뉴스N이슈","1.593","20180625"
"1285","김선영의뉴스나이트","1.489","20180625"
"1286","연합뉴스TV뉴스12","1.345","20180625"
"1287","뉴스투나잇2부","1.324","20180625"
"1288","출발640","1.311","20180625"
"1289","월화드라마(멈추고싶은순간어바웃타임)","1.262","20180625"
"1290","뉴스투나잇1부","1.239","20180625"
"1291","무법변호사","2.208","20180625"
"1292","뚝딱뚝딱섬스테이섬총사2","1.983","20180625"
"1293","즐거운시골살이풀뜯어먹는소리","1.982","20180625"
"1294","뉴스N이슈","1.593","20180625"
"1295","김선영의뉴스나이트","1.489","20180625"
"1296","연합뉴스TV뉴스12","1.345","20180625"
"1297","뉴스투나잇2부","1.324","20180625"
"1298","출발640","1.311","20180625"
"1299","월화드라마(멈추고싶은순간어바웃타임)","1.262","20180625"
"1300","뉴스투나잇1부","1.239","20180625"
"1301","월화드라마(멈추고싶은순간어바웃타임)","1.888","20180626"
"1302","평균연령15세둥지탈출3","1.788","20180626"
"1303","2018KBO리그","1.755","20180626"
"1304","즐거운시골살이풀뜯어먹는소리","1.672","20180626"
"1305","연합뉴스TV뉴스13","1.523","20180626"
"1306","뉴스N이슈","1.520","20180626"
"1307","김선영의뉴스나이트","1.506","20180626"
"1308","수목드라마(김비서가왜그럴까)","1.497","20180626"
"1309","뉴스투나잇1부","1.425","20180626"
"1310","연합뉴스TV뉴스09","1.372","20180626"
"1311","월화드라마(멈추고싶은순간어바웃타임)","1.888","20180626"
"1312","평균연령15세둥지탈출3","1.788","20180626"
"1313","2018KBO리그","1.755","20180626"
"1314","즐거운시골살이풀뜯어먹는소리","1.672","20180626"
"1315","연합뉴스TV뉴스13","1.523","20180626"
"1316","뉴스N이슈","1.520","20180626"
"1317","김선영의뉴스나이트","1.506","20180626"
"1318","수목드라마(김비서가왜그럴까)","1.497","20180626"
"1319","뉴스투나잇1부","1.425","20180626"
"1320","연합뉴스TV뉴스09","1.372","20180626"
"1321","수목드라마(김비서가왜그럴까)","7.281","20180627"
"1322","수미네반찬","2.760","20180627"
"1323","2018KBO리그","1.951","20180627"
"1324","연합뉴스TV뉴스13","1.275","20180627"
"1325","뉴스현장","1.263","20180627"
"1326","연합뉴스TV뉴스12","1.246","20180627"
"1327","모닝와이","1.220","20180627"
"1328","즐거운시골살이풀뜯어먹는소리","1.205","20180627"
"1329","출발640","1.142","20180627"
"1330","2018KBO리그","1.091","20180627"
"1331","수목드라마(김비서가왜그럴까)","7.281","20180627"
"1332","수미네반찬","2.760","20180627"
"1333","2018KBO리그","1.951","20180627"
"1334","연합뉴스TV뉴스13","1.275","20180627"
"1335","뉴스현장","1.263","20180627"
"1336","연합뉴스TV뉴스12","1.246","20180627"
"1337","모닝와이","1.220","20180627"
"1338","즐거운시골살이풀뜯어먹는소리","1.205","20180627"
"1339","출발640","1.142","20180627"
"1340","2018KBO리그","1.091","20180627"
"1341","수목드라마(김비서가왜그럴까)","8.120","20180628"
"1342","어서와한국은처음이지","2.938","20180628"
"1343","인생술집","2.391","20180628"
"1344","2018KBO리그","2.113","20180628"
"1345","수미네반찬","2.019","20180628"
"1346","수미네반찬","1.897","20180628"
"1347","김선영의뉴스나이트","1.821","20180628"
"1348","이슈오늘","1.805","20180628"
"1349","뉴스N이슈","1.748","20180628"
"1350","수목드라마(김비서가왜그럴까)","1.667","20180628"
"1351","수목드라마(김비서가왜그럴까)","8.120","20180628"
"1352","어서와한국은처음이지","2.938","20180628"
"1353","인생술집","2.391","20180628"
"1354","2018KBO리그","2.113","20180628"
"1355","수미네반찬","2.019","20180628"
"1356","수미네반찬","1.897","20180628"
"1357","김선영의뉴스나이트","1.821","20180628"
"1358","이슈오늘","1.805","20180628"
"1359","뉴스N이슈","1.748","20180628"
"1360","수목드라마(김비서가왜그럴까)","1.667","20180628"
"1361","꽃보다할배리턴즈","9.189","20180629"
"1362","수목드라마(김비서가왜그럴까)","2.088","20180629"
"1363","프로듀스48","1.999","20180629"
"1364","2018KBO리그","1.778","20180629"
"1365","THECALL","1.529","20180629"
"1366","뚝딱뚝딱섬스테이섬총사2","1.516","20180629"
"1367","수미네반찬","1.503","20180629"
"1368","뉴스투나잇2부","1.493","20180629"
"1369","미스터션샤인","1.425","20180629"
"1370","2018KBO리그","1.375","20180629"
"1371","꽃보다할배리턴즈","9.189","20180629"
"1372","수목드라마(김비서가왜그럴까)","2.088","20180629"
"1373","프로듀스48","1.999","20180629"
"1374","2018KBO리그","1.778","20180629"
"1375","THECALL","1.529","20180629"
"1376","뚝딱뚝딱섬스테이섬총사2","1.516","20180629"
"1377","수미네반찬","1.503","20180629"
"1378","뉴스투나잇2부","1.493","20180629"
"1379","미스터션샤인","1.425","20180629"
"1380","2018KBO리그","1.375","20180629"
"1381","무법변호사","6.618","20180630"
"1382","라이프온마스","3.817","20180630"
"1383","꽃보다할배리턴즈","3.585","20180630"
"1384","꽃보다할배리턴즈","3.295","20180630"
"1385","가성비갑럭셔리여행짠내투어","2.653","20180630"
"1386","수미네반찬","2.507","20180630"
"1387","연합뉴스TV뉴스13","2.268","20180630"
"1388","뉴스N이슈","1.916","20180630"
"1389","2018KBO리그","1.883","20180630"
"1390","즐거운시골살이풀뜯어먹는소리","1.830","20180630"
"1391","무법변호사","6.618","20180630"
"1392","라이프온마스","3.817","20180630"
"1393","꽃보다할배리턴즈","3.585","20180630"
"1394","꽃보다할배리턴즈","3.295","20180630"
"1395","가성비갑럭셔리여행짠내투어","2.653","20180630"
"1396","수미네반찬","2.507","20180630"
"1397","연합뉴스TV뉴스13","2.268","20180630"
"1398","뉴스N이슈","1.916","20180630"
"1399","2018KBO리그","1.883","20180630"
"1400","즐거운시골살이풀뜯어먹는소리","1.830","20180630"
"1401","무법변호사","8.937","20180701"
"1402","라이프온마스","4.681","20180701"
"1403","여름특집코미디빅리그단내투어","3.390","20180701"
"1404","꽃보다할배리턴즈","2.950","20180701"
"1405","수목드라마(김비서가왜그럴까)","2.573","20180701"
"1406","대한민국아침뉴스07","2.393","20180701"
"1407","출발640","2.258","20180701"
"1408","무법변호사","2.135","20180701"
"1409","연합뉴스TV뉴스08","1.890","20180701"
"1410","명품리포트맥","1.762","20180701"
"1411","무법변호사","8.937","20180701"
"1412","라이프온마스","4.681","20180701"
"1413","여름특집코미디빅리그단내투어","3.390","20180701"
"1414","꽃보다할배리턴즈","2.950","20180701"
"1415","수목드라마(김비서가왜그럴까)","2.573","20180701"
"1416","대한민국아침뉴스07","2.393","20180701"
"1417","출발640","2.258","20180701"
"1418","무법변호사","2.135","20180701"
"1419","연합뉴스TV뉴스08","1.890","20180701"
"1420","명품리포트맥","1.762","20180701"
"1421","무법변호사","2.333","20180702"
"1422","꽃보다할배리턴즈","2.212","20180702"
"1423","월화드라마(멈추고싶은순간어바웃타임)","1.838","20180702"
"1424","즐거운시골살이풀뜯어먹는소리","1.747","20180702"
"1425","뉴스N이슈","1.732","20180702"
"1426","출발640","1.490","20180702"
"1427","연합뉴스TV뉴스13","1.490","20180702"
"1428","뉴스현장","1.435","20180702"
"1429","연합뉴스TV뉴스12","1.384","20180702"
"1430","정찬배의뉴스톡","1.379","20180702"
"1431","무법변호사","2.333","20180702"
"1432","꽃보다할배리턴즈","2.212","20180702"
"1433","월화드라마(멈추고싶은순간어바웃타임)","1.838","20180702"
"1434","즐거운시골살이풀뜯어먹는소리","1.747","20180702"
"1435","뉴스N이슈","1.732","20180702"
"1436","출발640","1.490","20180702"
"1437","연합뉴스TV뉴스13","1.490","20180702"
"1438","뉴스현장","1.435","20180702"
"1439","연합뉴스TV뉴스12","1.384","20180702"
"1440","정찬배의뉴스톡","1.379","20180702"
"1441","2018KBO리그","2.118","20180703"
"1442","평균연령15세둥지탈출3","2.085","20180703"
"1443","꽃보다할배리턴즈","2.011","20180703"
"1444","연합뉴스TV뉴스13","1.735","20180703"
"1445","뚝딱뚝딱섬스테이섬총사2","1.530","20180703"
"1446","월화드라마(멈추고싶은순간어바웃타임)","1.491","20180703"
"1447","뉴스현장","1.475","20180703"
"1448","뉴스인","1.440","20180703"
"1449","수목드라마(김비서가왜그럴까)","1.381","20180703"
"1450","출발640","1.348","20180703"
"1451","2018KBO리그","2.118","20180703"
"1452","평균연령15세둥지탈출3","2.085","20180703"
"1453","꽃보다할배리턴즈","2.011","20180703"
"1454","연합뉴스TV뉴스13","1.735","20180703"
"1455","뚝딱뚝딱섬스테이섬총사2","1.530","20180703"
"1456","월화드라마(멈추고싶은순간어바웃타임)","1.491","20180703"
"1457","뉴스현장","1.475","20180703"
"1458","뉴스인","1.440","20180703"
"1459","수목드라마(김비서가왜그럴까)","1.381","20180703"
"1460","출발640","1.348","20180703"
"1461","수목드라마(김비서가왜그럴까)","7.767","20180704"
"1462","수미네반찬","3.070","20180704"
"1463","2018KBO리그","2.604","20180704"
"1464","평균연령15세둥지탈출3","1.556","20180704"
"1465","뉴스투나잇2부","1.413","20180704"
"1466","꽃보다할배리턴즈","1.391","20180704"
"1467","김선영의뉴스나이트","1.389","20180704"
"1468","뉴스N이슈","1.328","20180704"
"1469","대한민국아침뉴스06","1.299","20180704"
"1470","라이브투데이","1.256","20180704"
"1471","수목드라마(김비서가왜그럴까)","7.767","20180704"
"1472","수미네반찬","3.070","20180704"
"1473","2018KBO리그","2.604","20180704"
"1474","평균연령15세둥지탈출3","1.556","20180704"
"1475","뉴스투나잇2부","1.413","20180704"
"1476","꽃보다할배리턴즈","1.391","20180704"
"1477","김선영의뉴스나이트","1.389","20180704"
"1478","뉴스N이슈","1.328","20180704"
"1479","대한민국아침뉴스06","1.299","20180704"
"1480","라이브투데이","1.256","20180704"
"1481","수목드라마(김비서가왜그럴까)","8.403","20180705"
"1482","어서와한국은처음이지","2.973","20180705"
"1483","2018KBO리그","2.432","20180705"
"1484","인생술집","1.901","20180705"
"1485","수미네반찬","1.821","20180705"
"1486","수미네반찬","1.776","20180705"
"1487","뉴스N이슈","1.720","20180705"
"1488","수목드라마(김비서가왜그럴까)","1.718","20180705"
"1489","대한민국아침뉴스06","1.430","20180705"
"1490","무법변호사","1.405","20180705"
"1491","수목드라마(김비서가왜그럴까)","8.403","20180705"
"1492","어서와한국은처음이지","2.973","20180705"
"1493","2018KBO리그","2.432","20180705"
"1494","인생술집","1.901","20180705"
"1495","수미네반찬","1.821","20180705"
"1496","수미네반찬","1.776","20180705"
"1497","뉴스N이슈","1.720","20180705"
"1498","수목드라마(김비서가왜그럴까)","1.718","20180705"
"1499","대한민국아침뉴스06","1.430","20180705"
"1500","무법변호사","1.405","20180705"
"1501","꽃보다할배리턴즈","8.453","20180706"
"1502","프로듀스48","2.833","20180706"
"1503","수목드라마(김비서가왜그럴까)","2.019","20180706"
"1504","수미네반찬","1.600","20180706"
"1505","2018KBO리그","1.580","20180706"
"1506","뉴스투나잇1부","1.515","20180706"
"1507","수목드라마(김비서가왜그럴까)","1.507","20180706"
"1508","잭리처2:네버고백-2부","1.469","20180706"
"1509","대한민국아침뉴스06","1.408","20180706"
"1510","모닝와이","1.312","20180706"
"1511","꽃보다할배리턴즈","8.453","20180706"
"1512","프로듀스48","2.833","20180706"
"1513","수목드라마(김비서가왜그럴까)","2.019","20180706"
"1514","수미네반찬","1.600","20180706"
"1515","2018KBO리그","1.580","20180706"
"1516","뉴스투나잇1부","1.515","20180706"
"1517","수목드라마(김비서가왜그럴까)","1.507","20180706"
"1518","잭리처2:네버고백-2부","1.469","20180706"
"1519","대한민국아침뉴스06","1.408","20180706"
"1520","모닝와이","1.312","20180706"
"1521","미스터션샤인","8.852","20180707"
"1522","가성비갑럭셔리여행짠내투어","3.691","20180707"
"1523","꽃보다할배리턴즈","2.580","20180707"
"1524","수미네반찬","2.139","20180707"
"1525","라이프온마스:2막의시작","2.004","20180707"
"1526","놀라운토요일예능신대륙발견","1.822","20180707"
"1527","서울메이트글로벌홈셰어","1.616","20180707"
"1528","연합뉴스TV뉴스13","1.489","20180707"
"1529","연합뉴스TV뉴스08","1.442","20180707"
"1530","2018KBO리그","1.423","20180707"
"1531","미스터션샤인","8.852","20180707"
"1532","가성비갑럭셔리여행짠내투어","3.691","20180707"
"1533","꽃보다할배리턴즈","2.580","20180707"
"1534","수미네반찬","2.139","20180707"
"1535","라이프온마스:2막의시작","2.004","20180707"
"1536","놀라운토요일예능신대륙발견","1.822","20180707"
"1537","서울메이트글로벌홈셰어","1.616","20180707"
"1538","연합뉴스TV뉴스13","1.489","20180707"
"1539","연합뉴스TV뉴스08","1.442","20180707"
"1540","2018KBO리그","1.423","20180707"
"1541","미스터션샤인","9.691","20180708"
"1542","코미디빅리그","2.809","20180708"
"1543","미스터션샤인","2.408","20180708"
"1544","꽃보다할배리턴즈","2.342","20180708"
"1545","대한민국아침뉴스07","2.213","20180708"
"1546","수목드라마(김비서가왜그럴까)","2.129","20180708"
"1547","미스터션샤인","2.070","20180708"
"1548","연합뉴스TV뉴스08","1.798","20180708"
"1549","명품리포트맥","1.760","20180708"
"1550","뉴스Q","1.642","20180708"
"1551","미스터션샤인","9.691","20180708"
"1552","코미디빅리그","2.809","20180708"
"1553","미스터션샤인","2.408","20180708"
"1554","꽃보다할배리턴즈","2.342","20180708"
"1555","대한민국아침뉴스07","2.213","20180708"
"1556","수목드라마(김비서가왜그럴까)","2.129","20180708"
"1557","미스터션샤인","2.070","20180708"
"1558","연합뉴스TV뉴스08","1.798","20180708"
"1559","명품리포트맥","1.760","20180708"
"1560","뉴스Q","1.642","20180708"
"1561","미스터션샤인","2.922","20180709"
"1562","미스터션샤인","1.989","20180709"
"1563","즐거운시골살이풀뜯어먹는소리","1.949","20180709"
"1564","꽃보다할배리턴즈","1.859","20180709"
"1565","잭리처2:네버고백-2부","1.661","20180709"
"1566","뚝딱뚝딱섬스테이섬총사2","1.476","20180709"
"1567","뉴스인","1.387","20180709"
"1568","뉴스N이슈","1.307","20180709"
"1569","모닝와이","1.277","20180709"
"1570","가성비갑럭셔리여행짠내투어","1.270","20180709"
"1571","미스터션샤인","2.922","20180709"
"1572","미스터션샤인","1.989","20180709"
"1573","즐거운시골살이풀뜯어먹는소리","1.949","20180709"
"1574","꽃보다할배리턴즈","1.859","20180709"
"1575","잭리처2:네버고백-2부","1.661","20180709"
"1576","뚝딱뚝딱섬스테이섬총사2","1.476","20180709"
"1577","뉴스인","1.387","20180709"
"1578","뉴스N이슈","1.307","20180709"
"1579","모닝와이","1.277","20180709"
"1580","가성비갑럭셔리여행짠내투어","1.270","20180709"
"1581","미스터션샤인","1.836","20180710"
"1582","뇌섹시대문제적남자","1.827","20180710"
"1583","월화드라마(멈추고싶은순간어바웃타임)","1.771","20180710"
"1584","뉴스N이슈","1.639","20180710"
"1585","평균연령15세둥지탈출3","1.504","20180710"
"1586","꽃보다할배리턴즈","1.465","20180710"
"1587","김선영의뉴스나이트","1.462","20180710"
"1588","2018KBO리그","1.462","20180710"
"1589","출발640","1.427","20180710"
"1590","뉴스투나잇1부","1.427","20180710"
"1591","미스터션샤인","1.836","20180710"
"1592","뇌섹시대문제적남자","1.827","20180710"
"1593","월화드라마(멈추고싶은순간어바웃타임)","1.771","20180710"
"1594","뉴스N이슈","1.639","20180710"
"1595","평균연령15세둥지탈출3","1.504","20180710"
"1596","꽃보다할배리턴즈","1.465","20180710"
"1597","김선영의뉴스나이트","1.462","20180710"
"1598","2018KBO리그","1.462","20180710"
"1599","출발640","1.427","20180710"
"1600","뉴스투나잇1부","1.427","20180710"
"1601","수목드라마(김비서가왜그럴까)","8.665","20180711"
"1602","수미네반찬","3.582","20180711"
"1603","뉴스투나잇2부","1.628","20180711"
"1604","수목드라마(김비서가왜그럴까)","1.508","20180711"
"1605","연합뉴스TV뉴스13","1.506","20180711"
"1606","뉴스투나잇1부","1.399","20180711"
"1607","대한민국아침뉴스06","1.373","20180711"
"1608","2018KBO리그","1.366","20180711"
"1609","뚝딱뚝딱섬스테이섬총사2","1.349","20180711"
"1610","수요미식회","1.283","20180711"
"1611","수목드라마(김비서가왜그럴까)","8.665","20180711"
"1612","수미네반찬","3.582","20180711"
"1613","뉴스투나잇2부","1.628","20180711"
"1614","수목드라마(김비서가왜그럴까)","1.508","20180711"
"1615","연합뉴스TV뉴스13","1.506","20180711"
"1616","뉴스투나잇1부","1.399","20180711"
"1617","대한민국아침뉴스06","1.373","20180711"
"1618","2018KBO리그","1.366","20180711"
"1619","뚝딱뚝딱섬스테이섬총사2","1.349","20180711"
"1620","수요미식회","1.283","20180711"
"1621","수목드라마(김비서가왜그럴까)","8.393","20180712"
"1622","어서와한국은처음이지","3.343","20180712"
"1623","수미네반찬","2.380","20180712"
"1624","인생술집","2.331","20180712"
"1625","미스터션샤인","1.997","20180712"
"1626","수미네반찬","1.930","20180712"
"1627","수목드라마(김비서가왜그럴까)","1.834","20180712"
"1628","수목드라마(김비서가왜그럴까)","1.777","20180712"
"1629","정찬배의뉴스톡","1.522","20180712"
"1630","미스터션샤인","1.459","20180712"
"1631","수목드라마(김비서가왜그럴까)","8.393","20180712"
"1632","어서와한국은처음이지","3.343","20180712"
"1633","수미네반찬","2.380","20180712"
"1634","인생술집","2.331","20180712"
"1635","미스터션샤인","1.997","20180712"
"1636","수미네반찬","1.930","20180712"
"1637","수목드라마(김비서가왜그럴까)","1.834","20180712"
"1638","수목드라마(김비서가왜그럴까)","1.777","20180712"
"1639","정찬배의뉴스톡","1.522","20180712"
"1640","미스터션샤인","1.459","20180712"
"1641","꽃보다할배리턴즈","9.595","20180713"
"1642","꽃보다할배리턴즈","2.750","20180713"
"1643","프로듀스48","2.538","20180713"
"1644","미스터션샤인","2.072","20180713"
"1645","수목드라마(김비서가왜그럴까)","2.043","20180713"
"1646","수미네반찬","1.914","20180713"
"1647","미스터션샤인","1.870","20180713"
"1648","잭리처2:네버고백-2부","1.767","20180713"
"1649","뉴스N이슈","1.339","20180713"
"1650","정찬배의뉴스톡","1.289","20180713"
"1651","꽃보다할배리턴즈","9.595","20180713"
"1652","꽃보다할배리턴즈","2.750","20180713"
"1653","프로듀스48","2.538","20180713"
"1654","미스터션샤인","2.072","20180713"
"1655","수목드라마(김비서가왜그럴까)","2.043","20180713"
"1656","수미네반찬","1.914","20180713"
"1657","미스터션샤인","1.870","20180713"
"1658","잭리처2:네버고백-2부","1.767","20180713"
"1659","뉴스N이슈","1.339","20180713"
"1660","정찬배의뉴스톡","1.289","20180713"
"1661","미스터션샤인","10.082","20180714"
"1662","라이프온마스","3.980","20180714"
"1663","가성비갑럭셔리여행짠내투어","3.359","20180714"
"1664","꽃보다할배리턴즈","3.298","20180714"
"1665","수미네반찬","2.686","20180714"
"1666","서울메이트글로벌홈셰어","1.759","20180714"
"1667","놀라운토요일예능신대륙발견","1.717","20180714"
"1668","미스터션샤인","1.676","20180714"
"1669","뉴스Q","1.605","20180714"
"1670","뉴스N이슈","1.508","20180714"
"1671","미스터션샤인","10.082","20180714"
"1672","라이프온마스","3.980","20180714"
"1673","가성비갑럭셔리여행짠내투어","3.359","20180714"
"1674","꽃보다할배리턴즈","3.298","20180714"
"1675","수미네반찬","2.686","20180714"
"1676","서울메이트글로벌홈셰어","1.759","20180714"
"1677","놀라운토요일예능신대륙발견","1.717","20180714"
"1678","미스터션샤인","1.676","20180714"
"1679","뉴스Q","1.605","20180714"
"1680","뉴스N이슈","1.508","20180714"
"1681","미스터션샤인","10.567","20180715"
"1682","라이프온마스","4.170","20180715"
"1683","코미디빅리그","2.948","20180715"
"1684","수목드라마(김비서가왜그럴까)","2.117","20180715"
"1685","미스터션샤인","1.961","20180715"
"1686","꽃보다할배리턴즈","1.865","20180715"
"1687","가성비갑럭셔리여행짠내투어","1.812","20180715"
"1688","대한민국아침뉴스07","1.788","20180715"
"1689","대탈출","1.765","20180715"
"1690","출발640","1.712","20180715"
"1691","미스터션샤인","10.567","20180715"
"1692","라이프온마스","4.170","20180715"
"1693","코미디빅리그","2.948","20180715"
"1694","수목드라마(김비서가왜그럴까)","2.117","20180715"
"1695","미스터션샤인","1.961","20180715"
"1696","꽃보다할배리턴즈","1.865","20180715"
"1697","가성비갑럭셔리여행짠내투어","1.812","20180715"
"1698","대한민국아침뉴스07","1.788","20180715"
"1699","대탈출","1.765","20180715"
"1700","출발640","1.712","20180715"
"1701","미스터션샤인","2.856","20180716"
"1702","식샤를합시다3비긴즈","2.375","20180716"
"1703","즐거운시골살이풀뜯어먹는소리","1.855","20180716"
"1704","미스터션샤인","1.836","20180716"
"1705","뚝딱뚝딱섬스테이섬총사2","1.791","20180716"
"1706","꽃보다할배리턴즈","1.690","20180716"
"1707","뉴스현장","1.338","20180716"
"1708","뉴스인","1.231","20180716"
"1709","김선영의뉴스나이트","1.200","20180716"
"1710","뉴스N이슈","1.184","20180716"
"1711","미스터션샤인","2.856","20180716"
"1712","식샤를합시다3비긴즈","2.375","20180716"
"1713","즐거운시골살이풀뜯어먹는소리","1.855","20180716"
"1714","미스터션샤인","1.836","20180716"
"1715","뚝딱뚝딱섬스테이섬총사2","1.791","20180716"
"1716","꽃보다할배리턴즈","1.690","20180716"
"1717","뉴스현장","1.338","20180716"
"1718","뉴스인","1.231","20180716"
"1719","김선영의뉴스나이트","1.200","20180716"
"1720","뉴스N이슈","1.184","20180716"
"1721","미스터션샤인","2.718","20180717"
"1722","식샤를합시다3비긴즈","2.459","20180717"
"1723","미스터션샤인","2.070","20180717"
"1724","2018KBO리그","1.758","20180717"
"1725","뇌섹시대문제적남자","1.700","20180717"
"1726","꽃보다할배리턴즈","1.598","20180717"
"1727","OTVN전무후무한특종랭킹프리한19","1.374","20180717"
"1728","평균연령15세둥지탈출3","1.332","20180717"
"1729","즐거운시골살이풀뜯어먹는소리","1.305","20180717"
"1730","2018KBO리그","1.260","20180717"
"1731","미스터션샤인","2.718","20180717"
"1732","식샤를합시다3비긴즈","2.459","20180717"
"1733","미스터션샤인","2.070","20180717"
"1734","2018KBO리그","1.758","20180717"
"1735","뇌섹시대문제적남자","1.700","20180717"
"1736","꽃보다할배리턴즈","1.598","20180717"
"1737","OTVN전무후무한특종랭킹프리한19","1.374","20180717"
"1738","평균연령15세둥지탈출3","1.332","20180717"
"1739","즐거운시골살이풀뜯어먹는소리","1.305","20180717"
"1740","2018KBO리그","1.260","20180717"
"1741","수목드라마(김비서가왜그럴까)","7.673","20180718"
"1742","수미네반찬","3.504","20180718"
"1743","2018KBO리그","1.640","20180718"
"1744","꽃보다할배리턴즈","1.631","20180718"
"1745","2018KBO리그","1.630","20180718"
"1746","뉴스투나잇2부","1.587","20180718"
"1747","2018메이저리그올스타전","1.576","20180718"
"1748","수요미식회","1.495","20180718"
"1749","뉴스N이슈","1.401","20180718"
"1750","연합뉴스TV뉴스13","1.318","20180718"
"1751","수목드라마(김비서가왜그럴까)","7.673","20180718"
"1752","수미네반찬","3.504","20180718"
"1753","2018KBO리그","1.640","20180718"
"1754","꽃보다할배리턴즈","1.631","20180718"
"1755","2018KBO리그","1.630","20180718"
"1756","뉴스투나잇2부","1.587","20180718"
"1757","2018메이저리그올스타전","1.576","20180718"
"1758","수요미식회","1.495","20180718"
"1759","뉴스N이슈","1.401","20180718"
"1760","연합뉴스TV뉴스13","1.318","20180718"
"1761","수목드라마(김비서가왜그럴까)","8.100","20180719"
"1762","어서와한국은처음이지","3.159","20180719"
"1763","인생술집","2.371","20180719"
"1764","수미네반찬","1.846","20180719"
"1765","미스터션샤인","1.838","20180719"
"1766","수미네반찬","1.727","20180719"
"1767","뉴스N이슈","1.541","20180719"
"1768","2018KBO리그","1.524","20180719"
"1769","미스터션샤인","1.438","20180719"
"1770","뉴스투나잇2부","1.424","20180719"
"1771","수목드라마(김비서가왜그럴까)","8.100","20180719"
"1772","어서와한국은처음이지","3.159","20180719"
"1773","인생술집","2.371","20180719"
"1774","수미네반찬","1.846","20180719"
"1775","미스터션샤인","1.838","20180719"
"1776","수미네반찬","1.727","20180719"
"1777","뉴스N이슈","1.541","20180719"
"1778","2018KBO리그","1.524","20180719"
"1779","미스터션샤인","1.438","20180719"
"1780","뉴스투나잇2부","1.424","20180719"
"1781","꽃보다할배리턴즈","8.851","20180720"
"1782","프로듀스48","2.479","20180720"
"1783","미스터션샤인","2.328","20180720"
"1784","신인륜지대사한쌍","2.093","20180720"
"1785","미스터션샤인","2.054","20180720"
"1786","수목드라마(김비서가왜그럴까)","1.863","20180720"
"1787","2018KBO리그","1.858","20180720"
"1788","뉴스N이슈","1.658","20180720"
"1789","꽃보다할배리턴즈","1.655","20180720"
