"","제목","시청률","주차"
"5063","서울메이트2","1.810","20181231"
"5064","수미네반찬","1.698","20181231"
"5065","뉴스N이슈","1.682","20181231"
"5066","노종면의더뉴스","1.675","20181231"
"5067","뉴스Q","1.567","20181231"
"5068","토일드라마(알함브라궁전의추억)","1.491","20181231"
"5069","뉴스포커스","1.491","20181231"
"5070","토일드라마(알함브라궁전의추억)","1.475","20181231"
"5071","TVN특선영화범죄도시-2부","2.947","20181231"
"5072","TVN특선영화범죄도시-1부","1.819","20181231"
"5073","서울메이트2","1.810","20181231"
"5074","수미네반찬","1.698","20181231"
"5075","뉴스N이슈","1.682","20181231"
"5076","노종면의더뉴스","1.675","20181231"
"5077","뉴스Q","1.567","20181231"
"5078","토일드라마(알함브라궁전의추억)","1.491","20181231"
"5079","뉴스포커스","1.491","20181231"
"5080","토일드라마(알함브라궁전의추억)","1.475","20181231"
"5081","꾼-2부","2.721","20190101"
"5082","꾼-1부","2.635","20190101"
"5083","미션임파서블5:로그네이션-2부","2.424","20190101"
"5084","평균연령15세둥지탈출3","2.317","20190101"
"5085","토일드라마(알함브라궁전의추억)","2.055","20190101"
"5086","뇌섹시대문제적남자","1.884","20190101"
"5087","왕이된남자제작실록","1.696","20190101"
"5088","서울메이트2","1.686","20190101"
"5089","YTN24(09:00)","1.682","20190101"
"5090","연합뉴스TV뉴스17","1.658","20190101"
"5091","꾼-2부","2.721","20190101"
"5092","꾼-1부","2.635","20190101"
"5093","미션임파서블5:로그네이션-2부","2.424","20190101"
"5094","평균연령15세둥지탈출3","2.317","20190101"
"5095","토일드라마(알함브라궁전의추억)","2.055","20190101"
"5096","뇌섹시대문제적남자","1.884","20190101"
"5097","왕이된남자제작실록","1.696","20190101"
"5098","서울메이트2","1.686","20190101"
"5099","YTN24(09:00)","1.682","20190101"
"5100","연합뉴스TV뉴스17","1.658","20190101"
"5101","수목드라마(남자친구)","7.810","20190102"
"5102","수미네반찬","3.966","20190102"
"5103","포장마차세계일주국경없는포차","2.676","20190102"
"5104","신의퀴즈리부트","2.007","20190102"
"5105","수요미식회","1.450","20190102"
"5106","하나뿐인내편","1.432","20190102"
"5107","뉴스나이트2부","1.426","20190102"
"5108","출발640","1.363","20190102"
"5109","뉴스N이슈2부","1.228","20190102"
"5110","대한외국인","1.198","20190102"
"5111","수목드라마(남자친구)","7.810","20190102"
"5112","수미네반찬","3.966","20190102"
"5113","포장마차세계일주국경없는포차","2.676","20190102"
"5114","신의퀴즈리부트","2.007","20190102"
"5115","수요미식회","1.450","20190102"
"5116","하나뿐인내편","1.432","20190102"
"5117","뉴스나이트2부","1.426","20190102"
"5118","출발640","1.363","20190102"
"5119","뉴스N이슈2부","1.228","20190102"
"5120","대한외국인","1.198","20190102"
"5121","수목드라마(남자친구)","7.962","20190103"
"5122","어서와한국은처음이지","3.582","20190103"
"5123","신의퀴즈리부트","2.233","20190103"
"5124","수미네반찬","1.955","20190103"
"5125","수목드라마(남자친구)","1.928","20190103"
"5126","나의영어사춘기100시간","1.614","20190103"
"5127","수목드라마(남자친구)","1.602","20190103"
"5128","뉴스나이트2부","1.475","20190103"
"5129","뉴스센터12","1.449","20190103"
"5130","연합뉴스TV뉴스13","1.418","20190103"
"5131","수목드라마(남자친구)","7.962","20190103"
"5132","어서와한국은처음이지","3.582","20190103"
"5133","신의퀴즈리부트","2.233","20190103"
"5134","수미네반찬","1.955","20190103"
"5135","수목드라마(남자친구)","1.928","20190103"
"5136","나의영어사춘기100시간","1.614","20190103"
"5137","수목드라마(남자친구)","1.602","20190103"
"5138","뉴스나이트2부","1.475","20190103"
"5139","뉴스센터12","1.449","20190103"
"5140","연합뉴스TV뉴스13","1.418","20190103"
"5141","SINCE2019커피프렌즈","4.901","20190104"
"5142","아찔한사돈연습","2.789","20190104"
"5143","불금시리즈(톱스타유백이)","2.043","20190104"
"5144","수목드라마(남자친구)","1.839","20190104"
"5145","수미네반찬","1.604","20190104"
"5146","연합뉴스TV뉴스13","1.473","20190104"
"5147","SINCE2019커피프렌즈","1.450","20190104"
"5148","뉴스투나잇1부","1.390","20190104"
"5149","2018/2019V리그남자부","1.319","20190104"
"5150","연합뉴스TV뉴스24","1.313","20190104"
"5151","SINCE2019커피프렌즈","4.901","20190104"
"5152","아찔한사돈연습","2.789","20190104"
"5153","불금시리즈(톱스타유백이)","2.043","20190104"
"5154","수목드라마(남자친구)","1.839","20190104"
"5155","수미네반찬","1.604","20190104"
"5156","연합뉴스TV뉴스13","1.473","20190104"
"5157","SINCE2019커피프렌즈","1.450","20190104"
"5158","뉴스투나잇1부","1.390","20190104"
"5159","2018/2019V리그남자부","1.319","20190104"
"5160","연합뉴스TV뉴스24","1.313","20190104"
"5161","토일드라마(알함브라궁전의추억)","9.431","20190105"
"5162","가성비갑럭셔리여행짠내투어","3.237","20190105"
"5163","놀라운토요일예능신대륙발견","2.790","20190105"
"5164","연합뉴스TV뉴스08","2.246","20190105"
"5165","연합뉴스TV뉴스18","2.087","20190105"
"5166","아찔한사돈연습","1.923","20190105"
"5167","SINCE2019커피프렌즈","1.875","20190105"
"5168","나혼자산다","1.743","20190105"
"5169","연합뉴스TV뉴스12","1.650","20190105"
"5170","연합뉴스TV뉴스16","1.570","20190105"
"5171","토일드라마(알함브라궁전의추억)","9.431","20190105"
"5172","가성비갑럭셔리여행짠내투어","3.237","20190105"
"5173","놀라운토요일예능신대륙발견","2.790","20190105"
"5174","연합뉴스TV뉴스08","2.246","20190105"
"5175","연합뉴스TV뉴스18","2.087","20190105"
"5176","아찔한사돈연습","1.923","20190105"
"5177","SINCE2019커피프렌즈","1.875","20190105"
"5178","나혼자산다","1.743","20190105"
"5179","연합뉴스TV뉴스12","1.650","20190105"
"5180","연합뉴스TV뉴스16","1.570","20190105"
"5181","토일드라마(알함브라궁전의추억)","9.851","20190106"
"5182","코미디빅리그","4.030","20190106"
"5183","연합뉴스TV뉴스08","2.343","20190106"
"5184","원더우먼-2부","2.326","20190106"
"5185","출발640","2.302","20190106"
"5186","수목드라마(남자친구)","2.101","20190106"
"5187","취향존중부부여행따로또같이","2.100","20190106"
"5188","명품리포트맥","2.011","20190106"
"5189","원더우먼-1부","1.927","20190106"
"5190","메디컬엑소시즘프리스트","1.876","20190106"
"5191","토일드라마(알함브라궁전의추억)","9.851","20190106"
"5192","코미디빅리그","4.030","20190106"
"5193","연합뉴스TV뉴스08","2.343","20190106"
"5194","원더우먼-2부","2.326","20190106"
"5195","출발640","2.302","20190106"
"5196","수목드라마(남자친구)","2.101","20190106"
"5197","취향존중부부여행따로또같이","2.100","20190106"
"5198","명품리포트맥","2.011","20190106"
"5199","원더우먼-1부","1.927","20190106"
"5200","메디컬엑소시즘프리스트","1.876","20190106"
"5201","월화드라마(왕이된남자)","5.709","20190107"
"5202","AFC아시안컵UAE2019","3.410","20190107"
"5203","서울메이트2","2.125","20190107"
"5204","뇌섹시대문제적남자","1.958","20190107"
"5205","수미네반찬","1.579","20190107"
"5206","SINCE2019커피프렌즈","1.542","20190107"
"5207","토일드라마(알함브라궁전의추억)","1.292","20190107"
"5208","뉴스N이슈3부","1.274","20190107"
"5209","연합뉴스TV뉴스13","1.251","20190107"
"5210","뉴스N이슈2부","1.144","20190107"
"5211","월화드라마(왕이된남자)","5.709","20190107"
"5212","AFC아시안컵UAE2019","3.410","20190107"
"5213","서울메이트2","2.125","20190107"
"5214","뇌섹시대문제적남자","1.958","20190107"
"5215","수미네반찬","1.579","20190107"
"5216","SINCE2019커피프렌즈","1.542","20190107"
"5217","토일드라마(알함브라궁전의추억)","1.292","20190107"
"5218","뉴스N이슈3부","1.274","20190107"
"5219","연합뉴스TV뉴스13","1.251","20190107"
"5220","뉴스N이슈2부","1.144","20190107"
"5221","월화드라마(왕이된남자)","6.559","20190108"
"5222","평균연령15세둥지탈출3","2.065","20190108"
"5223","월화드라마(왕이된남자)","1.643","20190108"
"5224","월화드라마(왕이된남자)","1.641","20190108"
"5225","연합뉴스TV뉴스13","1.508","20190108"
"5226","OTVN전무후무한특종랭킹프리한19","1.491","20190108"
"5227","뉴스N이슈2부","1.245","20190108"
"5228","뉴스N이슈3부","1.237","20190108"
"5229","뉴스오늘","1.223","20190108"
"5230","AFC아시안컵UAE2019","1.207","20190108"
"5231","월화드라마(왕이된남자)","6.559","20190108"
"5232","평균연령15세둥지탈출3","2.065","20190108"
"5233","월화드라마(왕이된남자)","1.643","20190108"
"5234","월화드라마(왕이된남자)","1.641","20190108"
"5235","연합뉴스TV뉴스13","1.508","20190108"
"5236","OTVN전무후무한특종랭킹프리한19","1.491","20190108"
"5237","뉴스N이슈2부","1.245","20190108"
"5238","뉴스N이슈3부","1.237","20190108"
"5239","뉴스오늘","1.223","20190108"
"5240","AFC아시안컵UAE2019","1.207","20190108"
"5241","수목드라마(남자친구)","7.513","20190109"
"5242","수미네반찬","4.140","20190109"
"5243","월화드라마(왕이된남자)","2.412","20190109"
"5244","포장마차세계일주국경없는포차","2.185","20190109"
"5245","신의퀴즈리부트","2.184","20190109"
"5246","대한외국인","1.547","20190109"
"5247","월화드라마(왕이된남자)","1.484","20190109"
"5248","연합뉴스TV뉴스13","1.408","20190109"
"5249","뉴스센터12","1.310","20190109"
"5250","더이퀄라이저-2부","1.250","20190109"
"5251","수목드라마(남자친구)","7.513","20190109"
"5252","수미네반찬","4.140","20190109"
"5253","월화드라마(왕이된남자)","2.412","20190109"
"5254","포장마차세계일주국경없는포차","2.185","20190109"
"5255","신의퀴즈리부트","2.184","20190109"
"5256","대한외국인","1.547","20190109"
"5257","월화드라마(왕이된남자)","1.484","20190109"
"5258","연합뉴스TV뉴스13","1.408","20190109"
"5259","뉴스센터12","1.310","20190109"
"5260","더이퀄라이저-2부","1.250","20190109"
"5261","수목드라마(남자친구)","7.623","20190110"
"5262","어서와한국은처음이지","3.380","20190110"
"5263","신의퀴즈리부트","2.688","20190110"
"5264","수미네반찬","1.932","20190110"
"5265","인생술집","1.820","20190110"
"5266","수목드라마(남자친구)","1.677","20190110"
"5267","뉴스N이슈1부","1.560","20190110"
"5268","2018/2019V리그남자부","1.520","20190110"
"5269","수목드라마(남자친구)","1.431","20190110"
"5270","뉴스N이슈2부","1.403","20190110"
"5271","수목드라마(남자친구)","7.623","20190110"
"5272","어서와한국은처음이지","3.380","20190110"
"5273","신의퀴즈리부트","2.688","20190110"
"5274","수미네반찬","1.932","20190110"
"5275","인생술집","1.820","20190110"
"5276","수목드라마(남자친구)","1.677","20190110"
"5277","뉴스N이슈1부","1.560","20190110"
"5278","2018/2019V리그남자부","1.520","20190110"
"5279","수목드라마(남자친구)","1.431","20190110"
"5280","뉴스N이슈2부","1.403","20190110"
"5281","SINCE2019커피프렌즈","4.951","20190111"
"5282","아찔한사돈연습","2.562","20190111"
"5283","AFC아시안컵UAE2019","2.106","20190111"
"5284","불금시리즈(톱스타유백이)","1.941","20190111"
"5285","수목드라마(남자친구)","1.922","20190111"
"5286","수미네반찬","1.505","20190111"
"5287","뉴스N이슈3부","1.478","20190111"
"5288","뉴스N이슈2부","1.463","20190111"
"5289","연합뉴스TV뉴스13","1.411","20190111"
"5290","뉴스센터12","1.307","20190111"
"5291","SINCE2019커피프렌즈","4.951","20190111"
"5292","아찔한사돈연습","2.562","20190111"
"5293","AFC아시안컵UAE2019","2.106","20190111"
"5294","불금시리즈(톱스타유백이)","1.941","20190111"
"5295","수목드라마(남자친구)","1.922","20190111"
"5296","수미네반찬","1.505","20190111"
"5297","뉴스N이슈3부","1.478","20190111"
"5298","뉴스N이슈2부","1.463","20190111"
"5299","연합뉴스TV뉴스13","1.411","20190111"
"5300","뉴스센터12","1.307","20190111"
"5301","토일드라마(알함브라궁전의추억)","9.316","20190112"
"5302","놀라운토요일예능신대륙발견","2.915","20190112"
"5303","가성비갑럭셔리여행짠내투어","2.643","20190112"
"5304","AFC아시안컵UAE2019","2.057","20190112"
"5305","연합뉴스TV뉴스08","1.989","20190112"
"5306","아찔한사돈연습","1.986","20190112"
"5307","수미네반찬","1.942","20190112"
"5308","연합뉴스TV뉴스18","1.745","20190112"
"5309","월화드라마(왕이된남자)","1.721","20190112"
"5310","메디컬엑소시즘프리스트","1.637","20190112"
"5311","토일드라마(알함브라궁전의추억)","9.316","20190112"
"5312","놀라운토요일예능신대륙발견","2.915","20190112"
"5313","가성비갑럭셔리여행짠내투어","2.643","20190112"
"5314","AFC아시안컵UAE2019","2.057","20190112"
"5315","연합뉴스TV뉴스08","1.989","20190112"
"5316","아찔한사돈연습","1.986","20190112"
"5317","수미네반찬","1.942","20190112"
"5318","연합뉴스TV뉴스18","1.745","20190112"
"5319","월화드라마(왕이된남자)","1.721","20190112"
"5320","메디컬엑소시즘프리스트","1.637","20190112"
"5321","토일드라마(알함브라궁전의추억)","10.025","20190113"
"5322","코미디빅리그","3.216","20190113"
"5323","메디컬엑소시즘프리스트","2.244","20190113"
"5324","주간돌발영상","1.944","20190113"
"5325","토일드라마(알함브라궁전의추억)","1.905","20190113"
"5326","수목드라마(남자친구)","1.842","20190113"
"5327","YTN24(09:00)","1.655","20190113"
"5328","출발640","1.635","20190113"
"5329","YTN24(08:00)","1.591","20190113"
"5330","연합뉴스TV뉴스08","1.575","20190113"
"5331","토일드라마(알함브라궁전의추억)","10.025","20190113"
"5332","코미디빅리그","3.216","20190113"
"5333","메디컬엑소시즘프리스트","2.244","20190113"
"5334","주간돌발영상","1.944","20190113"
"5335","토일드라마(알함브라궁전의추억)","1.905","20190113"
"5336","수목드라마(남자친구)","1.842","20190113"
"5337","YTN24(09:00)","1.655","20190113"
"5338","출발640","1.635","20190113"
"5339","YTN24(08:00)","1.591","20190113"
"5340","연합뉴스TV뉴스08","1.575","20190113"
"5341","월화드라마(왕이된남자)","8.022","20190114"
"5342","뇌섹시대문제적남자","2.315","20190114"
"5343","서울메이트2","2.162","20190114"
"5344","토일드라마(알함브라궁전의추억)","1.811","20190114"
"5345","도시경찰","1.698","20190114"
"5346","연합뉴스TV뉴스13","1.501","20190114"
"5347","뉴스현장1부","1.278","20190114"
"5348","뉴스센터12","1.270","20190114"
"5349","뉴스오늘","1.254","20190114"
"5350","토일드라마(알함브라궁전의추억)","1.251","20190114"
"5351","월화드라마(왕이된남자)","8.022","20190114"
"5352","뇌섹시대문제적남자","2.315","20190114"
"5353","서울메이트2","2.162","20190114"
"5354","토일드라마(알함브라궁전의추억)","1.811","20190114"
"5355","도시경찰","1.698","20190114"
"5356","연합뉴스TV뉴스13","1.501","20190114"
"5357","뉴스현장1부","1.278","20190114"
"5358","뉴스센터12","1.270","20190114"
"5359","뉴스오늘","1.254","20190114"
"5360","토일드라마(알함브라궁전의추억)","1.251","20190114"
"5361","월화드라마(왕이된남자)","8.933","20190115"
"5362","평균연령15세둥지탈출3","2.390","20190115"
"5363","월화드라마(왕이된남자)","2.293","20190115"
"5364","월화드라마(왕이된남자)","1.680","20190115"
"5365","OTVN전무후무한특종랭킹프리한19","1.449","20190115"
"5366","뉴스오늘","1.325","20190115"
"5367","뉴스N이슈2부","1.311","20190115"
"5368","놀라운토요일예능신대륙발견","1.213","20190115"
"5369","뇌섹시대문제적남자","1.197","20190115"
"5370","뉴스센터12","1.188","20190115"
"5371","월화드라마(왕이된남자)","8.933","20190115"
"5372","평균연령15세둥지탈출3","2.390","20190115"
"5373","월화드라마(왕이된남자)","2.293","20190115"
"5374","월화드라마(왕이된남자)","1.680","20190115"
"5375","OTVN전무후무한특종랭킹프리한19","1.449","20190115"
"5376","뉴스오늘","1.325","20190115"
"5377","뉴스N이슈2부","1.311","20190115"
"5378","놀라운토요일예능신대륙발견","1.213","20190115"
"5379","뇌섹시대문제적남자","1.197","20190115"
"5380","뉴스센터12","1.188","20190115"
"5381","수목드라마(남자친구)","7.927","20190116"
"5382","AFC아시안컵UAE2019","5.385","20190116"
"5383","수미네반찬","3.578","20190116"
"5384","포장마차세계일주국경없는포차","2.415","20190116"
"5385","월화드라마(왕이된남자)","2.189","20190116"
"5386","연합뉴스TV뉴스13","1.363","20190116"
"5387","수목드라마(남자친구)","1.326","20190116"
"5388","뉴스N이슈3부","1.239","20190116"
"5389","하나뿐인내편","1.220","20190116"
"5390","수요미식회","1.211","20190116"
"5391","수목드라마(남자친구)","7.927","20190116"
"5392","AFC아시안컵UAE2019","5.385","20190116"
"5393","수미네반찬","3.578","20190116"
"5394","포장마차세계일주국경없는포차","2.415","20190116"
"5395","월화드라마(왕이된남자)","2.189","20190116"
"5396","연합뉴스TV뉴스13","1.363","20190116"
"5397","수목드라마(남자친구)","1.326","20190116"
"5398","뉴스N이슈3부","1.239","20190116"
"5399","하나뿐인내편","1.220","20190116"
"5400","수요미식회","1.211","20190116"
"5401","수목드라마(남자친구)","7.702","20190117"
"5402","어서와한국은처음이지","4.898","20190117"
"5403","수미네반찬","1.983","20190117"
"5404","연합뉴스TV뉴스13","1.937","20190117"
"5405","인생술집","1.900","20190117"
"5406","뉴스N이슈2부","1.496","20190117"
"5407","나의영어사춘기100시간","1.492","20190117"
"5408","수목드라마(남자친구)","1.466","20190117"
"5409","뉴스센터12","1.465","20190117"
"5410","어서와한국은처음이지","1.390","20190117"
"5411","수목드라마(남자친구)","7.702","20190117"
"5412","어서와한국은처음이지","4.898","20190117"
"5413","수미네반찬","1.983","20190117"
"5414","연합뉴스TV뉴스13","1.937","20190117"
"5415","인생술집","1.900","20190117"
"5416","뉴스N이슈2부","1.496","20190117"
"5417","나의영어사춘기100시간","1.492","20190117"
"5418","수목드라마(남자친구)","1.466","20190117"
"5419","뉴스센터12","1.465","20190117"
"5420","어서와한국은처음이지","1.390","20190117"
"5421","SINCE2019커피프렌즈","5.380","20190118"
"5422","너의목소리가보여6","2.805","20190118"
"5423","불금시리즈(톱스타유백이)","2.048","20190118"
"5424","수미네반찬","1.673","20190118"
"5425","뉴스나이트2부","1.439","20190118"
"5426","수목드라마(남자친구)","1.430","20190118"
"5427","어서와한국은처음이지","1.427","20190118"
"5428","어서와한국은처음이지","1.394","20190118"
"5429","가성비갑럭셔리여행짠내투어","1.347","20190118"
"5430","연합뉴스TV뉴스13","1.333","20190118"
"5431","SINCE2019커피프렌즈","5.380","20190118"
"5432","너의목소리가보여6","2.805","20190118"
"5433","불금시리즈(톱스타유백이)","2.048","20190118"
"5434","수미네반찬","1.673","20190118"
"5435","뉴스나이트2부","1.439","20190118"
"5436","수목드라마(남자친구)","1.430","20190118"
"5437","어서와한국은처음이지","1.427","20190118"
"5438","어서와한국은처음이지","1.394","20190118"
"5439","가성비갑럭셔리여행짠내투어","1.347","20190118"
"5440","연합뉴스TV뉴스13","1.333","20190118"
"5441","토일드라마(알함브라궁전의추억)","9.004","20190119"
"5442","가성비갑럭셔리여행짠내투어","2.890","20190119"
"5443","아찔한사돈연습","2.825","20190119"
"5444","놀라운토요일예능신대륙발견","2.797","20190119"
"5445","연합뉴스TV뉴스18","2.159","20190119"
"5446","월화드라마(왕이된남자)","2.035","20190119"
"5447","연합뉴스TV뉴스16","1.719","20190119"
"5448","연합뉴스TV뉴스12","1.580","20190119"
"5449","연합뉴스TV뉴스08","1.564","20190119"
"5450","월화드라마(왕이된남자)","1.542","20190119"
"5451","토일드라마(알함브라궁전의추억)","9.004","20190119"
"5452","가성비갑럭셔리여행짠내투어","2.890","20190119"
"5453","아찔한사돈연습","2.825","20190119"
"5454","놀라운토요일예능신대륙발견","2.797","20190119"
"5455","연합뉴스TV뉴스18","2.159","20190119"
"5456","월화드라마(왕이된남자)","2.035","20190119"
"5457","연합뉴스TV뉴스16","1.719","20190119"
"5458","연합뉴스TV뉴스12","1.580","20190119"
"5459","연합뉴스TV뉴스08","1.564","20190119"
"5460","월화드라마(왕이된남자)","1.542","20190119"
"5461","토일드라마(알함브라궁전의추억)","9.933","20190120"
"5462","코미디빅리그","3.132","20190120"
"5463","AFC아시안컵UAE2019","2.416","20190120"
"5464","명품리포트맥","2.292","20190120"
"5465","연합뉴스TV뉴스08","2.208","20190120"
"5466","취향존중부부여행따로또같이","2.200","20190120"
"5467","YTN24(11:00)","2.111","20190120"
"5468","메디컬엑소시즘프리스트","2.072","20190120"
"5469","연합뉴스TV뉴스11","2.061","20190120"
"5470","뉴스1번지","1.849","20190120"
"5471","토일드라마(알함브라궁전의추억)","9.933","20190120"
"5472","코미디빅리그","3.132","20190120"
"5473","AFC아시안컵UAE2019","2.416","20190120"
"5474","명품리포트맥","2.292","20190120"
"5475","연합뉴스TV뉴스08","2.208","20190120"
"5476","취향존중부부여행따로또같이","2.200","20190120"
"5477","YTN24(11:00)","2.111","20190120"
"5478","메디컬엑소시즘프리스트","2.072","20190120"
"5479","연합뉴스TV뉴스11","2.061","20190120"
"5480","뉴스1번지","1.849","20190120"
"5481","월화드라마(왕이된남자)","8.053","20190121"
"5482","AFC아시안컵UAE2019","2.352","20190121"
"5483","뇌섹시대문제적남자","2.067","20190121"
"5484","뉴스N이슈2부","1.857","20190121"
"5485","서울메이트2","1.792","20190121"
"5486","AFC아시안컵UAE2019","1.591","20190121"
"5487","토일드라마(알함브라궁전의추억)","1.549","20190121"
"5488","수미네반찬","1.505","20190121"
"5489","뉴스센터12","1.491","20190121"
"5490","도시경찰","1.310","20190121"
"5491","월화드라마(왕이된남자)","8.053","20190121"
"5492","AFC아시안컵UAE2019","2.352","20190121"
"5493","뇌섹시대문제적남자","2.067","20190121"
"5494","뉴스N이슈2부","1.857","20190121"
"5495","서울메이트2","1.792","20190121"
"5496","AFC아시안컵UAE2019","1.591","20190121"
"5497","토일드라마(알함브라궁전의추억)","1.549","20190121"
"5498","수미네반찬","1.505","20190121"
"5499","뉴스센터12","1.491","20190121"
"5500","도시경찰","1.310","20190121"
"5501","월화드라마(왕이된남자)","7.597","20190122"
"5502","AFC아시안컵UAE2019","6.306","20190122"
"5503","평균연령15세둥지탈출3","2.483","20190122"
"5504","월화드라마(왕이된남자)","1.502","20190122"
"5505","월화드라마(왕이된남자)","1.456","20190122"
"5506","OTVN전무후무한특종랭킹프리한19","1.294","20190122"
"5507","연합뉴스TV뉴스13","1.285","20190122"
"5508","뉴스N이슈2부","1.247","20190122"
"5509","출발640","1.230","20190122"
"5510","뉴스센터12","1.216","20190122"
"5511","월화드라마(왕이된남자)","7.597","20190122"
"5512","AFC아시안컵UAE2019","6.306","20190122"
"5513","평균연령15세둥지탈출3","2.483","20190122"
"5514","월화드라마(왕이된남자)","1.502","20190122"
"5515","월화드라마(왕이된남자)","1.456","20190122"
"5516","OTVN전무후무한특종랭킹프리한19","1.294","20190122"
"5517","연합뉴스TV뉴스13","1.285","20190122"
"5518","뉴스N이슈2부","1.247","20190122"
"5519","출발640","1.230","20190122"
"5520","뉴스센터12","1.216","20190122"
"5521","수목드라마(남자친구)","7.999","20190123"
"5522","수미네반찬","4.052","20190123"
"5523","포장마차세계일주국경없는포차","3.055","20190123"
"5524","월화드라마(왕이된남자)","1.834","20190123"
"5525","연합뉴스TV뉴스13","1.645","20190123"
"5526","대한외국인","1.626","20190123"
"5527","뉴스N이슈2부","1.561","20190123"
"5528","노종면의더뉴스1부","1.456","20190123"
"5529","월화드라마(왕이된남자)","1.350","20190123"
"5530","수목드라마(남자친구)","1.248","20190123"
"5531","수목드라마(남자친구)","7.999","20190123"
"5532","수미네반찬","4.052","20190123"
"5533","포장마차세계일주국경없는포차","3.055","20190123"
"5534","월화드라마(왕이된남자)","1.834","20190123"
"5535","연합뉴스TV뉴스13","1.645","20190123"
"5536","대한외국인","1.626","20190123"
"5537","뉴스N이슈2부","1.561","20190123"
"5538","노종면의더뉴스1부","1.456","20190123"
"5539","월화드라마(왕이된남자)","1.350","20190123"
"5540","수목드라마(남자친구)","1.248","20190123"
"5541","수목드라마(남자친구)","8.678","20190124"
"5542","AFC아시안컵UAE2019","4.740","20190124"
"5543","어서와한국은처음이지","3.881","20190124"
"5544","인생술집","1.988","20190124"
"5545","수미네반찬","1.770","20190124"
"5546","연합뉴스TV뉴스24","1.659","20190124"
"5547","출발640","1.588","20190124"
"5548","수목드라마(남자친구)","1.567","20190124"
"5549","뉴스N이슈2부","1.522","20190124"
"5550","뉴스센터12","1.457","20190124"
"5551","수목드라마(남자친구)","8.678","20190124"
"5552","AFC아시안컵UAE2019","4.740","20190124"
"5553","어서와한국은처음이지","3.881","20190124"
"5554","인생술집","1.988","20190124"
"5555","수미네반찬","1.770","20190124"
"5556","연합뉴스TV뉴스24","1.659","20190124"
"5557","출발640","1.588","20190124"
"5558","수목드라마(남자친구)","1.567","20190124"
"5559","뉴스N이슈2부","1.522","20190124"
"5560","뉴스센터12","1.457","20190124"
"5561","AFC아시안컵UAE2019","7.037","20190125"
"5562","SINCE2019커피프렌즈","4.258","20190125"
"5563","불금시리즈(톱스타유백이)","2.891","20190125"
"5564","너의목소리가보여6","2.526","20190125"
"5565","수목드라마(남자친구)","2.316","20190125"
"5566","수미네반찬","1.692","20190125"
"5567","연합뉴스TV뉴스24","1.541","20190125"
"5568","뉴스N이슈2부","1.471","20190125"
"5569","굿모닝와이티엔1부","1.323","20190125"
"5570","꾼-2부","1.285","20190125"
"5571","AFC아시안컵UAE2019","7.037","20190125"
"5572","SINCE2019커피프렌즈","4.258","20190125"
"5573","불금시리즈(톱스타유백이)","2.891","20190125"
"5574","너의목소리가보여6","2.526","20190125"
"5575","수목드라마(남자친구)","2.316","20190125"
"5576","수미네반찬","1.692","20190125"
"5577","연합뉴스TV뉴스24","1.541","20190125"
"5578","뉴스N이슈2부","1.471","20190125"
"5579","굿모닝와이티엔1부","1.323","20190125"
"5580","꾼-2부","1.285","20190125"
"5581","토일드라마(로맨스는별책부록)","4.280","20190126"
"5582","놀라운토요일예능신대륙발견","3.062","20190126"
"5583","아찔한사돈연습","2.580","20190126"
"5584","불금시리즈(톱스타유백이)","2.091","20190126"
"5585","가성비갑럭셔리여행짠내투어","2.043","20190126"
"5586","연합뉴스TV뉴스18","1.840","20190126"
"5587","클릭베스트컷","1.763","20190126"
"5588","수미네반찬","1.730","20190126"
"5589","월화드라마(왕이된남자)","1.721","20190126"
"5590","연합뉴스TV뉴스16","1.666","20190126"
"5591","토일드라마(로맨스는별책부록)","4.280","20190126"
"5592","놀라운토요일예능신대륙발견","3.062","20190126"
"5593","아찔한사돈연습","2.580","20190126"
"5594","불금시리즈(톱스타유백이)","2.091","20190126"
"5595","가성비갑럭셔리여행짠내투어","2.043","20190126"
"5596","연합뉴스TV뉴스18","1.840","20190126"
"5597","클릭베스트컷","1.763","20190126"
"5598","수미네반찬","1.730","20190126"
"5599","월화드라마(왕이된남자)","1.721","20190126"
"5600","연합뉴스TV뉴스16","1.666","20190126"
"5601","토일드라마(로맨스는별책부록)","4.420","20190127"
"5602","코미디빅리그","3.383","20190127"
"5603","명품리포트맥","2.229","20190127"
"5604","수목드라마(남자친구)","2.191","20190127"
"5605","연합뉴스TV뉴스09","1.945","20190127"
"5606","주간돌발영상","1.901","20190127"
"5607","연합뉴스TV뉴스08","1.873","20190127"
"5608","연합뉴스TV뉴스18","1.858","20190127"
"5609","YTN24(08:00)","1.837","20190127"
"5610","출발640","1.832","20190127"
"5611","토일드라마(로맨스는별책부록)","4.420","20190127"
"5612","코미디빅리그","3.383","20190127"
"5613","명품리포트맥","2.229","20190127"
"5614","수목드라마(남자친구)","2.191","20190127"
"5615","연합뉴스TV뉴스09","1.945","20190127"
"5616","주간돌발영상","1.901","20190127"
"5617","연합뉴스TV뉴스08","1.873","20190127"
"5618","연합뉴스TV뉴스18","1.858","20190127"
"5619","YTN24(08:00)","1.837","20190127"
"5620","출발640","1.832","20190127"
"5621","월화드라마(왕이된남자)","8.375","20190128"
"5622","토일드라마(로맨스는별책부록)","2.120","20190128"
"5623","뇌섹시대문제적남자","1.966","20190128"
"5624","도시경찰","1.765","20190128"
