,artist,name,rank_g,you_rank_g,previous_ranking,genre,season,sex,song_type,active_type,title_song,week,runtime,top_freq,gg_score,nv_score,total_view,season_genre_score,pd_score,dc_total_numb,dc_mean_reccomend,dc_mean_views,drama_view,rank_g_pred
10818,"Lauv, Anne-Marie","fuck, i`m lonely",10,10,10,Pop,fall,male,POP,Solo,1,2019.9.8,0.51183432,0.125,0.47,0.64362663,0.0,0.5434038529999999,0.536614026,0.0,0.0,0.0,0.0,10
10819,거미,기억해줘요 내 모든 날과 그때를,1,10,1,Drama,fall,female,OST,Solo,1,2019.9.8,0.600591716,0.355769231,0.84,0.238046284,0.0,0.374420604,0.45057145,0.0,0.0,0.027919587000000003,0.0,1
10820,먼데이 키즈,Another Day,4,4,3,Drama,fall,mixed,OST,Project,0,2019.9.8,0.568047337,0.22115384600000002,0.59,0.415357,0.816485371,0.374420604,0.45057145,0.0,0.0,0.0,0.0,3
10821,오마이걸,BUNGEE,8,6,8,Dance,fall,female,K_POP,Group,1,2019.9.8,0.44674556200000004,0.134615385,0.48,0.6793959559999999,0.7991620840000001,0.503168298,0.646934772,0.22389865899999997,0.036436345,0.007572174,0.0,8
10822,청하,그 끝에 그대,5,10,4,Drama,fall,female,OST,Solo,0,2019.9.8,0.585798817,0.144230769,0.22,0.271447509,0.0,0.374420604,0.45057145,0.10211981199999999,0.013136028000000001,0.004305583,0.0,5
10823,레드벨벳,어떤 별보다,10,10,10,Drama,fall,female,OST,Group,0,2019.9.8,0.582840237,0.048076923,0.27,0.49007671399999997,0.0,0.374420604,0.45057145,0.145792798,0.020368574,0.009798857,0.0,10
10824,벤,내 목소리 들리니,2,4,2,Drama,fall,female,OST,Solo,1,2019.9.8,0.727810651,0.25,0.49,0.289266783,0.82061082,0.374420604,0.45057145,0.0,0.0,0.0,0.0,2
10825,폴킴,안녕,1,10,1,Drama,fall,male,OST,Solo,1,2019.9.8,0.588757396,0.346153846,1.0,0.607429507,0.0,0.374420604,0.45057145,0.0,0.0,0.0,0.0,1
10826,레드벨벳,음파음파,3,10,3,Dance,fall,female,K_POP,Group,1,2019.9.8,0.5739644970000001,0.134615385,0.27,0.49007671399999997,0.0,0.503168298,0.5310814939999999,0.145792798,0.020368574,0.009798857,0.0,3
10827,사이먼 도미닉,make her dance,10,10,10,Rap/Hiphop,fall,male,K_POP,Solo,1,2019.9.8,0.42899408299999997,0.028846154,0.16,0.442289713,0.0,0.532094005,0.509493793,0.0,0.0,0.0,0.0,10
10828,펀치,Done For Me,2,2,1,Drama,fall,female,OST,Solo,1,2019.9.8,0.609467456,0.240384615,0.49,0.591068601,0.838870607,0.374420604,0.45057145,0.0,0.0,0.0,0.0,1
10829,X1,FLASH,5,2,4,Dance,fall,male,K_POP,Group,1,2019.9.8,0.547337278,0.125,0.42,0.6151688679999999,0.848092313,0.503168298,0.34873150299999994,0.0,0.0,0.0,0.0,5
10830,닐로,벗,4,4,4,Ballad,fall,male,K_POP,Solo,1,2019.9.8,0.7218934909999999,0.269230769,0.22,0.10183994699999999,0.8120211909999999,0.421841862,0.207039327,0.0,0.0,0.0,0.0,4
10831,선미,날라리,2,10,2,Dance,fall,female,K_POP,Solo,1,2019.9.8,0.440828402,0.182692308,0.25,0.238046284,0.0,0.503168298,0.170842204,0.6747881040000001,0.296969697,0.019134147,0.0,2
10832,스윙스,담아,5,10,4,Rap/Hiphop,fall,male,K_POP,Project,1,2019.9.8,0.7159763309999999,0.182692308,0.71,0.391818321,0.0,0.532094005,0.476092568,0.0,0.0,0.0,0.0,5
10833,에이치코드,꿈속에 너,8,6,9,Ballad,fall,male,K_POP,Group,1,2019.9.8,0.6686390529999999,0.326923077,0.0,0.9478622179999999,0.797784842,0.421841862,0.0,0.0,0.0,0.0,0.0,9
10834,장범준,흔들리는 꽃들 속에서 네 샴푸향이 느껴진거야,2,7,2,Drama,fall,male,OST,Solo,1,2019.9.8,0.423076923,0.33653846200000004,0.16,0.277551548,0.793932038,0.374420604,0.46370753600000003,0.0,0.0,0.0,0.0,2
10835,크러쉬,나빠,2,10,1,R&B/Soul,fall,male,K_POP,Solo,1,2019.9.8,0.49704142,0.173076923,0.6,0.40558034600000004,0.0,0.47842987299999995,0.321032687,0.0,0.0,0.0,0.0,1
10836,태용,러브 델루나,8,10,7,Drama,fall,mixed,OST,Project,1,2019.9.8,0.7159763309999999,0.038461537999999997,0.49,0.476092568,0.0,0.374420604,0.45057145,0.0,0.0,0.0,0.0,8
10837,Pink Sweat$,Honesty,10,10,10,R&B/Soul,fall,male,POP,Solo,1,2019.9.8,0.48224852100000004,0.134615385,0.32,0.858637625,0.0,0.47842987299999995,0.872596024,0.0,0.0,0.0,0.0,10
10838,V.O.S,다시 만날까 봐,4,8,3,Ballad,fall,male,K_POP,Group,1,2019.9.8,0.553254438,0.317307692,0.0,0.517594888,0.785003172,0.421841862,0.0,0.0,0.0,0.0,0.0,3
10839,"Woodie Gochild, 최엘비",바다,6,10,5,Rap/Hiphop,fall,male,K_POP,Project,1,2019.9.8,0.597633136,0.057692308,0.0,0.8548981040000001,0.0,0.532094005,0.476092568,0.0,0.0,0.0,0.0,6
10840,강현준,땡땡,10,10,9,Rap/Hiphop,fall,mixed,K_POP,Project,1,2019.9.8,0.594674556,0.019230768999999998,0.0,0.945392132,0.0,0.532094005,0.476092568,0.0,0.0,0.0,0.0,10
10841,사이먼 도미닉,GOTT,10,10,9,Rap/Hiphop,fall,male,K_POP,Solo,1,2019.9.8,0.423076923,0.019230768999999998,0.16,0.442289713,0.0,0.532094005,0.509493793,0.0,0.0,0.0,0.0,10
10842,윤비,덜어,10,10,8,Rap/Hiphop,fall,mixed,K_POP,Project,1,2019.9.8,0.795857988,0.019230768999999998,1.0,0.621413654,0.0,0.532094005,0.476092568,0.0,0.0,0.0,0.0,10
10843,임창정,십삼월,9,10,10,Ballad,fall,male,K_POP,Solo,1,2019.9.8,0.639053254,0.028846154,0.53,0.310952774,0.0,0.421841862,0.0,0.184121518,0.027701816,0.016854544,0.0,10
10844,정효빈,달라진 니 마음,9,10,10,Indi,fall,female,K_POP,Solo,1,2019.9.8,0.553254438,0.028846154,0.5,0.373287456,0.0,0.508069411,0.0,0.0,0.0,0.0,0.0,10
10845,케이시,가을밤 떠난 너,1,10,3,Ballad,fall,female,K_POP,Solo,1,2019.9.8,0.674556213,0.317307692,0.68,0.6151688679999999,0.0,0.421841862,0.49232211299999995,0.0,0.0,0.0,0.0,3
10846,펀치넬로,BAMN,10,10,8,Rap/Hiphop,fall,male,K_POP,Project,1,2019.9.8,0.618343195,0.019230768999999998,0.54,0.418520254,0.0,0.532094005,0.476092568,0.0,0.0,0.0,0.0,10
10847,휘인,헤어지자,1,10,1,Ballad,fall,female,K_POP,Solo,1,2019.9.8,0.671597633,0.317307692,0.46,0.35302231700000003,0.0,0.421841862,0.6812719770000001,0.0,0.0,0.0,0.0,1
10848,Adele,When We Were Young,10,10,10,R&B/Soul,fall,female,POP,Solo,1,2019.9.8,0.7840236690000001,0.009615385,0.23,0.891095227,0.0,0.47842987299999995,0.0,0.0,0.0,0.0,0.0,10
10849,FTISLAND,관둬,10,10,10,Rock,fall,male,K_POP,Band,1,2019.9.8,0.615384615,0.009615385,0.0,0.8103900490000001,0.0,0.581483576,0.384595016,0.187182202,0.028331257999999998,0.02229529,0.0,10
10850,그루비룸,도시생활,10,10,10,Rap/Hiphop,fall,male,K_POP,Project,1,2019.9.8,0.5,0.0,0.0,0.48319743600000004,0.0,0.532094005,0.585328423,0.0,0.0,0.0,0.0,10
10851,볼빨간사춘기,워커홀릭,1,10,1,Indi,fall,female,K_POP,Solo,1,2019.9.8,0.48816568,0.307692308,0.41,0.63454974,0.0,0.508069411,0.6895186870000001,0.0,0.0,0.0,0.0,1
10852,여은,싸운날,10,10,10,Ballad,fall,female,K_POP,Solo,1,2019.9.8,0.7248520709999999,0.009615385,0.01,0.7987605759999999,0.0,0.421841862,0.0,0.0,0.0,0.0,0.0,10
10853,"윤민수, 치타, 백호",놈놈놈,10,10,10,All,fall,mixed,K_POP,Project,1,2019.9.8,0.665680473,0.0,0.483,0.529205473,0.0,0.521663772,0.476092568,0.0,0.0,0.0,0.0,10
10854,전상근,사랑이란 멜로는 없어,3,10,10,Ballad,fall,male,K_POP,Solo,1,2019.9.8,0.7366863909999999,0.307692308,1.0,0.6939681059999999,0.0,0.421841862,0.0,0.0,0.0,0.0,0.0,10
10855,"청하, 마미손",달려,10,10,10,Dance,fall,mixed,K_POP,Project,1,2019.9.8,0.467455621,0.0,0.22,0.189695748,0.0,0.503168298,0.72124372,0.0,0.0,0.0,0.0,10
10856,X1,웃을 때 제일 예뻐,9,10,7,Dance,fall,male,K_POP,Group,0,2019.9.8,0.529585799,0.067307692,0.42,0.6151688679999999,0.0,0.503168298,0.34873150299999994,0.0,0.0,0.0,0.0,8
10857,10cm,방에 모기가 있어,10,8,8,Indi,fall,male,K_POP,Solo,0,2019.9.8,0.50295858,0.086538462,0.27,0.47122317,0.782598444,0.508069411,0.7273693309999999,0.0,0.0,0.0,0.0,9
10858,X1,Stand Up,10,10,10,Dance,fall,male,K_POP,Group,0,2019.9.8,0.310650888,0.038461537999999997,0.42,0.6151688679999999,0.0,0.503168298,0.34873150299999994,0.0,0.0,0.0,0.0,10
10859,X1,U GOT IT,10,10,9,Dance,fall,male,K_POP,Group,0,2019.9.8,0.48520710100000003,0.057692308,0.42,0.6151688679999999,0.0,0.503168298,0.34873150299999994,0.0,0.0,0.0,0.0,10
10860,X1,괜찮아요,10,10,10,Ballad,fall,male,K_POP,Group,0,2019.9.8,0.75147929,0.038461537999999997,0.42,0.6151688679999999,0.0,0.421841862,0.34873150299999994,0.0,0.0,0.0,0.0,10
10861,X1,움직여,10,10,9,Dance,fall,male,K_POP,Group,0,2019.9.8,0.47041420100000003,0.048076923,0.42,0.6151688679999999,0.0,0.503168298,0.34873150299999994,0.0,0.0,0.0,0.0,10
10862,방탄소년단,Dionysus,10,10,10,Rap/Hiphop,fall,male,K_POP,Group,0,2019.9.8,0.659763314,0.288461538,0.28,0.7412590840000001,0.0,0.532094005,0.46624182299999994,0.27589089,0.04986609400000001,0.011345911,0.0,10
10863,볼빨간사춘기,25,4,4,10,Indi,fall,female,K_POP,Solo,0,2019.9.8,0.50295858,0.076923077,0.41,0.63454974,0.8190609109999999,0.508069411,0.6895186870000001,0.0,0.0,0.0,0.0,10
10864,볼빨간사춘기,Taste,5,10,10,Indi,fall,female,K_POP,Solo,0,2019.9.8,0.473372781,0.038461537999999997,0.41,0.63454974,0.0,0.508069411,0.6895186870000001,0.0,0.0,0.0,0.0,10
10865,볼빨간사춘기,XX,10,6,10,Indi,fall,female,K_POP,Solo,0,2019.9.8,0.5,0.096153846,0.41,0.63454974,0.795165608,0.508069411,0.6895186870000001,0.0,0.0,0.0,0.0,10
10866,볼빨간사춘기,나의 사춘기에게,10,10,10,Indi,fall,female,K_POP,Solo,0,2019.9.8,0.582840237,0.384615385,0.41,0.63454974,0.0,0.508069411,0.6895186870000001,0.0,0.0,0.0,0.0,10
10867,볼빨간사춘기,낮,6,10,10,Indi,fall,female,K_POP,Solo,0,2019.9.8,0.49408284,0.038461537999999997,0.41,0.63454974,0.0,0.508069411,0.6895186870000001,0.0,0.0,0.0,0.0,10
10868,송하예,Say Goodbye,6,10,5,Drama,fall,female,OST,Solo,0,2019.9.8,0.473372781,0.115384615,0.11,0.215216866,0.0,0.374420604,0.45057145,0.0,0.0,0.0,0.0,6
10869,잔나비,뜨거운 여름밤은 가고 남은 건 볼품없지만,10,10,10,Ballad,fall,male,K_POP,Band,0,2019.9.8,0.642011834,0.25,0.07,0.277551548,0.0,0.421841862,0.127361065,0.0,0.0,0.0,0.0,10
10870,케이시,진심이 담긴 노래,10,10,10,Ballad,fall,female,K_POP,Solo,0,2019.9.8,0.7248520709999999,0.278846154,0.68,0.6151688679999999,0.0,0.421841862,0.49232211299999995,0.0,0.0,0.0,0.0,10
10871,폴킴,비,6,10,6,R&B/Soul,fall,male,K_POP,Solo,0,2019.9.8,0.627218935,0.9807692309999999,1.0,0.607429507,0.0,0.47842987299999995,0.9011428990000001,0.0,0.0,0.0,0.0,6
10872,Camila Cabello,Havana,10,10,10,Pop,fall,female,POP,Solo,1,2019.9.15,0.565088757,0.8557692309999999,0.34,0.8548981040000001,0.0,0.5434038529999999,0.0,0.0,0.0,0.0,0.0,10
10873,Ed Sheeran,Shape of You,10,10,10,Pop,fall,male,POP,Solo,1,2019.9.15,0.615384615,1.0,0.68,0.848518476,0.0,0.5434038529999999,0.0,0.0,0.0,0.0,0.0,10
10874,Fitz & The Tantrums,HandClap,10,10,10,Pop,fall,mixed,POP,Band,1,2019.9.15,0.49408284,0.740384615,0.0,0.38823676700000004,0.0,0.5434038529999999,0.478486836,0.0,0.0,0.0,0.0,10
10875,Imagine Dragons,Thunder,10,10,10,Rock,fall,male,POP,Group,0,2019.9.15,0.476331361,0.673076923,0.28,0.501078014,0.0,0.581483576,0.0,0.0,0.0,0.0,0.0,10
10876,Shawn Mendes,There`s Nothing Holdin` Me Back,10,10,10,Pop,fall,male,POP,Solo,1,2019.9.15,0.514792899,0.548076923,0.57,0.857398275,0.0,0.5434038529999999,0.922716007,0.0,0.0,0.0,0.0,10
10877,The Chainsmokers,Closer,10,10,10,Pop,fall,male,POP,Duet,1,2019.9.15,0.650887574,0.663461538,0.0,0.6765511129999999,0.0,0.5434038529999999,0.862718331,0.0,0.0,0.0,0.0,10
10878,닐로,지나오다,10,10,10,Ballad,fall,male,K_POP,Solo,0,2019.9.15,0.75443787,0.923076923,0.17,0.087855801,0.0,0.421841862,0.0,0.0,0.0,0.0,0.0,10
10879,먼데이 키즈,가을 안부,10,10,10,Ballad,fall,male,K_POP,Solo,0,2019.9.15,0.819526627,0.788461538,0.55,0.402220914,0.0,0.421841862,0.57943203,0.0,0.0,0.0,0.0,10
10880,아이유,밤편지,9,10,10,Ballad,fall,female,K_POP,Solo,1,2019.9.15,0.671597633,1.0,0.51,0.458548267,0.0,0.421841862,0.24515115199999998,0.0,0.0,0.0,0.0,10
10881,양다일,미안해,10,10,10,R&B/Soul,fall,male,K_POP,Solo,0,2019.9.15,0.600591716,0.788461538,0.0,0.16076229,0.0,0.47842987299999995,0.223096973,0.0,0.0,0.0,0.0,10
10882,장덕철,그날처럼,10,10,10,Ballad,fall,male,K_POP,Group,1,2019.9.15,0.612426036,0.807692308,0.09,0.230700527,0.0,0.421841862,0.215216866,0.0,0.0,0.0,0.0,10
10883,폴킴,"모든 날, 모든 순간",3,10,3,Drama,fall,male,OST,Solo,0,2019.9.15,0.547337278,1.0,0.6,0.664782842,0.0,0.374420604,0.606112305,0.0,0.0,0.0,0.0,3
10884,벤,열애중,10,10,10,Ballad,fall,female,K_POP,Solo,0,2019.9.15,0.7248520709999999,0.7692307690000001,0.53,0.540225427,0.0,0.421841862,0.38823676700000004,0.0,0.0,0.0,0.0,10
10885,헤이즈,비도 오고 그래서,10,10,10,Rap/Hiphop,fall,female,K_POP,Solo,0,2019.9.15,0.529585799,0.682692308,0.45,0.377122584,0.0,0.532094005,0.45592182200000003,0.0,0.0,0.0,0.0,10
10886,볼빨간사춘기,여행,10,10,10,Indi,fall,female,K_POP,Solo,0,2019.9.15,0.576923077,0.951923077,0.35,0.545532118,0.0,0.508069411,0.66976419,0.0,0.0,0.0,0.0,10
10887,Adele,Someone Like You,10,10,10,R&B/Soul,fall,female,POP,Solo,1,2019.9.15,0.7692307690000001,0.33653846200000004,0.21,0.836539305,0.0,0.47842987299999995,0.0,0.0,0.0,0.0,0.0,10
10888,Justin Bieber,Love Yourself,10,10,10,Pop,fall,male,POP,Solo,1,2019.9.15,0.615384615,0.548076923,0.06,0.7273693309999999,0.0,0.5434038529999999,0.9876402059999999,0.0,0.0,0.0,0.0,10
10889,BLACKPINK,뚜두뚜두,10,10,10,Dance,fall,female,K_POP,Group,0,2019.9.15,0.541420118,0.653846154,0.29,0.628677319,0.0,0.503168298,0.591068601,0.0,0.0,0.0,0.0,10
10890,Troye Sivan,Youth,10,10,10,Pop,fall,male,POP,Solo,1,2019.9.15,0.47041420100000003,0.846153846,0.16,0.66976419,0.0,0.5434038529999999,0.0,0.0,0.0,0.0,0.0,10
10891,TWICE,Dance The Night Away,10,10,10,Dance,fall,female,K_POP,Group,0,2019.9.15,0.45857988200000005,0.692307692,0.34,0.559078971,0.0,0.503168298,0.713334847,0.171429831,0.025163019,0.003960825,0.0,10
10892,숀,Way Back Home,7,4,7,Electronica,fall,male,K_POP,Solo,1,2019.9.15,0.556213018,0.8942307690000001,0.17,0.039505265,0.816320278,0.504437248,0.0,0.0,0.0,0.0,0.0,7
10893,"기리보이, Kid Milli, NO:EL, 스윙스",flex,10,10,10,Rap/Hiphop,fall,male,K_POP,Project,1,2019.9.15,0.591715976,0.576923077,0.342,0.529205473,0.0,0.532094005,0.63104542,0.0,0.0,0.0,0.0,10
10894,Charlie Puth,Attention,10,10,10,Pop,fall,male,POP,Solo,1,2019.9.15,0.5502958579999999,0.663461538,0.29,0.620179012,0.0,0.5434038529999999,0.0,0.0,0.0,0.0,0.0,10
10895,방탄소년단,IDOL,8,10,8,Rap/Hiphop,fall,male,K_POP,Group,0,2019.9.15,0.582840237,0.836538462,0.27,0.7602306129999999,0.0,0.532094005,0.571828476,0.291393826,0.054370869,0.016254111,0.0,8
10896,바이브,가을 타나 봐,10,10,10,Ballad,fall,male,K_POP,Group,1,2019.9.15,0.609467456,0.596153846,0.57,0.271447509,0.0,0.421841862,0.38823676700000004,0.43810024,0.111742424,0.036197398,0.0,10
10897,임창정,하루도 그대를 사랑하지 않은 적이 없었다,10,10,10,Ballad,fall,male,K_POP,Solo,1,2019.9.15,0.642011834,0.586538462,0.39,0.38823676700000004,0.0,0.421841862,0.487807803,0.17678117100000001,0.026219642999999997,0.021739507999999998,0.0,10
10898,임한별,이별하러 가는 길,9,10,9,Ballad,fall,male,K_POP,Solo,1,2019.9.15,0.8313609470000001,0.682692308,0.0,0.305731339,0.0,0.421841862,0.45057145,0.0,0.0,0.0,0.0,10
10899,"pH-1, Kid Milli, 루피",Good Day,10,10,10,Rap/Hiphop,fall,male,K_POP,Project,1,2019.9.15,0.713017751,0.567307692,0.28,0.503212801,0.0,0.532094005,0.45592182200000003,0.0,0.0,0.0,0.0,10
10900,아이유,삐삐,10,10,10,R&B/Soul,fall,female,K_POP,Solo,0,2019.9.15,0.5,0.7692307690000001,0.51,0.458548267,0.0,0.47842987299999995,0.25203043,0.0,0.0,0.0,0.0,10
10901,양다일,고백,10,10,10,Ballad,fall,male,K_POP,Solo,0,2019.9.15,0.547337278,0.596153846,0.0,0.16076229,0.0,0.421841862,0.223096973,0.0,0.0,0.0,0.0,10
10902,멜로망스,선물,10,10,10,Indi,fall,male,K_POP,Duet,0,2019.9.15,0.695266272,0.961538462,0.32,0.189695748,0.0,0.508069411,0.718901221,0.0,0.0,0.0,0.0,10
10903,케이윌,내 생에 아름다운,10,10,10,Drama,fall,male,OST,Solo,1,2019.9.15,0.636094675,0.615384615,0.04,0.38823676700000004,0.0,0.374420604,0.616432306,0.172806295,0.0254329,0.040542322,0.0,10
10904,EXO,Tempo,10,10,10,Dance,fall,male,K_POP,Group,1,2019.9.15,0.588757396,0.44230769200000003,0.29,0.445085611,0.0,0.503168298,0.606112305,0.34863582299999996,0.073310023,0.014386663000000001,0.0,10
10905,폴킴,너를 만나,4,10,4,Ballad,fall,male,K_POP,Solo,0,2019.9.15,0.75443787,0.740384615,0.6,0.664782842,0.0,0.421841862,0.737689332,0.0,0.0,0.0,0.0,4
10906,TWICE,YES or YES,10,4,10,Dance,fall,female,K_POP,Group,0,2019.9.15,0.627218935,0.615384615,0.34,0.559078971,0.8243027479999999,0.503168298,0.713334847,0.171429831,0.025163019,0.003960825,0.0,10
10907,노을,너는 어땠을까,10,10,10,Ballad,fall,male,K_POP,Group,1,2019.9.15,0.6982248520000001,0.5,0.67,0.60873875,0.0,0.421841862,0.310952774,0.0,0.0,0.0,0.0,10
10908,제니,SOLO,10,5,10,Rap/Hiphop,fall,female,K_POP,Solo,1,2019.9.15,0.426035503,0.451923077,0.09,0.223096973,0.8083192090000001,0.532094005,0.591068601,0.0,0.0,0.0,0.0,10
10909,하은,신용재,10,10,10,Ballad,fall,male,K_POP,Solo,0,2019.9.15,0.556213018,0.509615385,0.52,0.19854101899999999,0.0,0.421841862,0.039505265,0.0,0.0,0.0,0.0,10
10910,Ariana Grande,"thank u, next",10,10,10,Pop,fall,female,POP,Solo,1,2019.9.15,0.535502959,0.701923077,0.29,0.713334847,0.0,0.5434038529999999,0.839709171,0.0,0.0,0.0,0.0,10
10911,허각,흔한 이별,10,10,10,Ballad,fall,male,K_POP,Solo,1,2019.9.15,0.6686390529999999,0.403846154,0.62,0.056848844,0.0,0.421841862,0.0,0.139655739,0.019283747,0.01957098,0.0,10
10912,EXO,Love Shot,10,10,10,Dance,fall,male,K_POP,Group,1,2019.9.15,0.514792899,0.471153846,0.29,0.445085611,0.0,0.503168298,0.606112305,0.34863582299999996,0.073310023,0.014386663000000001,0.0,10
10913,벤,180도,10,10,10,Ballad,fall,female,K_POP,Solo,0,2019.9.15,0.600591716,0.509615385,0.53,0.540225427,0.0,0.421841862,0.38823676700000004,0.0,0.0,0.0,0.0,10
10914,윤건,너도 그냥 날 놓아주면 돼,10,10,10,Ballad,fall,male,K_POP,Solo,1,2019.9.15,0.659763314,0.384615385,0.34,0.48319743600000004,0.0,0.421841862,0.48085493700000004,0.0,0.0,0.0,0.0,10
10915,Alan Walker,All Falls Down,10,10,10,Electronica,fall,male,POP,Solo,1,2019.9.15,0.51183432,0.567307692,0.7,0.89530954,0.0,0.504437248,0.0,0.0,0.0,0.0,0.0,10
10916,Alan Walker,Faded,10,10,10,Electronica,fall,male,POP,Solo,1,2019.9.15,0.553254438,0.394230769,0.7,0.89530954,0.0,0.504437248,0.0,0.0,0.0,0.0,0.0,10
10917,Charlie Puth,One Call Away,10,9,10,Rock,fall,female,K_POP,Group,1,2019.9.15,0.48816568,0.653846154,0.29,0.620179012,0.787023494,0.581483576,0.0,0.0,0.0,0.0,0.0,10
10918,Charlie Puth,We Don`t Talk Anymore,10,10,10,Pop,fall,male,POP,Solo,1,2019.9.15,0.568047337,0.43269230799999997,0.29,0.620179012,0.0,0.5434038529999999,0.0,0.0,0.0,0.0,0.0,10
10919,Imagine Dragons,Believer,7,10,7,Rock,fall,male,POP,Group,1,2019.9.15,0.526627219,0.663461538,0.28,0.501078014,0.0,0.581483576,0.0,0.0,0.0,0.0,0.0,7
10920,엠씨더맥스,넘쳐흘러,8,10,8,Ballad,fall,male,K_POP,Band,0,2019.9.15,0.653846154,0.653846154,0.15,0.265166517,0.0,0.421841862,0.0,0.0,0.0,0.0,0.0,8
10921,청하,벌써 12시,7,5,7,Dance,fall,female,K_POP,Solo,0,2019.9.15,0.579881657,0.653846154,0.23,0.258698005,0.812555383,0.503168298,0.0,0.203696905,0.031847319,0.009135434,0.0,7
10922,케이시,그때가 좋았어,4,7,5,Ballad,fall,female,K_POP,Solo,0,2019.9.15,0.618343195,0.644230769,0.54,0.64362663,0.798247808,0.421841862,0.47122317,0.0,0.0,0.0,0.0,5
10923,황인욱,취하고 싶다,10,10,10,Ballad,fall,male,K_POP,Solo,0,2019.9.15,0.585798817,0.451923077,0.09,0.542008804,0.0,0.421841862,0.0,0.0,0.0,0.0,0.0,10
10924,Mike Perry,The Ocean,10,10,10,Electronica,fall,male,POP,Solo,1,2019.9.15,0.464497041,0.317307692,0.0,0.737689332,0.0,0.504437248,0.0,0.0,0.0,0.0,0.0,10
10925,Anne-Marie,2002,2,1,2,Pop,fall,female,POP,Solo,1,2019.9.15,0.476331361,0.634615385,0.45,0.725092472,0.865264521,0.5434038529999999,0.0,0.0,0.0,0.0,0.0,2
10926,"Jvcki Wai, Young B, Osshun Gum, 한요한",띵,10,10,10,Rap/Hiphop,fall,male,POP,Solo,1,2019.9.15,0.44674556200000004,0.375,0.33,0.636854858,0.0,0.532094005,0.63104542,0.0,0.0,0.0,0.0,10
10927,우디,이 노래가 클럽에서 나온다면,10,10,10,Indi,fall,male,K_POP,Solo,0,2019.9.15,0.571005917,0.423076923,0.43,0.19854101899999999,0.0,0.508069411,0.039505265,0.0,0.0,0.0,0.0,10
10928,이소라,신청곡,10,10,10,Ballad,fall,female,K_POP,Solo,1,2019.9.15,0.75443787,0.365384615,0.42,0.271447509,0.0,0.421841862,0.0,0.114981184,0.015151515,0.027669617999999997,0.0,10
10929,폴킴,초록빛,10,10,10,Ballad,fall,male,K_POP,Solo,0,2019.9.15,0.591715976,0.557692308,0.6,0.664782842,0.0,0.421841862,0.737689332,0.0,0.0,0.0,0.0,10
10930,Lauv,Paris In The Rain,5,10,5,Pop,fall,male,POP,Solo,1,2019.9.15,0.529585799,0.615384615,0.28,0.63454974,0.0,0.5434038529999999,0.723561165,0.0,0.0,0.0,0.0,5
10931,Ariana Grande,7 rings,10,10,10,Pop,fall,female,POP,Solo,1,2019.9.15,0.452662722,0.615384615,0.29,0.713334847,0.0,0.5434038529999999,0.839709171,0.0,0.0,0.0,0.0,10
10932,ITZY,달라달라,6,2,6,Dance,fall,female,K_POP,Group,0,2019.9.15,0.514792899,0.596153846,0.09,0.0,0.840059094,0.503168298,0.713334847,0.0,0.0,0.0,0.0,6
10933,화사,멍청이,10,10,10,Dance,fall,female,K_POP,Solo,1,2019.9.15,0.48816568,0.346153846,0.05,0.056848844,0.0,0.503168298,0.648026356,0.0,0.0,0.0,0.0,10
10934,Adam Levine,Lost Stars,10,10,10,Pop,fall,male,POP,Solo,1,2019.9.15,0.7159763309999999,0.096153846,0.0,0.785895848,0.0,0.5434038529999999,0.0,0.0,0.0,0.0,0.0,10
10935,Billie Eilish,Idontwannabeyouanymore,10,10,10,Rock,fall,female,POP,Solo,0,2019.9.15,0.526627219,0.326923077,0.22,0.641392805,0.0,0.581483576,0.8164797909999999,0.0,0.0,0.0,0.0,10
10936,"Lauv, Troye Sivan",i`m so tired...,10,10,10,Pop,fall,male,POP,Project,1,2019.9.15,0.405325444,0.394230769,0.22,0.65233852,0.0,0.5434038529999999,0.723561165,0.0,0.0,0.0,0.0,10
10937,Post Malone & Swae Lee,Sunflower,10,10,10,Ani/Game,fall,male,OST,Project,1,2019.9.15,0.390532544,0.355769231,0.58,0.8984173409999999,0.0,0.571834784,0.0,0.0,0.0,0.0,0.0,10
10938,엔플라잉,옥탑방,7,10,7,Rock,fall,male,K_POP,Band,1,2019.9.15,0.547337278,0.586538462,0.13,0.271447509,0.0,0.581483576,0.35302231700000003,0.0,0.0,0.0,0.0,7
10939,홍진영,오늘 밤에,10,10,10,Trot,fall,female,K_POP,Solo,1,2019.9.15,0.45857988200000005,0.403846154,0.27,0.294895127,0.0,0.6868357270000001,0.424711506,0.0,0.0,0.0,0.0,10
10940,잔나비,주저하는 연인들을 위해,5,10,6,Indi,fall,male,K_POP,Band,1,2019.9.15,0.7071005920000001,0.557692308,0.07,0.265166517,0.0,0.508069411,0.114976033,0.0,0.0,0.0,0.0,6
10941,백예린,그건 아마 우리의 잘못은 아닐 거야,10,10,10,R&B/Soul,fall,female,K_POP,Solo,1,2019.9.15,0.612426036,0.451923077,0.09,0.127361065,0.0,0.47842987299999995,0.713334847,0.0,0.0,0.0,0.0,10
10942,임재현,사랑에 연습이 있었다면,2,10,2,Ballad,fall,male,K_POP,Solo,1,2019.9.15,0.680473373,0.548076923,0.0,0.305731339,0.0,0.421841862,0.509493793,0.0,0.0,0.0,0.0,2
