,세훈&찬열,장덕철,Imagine Dragons,임한별,오마이걸,Coogie,이창섭,송하예,플라이 투 더 스카이,EXID,김길중,정세운,IZ*ONE,염따,Zara Larsson,에일리,우디,김민규,임현식,비,이수영,가호,Queen,유승우,Woodie Gochild,바닐라 어쿠스틱,에이프릴 세컨드,Zedd,최진호,어쿠스틱 콜라보,차붐,Adam Levine,강현준,옹성우,Aurora,박우진,정준일,장혜진,에피톤 프로젝트,Dua Lipa,송민호,인피니트,뉴이스트,김동률,FTISLAND,포맨,타이거JK,김하온,양다일,동해,세정,Ruel,김범수,빈첸,Jvcki Wai,허각,김호중,윤딴딴,애즈 원,GroovyRoom,갓츄,약속,소유,산들,사이먼 도미닉,휘성,브라더수,CHEEZE,방탄소년단,전상근,BLACKPINK,노을,세븐틴,보이프렌드,NCT DREAM,박성연,CHANGMO,EK,Lukas Graham,조정석,Camila Cabello,Sia,하진,오반,한동근,홍진영,Maroon 5,이수현,Billie Eilish,치타,가비엔제이,박다혜,지구인,보이비,숀,볼빨간사춘기,진민호,김동준,P.O,Post Malone,이수,검정치마,KCM,DPR LIVE,찬열,블랙넛,스무살,Etham,박경,자이언티,DAY6,정동원,영탁,몬스타엑스,Will Smith,수퍼비,김수찬,VICTON,용준형,Naomi Scott,크레파스,Charlie Puth,피아노맨,Hash Swan,김필,김재환,길구봉구,비와이,은지원,Carla Bruni,이병재,박효신,저스디스,SUPERBEE,나플라,첸,케이윌,윤건,윤건,강민수,강다니엘,권순일,거미,적재,X1,GOT7,서인국,웬디,박지훈,윤민수,아스트로,에픽하이,지아,이영지,송가인,임창정,헤이즈,OLNL,비투비,태민,Mena Massoud,국.슈,Josh Gad,스웨덴세탁소,펀치,EXO-CBX,Khalid,샤이니,박진영,휘인,이문세,정기고,세훈,윤미래,천단비,정인,Coldplay,이석훈,MC몽,Mike Perry,Adele,Evan Rachel Wood,박보람,MINO,Summer Wish,FANXY CHILD,이소라,승리,Charli XCX,로코베리,박재범,데.비,박혜나,새벽 한 시,딥플로우,(여자)아이들,에이치코드,민현,멜로망스,이대휘,황치열,이승철,Farruko,스윙스,악동뮤지션,백아연,히키,UNEDUCATED KID,Anne-Marie,ASH ISLAND,레터플로우,Dan + Shay,아이유,이우,The Chainsmokers,Tones And I,양희은,나얼,EXO,오왠,Ariana Grande,Justin Bieber,닐로,에이트,최자,이찬원,이용신,빅스,The Weeknd,강민경,Jonas Brothers,TWICE,공기남,Christopher,Alan Walker,스탠딩 에그,Straight No Chaser,Mariah Carey,팔로알토,민서,곽진언,키드밀리,이민혁,김지수,Conan Gray,스텔라장,마마무,Michael Buble,NO:EL,신화,ITZY,John Legend,Osshun Gum,에이프릴,iKON,Jonathan Groff,버스커 버스커,백예린,Selena Gomez,배연서,Wanna One,모모랜드,이해리,NCT 127,화사,존박,Taylor Swift,디오,SUGA,하성운,엔플라잉,AB6IX,청하,다이나믹 듀오,VAN.C,Ed Sheeran,그리즐리,러블리즈,권영훈,키,임재현,뉴이스트 W,보아,규현,마인드유,HYNN,백호,슬기,정승환,루피,잔나비,Lauv,서동현,듀에토,Social House,Marshmello,육성재,남우현,임영웅,개코,에이핑크,5 Seconds of Summer,Panic! At The Disco,PRODUCE X 101,모트,Kristen Bell,마미손,Alessia Cara,Sondia,전소미,장민호,Fitz & The Tantrums,New Hope Club,여은,윤비,먼데이키즈,빈센트블루,JINU,헨리,폴킴,권진아,수란,앤씨아,투모로우바이투게더,박봄,샘김,Halsey,송민재,핑클,Juice WRLD,god,기억 조작단,하은,이진혁,정은지,슈퍼주니어,박보검,Sabrina Carpenter,제니,프리스타일,맴맴,10cm,펭수,SIXC,Liam Payne,백지영,황인욱,UMI,성시경,젝스키스,벤,한요한,빅뱅,오담률,하현우,유산슬,V,Kid Milli,GRAY,엠씨더맥스,송이한,nafla,문성욱,AURORA,신승훈,정효빈,산다라박,장범준,Jeremy Zucker,로이킴,박재정,브라운 아이드 걸스,예리,로꼬,Sam Smith,소녀시대-Oh!GG,Marshmello & Anne-Marie,Arizona Zervas,Shawn Mendes,지코,씨야,Kiana Lede,Kiana Lede,솔라,우주소녀,수호,pH-1,양요섭,코드 쿤스트,하동균,매드클라운,카더가든,보라미유,선미,브라운 아이드 소울,양승호,WH3N,Martin Garrix,비투비-블루,먼데이 키즈,빈지노,크러쉬,Harry Styles,릴러말즈,태용,도영,이하이,시우민,최엘비,효린,넬,짱유,AOA,조이,이동은,케이시,반하나,윤하,펀치넬로,다비치,펜타곤,Steve Aoki,서은광,V.O.S,Troye Sivan,레드벨벳,태연,이예준,로시,CL,하이라이트,백현,WINNER,비지,그루비룸,개리,김나영,Sik-K,혁오,신예영,기리보이,김현성,SG워너비,윤종신,김효은,바이브,마크툽,Danna Paola,HIGH4,Disclosure,영비,하은요셉,SF9,창모,린,어반 자카파,DEAN,Pink Sweat$,Idina Menzel,최강창민,문별,Doja Cat,Young B,현아,우원재,여자친구,김민석,코드쿤스트,D.Ark,문문,윤지성,에릭남,러브포션,박원,유노윤호
2018-04-16,0.16276,27.96135,11.54078,2.09633,22.1877,4.50692,1.24258,0.08754,8.65477,13.78979,0.29098,22.50968,1.83653,0.01622,4.91914,0.83128,0.75273,1.97133,4.7127,1.08735,0.61071,0.87285,4.63448,0.97571,31.80515,100.0,9.89247,38.57115,8.77947,19.26799,0.15614,38.88,1.94295,4.70889,16.42418,47.84107,0.25597,2.28709,3.55438,26.58618,3.08944,27.01888,12.9231,14.18084,14.20233,77.22265,100.0,99.90129,1.48281,27.17544,1.5224,0.09354,2.16195,4.40575,3.66035,0.30118,0.1515,3.5453,0.24028,100.0,0.20746,32.63966,8.62296,5.53974,3.46721,0.32236,29.2233,92.47311,37.64264,2.21205,7.64386,10.72989,16.06484,11.63805,4.49883,0.21974,1.53846,0.08508,24.30769,47.57086,60.8994,2.36865,0.73821,16.37688,0.47359,40.95834,27.76812,10.3641,7.34631,5.97008,5.38475,4.74002,100.0,12.0237,0.01337,3.15361,1.6457,1.88978,51.46067,17.94195,1.09121,8.39563,6.49576,12.72283,2.2209,3.32551,79.19637,0.17341,0.23437,2.90628,23.13187,0.10155,0.01282,5.22331,3.76432,0.06434,0.07354,6.13535,1.97568,0.05909,37.38647,37.29199,64.72757,24.63768,1.02255,27.18446,9.29079,1.11402,3.55388,100.0,100.0,1.31699,4.30656,67.70833,0.16295,0.29298,1.63143,100.0,100.0,2.06279,39.06963,5.04441,9.22574,0.53849,0.43149,38.53119,2.2439,0.70222,16.15776,2.29534,12.55228,0.26587,1.86589,0.02257,0.02112,1.21986,7.04505,15.39482,21.62233,11.19338,8.22373,61.53846,0.60168,100.0,8.57748,19.81121,30.70338,4.6957,0.15583,2.39125,1.56549,24.17295,6.64432,86.84578,0.39989,29.98688,76.77374,2.42936,0.27256,53.5226,48.49884,0.29994,1.49078,6.34301,1.42857,12.29256,3.96066,0.47817,1.71897,1.93063,3.29242,41.42857,6.5482,14.22764,13.96544,0.21118,13.69737,1.04954,3.59096,4.45526,12.56321,1.64739,48.96551,3.80633,1.43533,2.10076,2.15986,3.76464,41.18541,0.04438,10.73362,7.09459,14.81681,1.11676,76.39257,0.05814,1.3781,34.82681,12.31215,0.73464,49.11792,40.40354,32.76632,2.88124,0.5265,0.00077,0.29123,100.0,23.78787,2.48654,0.30102,22.81719,6.32183,22.61208,80.03621,45.2329,5.60538,17.84989,2.75577,4.49685,4.63188,0.91621,2.94146,0.38704,10.62992,1.23289,14.81311,33.94396,13.73976,10.65006,0.04557,34.28571,3.97151,7.44359,16.38642,0.50718,2.97653,0.33265,34.41077,100.0,57.81806,7.39234,1.11019,3.52601,1.22965,17.86678,43.6745,0.83011,5.15508,26.59031,0.8864,0.00305,5.685,16.27739,0.5189,55.54091,2.31698,8.10797,0.30798,16.29482,0.1454,9.54129,2.55842,0.95336,100.0,0.12824,6.83536,46.44436,8.31321,0.90555,0.3712,5.29723,0.62863,4.66274,2.60617,64.57264,1.72943,6.29961,0.06049,3.46326,7.31426,2.43361,0.58193,1.40241,1.54425,1.64705,0.00535,56.621,79.81115,10.99918,0.13883,100.0,2.79419,14.46794,0.16834,4.94299,77.68496,0.37721,1.65664,3.12479,0.85644,2.88003,2.07716,13.96915,0.12488,4.32727,0.11235,0.50046,1.83054,0.01963,7.55786,32.91731,0.28716,0.03681,4.56053,12.5229,2.58989,7.20562,0.89755,2.68544,10.05917,100.0,0.00062,38.15789,27.98013,3.25366,0.79397,17.15526,14.24301,1.37742,0.8461,4.72083,2.36791,4.28126,6.81272,1.11358,27.81271,7.26976,59.20949,3.51531,20.78488,9.64249,22.80443,16.42418,3.04622,0.10154,0.47322,1.02817,0.16744,0.58648,9.65279,2.76188,13.99795,5.69858,66.74485,17.34159,100.0,0.81632,38.40771,1.28829,0.61886,0.75757,0.75757,2.4561,15.41616,3.48645,0.54593,11.73104,0.33616,2.36641,0.52464,0.9492,0.36612,1.23719,95.71835,0.19153,0.21213,77.46113,8.0851,4.94299,1.25328,6.78359,28.39195,0.20827,9.1062,6.51061,0.58023,3.67934,1.53576,0.45776,19.7481,0.01044,3.74313,25.78505,6.60317,1.88962,91.12719,1.98972,0.20981,5.47302,4.68618,8.64027,0.52285,17.40864,44.14414,16.29544,1.38929,15.75099,1.12311,0.23995,1.42497,4.86477,73.23631,18.9047,100.0,0.41908,0.48583,100.0,0.89986,0.20541,1.33009,11.67561,3.02266,2.23684,0.16346,0.65206,7.44918,0.90909,44.60839,86.85457,0.33156,0.10639,6.99534,4.41294,0.56775,3.9718,35.91278,0.26399,0.66333,0.55511,3.39456,1.39911,27.65957,0.3558,17.07614,8.27122,3.48891,0.33616,23.74798,0.41866,2.37963,11.45822,9.10041,29.17438,2.95617
2018-04-23,22.36328,14.64632,11.63584,2.02481,17.16875,7.45324,0.67849,0.06189,7.26514,8.16648,0.17613,14.0437,5.804,0.01947,4.29406,0.91818,0.64266,2.01435,2.73207,1.19328,0.50058,1.00351,4.42187,0.88458,11.17478,10.91423,6.38544,29.6553,10.1489,16.81555,0.19048,42.72,1.98181,3.92807,16.14936,48.4452,0.25357,3.28203,3.09218,28.04899,2.72529,30.44482,8.51457,13.46616,12.87937,73.53461,21.8231,40.22862,1.75811,30.18545,1.61019,0.4989,2.82065,2.85036,3.8016,0.45612,0.12661,5.7292,0.14432,52.17532,0.17289,29.63303,14.87879,5.67006,3.13512,0.26863,100.0,88.47926,32.94802,2.23493,7.71933,11.48692,14.25148,8.21683,3.75811,0.18941,21.53846,0.08414,24.46153,0.99859,57.08875,2.27268,0.74852,1.40305,0.34236,24.03773,26.89938,8.2129,9.53895,3.46871,5.27639,4.13542,66.51081,7.94803,0.01398,2.68852,1.50163,1.9487,43.37078,28.97718,1.27518,7.51092,7.39156,11.93694,2.2792,2.2493,100.0,0.40462,0.20016,2.83246,21.31018,0.1196,0.00784,3.36688,2.78232,0.06279,0.08197,4.17457,0.20504,0.05909,37.25193,37.94623,48.50471,17.80538,0.89917,8.46458,9.17307,0.85482,2.89863,79.76124,33.80163,27.43968,2.4528,60.18518,0.1595,0.07154,1.39681,69.72641,69.72641,2.55394,26.22288,0.71058,0.81619,0.42315,0.43347,32.68484,1.868,0.33282,43.6242,2.16646,12.13304,0.25412,1.46971,0.02901,0.02028,1.1033,5.0266,21.03516,8.2911,7.95292,51.39471,100.0,0.72202,73.41395,7.38402,8.9901,32.00595,3.91817,0.13113,0.80571,1.27371,22.663,6.90715,6.40731,0.8505,100.0,68.75433,1.90113,0.24816,48.15983,39.14549,0.29994,4.13843,6.61754,29.14285,12.58451,3.521,0.30255,1.53066,1.85583,1.59512,100.0,5.78664,12.60162,9.05408,0.25215,12.08053,0.80856,4.22525,10.23836,48.04099,1.41368,83.44827,1.94172,1.21784,2.50163,2.62269,7.19464,40.27355,0.5447,11.32447,3.37837,6.09423,1.00825,71.08753,0.51168,1.0901,27.6122,10.09987,0.6845,37.883,39.02559,6.24772,2.28679,1.04065,0.00054,0.34124,30.56543,18.00275,2.28391,0.60204,22.86925,6.16379,13.7102,66.69684,32.5067,7.62331,10.2434,2.17556,9.67806,4.81895,1.08441,2.61488,0.3759,7.7559,0.8984,11.68749,34.15948,11.7986,8.61467,0.10313,32.31292,2.60202,6.92469,13.52724,0.42265,2.43637,0.27173,33.67003,44.60771,49.05735,6.9396,1.06462,2.3272,0.79896,21.36465,40.27336,0.70016,4.9148,61.36111,0.88687,0.74817,4.21388,24.95979,0.81541,54.077,2.4432,46.20846,0.34878,13.62021,0.11839,4.91164,3.41968,1.03132,72.21752,0.24185,4.19259,42.87776,14.57349,1.18785,0.40812,6.74674,0.60473,3.03563,0.48262,61.23931,1.14083,6.10817,0.04742,7.3535,1.93181,1.40546,0.84644,2.35546,1.39947,0.37647,0.00513,46.11872,74.55672,0.40703,0.1247,92.08633,2.61955,12.95736,0.10833,5.23149,41.43794,0.22632,1.78076,3.01263,0.89158,4.62871,1.96221,9.73628,100.0,4.50267,0.14535,0.52132,1.11527,0.0462,7.02416,100.0,0.24604,0.03498,4.13636,8.3104,1.74103,8.2601,0.80093,2.80225,10.2071,19.29159,0.00062,100.0,27.81456,16.50054,0.55718,13.13789,11.13685,1.28486,0.82732,4.74797,2.08853,4.49788,6.42393,1.34443,28.13959,7.18826,58.12679,3.53329,67.00581,12.89023,83.43048,16.14936,2.82846,0.16501,12.6419,0.88683,0.3014,0.73918,3.92681,1.8627,12.32979,4.0934,33.38545,100.0,52.0,1.63265,36.2774,1.16887,1.87807,0.63131,0.63131,2.47147,13.23106,4.29936,0.47955,11.53449,0.31239,16.44001,0.42497,0.58908,0.36449,0.98923,21.89208,0.36084,0.21213,58.03108,100.0,5.23149,1.82709,6.07298,29.54773,0.24576,7.54836,6.7654,0.56944,1.8504,7.63996,2.27488,11.30681,0.01074,2.62736,20.01497,3.4195,3.53667,42.59901,1.90668,0.20459,5.59414,4.86066,9.25989,0.38296,11.27935,37.96653,22.51494,1.16887,16.2599,1.23452,0.26151,1.14157,3.92472,61.88496,9.74816,37.80286,0.50786,0.54651,60.7741,1.01736,0.26143,1.30266,6.87064,2.95569,2.02874,0.21311,0.58804,6.78013,1.27272,34.27922,100.0,0.25188,3.20313,6.85889,3.84147,16.53153,3.5365,33.17657,0.31678,0.50005,0.39807,2.88942,2.46686,17.55319,0.35784,6.43879,10.36752,3.55144,0.31239,24.71728,0.3587,2.11313,4.16843,6.43305,27.399,2.16064
2018-04-30,42.28515,15.74277,11.90805,1.76109,16.54585,4.34548,0.5916,0.15568,6.4575,7.12967,0.21449,92.9315,5.86008,0.0474,3.92716,3.40478,0.68922,2.02881,3.20431,1.43092,0.51374,1.55698,4.37891,0.86892,10.31518,9.02044,5.22746,28.96206,8.22106,16.24483,0.1995,37.28,1.50773,4.42582,15.1471,81.84648,0.22202,1.66392,2.78948,41.02925,3.26459,25.61616,9.49099,13.38181,11.28404,82.81864,6.56484,32.99824,1.36989,27.2214,2.66545,1.62145,3.57194,2.81752,3.01464,0.24932,0.16433,3.63466,0.14523,45.45454,0.17289,29.86936,6.61704,4.78822,4.04792,0.45967,45.97087,70.96774,30.94866,1.90999,6.78066,10.28444,41.03064,11.27627,3.08675,0.25402,1.53846,0.07843,19.6923,0.58541,53.56213,2.6165,0.55469,0.47885,2.64817,21.53088,27.40483,14.89416,6.90249,3.14064,4.22677,5.659,43.40541,6.05647,0.01411,2.88945,1.35202,1.53587,34.38202,33.57131,1.0598,7.2477,5.96986,11.70178,2.43056,2.08388,70.34636,0.1445,0.23043,3.40666,20.33861,0.15071,0.01416,2.87021,2.37315,0.0571,0.06002,4.17457,0.11931,0.21666,37.1342,38.9276,56.5342,14.49275,0.98547,4.55117,8.70704,7.3561,3.13114,59.60577,25.74464,7.90109,1.65128,38.77314,0.19801,0.05974,1.92486,79.76464,79.76464,2.32022,28.08344,1.33171,0.74644,0.33712,0.44282,39.2029,1.87831,0.24044,32.95057,2.03453,15.60689,0.2669,1.37713,0.03151,0.02196,1.06735,5.3685,15.39482,8.82113,9.6603,44.84752,41.60839,0.72202,63.73953,7.61588,5.92516,36.58355,12.61301,100.0,0.69511,1.28032,19.90391,11.65318,1.87036,0.47064,24.28009,61.63623,3.04773,0.25123,48.89589,45.26558,0.29994,5.37548,8.27915,100.0,11.87768,3.1323,0.44185,1.31337,1.36845,1.33747,57.14285,5.42318,11.70731,5.64711,90.52048,10.61622,0.70771,3.14037,3.69727,39.26015,2.60322,55.17241,1.38905,1.35631,1.67833,2.95053,5.40992,27.35562,10.74483,9.05957,7.09459,5.75342,1.26958,62.95313,0.76753,1.43126,23.99547,10.0519,0.54106,34.3779,39.02559,4.27739,2.46479,1.76337,0.00046,0.31362,19.13931,16.72176,3.31132,0.30102,20.7765,8.3477,11.43599,58.62381,32.30563,3.81165,11.7647,2.1518,2.77167,5.7095,0.84417,3.8592,0.37189,6.73228,1.24712,10.46135,29.84913,7.91628,11.20412,0.04165,29.2517,3.04026,6.10346,13.31684,0.42265,2.04383,0.21572,35.35353,23.41127,51.25906,11.96718,1.33445,1.86287,0.67364,19.97852,41.13159,0.7003,5.46089,30.3491,0.58339,0.71676,9.13167,29.31179,0.37064,54.73576,1.58973,23.53434,0.25903,12.29893,0.10128,4.52144,2.47824,1.06715,85.79881,0.24008,4.20031,43.3784,8.0059,1.22315,0.41311,5.51302,0.44159,4.71131,1.25482,54.61538,1.43423,6.95688,0.04865,8.11594,1.61818,1.56109,0.74064,1.30892,1.04623,0.61176,0.00525,47.71689,100.0,0.32729,0.12683,71.40287,2.09564,11.86639,0.07487,4.6561,14.91646,0.82987,21.80723,12.2732,0.75669,2.85732,1.71964,7.49544,0.38466,4.52263,0.14579,0.62558,0.84322,0.06584,6.78046,62.7145,0.27469,0.03462,3.9894,7.35465,5.15628,6.85413,0.75555,2.96884,11.39053,8.08656,0.01869,53.61842,25.33112,3.54234,0.44184,11.94353,9.15603,1.14733,0.9302,4.58017,1.96749,2.65743,6.21363,0.89249,25.30353,5.78647,49.96086,3.35577,22.78343,13.54481,7.50938,15.1471,7.4055,0.0952,0.60185,0.66811,0.16744,0.9078,3.48858,1.67853,12.46992,3.9452,28.79854,11.46756,24.0,0.71428,40.41362,1.24144,0.51635,0.63131,0.63131,2.02667,12.88596,5.00477,0.48434,9.39823,0.27164,1.07003,0.37831,0.61277,0.47677,1.00517,33.9772,0.19762,0.21213,47.40932,22.55319,4.6561,1.11942,14.20467,25.27638,0.25825,6.148,6.53961,0.57649,1.80597,3.75194,0.33597,10.79356,0.00746,2.2353,92.80009,3.58276,2.11739,35.67069,1.82978,0.25036,6.74355,9.86017,9.7074,0.6017,14.48907,55.05791,14.7974,1.21657,17.71135,1.01315,0.14885,1.01888,5.35799,61.89882,2.84817,35.56877,0.49661,0.52981,27.45586,1.05659,0.29878,1.24019,5.21932,4.06922,2.24121,0.41567,0.62338,8.55656,2.18181,23.26901,53.25517,0.19452,95.77095,5.74738,3.64897,1.09945,4.19533,35.65626,0.26399,0.47964,0.58628,3.11963,1.36229,12.88416,0.40756,4.60505,100.0,3.0317,0.27164,44.42649,0.33976,2.12772,2.92707,6.85146,30.56343,4.23987
2018-05-07,49.54427,14.09246,13.7487,1.96734,15.72123,6.94201,0.70389,0.09608,8.29125,5.88808,0.18584,43.90626,5.8741,0.02767,4.28047,2.69189,0.60696,2.0901,4.71355,1.68076,0.54879,1.42723,4.68172,0.96546,7.44985,7.76036,7.59305,28.07625,7.86208,21.15384,0.17733,46.08,1.73311,4.20214,16.86065,48.70279,0.28494,1.59736,3.07472,61.53507,7.19291,31.55662,7.51017,13.87422,16.34241,75.60975,5.93307,65.58672,1.43074,22.94107,2.29265,1.24727,3.59573,9.70525,3.15589,0.32702,0.14524,4.46904,0.14831,33.83116,0.24204,29.85623,6.82943,4.38531,3.48606,1.18912,31.8932,81.95084,45.41324,1.83676,8.69339,11.15639,33.23436,8.3348,3.76678,0.25885,7.6923,0.10351,23.1282,0.52747,59.07692,2.84505,0.40519,0.78373,0.46887,8.77199,28.62107,10.62634,7.39268,3.19633,3.91866,4.57073,42.00272,6.00193,0.01501,2.8698,1.42405,1.57363,39.32584,34.81297,1.16161,7.62608,26.22911,21.32659,2.79268,3.1233,41.53524,0.31791,0.23722,3.73478,21.63166,0.11589,0.01186,2.4202,3.51882,0.04082,0.11486,3.79506,1.3822,0.05909,39.20282,56.322,59.873,21.53209,0.93979,8.23059,9.80197,4.38043,3.3751,61.5769,26.00885,1.30154,1.6943,33.56481,0.14901,0.06197,5.86186,77.21766,77.21766,2.89943,27.56237,0.82688,1.04372,0.43418,0.42357,37.29226,1.89858,0.19481,20.37228,2.20928,18.05019,0.27504,1.42859,0.05625,0.02698,1.24572,4.14854,13.47047,10.79041,11.64779,100.0,33.91608,0.72202,79.42325,8.81503,7.54008,36.99292,4.74639,0.75527,0.75321,1.22975,19.75291,7.319,1.48343,0.43086,19.98032,63.97041,4.88931,0.28018,53.94321,49.1147,0.77984,3.27827,6.90651,65.42857,13.92132,3.9867,0.3392,1.64654,2.77964,1.95815,10.0,5.57318,13.33333,6.95762,64.33016,11.83648,0.88537,3.16341,4.61756,90.54638,1.51078,81.37931,1.73861,1.38438,1.73646,3.26873,3.2348,33.7386,100.0,8.9611,3.71621,6.71436,0.9558,58.29649,1.16292,0.96229,22.5153,13.69393,0.65934,33.79758,41.8307,8.31977,3.32558,0.64604,0.00108,0.28284,13.81093,17.30027,2.80436,0.30102,16.38381,6.06321,13.51526,82.76746,45.81936,5.15695,13.08316,2.43871,20.02509,12.67674,1.38854,3.49105,0.43247,5.07874,0.99705,11.27263,39.22413,9.49347,11.58752,0.0328,29.38775,1.23253,6.21939,14.95222,0.42265,2.05451,0.21677,44.57912,19.3,53.52669,6.56529,1.09044,2.42648,0.498,18.43946,46.75778,0.74868,5.35168,25.71952,0.89629,0.3647,4.7995,22.95542,1.0378,57.40008,1.60876,9.89232,0.30186,13.19537,0.14112,6.00498,2.45106,0.9612,59.76331,0.24481,4.34175,49.5761,5.22632,1.12032,0.81341,6.45765,0.29926,3.77633,5.7915,55.51282,1.18858,7.25042,0.04683,3.86328,1.97308,1.67429,0.71419,0.65144,1.04237,0.47058,0.00497,50.22831,71.55831,0.32772,0.12083,78.8669,1.89414,13.32661,0.07,6.50101,22.43436,0.26405,4.19363,3.58937,1.03549,3.53656,2.03536,4.66394,0.1418,4.65287,0.12148,0.5943,4.95829,0.12359,7.01533,46.59386,0.24498,0.02884,5.51312,7.00553,1.74152,12.30228,0.78373,2.78064,7.98816,9.99862,0.01819,39.47368,20.19867,2.99767,0.49737,10.85776,9.88297,1.24438,2.55135,4.15078,1.94698,2.01325,100.0,0.88274,26.85075,10.23634,51.04356,3.25559,10.57412,9.01309,11.31518,16.86065,12.28223,0.06346,0.60814,0.6636,0.16744,0.84292,4.0048,1.73552,12.80842,3.25752,26.45295,10.76513,20.0,0.5102,51.00295,1.46322,3.27825,1.38888,1.38888,2.00469,13.03708,9.08684,0.87377,8.82406,0.3281,1.03228,0.45862,0.495,0.24245,3.78492,24.91978,0.18706,0.25456,47.8411,2.12765,6.50101,1.20179,47.47468,27.03517,0.22076,5.44087,6.31175,0.69895,1.99293,2.30689,0.22113,15.76325,0.01044,3.2804,16.67943,3.31972,2.04275,40.48701,4.62467,0.23057,5.55982,12.37215,9.63855,0.6067,38.20835,44.22136,15.10205,1.18093,18.00881,1.00266,0.14765,1.19466,4.37208,90.68607,2.76656,22.90116,0.88535,0.67266,24.78497,0.99511,0.14939,1.35858,5.21932,5.02744,2.38909,0.26553,0.66148,7.57734,11.63636,31.66855,43.35245,0.21049,100.0,5.65131,4.09368,8.83245,3.73321,35.89853,2.58711,0.55107,0.52619,3.06074,1.14138,13.88888,0.45009,5.18476,24.16008,3.03908,0.3281,35.62197,0.37948,2.89096,19.41712,8.89121,29.65452,2.5375
